Title,LW_x,Weekend Gross_y,Total Gross_y,Week #_x,TW_x,Weekend Gross_x
"Love, Gilda",65,"$7,835 ","$612,478 ",7,82,"$2,227 "
The Cakemaker,89,"$2,225 ","$871,577 ",19,84,"$2,109 "
Born to Be Wild (IMAX),103,$851 ,"$25,779,594 ",396,86,"$1,850 "
Antonio Lopez 1970: Sex Fashion & Disco,86,"$2,496 ","$37,359 ",8,88,"$1,615 "
God Bless the Broken Road,87,"$2,425 ","$2,841,744 ",9,89,"$1,545 "
Blaze (2018),92,"$1,988 ","$684,869 ",12,90,"$1,535 "
All About Nina,91,"$2,039 ","$97,950 ",6,95,"$1,042 "
Operation Finale,102,$856 ,"$17,608,504 ",10,97,$793 
Puzzle,81,"$3,804 ","$2,026,265 ",15,98,$686 
MFKZ,88,"$2,283 ","$226,548 ",4,100,$615 
The Big Bad Fox and Other Tales,109,$435 ,"$34,939 ",27,102,$508 
Namaste England,69,"$6,695 ","$100,803 ",3,103,$474 
Stella's Last Weekend,116,$90 ,"$3,762 ",4,106,$369 
Under the Sea 3D,108,$714 ,"$35,979,693 ",508,107,$363 
Hubble 3D,115,$268 ,"$52,339,471 ",451,110,$263 
Helicopter Eela,119,$59 ,"$71,838 ",4,114,$123 
Black '47,106,$790 ,"$46,988 ",6,115,$116 
Liyana,110,$408 ,"$8,984 ",4,116,$90 
Feng Shui (Myung Dang),118,$61 ,"$64,080 ",7,117,$40 
Journey to the South Pacific,117,$77 ,"$7,641,286 ",258,118,$22 
A Star is Born (2018),4,"$11,003,083 ","$165,537,649 ",6,5,"$8,105,163 "
Venom (2018),6,"$7,877,174 ","$198,690,522 ",6,8,"$4,915,378 "
Halloween (2018),5,"$10,830,865 ","$150,224,570 ",4,9,"$3,998,885 "
The Hate U Give,10,"$3,353,422 ","$23,414,346 ",6,10,"$2,051,363 "
Smallfoot,7,"$3,861,672 ","$77,540,973 ",7,11,"$1,508,102 "
Beautiful Boy (2018),13,"$1,345,727 ","$3,148,969 ",5,12,"$1,450,661 "
Can You Ever Forgive Me?,16,"$1,032,318 ","$1,752,458 ",4,13,"$1,442,422 "
Night School (2018),12,"$1,990,285 ","$74,385,500 ",7,15,"$1,000,260 "
First Man,11,"$2,184,385 ","$41,974,255 ",5,16,"$918,060 "
Goosebumps 2: Haunted Halloween,8,"$3,773,720 ","$43,906,036 ",5,17,"$886,978 "
Free Solo,18,"$1,009,425 ","$6,893,376 ",7,19,"$758,127 "
Hunter Killer,9,"$3,528,129 ","$12,968,245 ",3,20,"$726,230 "
The Old Man & the Gun,17,"$1,015,902 ","$9,186,589 ",7,22,"$457,211 "
Mid90s,14,"$1,330,522 ","$5,791,490 ",4,23,"$401,506 "
Suspiria,19,"$979,882 ","$1,230,739 ",3,24,"$366,600 "
Johnny English Strikes Again,15,"$1,037,230 ","$3,253,995 ",3,25,"$357,125 "
The House With A Clock In Its Walls,21,"$526,900 ","$67,349,050 ",8,27,"$306,795 "
Crazy Rich Asians,24,"$244,843 ","$173,206,603 ",13,28,"$226,254 "
Indivisible,20,"$760,846 ","$2,890,719 ",3,31,"$165,814 "
Wildlife,31,"$116,644 ","$408,325 ",4,32,"$130,944 "
Incredibles 2,27,"$168,949 ","$608,109,517 ",22,33,"$122,819 "
Bad Times At The El Royale,22,"$296,514 ","$17,474,616 ",5,35,"$95,182 "
Colette,26,"$178,358 ","$4,783,042 ",8,36,"$90,696 "
Burning,42,"$54,234 ","$93,983 ",3,38,"$76,608 "
A Simple Favor,37,"$65,631 ","$53,362,121 ",9,39,"$69,012 "
Disney's Christopher Robin,29,"$139,933 ","$99,010,982 ",15,40,"$65,186 "
The Nun,30,"$128,890 ","$117,277,020 ",10,41,"$63,978 "
Border,41,"$54,295 ","$163,056 ",3,43,"$48,196 "
What They Had,45,"$40,103 ","$161,794 ",4,45,"$36,465 "
Tea with the Dames,39,"$60,053 ","$689,045 ",8,46,"$36,445 "
Hotel Transylvania 3: Summer Vacation,40,"$56,849 ","$167,401,329 ",18,47,"$36,011 "
The Wife,44,"$40,441 ","$7,691,644 ",13,48,"$29,939 "
The Sisters Brothers,35,"$66,665 ","$3,004,912 ",8,50,"$27,953 "
Alpha,48,"$28,362 ","$35,799,576 ",13,52,"$21,308 "
The Happy Prince,33,"$86,296 ","$356,790 ",5,53,"$19,724 "
The Predator (2018),47,"$31,689 ","$50,971,245 ",9,54,"$17,307 "
The Great Buster: A Celebration,60,"$8,728 ","$46,720 ",6,55,"$16,569 "
Jane and Emma,58,"$11,569 ","$294,231 ",5,56,"$16,101 "
Rampant,34,"$70,878 ","$102,432 ",3,57,"$15,478 "
Searching,49,"$27,323 ","$25,989,373 ",12,58,"$14,721 "
Gosnell: The Trial of America's Biggest Serial Killer,28,"$144,714 ","$3,546,622 ",5,59,"$11,847 "
A Beautiful Planet,66,"$6,941 ","$15,294,482 ",133,60,"$11,440 "
Bel Canto,70,"$5,767 ","$103,855 ",9,61,"$9,404 "
"Monrovia, Indiana",55,"$13,950 ","$21,330 ",3,62,"$8,804 "
The Guilty,53,"$20,136 ","$167,909 ",4,67,"$6,036 "
Blaze (2018),90,"$1,535 ","$687,995 ",13,70,"$4,545 "
Wings of Desire (2018 re-release),72,"$4,600 ","$44,119 ",4,72,"$3,513 "
The Price of Everything,54,"$15,589 ","$73,476 ",4,73,"$3,425 "
Little Women (2018),61,"$8,632 ","$1,368,624 ",7,75,"$2,691 "
Horn From the Heart,81,"$2,472 ","$8,462 ",4,77,"$2,650 "
Senso (2018 re-release),76,"$3,711 ","$11,947 ",3,78,"$2,592 "
Liyana,116,$90 ,"$9,184 ",5,80,"$2,407 "
1945,69,"$5,973 ","$995,578 ",54,81,"$2,331 "
Pick of the Litter,80,"$2,598 ","$522,405 ",11,82,"$2,272 "
Matangi/Maya/M.I.A.,65,"$7,212 ","$209,354 ",7,83,"$2,024 "
Unbroken: Path to Redemption,73,"$4,399 ","$6,204,263 ",9,85,"$1,860 "
The Children Act,67,"$6,120 ","$518,545 ",9,86,"$1,635 "
On Her Shoulders,64,"$7,259 ","$19,351 ",4,87,"$1,589 "
Kusama: Infinity,77,"$3,297 ","$336,610 ",10,88,"$1,516 "
The Fog (2018 re-release),75,"$3,746 ","$64,029 ",3,89,"$1,408 "
"Love, Gilda",82,"$2,227 ","$619,076 ",8,90,"$1,367 "
Black '47,115,$116 ,"$47,806 ",7,91,"$1,353 "
The Fireflies are Gone,78,"$3,089 ","$241,763 ",8,92,"$1,207 "
Under the Sea 3D,107,$363 ,"$35,980,468 ",509,93,$946 
Viper Club,50,"$26,544 ","$44,859 ",3,95,$752 
Antonio Lopez 1970: Sex Fashion & Disco,88,"$1,615 ","$40,675 ",9,96,$692 
Puzzle,98,$686 ,"$2,028,346 ",16,97,$645 
Life & Nothing More,87,"$1,840 ","$11,900 ",3,99,$591 
Hubble 3D,110,$263 ,"$52,340,079 ",452,100,$481 
Operation Finale,97,$793 ,"$17,611,017 ",11,101,$479 
The Rider,93,"$1,213 ","$2,404,646 ",31,105,$324 
Silencio,71,"$5,544 ","$155,184 ",3,106,$234 
Journey to the South Pacific,118,$22 ,"$7,641,308 ",259,110,$132 
Bullitt County,108,$282 ,"$10,442 ",3,111,$106 
Weed the People,94,"$1,177 ","$7,290 ",3,112,$66 
Feng Shui (Myung Dang),117,$40 ,"$64,120 ",8,113,$27 
Bohemian Rhapsody,2,"$31,201,568 ","$100,362,116 ",3,3,"$16,042,965 "
The Nutcracker and the Four Realms,4,"$10,086,869 ","$35,778,403 ",3,6,"$4,772,950 "
A Star is Born (2018),5,"$8,105,163 ","$178,115,551 ",7,7,"$4,293,663 "
Nobody's Fool,7,"$6,636,242 ","$24,372,350 ",3,11,"$2,216,073 "
Venom (2018),8,"$4,915,378 ","$206,298,981 ",7,12,"$1,976,625 "
Boy Erased,18,"$758,173 ","$1,031,337 ",3,13,"$1,323,832 "
Can You Ever Forgive Me?,13,"$1,442,422 ","$3,577,399 ",5,14,"$893,180 "
The Hate U Give,10,"$2,051,363 ","$26,687,246 ",7,15,"$780,051 "
A Private War,29,"$196,585 ","$279,028 ",3,16,"$701,589 "
Halloween (2018),9,"$3,998,885 ","$156,968,730 ",5,17,"$699,185 "
Beautiful Boy (2018),12,"$1,450,661 ","$5,227,614 ",6,18,"$582,263 "
Free Solo,19,"$758,127 ","$8,143,743 ",8,19,"$467,510 "
Smallfoot,11,"$1,508,102 ","$80,309,655 ",8,20,"$423,604 "
Night School (2018),15,"$1,000,260 ","$75,997,005 ",8,21,"$333,325 "
First Man,16,"$918,060 ","$43,730,765 ",6,23,"$243,790 "
The House With A Clock In Its Walls,27,"$306,795 ","$67,812,775 ",9,25,"$172,855 "
The Old Man & the Gun,22,"$457,211 ","$10,218,046 ",8,26,"$163,773 "
Goosebumps 2: Haunted Halloween,17,"$886,978 ","$45,867,822 ",6,27,"$142,711 "
Crazy Rich Asians,28,"$226,254 ","$173,517,672 ",14,28,"$125,095 "
Johnny English Strikes Again,25,"$357,125 ","$3,991,270 ",4,29,"$115,490 "
Mid90s,23,"$401,506 ","$6,818,996 ",5,30,"$114,833 "
Maria by Callas,34,"$97,587 ","$308,969 ",3,31,"$96,651 "
Suspiria,24,"$366,600 ","$1,945,156 ",4,32,"$95,804 "
Hunter Killer,20,"$726,230 ","$15,202,381 ",4,34,"$84,702 "
Incredibles 2,33,"$122,819 ","$608,276,278 ",23,35,"$80,805 "
Wildlife,32,"$130,944 ","$599,413 ",5,38,"$65,401 "
Burning,38,"$76,608 ","$195,760 ",4,39,"$64,171 "
Border,43,"$48,196 ","$246,709 ",4,40,"$59,775 "
Colette,36,"$90,696 ","$4,963,683 ",9,41,"$51,201 "
Bad Times At The El Royale,35,"$95,182 ","$17,697,476 ",6,43,"$36,942 "
A Simple Favor,39,"$69,012 ","$53,464,279 ",10,44,"$33,854 "
Disney's Christopher Robin,40,"$65,186 ","$99,113,970 ",16,45,"$33,111 "
The Nun,41,"$63,978 ","$117,379,749 ",11,46,"$32,556 "
Indivisible,31,"$165,814 ","$3,372,507 ",4,47,"$25,891 "
Hotel Transylvania 3: Summer Vacation,47,"$36,011 ","$167,450,959 ",19,49,"$20,830 "
Tea with the Dames,46,"$36,445 ","$759,568 ",9,50,"$16,301 "
The Wife,48,"$29,939 ","$7,741,847 ",14,51,"$13,583 "
Alpha,52,"$21,308 ","$35,829,745 ",14,52,"$12,814 "
Wings of Desire (2018 re-release),72,"$3,513 ","$56,058 ",5,53,"$11,278 "
What They Had,45,"$36,465 ","$223,210 ",5,54,"$10,480 "
A Beautiful Planet,60,"$11,440 ","$15,341,545 ",134,55,"$10,386 "
The Predator (2018),54,"$17,307 ","$50,998,804 ",10,56,"$9,095 "
The Sisters Brothers,50,"$27,953 ","$3,073,224 ",9,58,"$6,564 "
Jane and Emma,56,"$16,101 ","$320,665 ",6,61,"$5,219 "
The Happy Prince,53,"$19,724 ","$432,023 ",6,64,"$4,859 "
Gosnell: The Trial of America's Biggest Serial Killer,59,"$11,847 ","$3,635,098 ",6,65,"$4,444 "
Pick of the Litter,82,"$2,272 ","$525,991 ",12,66,"$4,092 "
Matangi/Maya/M.I.A.,83,"$2,024 ","$215,287 ",8,67,"$3,469 "
Kusama: Infinity,88,"$1,516 ","$339,757 ",11,68,"$3,030 "
The Great Buster: A Celebration,55,"$16,569 ","$67,386 ",7,69,"$3,006 "
Bodied,49,"$28,464 ","$100,116 ",3,72,"$2,499 "
Searching for Ingmar Bergman,68,"$4,959 ","$14,153 ",3,74,"$2,378 "
Rampant,57,"$15,478 ","$156,394 ",4,75,"$2,293 "
The Guilty,67,"$6,036 ","$184,010 ",5,77,"$2,223 "
Bel Canto,61,"$9,404 ","$116,080 ",10,78,"$2,004 "
The Fog (2018 re-release),89,"$1,408 ","$66,957 ",4,79,"$1,763 "
Blaze (2018),70,"$4,545 ","$693,426 ",14,80,"$1,460 "
On Her Shoulders,87,"$1,589 ","$22,809 ",5,84,"$1,197 "
Senso (2018 re-release),78,"$2,592 ","$18,139 ",4,85,"$1,161 "
Unbroken: Path to Redemption,85,"$1,860 ","$6,208,365 ",10,87,"$1,109 "
Horn From the Heart,77,"$2,650 ","$15,356 ",5,89,$859 
Little Women (2018),75,"$2,691 ","$1,376,778 ",8,90,$856 
The Children Act,86,"$1,635 ","$543,335 ",10,92,$540 
Antonio Lopez 1970: Sex Fashion & Disco,96,$692 ,"$42,240 ",10,95,$432 
Under the Sea 3D,93,$946 ,"$35,982,546 ",510,98,$347 
Hubble 3D,100,$481 ,"$52,343,571 ",453,100,$187 
Life & Nothing More,99,$591 ,"$13,115 ",4,101,$160 
Liyana,80,"$2,407 ","$11,804 ",6,103,$130 
Weed the People,112,$66 ,"$8,503 ",4,104,$90 
1945,81,"$2,331 ","$1,002,918 ",55,105,$70 
Journey to the South Pacific,110,$132 ,"$7,641,440 ",260,106,$66 
Silencio,106,$234 ,"$158,685 ",4,107,$38 
Dr. Seuss' The Grinch (2018),2,"$38,587,130 ","$126,963,410 ",3,3,"$30,392,220 "
Bohemian Rhapsody,3,"$16,042,965 ","$128,228,824 ",4,5,"$14,001,156 "
A Star is Born (2018),7,"$4,293,663 ","$185,784,570 ",8,10,"$3,016,129 "
The Nutcracker and the Four Realms,6,"$4,772,950 ","$43,965,640 ",4,11,"$2,785,368 "
Boy Erased,13,"$1,323,832 ","$2,675,782 ",4,12,"$1,159,590 "
Overlord,8,"$3,790,251 ","$17,683,140 ",3,13,"$1,112,065 "
Nobody's Fool,11,"$2,216,073 ","$28,843,691 ",4,14,"$900,411 "
Venom (2018),12,"$1,976,625 ","$210,077,668 ",8,15,"$766,700 "
The Front Runner,36,"$75,364 ","$166,533 ",3,16,"$632,139 "
Can You Ever Forgive Me?,14,"$893,180 ","$5,071,365 ",6,17,"$598,142 "
Free Solo,19,"$467,510 ","$8,981,989 ",9,18,"$448,057 "
Smallfoot,20,"$423,604 ","$81,356,772 ",9,20,"$367,580 "
The Girl in the Spider's Web: A New Dragon Tattoo Story,9,"$2,501,616 ","$13,292,139 ",3,21,"$356,485 "
The Hate U Give,15,"$780,051 ","$28,223,244 ",8,22,"$326,680 "
Beautiful Boy (2018),18,"$582,263 ","$6,401,267 ",7,23,"$313,490 "
Maria by Callas,31,"$96,651 ","$470,153 ",4,26,"$162,343 "
Night School (2018),21,"$333,325 ","$76,600,015 ",9,27,"$136,875 "
A Private War,16,"$701,589 ","$1,068,110 ",4,28,"$133,224 "
The House With A Clock In Its Walls,25,"$172,855 ","$68,074,030 ",10,29,"$128,420 "
First Man,23,"$243,790 ","$44,345,100 ",7,30,"$122,995 "
Halloween (2018),17,"$699,185 ","$158,795,325 ",6,31,"$119,305 "
The Old Man & the Gun,26,"$163,773 ","$10,614,566 ",9,32,"$103,432 "
Crazy Rich Asians,28,"$125,095 ","$173,729,639 ",15,35,"$85,493 "
Border,40,"$59,775 ","$343,943 ",5,37,"$75,515 "
Wildlife,38,"$65,401 ","$728,378 ",6,38,"$66,622 "
Incredibles 2,35,"$80,805 ","$608,401,000 ",24,39,"$57,409 "
Mid90s,30,"$114,833 ","$7,149,088 ",6,40,"$57,037 "
Suspiria,32,"$95,804 ","$2,236,185 ",5,41,"$46,677 "
Goosebumps 2: Haunted Halloween,27,"$142,711 ","$46,371,838 ",7,42,"$46,626 "
Burning,39,"$64,171 ","$300,125 ",5,43,"$45,314 "
Hunter Killer,34,"$84,702 ","$15,649,493 ",5,44,"$42,471 "
Bad Times At The El Royale,43,"$36,942 ","$17,777,422 ",7,46,"$21,471 "
Colette,41,"$51,201 ","$5,069,741 ",10,47,"$20,902 "
Disney's Christopher Robin,45,"$33,111 ","$99,172,010 ",17,48,"$17,221 "
Tea with the Dames,50,"$16,301 ","$806,676 ",10,49,"$13,688 "
Hotel Transylvania 3: Summer Vacation,49,"$20,830 ","$167,485,460 ",20,51,"$10,977 "
Indivisible,47,"$25,891 ","$3,465,739 ",5,52,"$10,091 "
El Angel,48,"$21,976 ","$53,999 ",3,53,"$10,078 "
The Wife,51,"$13,583 ","$7,768,601 ",15,55,"$9,222 "
Chef Flynn,59,"$6,473 ","$38,385 ",3,56,"$8,775 "
A Beautiful Planet,55,"$10,386 ","$15,367,327 ",135,58,"$7,682 "
The Sisters Brothers,58,"$6,564 ","$3,101,468 ",10,59,"$7,567 "
The Predator (2018),56,"$9,095 ","$51,014,175 ",11,63,"$4,845 "
The Great Buster: A Celebration,69,"$3,006 ","$81,679 ",8,64,"$4,623 "
Last Letter,42,"$41,027 ","$159,052 ",3,65,"$4,593 "
Wings of Desire (2018 re-release),53,"$11,278 ","$71,674 ",6,67,"$4,156 "
Matangi/Maya/M.I.A.,67,"$3,469 ","$219,858 ",9,68,"$3,805 "
Unbroken: Path to Redemption,87,"$1,109 ","$6,210,183 ",11,69,"$3,476 "
Jane and Emma,61,"$5,219 ","$338,655 ",7,71,"$2,481 "
The Happy Prince,64,"$4,859 ","$445,999 ",7,72,"$2,453 "
Narcissister Organ Player,70,"$2,997 ","$7,944 ",3,77,"$1,572 "
Horn From the Heart,89,$859 ,"$21,093 ",6,78,"$1,450 "
Kusama: Infinity,68,"$3,030 ","$350,226 ",12,79,"$1,186 "
1945,105,$70 ,"$1,004,303 ",56,80,"$1,168 "
Pick of the Litter,66,"$4,092 ","$530,845 ",13,81,"$1,127 "
Blaze (2018),80,"$1,460 ","$696,793 ",15,82,"$1,102 "
The Guilty,77,"$2,223 ","$190,602 ",6,83,"$1,101 "
Searching for Ingmar Bergman,74,"$2,378 ","$25,835 ",4,84,"$1,046 "
Under the Sea 3D,98,$347 ,"$35,983,738 ",511,87,$776 
Gosnell: The Trial of America's Biggest Serial Killer,65,"$4,444 ","$3,651,059 ",7,88,$686 
Hubble 3D,100,$187 ,"$52,346,535 ",454,89,$545 
Liyana,103,$130 ,"$14,201 ",7,93,$310 
Life & Nothing More,101,$160 ,"$13,576 ",5,96,$205 
Let the Corpses Tan,99,$205 ,"$92,886 ",13,98,$164 
Weed the People,104,$90 ,"$9,199 ",5,99,$140 
Dr. Seuss' The Grinch (2018),3,"$30,392,220 ","$180,494,990 ",4,2,"$17,926,785 "
Fantastic Beasts: The Crimes of Grindelwald,4,"$29,375,498 ","$116,554,309 ",3,4,"$11,361,556 "
Bohemian Rhapsody,5,"$14,001,156 ","$152,158,106 ",5,5,"$8,008,587 "
Instant Family,6,"$12,310,708 ","$35,564,886 ",3,6,"$7,170,076 "
Widows,8,"$8,231,373 ","$25,862,333 ",3,9,"$4,403,153 "
Green Book,9,"$5,501,520 ","$7,860,501 ",3,10,"$3,931,220 "
A Star is Born (2018),10,"$3,016,129 ","$191,003,172 ",9,12,"$1,829,567 "
The Nutcracker and the Four Realms,11,"$2,785,368 ","$49,186,550 ",5,13,"$1,343,556 "
Boy Erased,12,"$1,159,590 ","$4,541,652 ",5,15,"$604,060 "
Overlord,13,"$1,112,065 ","$20,191,451 ",4,16,"$405,268 "
Nobody's Fool,14,"$900,411 ","$30,449,584 ",5,17,"$382,417 "
Venom (2018),15,"$766,700 ","$211,697,763 ",9,18,"$377,396 "
Can You Ever Forgive Me?,17,"$598,142 ","$6,029,184 ",7,19,"$338,735 "
Free Solo,18,"$448,057 ","$9,693,936 ",10,22,"$288,035 "
The Front Runner,16,"$632,139 ","$1,072,662 ",4,23,"$273,622 "
Smallfoot,20,"$367,580 ","$81,935,912 ",10,25,"$207,610 "
The Hate U Give,22,"$326,680 ","$28,918,177 ",9,26,"$191,831 "
At Eternity's Gate,25,"$221,672 ","$408,396 ",3,28,"$186,249 "
Beautiful Boy (2018),23,"$313,490 ","$6,982,639 ",8,29,"$158,867 "
Goosebumps 2: Haunted Halloween,42,"$46,626 ","$46,489,591 ",8,30,"$131,253 "
Maria by Callas,26,"$162,343 ","$685,741 ",5,31,"$115,316 "
Night School (2018),27,"$136,875 ","$76,869,430 ",10,32,"$101,450 "
A Cool Fish,36,"$84,742 ","$226,614 ",3,33,"$99,821 "
The Girl in the Spider's Web: A New Dragon Tattoo Story,21,"$356,485 ","$14,391,281 ",4,35,"$87,605 "
Border,37,"$75,515 ","$456,475 ",6,36,"$81,407 "
The Old Man & the Gun,32,"$103,432 ","$10,791,101 ",10,37,"$80,430 "
First Man,30,"$122,995 ","$44,570,015 ",8,38,"$75,040 "
The House With A Clock In Its Walls,29,"$128,420 ","$68,290,400 ",11,41,"$59,555 "
Wildlife,38,"$66,622 ","$837,363 ",7,42,"$58,533 "
Halloween (2018),31,"$119,305 ","$159,108,335 ",7,43,"$56,160 "
A Private War,28,"$133,224 ","$1,401,092 ",5,46,"$48,769 "
Crazy Rich Asians,35,"$85,493 ","$173,880,418 ",16,48,"$39,566 "
Suspiria,41,"$46,677 ","$2,338,797 ",6,49,"$31,388 "
Burning,43,"$45,314 ","$376,701 ",6,50,"$30,743 "
Incredibles 2,39,"$57,409 ","$608,508,728 ",25,51,"$29,342 "
Mid90s,40,"$57,037 ","$7,266,845 ",7,52,"$24,212 "
Chef Flynn,56,"$8,775 ","$49,787 ",4,56,"$13,337 "
Bad Times At The El Royale,46,"$21,471 ","$17,811,900 ",8,57,"$10,712 "
El Angel,53,"$10,078 ","$75,856 ",4,59,"$8,302 "
The Guilty,83,"$1,101 ","$192,633 ",7,61,"$6,663 "
The Sisters Brothers,59,"$7,567 ","$3,116,096 ",11,62,"$6,220 "
Tea with the Dames,49,"$13,688 ","$830,001 ",11,64,"$4,551 "
The Happy Prince,72,"$2,453 ","$450,699 ",8,66,"$4,121 "
Burn the Stage: The Movie,50,"$11,433 ","$3,740,344 ",3,68,"$3,549 "
Wings of Desire (2018 re-release),67,"$4,156 ","$87,987 ",7,69,"$3,149 "
Searching for Ingmar Bergman,84,"$1,046 ","$27,749 ",5,70,"$3,034 "
Matangi/Maya/M.I.A.,68,"$3,805 ","$224,888 ",10,71,"$2,980 "
Indivisible,52,"$10,091 ","$3,485,977 ",6,72,"$2,747 "
The Great Buster: A Celebration,64,"$4,623 ","$91,757 ",9,73,"$2,721 "
Jane and Emma,71,"$2,481 ","$346,316 ",8,75,"$1,967 "
Return of the Hero,85,$900 ,"$8,692 ",14,77,"$1,517 "
Last Letter,65,"$4,593 ","$176,483 ",4,79,"$1,430 "
Kusama: Infinity,79,"$1,186 ","$352,792 ",13,80,"$1,364 "
Horn From the Heart,78,"$1,450 ","$23,170 ",7,81,"$1,272 "
A Beautiful Planet,58,"$7,682 ","$15,383,248 ",136,82,"$1,246 "
Life & Nothing More,96,$205 ,"$13,781 ",6,83,"$1,219 "
Gosnell: The Trial of America's Biggest Serial Killer,88,$686 ,"$3,653,128 ",8,84,"$1,200 "
The Wife,55,"$9,222 ","$7,784,428 ",16,85,"$1,061 "
Weed the People,99,$140 ,"$9,676 ",6,87,$986 
Liyana,93,$310 ,"$15,330 ",8,90,$633 
Under the Sea 3D,87,$776 ,"$35,985,329 ",512,93,$374 
Narcissister Organ Player,77,"$1,572 ","$11,765 ",4,95,$305 
Hubble 3D,89,$545 ,"$52,350,459 ",455,100,$113 
Ralph Breaks the Internet,1,"$25,566,945 ","$119,105,178 ",3,1,"$16,253,831 "
Dr. Seuss' The Grinch (2018),2,"$17,926,785 ","$203,705,980 ",5,2,"$15,039,050 "
Creed II,3,"$16,639,048 ","$80,975,332 ",3,3,"$9,975,167 "
Fantastic Beasts: The Crimes of Grindelwald,4,"$11,361,556 ","$134,502,962 ",4,4,"$6,953,846 "
Bohemian Rhapsody,5,"$8,008,587 ","$164,331,737 ",6,5,"$6,141,666 "
Instant Family,6,"$7,170,076 ","$45,947,845 ",4,6,"$5,756,311 "
Green Book,10,"$3,931,220 ","$14,045,711 ",4,7,"$3,905,030 "
Robin Hood (2018),8,"$4,781,624 ","$21,809,306 ",3,8,"$3,531,994 "
Widows,9,"$4,403,153 ","$33,063,398 ",4,10,"$3,150,274 "
A Star is Born (2018),12,"$1,829,567 ","$193,747,003 ",10,11,"$2,454,068 "
The Favourite,14,"$1,072,282 ","$1,646,592 ",3,12,"$1,503,634 "
The Nutcracker and the Four Realms,13,"$1,343,556 ","$51,103,465 ",6,13,"$1,101,376 "
Boy Erased,15,"$604,060 ","$5,596,497 ",6,16,"$421,940 "
At Eternity's Gate,28,"$186,249 ","$675,735 ",4,18,"$319,925 "
Venom (2018),18,"$377,396 ","$212,268,048 ",10,19,"$307,314 "
Free Solo,22,"$288,035 ","$10,116,918 ",11,21,"$259,657 "
Nobody's Fool,17,"$382,417 ","$31,070,476 ",6,22,"$258,179 "
Can You Ever Forgive Me?,19,"$338,735 ","$6,580,505 ",8,23,"$255,987 "
Overlord,16,"$405,268 ","$21,014,283 ",5,24,"$255,142 "
The Wife,85,"$1,061 ","$7,788,490 ",17,26,"$208,756 "
Smallfoot,25,"$207,610 ","$82,200,536 ",11,29,"$172,519 "
The Hate U Give,26,"$191,831 ","$29,207,970 ",10,32,"$138,644 "
The Front Runner,23,"$273,622 ","$1,630,940 ",5,33,"$109,428 "
Shoplifters,34,"$97,588 ","$229,848 ",3,34,"$107,267 "
Maria by Callas,31,"$115,316 ","$872,349 ",6,35,"$103,168 "
Beautiful Boy (2018),29,"$158,867 ","$7,247,035 ",9,36,"$101,712 "
The Old Man & the Gun,37,"$80,430 ","$10,922,179 ",11,37,"$86,500 "
Night School (2018),32,"$101,450 ","$76,999,690 ",11,38,"$80,910 "
First Man,38,"$75,040 ","$44,682,655 ",9,40,"$58,330 "
A Cool Fish,33,"$99,821 ","$369,150 ",4,42,"$56,312 "
Border,36,"$81,407 ","$575,732 ",7,43,"$53,720 "
The Girl in the Spider's Web: A New Dragon Tattoo Story,35,"$87,605 ","$14,666,252 ",5,44,"$52,037 "
Halloween (2018),43,"$56,160 ","$159,192,610 ",8,45,"$49,565 "
The House With A Clock In Its Walls,41,"$59,555 ","$68,371,090 ",12,47,"$43,890 "
Burning,50,"$30,743 ","$429,492 ",7,48,"$34,141 "
A Private War,46,"$48,769 ","$1,516,876 ",6,49,"$24,006 "
Suspiria,49,"$31,388 ","$2,397,484 ",7,50,"$23,835 "
Wildlife,42,"$58,533 ","$935,225 ",8,51,"$22,616 "
Crazy Rich Asians,48,"$39,566 ","$173,947,255 ",17,52,"$22,486 "
Goosebumps 2: Haunted Halloween,30,"$131,253 ","$46,631,339 ",9,53,"$20,880 "
Incredibles 2,51,"$29,342 ","$608,546,980 ",26,55,"$18,598 "
Mid90s,52,"$24,212 ","$7,312,840 ",8,57,"$14,972 "
Becoming Astrid,54,"$18,969 ","$26,980 ",3,60,"$10,038 "
The World Before Your Feet,55,"$14,528 ","$53,502 ",3,61,"$6,541 "
Gosnell: The Trial of America's Biggest Serial Killer,84,"$1,200 ","$3,654,468 ",9,63,"$4,433 "
The Happy Prince,66,"$4,121 ","$456,009 ",9,64,"$4,236 "
A tous ceux qui ne me lisent pas,60,"$6,689 ","$22,716 ",3,67,"$2,821 "
Kusama: Infinity,80,"$1,364 ","$356,381 ",14,69,"$2,732 "
The Sisters Brothers,62,"$6,220 ","$3,128,889 ",12,70,"$2,649 "
Tea with the Dames,64,"$4,551 ","$842,875 ",12,71,"$2,649 "
The Great Buster: A Celebration,73,"$2,721 ","$96,747 ",10,72,"$2,417 "
Liyana,90,$633 ,"$16,125 ",9,73,"$2,396 "
The Guilty,61,"$6,663 ","$201,802 ",8,74,"$2,311 "
Wings of Desire (2018 re-release),69,"$3,149 ","$95,890 ",8,75,"$2,100 "
Jane and Emma,75,"$1,967 ","$350,254 ",9,76,"$2,017 "
Searching for Ingmar Bergman,70,"$3,034 ","$30,985 ",6,77,"$1,810 "
Indivisible,72,"$2,747 ","$3,492,174 ",7,78,"$1,751 "
El Angel,59,"$8,302 ","$89,611 ",5,80,"$1,606 "
Chef Flynn,56,"$13,337 ","$57,258 ",5,81,"$1,504 "
