TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week
12,N,Johnny English Strikes Again,Uni.,1638895,-,544,-,3013,1638895,25,1,2018,43
13,N,Indivisible,PFR,1503101,-,830,-,1811,1503101,-,1,2018,43
17,N,MET Opera: La Fanciulla Del West,Fathom,765549,-,705,-,1086,765549,-,1,2018,43
19,N,Spirited Away - Studio Ghibli Fest 2018,Fathom,494054,-,720,-,686,494054,-,1,2018,43
25,N,Suspiria,Amazon,184037,-,2,-,92019,184037,-,1,2018,43
28,N,London Fields,GVN,168575,-,613,-,275,168575,-,1,2018,43
35,N,Silencio,Tulip,90480,-,348,-,260,90480,-,1,2018,43
40,N,Border,Neon,73700,-,7,-,10529,73700,-,1,2018,43
45,N,The Fog (2018 re-release),Rialto,39565,-,43,-,920,39565,-,1,2018,43
49,N,Burning,WGUSA,26130,-,2,-,13065,26130,-,1,2018,43
54,N,Rampant,WGUSA,18326,-,2,-,9163,18326,-,1,2018,43
56,N,Viper Club,RAtt.,14180,-,3,-,4727,14180,-,1,2018,43
66,N,Trust Machine: The Story of Blockchain,SingularDTV,7424,-,1,-,7424,7424,-,1,2018,43
70,N,Life & Nothing More,CFI,6536,-,6,-,1089,7649,-,1,2018,43
71,N,Bullitt County,Mr. Pictures,6511,-,9,-,723,6511,-,1,2018,43
72,N,A Bread Factory,ITF,5847,-,2,-,2924,11841,-,1,2018,43
73,N,"Monrovia, Indiana",Zipp.,5172,-,1,-,5172,5172,-,1,2018,43
77,N,Weed the People,Abr.,4279,-,1,-,4279,4279,-,1,2018,43
79,N,Senso (2018 re-release),Rialto,3984,-,1,-,3984,3984,-,1,2018,43
94,N,El Pacto,Sony,1453,-,10,-,145,1453,-,1,2018,43
97,N,Beauty and the Beholder,R1,1352,-,1,-,1352,1352,-,1,2018,43
1,N,Bohemian Rhapsody,Fox,51061119,-,4000,-,12765,51061119,52,1,2018,44
2,N,The Nutcracker and the Four Realms,BV,20352491,-,3766,-,5404,20352491,120,1,2018,44
3,N,Nobody's Fool,Par.,13743111,-,2468,-,5569,13743111,19,1,2018,44
23,N,Dragon Ball Z: Saiyan Double Feature,Fathom,288095,-,691,-,417,288095,-,1,2018,44
25,N,Boy Erased,Focus,207057,-,5,-,41411,207057,-,1,2018,44
32,N,Maria by Callas,SPC,91915,-,16,-,5745,152160,-,1,2018,44
38,N,A Private War,Aviron,60491,-,4,-,15123,60491,-,1,2018,44
43,N,Bodied,Neon,53000,-,14,-,3786,53000,-,1,2018,44
46,N,In Search of Greatness,Art of Sport,32952,-,16,-,2060,32952,-,1,2018,44
52,N,Mamma Mia! 10th Anniversary,Fathom,23376,-,243,-,96,23376,-,1,2018,44
68,N,Searching for Ingmar Bergman,Osci.,5996,-,1,-,5996,5996,-,1,2018,44
1,N,Dr. Seuss' The Grinch (2018),Uni.,67572855,-,4141,-,16318,67572855,75,1,2018,45
3,N,Overlord,Par.,10202108,-,2859,-,3568,10202108,38,1,2018,45
6,N,The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,7810112,-,2929,-,2666,7810112,43,1,2018,45
14,N,Thugs of Hindostan,Yash,1185386,-,377,-,3144,1449848,-,1,2018,45
21,N,MET Opera: Marnie,Fathom,639253,-,669,-,956,639253,-,1,2018,45
26,N,TCM: Die Hard 30th Anniversary Event,Fathom,321704,-,687,-,468,321704,-,1,2018,45
30,N,Bolshoi Ballet: La Sylphide (2018),Fathom,168718,-,355,-,475,168718,-,1,2018,45
37,N,Last Letter,CL,80485,-,18,-,4471,80485,-,1,2018,45
42,N,The Front Runner,Sony,51543,-,4,-,12886,71742,-,1,2018,45
51,N,El Angel,Orch.,23348,-,2,-,11674,23348,-,1,2018,45
64,N,Here and Now,AMBI,8090,-,51,-,159,8090,-,1,2018,45
65,N,Chef Flynn,KL,7509,-,1,-,7509,29869,-,1,2018,45
66,N,River Runs Red,Cdgm.,6349,-,20,-,317,6349,-,1,2018,45
69,N,The Long Dumb Road,TFA,4667,-,1,-,4667,4667,-,1,2018,45
74,N,In Searching,Indic.,3090,-,2,-,1545,3090,-,1,2018,45
76,N,Postcards from London,Strand,2686,-,1,-,2686,2686,-,1,2018,45
79,N,Weightless,Great Point,2515,-,2,-,1258,2515,-,1,2018,45
84,N,Narcissister Organ Player,FM,1983,-,1,-,1983,3681,-,1,2018,45
1,N,Fantastic Beasts: The Crimes of Grindelwald,WB,62163104,-,4163,-,14932,62163104,200,1,2018,46
4,N,Instant Family,Par.,14504315,-,3286,-,4414,14504315,48,1,2018,46
5,N,Widows,Fox,12361307,-,2803,-,4410,12361307,42,1,2018,46
10,N,Burn the Stage: The Movie,Trafalgar,2420197,-,629,-,3848,3643903,-,1,2018,46
22,N,Green Book,Uni.,320429,-,25,-,12817,320429,23,1,2018,46
24,N,Castle in the Sky - Studio Ghibli Fest 2018,Fathom,197172,-,645,-,306,197172,-,1,2018,46
33,N,At Eternity's Gate,CBS,92856,-,4,-,23214,92856,-,1,2018,46
37,N,A Cool Fish,CL,71187,-,15,-,4746,71187,-,1,2018,46
62,N,The Clovehitch Killer,IFC,5175,-,26,-,199,5175,-,1,2018,46
71,N,Shoah: Four Sisters,Cohen,2840,-,1,-,2840,3829,-,1,2018,46
73,N,The Last Race,Magn.,2437,-,3,-,812,2437,-,1,2018,46
76,N,Under the Wire,Abr.,2271,-,2,-,1136,2271,-,1,2018,46
1,N,Ralph Breaks the Internet,BV,56237634,-,4017,-,14000,84750405,175,1,2018,47
2,N,Creed II,MGM,35574710,-,3441,-,10338,56007007,50,1,2018,47
7,N,Robin Hood (2018),LG/S,9195670,-,2827,-,3253,14297995,100,1,2018,47
19,N,The Favourite,FoxS,422410,-,4,-,105603,422410,-,1,2018,47
24,N,Pokemon the Movie: The Power of Us,Fathom,255299,-,989,-,258,255299,-,1,2018,47
33,N,Superman 40th Anniversary,Fathom,102223,-,394,-,259,102223,-,1,2018,47
34,N,Shoplifters,Magn.,89264,-,5,-,17853,89264,-,1,2018,47
45,N,The World Before Your Feet,Greenwich,22482,-,2,-,11241,28155,-,1,2018,47
54,N,A tous ceux qui ne me lisent pas,EOne,9263,-,5,-,1853,9263,-,1,2018,47
61,N,Becoming Astrid,MBox,5361,-,3,-,1787,5361,-,1,2018,47
90,N,Invisible Hands,FRun,456,-,1,-,456,456,-,1,2018,47
7,N,The Possession of Hannah Grace,SGem,6401744,-,2065,-,3100,6401744,7.7,1,2018,48
11,N,2,,2775000,-,314,-,8838,3705000,-,1,2018,48
20,N,MET Opera: Magic Flute,Fathom,307686,-,647,-,476,307686,-,1,2018,48
21,N,Qué León (What A Lion),Spanglish,291936,-,34,-,8586,333117,-,1,2018,48
27,N,Bolshoi Ballet: Don Quixote (2018),Fathom,187824,-,358,-,525,187824,-,1,2018,48
39,N,Sleepless In Seattle 25th Anniversary,Fathom,73560,-,419,-,176,73560,-,1,2018,48
40,N,Mirai,GK,63325,-,69,-,918,273586,-,1,2018,48
44,N,Anna and the Apocalypse,Orion,52588,-,5,-,10518,52588,-,1,2018,48
45,N,Default,CJ,50011,-,19,-,2632,50011,-,1,2018,48
47,N,Unstoppable (2018),WGUSA,42133,-,22,-,1915,42133,-,1,2018,48
53,N,Elliot: The Littlest Reindeer,Scre.,22056,-,105,-,210,22056,-,1,2018,48
58,N,Head Full of Honey,WB,8715,-,4,-,2179,8715,-,1,2018,48
63,N,Detour (2018 re-release),Jan.,5127,-,1,-,5127,5127,-,1,2018,48
65,N,Sicilian Ghost Story,Strand,4324,-,1,-,4324,4324,-,1,2018,48
98,N,Around India with a Movie Camera,Icar.,183,-,1,-,183,183,-,1,2018,48
14,N,Schindler's List (2018 re-release),Uni.,566760,-,1029,-,551,566760,-,1,2018,49
15,N,TCM: White Christmas,Fathom,566045,-,638,-,887,566045,-,1,2018,49
17,N,Kedarnath,PackYourBag,407118,-,113,-,3603,407119,-,1,2018,49
20,N,Racetime,EOne,271061,-,86,-,3152,271061,-,1,2018,49
28,N,Mary Queen of Scots,Focus,194777,-,4,-,48694,194777,-,1,2018,49
30,N,Vox Lux,Neon,155714,-,6,-,25952,155714,-,1,2018,49
39,N,Ben is Back,RAtt.,80734,-,4,-,20184,80734,-,1,2018,49
41,N,Amazing Grace (2019),Neon,57353,-,3,-,19118,57353,-,1,2018,49
54,N,Divide and Conquer: The Story of Roger Ailes,Magn.,18833,-,15,-,1256,18833,-,1,2018,49
58,N,Tag Along: The Devil Fish,CL,10974,-,8,-,1372,10974,-,1,2018,49
59,N,Swimming with Men,IFC,10336,-,31,-,333,10336,-,1,2018,49
62,N,Tyrel,Magn.,6059,-,5,-,1212,6059,-,1,2018,49
65,N,The Charmer,FM,4128,-,1,-,4128,5634,-,1,2018,49
66,N,Frank and Ava,Hann.,3080,-,1,-,3080,3080,-,1,2018,49
68,N,The Party's Just Beginning,Orch.,2770,-,10,-,277,2770,-,1,2018,49
88,N,Henchmen,EOne,580,-,3,-,193,580,-,1,2018,49
1,N,Spider-Man: Into The Spider-Verse,Sony,35363376,-,3813,-,9274,35363376,90,1,2018,50
2,N,The Mule,WB,17509431,-,2588,-,6766,17509431,50,1,2018,50
5,N,Mortal Engines,Uni.,7559850,-,3103,-,2436,7559850,100,1,2018,50
11,N,Once Upon a Deadpool,Fox,2683200,-,1566,-,1713,3967120,-,1,2018,50
13,N,MET Opera: La Traviata,Fathom,1333159,-,725,-,1839,1333159,-,1,2018,50
20,N,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,Fathom,473802,-,536,-,884,695130,-,1,2018,50
22,N,If Beale Street Could Talk,Annapurna,224476,-,4,-,56119,224476,-,1,2018,50
41,N,The House That Jack Built,IFC,34273,-,32,-,1071,34273,-,1,2018,50
45,N,Capernaum,SPC,24988,-,3,-,8329,24988,-,1,2018,50
55,N,Heading Home: The Tale of Team Israel,Men.,12678,-,1,-,12678,12678,-,1,2018,50
56,N,Never-Ending Man: Hayao Miyazaki,GK,10238,-,4,-,2560,69609,-,1,2018,50
66,N,The Quake,Magn.,3256,-,7,-,465,3256,-,1,2018,50
79,N,Guy (2018),Distrib.,1319,-,2,-,660,1319,-,1,2018,50
89,N,That Way Madness Lies,FRun,579,-,2,-,290,579,-,1,2018,50
1,N,Aquaman,WB,67873522,-,4125,-,16454,72573522,-,1,2018,51
2,N,Mary Poppins Returns,BV,23523121,-,4090,-,5751,32337792,130,1,2018,51
3,N,Bumblebee,Par.,21654047,-,3550,-,6100,21654047,135,1,2018,51
7,N,Second Act,STX,6489983,-,2607,-,2489,6489983,16,1,2018,51
9,N,Welcome to Marwen,Uni.,2354205,-,1911,-,1232,2354205,39,1,2018,51
16,N,Zero,Yash,1035388,-,300,-,3451,1035388,-,1,2018,51
22,N,Bolshoi Ballet: The Nutcracker,Fathom,323928,-,360,-,900,323928,-,1,2018,51
35,N,Cold War (2018),Amazon,54353,-,3,-,18118,54353,-,1,2018,51
38,N,Swing Kids (2018),WGUSA,43952,-,15,-,2930,43952,-,1,2018,51
39,N,Airpocalypse,CL,35363,-,21,-,1684,35363,-,1,2018,51
67,N,The Last Resort,KL,1844,-,1,-,1844,17572,-,1,2018,51
6,N,Vice,Annapurna,7768371,-,2442,-,3181,17674487,-,1,2018,52
7,N,Holmes and Watson,Sony,7411522,-,2776,-,2670,19817930,42,1,2018,52
16,N,Simmba,Relbig.,1758576,-,301,-,5842,1758576,-,1,2018,52
22,N,On the Basis of Sex,Focus,686355,-,33,-,20799,1497778,-,1,2018,52
32,N,Stan & Ollie,SPC,78104,-,5,-,15621,78104,-,1,2018,52
35,N,Destroyer,Annapurna,55347,-,3,-,18449,112536,-,1,2018,52
46,N,Take Point,CJ,21189,-,2,-,10595,21189,-,1,2018,52
