TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week,last ith week
30,33,Ferdinand,Fox,"$79,067 ",-24.70%,137,-10,$577 ,"$84,074,567 ",$111 ,16,2018,13,12
31,30,Coco,BV,"$74,120 ",-36.00%,120,-24,$618 ,"$209,499,991 ",-,19,2018,13,12
32,35,Star Wars: The Last Jedi,BV,"$66,989 ",-34.30%,109,-41,$615 ,"$620,097,892 ",$317 ,16,2018,13,12
34,38,Maze Runner: The Death Cure,Fox,"$56,881 ",-30.90%,103,-25,$552 ,"$57,865,997 ",$62 ,10,2018,13,12
35,39,The 15:17 to Paris,WB,"$54,093 ",-32.50%,108,-38,$501 ,"$36,174,973 ",$30 ,8,2018,13,12
36,40,Foxtrot,SPC,"$52,736 ",-25.10%,35,9,"$1,507 ","$347,394 ",-,5,2018,13,12
37,37,The Post,Fox,"$52,569 ",-42.40%,76,-26,$692 ,"$81,701,380 ",$50 ,15,2018,13,12
38,46,Leaning Into The Wind,Magn.,"$51,592 ",20.30%,39,15,"$1,323 ","$215,285 ",-,4,2018,13,12
39,36,A Fantastic Woman,SPC,"$47,650 ",-50.10%,66,-55,$722 ,"$1,805,599 ",-,9,2018,13,12
40,69,Journey's End,Good Deed,"$46,791 ",227.80%,35,26,"$1,337 ","$85,691 ",-,3,2018,13,12
41,41,Call Me by Your Name,SPC,"$44,759 ",-33.30%,31,-30,"$1,444 ","$17,973,280 ",-,19,2018,13,12
42,51,A Beautiful Planet,IMAX,"$44,549 ",8.50%,11,-7,"$4,050 ","$13,758,680 ",-,101,2018,13,12
43,23,Fifty Shades Freed,Uni.,"$44,470 ",-85.40%,170,-339,$262 ,"$100,379,125 ",$55 ,8,2018,13,12
44,29,Flower,Orch.,"$44,391 ",-62.50%,101,44,$440 ,"$274,415 ",-,3,2018,13,12
45,31,"Three Billboards Outside Ebbing, Missouri",FoxS,"$43,677 ",-60.50%,66,-62,$662 ,"$54,354,461 ",-,21,2018,13,12
46,66,Back to Burgundy,MBox,"$36,654 ",141.80%,18,13,"$2,036 ","$58,195 ",-,2,2018,13,12
47,47,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$33,161 ",-22.60%,27,-1,"$1,228 ","$626,321 ",-,19,2018,13,12
49,55,Loveless (2018),SPC,"$32,882 ",4.80%,59,13,$557 ,"$496,817 ",-,7,2018,13,12
50,60,Final Portrait,SPC,"$32,428 ",27.30%,9,6,"$3,603 ","$70,058 ",-,2,2018,13,12
51,32,The Hurricane Heist,ENTMP,"$32,276 ",-69.50%,36,-92,$897 ,"$6,086,529 ",$35 ,4,2018,13,12
52,53,Itzhak,Greenwich,"$26,266 ",-32.30%,26,-,"$1,010 ","$161,207 ",-,4,2018,13,12
53,43,"I, Tonya",Neon,"$26,038 ",-58.00%,57,-45,$457 ,"$29,942,428 ",-,17,2018,13,12
55,45,Oh Lucy!,FM,"$25,437 ",-45.70%,30,-11,$848 ,"$235,226 ",-,5,2018,13,12
56,63,Film Stars Don't Die in Liverpool,SPC,"$20,815 ",17.50%,24,-5,$867 ,"$903,829 ",-,14,2018,13,12
57,34,Getting Grace,Hann.,"$18,528 ",-82.20%,15,-45,"$1,235 ","$138,801 ",-,2,2018,13,12
58,61,Hostiles,ENTMP,"$18,062 ",-18.10%,53,3,$341 ,"$29,788,907 ",-,15,2018,13,12
59,58,Phantom Thread,Focus,"$17,270 ",-41.20%,26,-15,$664 ,"$21,023,275 ",-,14,2018,13,12
60,56,Operation Red Sea,WGUSA,"$16,524 ",-45.60%,3,-8,"$5,508 ","$1,526,248 ",-,6,2018,13,12
61,57,Lady Bird,A24,"$15,549 ",-47.20%,19,-27,$818 ,"$48,945,700 ",-,22,2018,13,12
62,72,Goldstone,Lightyear,"$15,030 ",33.80%,19,9,$791 ,"$65,330 ",-,5,2018,13,12
63,49,Darkest Hour,Focus,"$14,935 ",-64.00%,34,-28,$439 ,"$56,443,120 ",-,19,2018,13,12
65,59,The Last Suit,OutF,"$13,952 ",-49.40%,6,-,"$2,325 ","$51,627 ",-,2,2018,13,12
66,64,Keep the Change,KL,"$11,950 ",-31.40%,13,5,$919 ,"$87,677 ",-,3,2018,13,12
67,50,The Party (2017),RAtt.,"$11,754 ",-71.60%,35,-35,$336 ,"$707,996 ",-,7,2018,13,12
69,54,Gringo,STX,"$9,160 ",-74.70%,35,-82,$262 ,"$4,964,754 ",-,4,2018,13,12
70,68,Bag of Marbles,Gaum.,"$9,091 ",-37.00%,4,-,"$2,273 ","$31,126 ",-,2,2018,13,12
72,62,Ismael's Ghosts,Magn.,"$8,748 ",-54.30%,2,-,"$4,374 ","$37,267 ",-,2,2018,13,12
73,73,Forever My Girl,RAtt.,"$8,472 ",-17.00%,16,-9,$530 ,"$16,326,769 ",$3.50 ,11,2018,13,12
74,65,The Insult,Cohen,"$7,895 ",-49.80%,9,-2,$877 ,"$974,845 ",-,12,2018,13,12
75,67,Samson,PFR,"$7,665 ",-48.20%,22,-14,$348 ,"$4,713,353 ",-,7,2018,13,12
77,70,Ramen Heads,FB,"$6,296 ",-48.80%,5,-1,"$1,259 ","$36,658 ",-,3,2018,13,12
78,84,Detective Chinatown 2,WB,"$6,039 ",-3.80%,2,-1,"$3,020 ","$1,981,595 ",-,7,2018,13,12
79,94,Under the Sea 3D,WB,"$5,395 ",143.60%,6,-,$899 ,"$35,783,665 ",-,477,2018,13,12
80,86,Island of Lemurs: Madagascar (IMAX),WB,"$5,350 ",-5.00%,5,-,"$1,070 ","$11,218,086 ",-,209,2018,13,12
81,75,Mary and the Witch's Flower,GK,"$5,289 ",-34.30%,6,-10,$882 ,"$2,414,560 ",-,11,2018,13,12
82,78,Claire's Camera,CGld,"$4,992 ",-30.90%,4,1,"$1,248 ","$46,575 ",-,4,2018,13,12
85,110,Legend of the Mountain (2017 re-release),KL,"$2,637 ",2275.70%,2,1,"$1,319 ","$7,524 ",-,9,2018,13,12
86,82,Tehran Taboo,KL,"$2,523 ",-60.80%,3,-5,$841 ,"$70,764 ",-,7,2018,13,12
88,95,Agent Mr. Chan,CL,"$2,196 ",11.40%,1,-,"$2,196 ","$208,351 ",-,6,2018,13,12
89,92,Faces Places,Cohen,"$2,194 ",-20.40%,5,-5,$439 ,"$947,454 ",-,26,2018,13,12
90,76,1945,Men.,"$2,048 ",-74.50%,3,-5,$683 ,"$450,761 ",-,22,2018,13,12
91,83,Eight Hours Don't Make a Day (2018 re-release),Jan.,"$2,022 ",-68.20%,1,-,"$2,022 ","$19,987 ",-,3,2018,13,12
92,80,In the Fade,Magn.,"$1,793 ",-72.60%,5,-7,$359 ,"$319,786 ",-,14,2018,13,12
94,74,Summer in the Forest,Abr.,"$1,485 ",-82.20%,1,-,"$1,485 ","$16,217 ",-,2,2018,13,12
95,96,Hubble 3D,WB,"$1,462 ",-17.50%,5,2,$292 ,"$52,092,295 ",-,420,2018,13,12
96,85,The Young Karl Marx,Orch.,"$1,177 ",-79.90%,9,-6,$131 ,"$111,650 ",-,6,2018,13,12
97,97,Big Sonia,Argo.,"$1,140 ",-25.10%,2,1,$570 ,"$194,129 ",-,20,2018,13,12
98,91,The Workshop,Strand,"$1,139 ",-60.20%,1,-,"$1,139 ","$6,712 ",-,2,2018,13,12
99,93,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,"$1,077 ",-59.10%,8,-,$135 ,"$4,591 ",-,2,2018,13,12
100,113,Did You Wonder Who Fired the Gun?,Ghop,"$1,035 ",1468.20%,2,1,$518 ,"$17,009 ",-,5,2018,13,12
101,98,Mind Game (2017 re-release),GK,$923 ,-30.80%,1,-1,$923 ,"$36,437 ",-,7,2018,13,12
102,77,Shed Skin Papa,CL,$871 ,-89.00%,1,-7,$871 ,"$13,331 ",-,2,2018,13,12
103,105,Ichi The Killer (2017 re-release),WGUSA,$619 ,-1.00%,1,-,$619 ,"$20,285 ",-,21,2018,13,12
104,103,Born to Be Wild (IMAX),WB,$556 ,-27.60%,8,2,$70 ,"$25,661,393 ",-,365,2018,13,12
105,87,The Happys,Indic.,$375 ,-89.80%,1,-,$375 ,"$14,146 ",-,3,2018,13,12
108,101,King of Hearts (2018 re-release),Cohen,$267 ,-68.30%,1,-1,$267 ,"$16,514 ",-,6,2018,13,12
109,99,Apocalypsis,Indic.,$250 ,-72.30%,1,-,$250 ,"$10,665 ",-,5,2018,13,12
110,100,Souvenir,Strand,$238 ,-73.50%,1,-2,$238 ,"$9,278 ",-,5,2018,13,12
111,106,Double Lover,Cohen,$206 ,-66.00%,1,-1,$206 ,"$166,506 ",-,7,2018,13,12
2,1,Ready Player One,WB,"$24,624,178 ",-41.00%,4234,-,"$5,816 ","$96,484,703 ",$175 ,2,2018,14,13
4,3,Black Panther,BV,"$8,704,968 ",-24.20%,2747,-241,"$3,169 ","$665,630,708 ",-,8,2018,14,13
5,2,Tyler Perry's Acrimony,LGF,"$8,380,983 ",-51.20%,2006,-,"$4,178 ","$31,665,563 ",-,2,2018,14,13
6,4,I Can Only Imagine,RAtt.,"$7,806,552 ",-25.40%,2894,246,"$2,697 ","$68,533,754 ",$7 ,4,2018,14,13
8,6,Sherlock Gnomes,Par.,"$5,436,068 ",-22.40%,2733,-929,"$1,989 ","$33,734,129 ",$59 ,3,2018,14,13
9,5,Pacific Rim Uprising,Uni.,"$4,824,245 ",-48.50%,2627,-1081,"$1,836 ","$54,837,305 ",$150 ,3,2018,14,13
10,11,Isle Of Dogs,FoxS,"$4,562,854 ",55.00%,554,389,"$8,236 ","$12,011,788 ",-,3,2018,14,13
12,8,A Wrinkle in Time,BV,"$3,301,707 ",-31.80%,1701,-666,"$1,941 ","$90,274,463 ",-,5,2018,14,13
13,9,"Love, Simon",Fox,"$2,767,003 ",-42.00%,1464,-560,"$1,890 ","$37,544,267 ",$17 ,4,2018,14,13
14,7,Tomb Raider,WB,"$1,926,315 ",-60.90%,1673,-1115,"$1,151 ","$55,070,405 ",$94 ,4,2018,14,13
15,10,"Paul, Apostle of Christ",Affirm,"$1,772,226 ",-48.70%,1262,-211,"$1,404 ","$15,003,077 ",$5 ,3,2018,14,13
16,12,God's Not Dead: A Light in Darkness,PFR,"$1,094,495 ",-59.30%,1377,-316,$795 ,"$4,912,576 ",-,2,2018,14,13
17,13,Game Night,WB (NL),"$1,072,746 ",-57.30%,804,-531,"$1,334 ","$67,216,416 ",$37 ,7,2018,14,13
18,17,The Death of Stalin,IFC,"$987,222 ",-26.60%,548,64,"$1,802 ","$5,474,835 ",-,5,2018,14,13
19,14,Peter Rabbit,Sony,"$967,606 ",-54.40%,1027,-640,$942 ,"$113,277,600 ",$50 ,9,2018,14,13
21,25,The Leisure Seeker,SPC,"$527,339 ",123.60%,353,198,"$1,494 ","$1,769,453 ",-,11,2018,14,13
22,20,Jumanji: Welcome to the Jungle,Sony,"$441,016 ",-35.00%,478,-305,$923 ,"$403,652,109 ",$90 ,16,2018,14,13
23,15,Midnight Sun,Global Road,"$423,183 ",-76.80%,751,-1377,$563 ,"$9,200,204 ",-,3,2018,14,13
24,19,The Greatest Showman,Fox,"$370,458 ",-47.10%,248,-516,"$1,494 ","$172,961,890 ",$84 ,16,2018,14,13
25,18,Red Sparrow,Fox,"$260,341 ",-63.80%,244,-264,"$1,067 ","$46,282,882 ",$69 ,6,2018,14,13
26,22,Baaghi 2,FIP,"$249,864 ",-61.60%,123,-,"$2,031 ","$1,165,548 ",-,2,2018,14,13
28,21,Strangers: Prey at Night,Aviron,"$194,895 ",-70.80%,249,-288,$783 ,"$24,075,961 ",-,5,2018,14,13
30,23,Annihilation,Par.,"$155,561 ",-55.00%,145,-98,"$1,073 ","$32,501,281 ",$40 ,7,2018,14,13
32,32,Finding Your Feet,RAtt.,"$124,110 ",106.40%,57,43,"$2,177 ","$228,575 ",-,2,2018,14,13
33,24,Death Wish (2018),MGM,"$110,763 ",-64.10%,147,-260,$753 ,"$33,674,509 ",$30 ,6,2018,14,13
34,16,Unsane,BST,"$96,133 ",-93.40%,163,-1766,$590 ,"$7,690,042 ",-,3,2018,14,13
35,47,Gemini,Neon,"$75,984 ",130.40%,56,52,"$1,357 ","$123,537 ",-,2,2018,14,13
36,29,Ferdinand,Fox,"$72,288 ",-8.60%,113,-24,$640 ,"$84,230,756 ",$111 ,17,2018,14,13
37,30,Coco,BV,"$71,025 ",-4.20%,99,-21,$717 ,"$209,624,050 ",-,20,2018,14,13
38,35,Foxtrot,SPC,"$55,918 ",6.00%,45,10,"$1,243 ","$439,942 ",-,6,2018,14,13
39,49,Final Portrait,SPC,"$54,243 ",67.30%,21,12,"$2,583 ","$140,399 ",-,3,2018,14,13
40,28,The Shape of Water,FoxS,"$53,458 ",-44.20%,80,-33,$668 ,"$63,752,486 ",-,19,2018,14,13
41,51,Itzhak,Greenwich,"$49,794 ",89.60%,29,3,"$1,717 ","$233,038 ",-,5,2018,14,13
42,33,Maze Runner: The Death Cure,Fox,"$48,449 ",-14.80%,80,-23,$606 ,"$57,950,769 ",$62 ,11,2018,14,13
44,36,The Post,Fox,"$46,067 ",-12.40%,57,-19,$808 ,"$81,783,079 ",$50 ,16,2018,14,13
45,89,1945,Men.,"$39,632 ",1835.20%,13,10,"$3,049 ","$491,459 ",-,23,2018,14,13
46,41,A Beautiful Planet,IMAX,"$38,608 ",-13.30%,12,1,"$3,217 ","$13,859,453 ",-,102,2018,14,13
47,34,The 15:17 to Paris,WB,"$37,794 ",-30.10%,81,-27,$467 ,"$36,237,990 ",$30 ,9,2018,14,13
48,44,"Three Billboards Outside Ebbing, Missouri",FoxS,"$33,902 ",-22.40%,51,-15,$665 ,"$54,421,772 ",-,22,2018,14,13
49,31,Star Wars: The Last Jedi,BV,"$33,544 ",-49.90%,61,-48,$550 ,"$620,164,565 ",$317 ,17,2018,14,13
50,37,Leaning Into The Wind,Magn.,"$33,202 ",-35.60%,32,-7,"$1,038 ","$283,415 ",-,5,2018,14,13
51,38,A Fantastic Woman,SPC,"$31,057 ",-34.80%,38,-28,$817 ,"$1,880,736 ",-,10,2018,14,13
52,46,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$28,141 ",-15.10%,20,-7,"$1,407 ","$677,016 ",-,20,2018,14,13
53,40,Call Me by Your Name,SPC,"$27,939 ",-37.60%,50,19,$559 ,"$18,035,978 ",-,20,2018,14,13
55,45,Back to Burgundy,MBox,"$23,070 ",-37.10%,14,-4,"$1,648 ","$103,079 ",-,3,2018,14,13
56,55,Film Stars Don't Die in Liverpool,SPC,"$21,151 ",1.60%,25,1,$846 ,"$937,288 ",-,15,2018,14,13
57,52,"I, Tonya",Neon,"$21,058 ",-19.10%,38,-19,$554 ,"$29,980,032 ",-,18,2018,14,13
58,63,Outside In,Orch.,"$21,001 ",48.60%,16,7,"$1,313 ","$44,811 ",-,2,2018,14,13
59,39,Journey's End,Good Deed,"$20,905 ",-55.30%,28,-7,$747 ,"$132,449 ",-,4,2018,14,13
60,54,Oh Lucy!,FM,"$20,481 ",-19.50%,24,-6,$853 ,"$270,012 ",-,6,2018,14,13
62,67,Love After Love,IFC,"$13,302 ",17.80%,3,2,"$4,434 ","$30,665 ",-,2,2018,14,13
63,64,The Last Suit,OutF,"$13,185 ",-5.50%,6,-,"$2,198 ","$73,548 ",-,3,2018,14,13
64,48,Loveless (2018),SPC,"$12,059 ",-63.30%,35,-24,$345 ,"$531,664 ",-,8,2018,14,13
65,71,Ismael's Ghosts,Magn.,"$11,146 ",27.40%,7,5,"$1,592 ","$53,600 ",-,3,2018,14,13
66,65,Keep the Change,KL,"$10,835 ",-9.30%,9,-4,"$1,204 ","$106,207 ",-,4,2018,14,13
69,43,Flower,Orch.,"$8,882 ",-80.00%,37,-64,$240 ,"$319,156 ",-,4,2018,14,13
70,69,Bag of Marbles,Gaum.,"$8,700 ",-4.30%,4,-,"$2,175 ","$50,876 ",-,3,2018,14,13
71,98,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,"$8,363 ",676.50%,2,-6,"$4,182 ","$12,954 ",-,3,2018,14,13
72,73,The Insult,Cohen,"$8,024 ",1.60%,8,-1,"$1,003 ","$990,180 ",-,13,2018,14,13
73,97,The Workshop,Strand,"$7,484 ",557.10%,8,7,$936 ,"$14,896 ",-,3,2018,14,13
75,56,Getting Grace,Hann.,"$6,791 ",-63.30%,7,-8,$970 ,"$151,880 ",-,3,2018,14,13
76,94,Hubble 3D,WB,"$6,009 ",311.00%,5,-,"$1,202 ","$52,113,982 ",-,421,2018,14,13
77,72,Forever My Girl,RAtt.,"$5,810 ",-31.40%,12,-4,$484 ,"$16,336,743 ",$3.50 ,12,2018,14,13
78,66,The Party (2017),RAtt.,"$5,749 ",-51.10%,20,-15,$287 ,"$723,027 ",-,8,2018,14,13
79,59,Operation Red Sea,WGUSA,"$5,617 ",-66.00%,3,-,"$1,872 ","$1,537,187 ",-,7,2018,14,13
80,76,Ramen Heads,FB,"$5,480 ",-13.00%,3,-2,"$1,827 ","$45,117 ",-,4,2018,14,13
81,70,The Great Silence (2018 re-release),FM,"$5,186 ",-40.80%,2,1,"$2,593 ","$23,767 ",-,2,2018,14,13
82,53,The China Hustle,Magn.,"$4,996 ",-80.60%,6,-14,$833 ,"$46,511 ",-,2,2018,14,13
83,81,Claire's Camera,CGld,"$4,663 ",-6.60%,5,1,$933 ,"$55,111 ",-,5,2018,14,13
86,95,The Young Karl Marx,Orch.,"$3,809 ",223.60%,5,-4,$762 ,"$119,300 ",-,7,2018,14,13
87,57,Hostiles,ENTMP,"$3,796 ",-79.00%,13,-40,$292 ,"$29,807,513 ",-,16,2018,14,13
88,61,Goldstone,Lightyear,"$2,998 ",-80.10%,7,-12,$428 ,"$78,842 ",-,6,2018,14,13
89,92,Walk With Me,Gathr,"$2,967 ",75.10%,3,2,$989 ,"$702,771 ",-,27,2018,14,13
90,78,Under the Sea 3D,WB,"$2,677 ",-50.40%,6,-,$446 ,"$35,789,848 ",-,478,2018,14,13
92,106,Vazante,MBox,"$2,472 ",682.30%,1,-,"$2,472 ","$22,805 ",-,13,2018,14,13
93,50,The Hurricane Heist,ENTMP,"$2,335 ",-92.80%,8,-28,$292 ,"$6,105,309 ",$35 ,5,2018,14,13
94,93,Summer in the Forest,Abr.,"$2,333 ",57.10%,4,3,$583 ,"$20,836 ",-,3,2018,14,13
95,96,Big Sonia,Argo.,"$2,185 ",91.70%,2,-,"$1,093 ","$197,008 ",-,21,2018,14,13
96,74,Samson,PFR,"$2,178 ",-71.60%,6,-16,$363 ,"$4,719,494 ",-,8,2018,14,13
97,75,The Gardener,Grav.,"$1,770 ",-71.90%,1,-,"$1,770 ","$29,534 ",-,2,2018,14,13
98,82,The Last Movie Star,A24,"$1,649 ",-56.40%,3,1,$550 ,"$8,025 ",-,2,2018,14,13
100,108,Apocalypsis,Indic.,$902 ,260.80%,1,-,$902 ,"$11,656 ",-,6,2018,14,13
102,88,Faces Places,Cohen,$840 ,-61.70%,3,-2,$280 ,"$950,487 ",-,27,2018,14,13
103,85,Tehran Taboo,KL,$744 ,-70.50%,3,-,$248 ,"$73,681 ",-,8,2018,14,13
104,107,King of Hearts (2018 re-release),Cohen,$672 ,151.70%,1,-,$672 ,"$17,646 ",-,7,2018,14,13
107,103,Born to Be Wild (IMAX),WB,$475 ,-14.60%,6,-2,$79 ,"$25,665,953 ",-,366,2018,14,13
109,105,Have a Nice Day,Strand,$363 ,13.10%,1,-,$363 ,"$78,796 ",-,11,2018,14,13
111,104,The Happys,Indic.,$350 ,-6.70%,1,-,$350 ,"$14,496 ",-,4,2018,14,13
112,110,Double Lover,Cohen,$343 ,66.50%,2,1,$172 ,"$167,093 ",-,8,2018,14,13
113,99,Did You Wonder Who Fired the Gun?,Ghop,$298 ,-71.20%,2,-,$149 ,"$17,307 ",-,6,2018,14,13
2,1,A Quiet Place,Par.,"$32,970,049 ",-34.30%,3589,81,"$9,186 ","$100,005,934 ",$17 ,2,2018,15,14
4,2,Ready Player One,WB,"$11,519,388 ",-53.20%,3661,-573,"$3,147 ","$114,922,186 ",$175 ,3,2018,15,14
5,3,Blockers,Uni.,"$10,770,310 ",-47.60%,3418,39,"$3,151 ","$37,403,980 ",$21 ,2,2018,15,14
6,4,Black Panther,BV,"$5,777,896 ",-33.60%,2180,-567,"$2,650 ","$674,233,418 ",-,9,2018,15,14
7,10,Isle Of Dogs,FoxS,"$5,475,139 ",20.00%,1939,"1,385","$2,824 ","$18,926,003 ",-,4,2018,15,14
8,6,I Can Only Imagine,RAtt.,"$4,146,261 ",-46.90%,2573,-321,"$1,611 ","$75,297,826 ",$7 ,5,2018,15,14
9,5,Tyler Perry's Acrimony,LGF,"$3,652,698 ",-56.40%,1332,-674,"$2,742 ","$37,828,175 ",-,3,2018,15,14
10,7,Chappaquiddick,ENTMP,"$3,059,561 ",-46.90%,1645,85,"$1,860 ","$11,040,943 ",-,2,2018,15,14
11,8,Sherlock Gnomes,Par.,"$2,404,661 ",-55.80%,2116,-617,"$1,136 ","$37,228,148 ",$59 ,4,2018,15,14
12,11,The Miracle Season,Mirr/LD,"$2,213,207 ",-44.00%,1707,-,"$1,297 ","$7,042,043 ",-,2,2018,15,14
14,9,Pacific Rim Uprising,Uni.,"$1,451,540 ",-69.90%,1537,-1090,$944 ,"$57,605,675 ",$150 ,4,2018,15,14
15,12,A Wrinkle in Time,BV,"$1,380,257 ",-58.20%,1112,-589,"$1,241 ","$92,476,477 ",-,6,2018,15,14
17,13,"Love, Simon",Fox,"$1,060,295 ",-61.70%,889,-575,"$1,193 ","$39,329,296 ",$17 ,5,2018,15,14
19,15,"Paul, Apostle of Christ",Affirm,"$611,693 ",-65.50%,581,-681,"$1,053 ","$16,394,992 ",$5 ,4,2018,15,14
21,18,The Death of Stalin,IFC,"$481,691 ",-51.20%,330,-218,"$1,460 ","$6,319,502 ",-,6,2018,15,14
22,14,Tomb Raider,WB,"$460,619 ",-76.10%,502,-1171,$918 ,"$56,227,188 ",$94 ,5,2018,15,14
23,19,Peter Rabbit,Sony,"$386,835 ",-60.00%,519,-508,$745 ,"$113,869,487 ",$50 ,10,2018,15,14
24,17,Game Night,WB (NL),"$343,434 ",-68.00%,356,-448,$965 ,"$67,887,388 ",$37 ,8,2018,15,14
25,31,You Were Never Really Here,Amazon,"$325,949 ",145.40%,51,48,"$6,391 ","$512,782 ",-,2,2018,15,14
26,32,Finding Your Feet,RAtt.,"$282,895 ",127.90%,277,220,"$1,021 ","$573,074 ",-,3,2018,15,14
27,21,The Leisure Seeker,SPC,"$273,275 ",-48.20%,276,-77,$990 ,"$2,346,198 ",-,13,2018,15,14
28,24,The Greatest Showman,Fox,"$226,044 ",-39.00%,209,-39,"$1,082 ","$173,296,519 ",$84 ,17,2018,15,14
29,22,Jumanji: Welcome to the Jungle,Sony,"$186,654 ",-57.70%,183,-295,"$1,020 ","$403,951,484 ",$90 ,17,2018,15,14
30,20,Grease (40th Anniversary),Fathom,"$184,029 ",-72.30%,546,-154,$337 ,"$1,213,413 ",-,2,2018,15,14
31,29,Pandas,WB,"$128,861 ",-18.90%,33,-,"$3,905 ","$381,777 ",-,2,2018,15,14
32,16,God's Not Dead: A Light in Darkness,PFR,"$123,042 ",-88.80%,193,-1184,$638 ,"$5,437,334 ",-,3,2018,15,14
33,25,Red Sparrow,Fox,"$119,156 ",-54.20%,152,-92,$784 ,"$46,515,233 ",$69 ,7,2018,15,14
34,30,Annihilation,Par.,"$102,455 ",-34.10%,119,-26,$861 ,"$32,685,385 ",$40 ,8,2018,15,14
35,23,Midnight Sun,Global Road,"$93,359 ",-77.90%,251,-500,$372 ,"$9,406,720 ",-,4,2018,15,14
36,28,Strangers: Prey at Night,Aviron,"$90,902 ",-53.40%,61,-188,"$1,490 ","$24,227,749 ",-,6,2018,15,14
37,43,Lean on Pete,A24,"$77,151 ",64.20%,18,14,"$4,286 ","$139,567 ",-,2,2018,15,14
38,33,Death Wish (2018),MGM,"$76,543 ",-30.90%,111,-36,$690 ,"$33,796,404 ",$30 ,7,2018,15,14
41,26,Baaghi 2,FIP,"$49,042 ",-80.40%,48,-75,"$1,022 ","$1,299,994 ",-,3,2018,15,14
43,39,Final Portrait,SPC,"$39,909 ",-26.40%,32,11,"$1,247 ","$201,366 ",-,4,2018,15,14
44,37,Coco,BV,"$37,553 ",-47.10%,85,-14,$442 ,"$209,680,314 ",-,21,2018,15,14
45,36,Ferdinand,Fox,"$35,632 ",-50.70%,85,-28,$419 ,"$84,284,388 ",$111 ,18,2018,15,14
46,40,The Shape of Water,FoxS,"$34,293 ",-35.90%,48,-32,$714 ,"$63,814,637 ",-,20,2018,15,14
47,38,Foxtrot,SPC,"$33,314 ",-40.40%,38,-7,$877 ,"$500,496 ",-,7,2018,15,14
48,41,Itzhak,Greenwich,"$30,239 ",-39.30%,26,-3,"$1,163 ","$287,771 ",-,6,2018,15,14
49,44,The Post,Fox,"$27,658 ",-40.00%,41,-16,$675 ,"$81,835,084 ",$50 ,17,2018,15,14
50,42,Maze Runner: The Death Cure,Fox,"$27,600 ",-43.00%,61,-19,$452 ,"$57,992,782 ",$62 ,12,2018,15,14
52,55,Back to Burgundy,MBox,"$24,433 ",5.90%,18,4,"$1,357 ","$138,006 ",-,4,2018,15,14
53,48,"Three Billboards Outside Ebbing, Missouri",FoxS,"$23,986 ",-29.20%,41,-10,$585 ,"$54,465,037 ",-,23,2018,15,14
54,56,Film Stars Don't Die in Liverpool,SPC,"$22,934 ",8.40%,24,-1,$956 ,"$973,182 ",-,16,2018,15,14
55,45,1945,Men.,"$21,143 ",-46.70%,12,-1,"$1,762 ","$525,159 ",-,24,2018,15,14
56,68,Sweet Country (2018),Gold.,"$21,062 ",136.80%,24,22,$878 ,"$34,546 ",-,2,2018,15,14
57,52,BOMBSHELL: The Hedy Lamarr Story,Zeit.,"$20,546 ",-27.00%,17,-3,"$1,209 ","$716,873 ",-,21,2018,15,14
59,35,Gemini,Neon,"$18,131 ",-76.10%,33,-23,$549 ,"$180,002 ",-,3,2018,15,14
60,51,A Fantastic Woman,SPC,"$17,549 ",-43.50%,23,-15,$763 ,"$1,925,940 ",-,11,2018,15,14
61,50,Leaning Into The Wind,Magn.,"$16,226 ",-51.10%,27,-5,$601 ,"$315,437 ",-,6,2018,15,14
62,46,A Beautiful Planet,IMAX,"$14,645 ",-62.10%,10,-2,"$1,465 ","$13,901,568 ",-,103,2018,15,14
63,70,Bag of Marbles,Gaum.,"$14,178 ",63.00%,6,2,"$2,363 ","$70,126 ",-,4,2018,15,14
64,53,Call Me by Your Name,SPC,"$12,564 ",-55.00%,18,-32,$698 ,"$18,065,180 ",-,21,2018,15,14
65,57,"I, Tonya",Neon,"$11,549 ",-45.20%,25,-13,$462 ,"$30,006,215 ",-,19,2018,15,14
66,67,The Endless,WGUSA,"$11,542 ",27.10%,3,2,"$3,847 ","$26,189 ",-,2,2018,15,14
67,77,Forever My Girl,RAtt.,"$11,114 ",91.30%,19,7,$585 ,"$16,349,707 ",$3.50 ,13,2018,15,14
68,65,Ismael's Ghosts,Magn.,"$10,405 ",-6.60%,14,7,$743 ,"$70,681 ",-,4,2018,15,14
70,54,But Deliver Us from Evil,Indic.,"$8,550 ",-65.30%,6,-7,"$1,425 ","$261,136 ",-,10,2018,15,14
72,58,Outside In,Orch.,"$7,819 ",-62.80%,6,-10,"$1,303 ","$60,065 ",-,3,2018,15,14
73,62,Love After Love,IFC,"$7,390 ",-44.40%,5,2,"$1,478 ","$44,338 ",-,3,2018,15,14
74,76,Hubble 3D,WB,"$7,294 ",21.40%,5,-,"$1,459 ","$52,130,844 ",-,422,2018,15,14
76,60,Oh Lucy!,FM,"$6,638 ",-67.60%,10,-14,$664 ,"$287,188 ",-,7,2018,15,14
