year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2008,10,1,-,"10,000 BC",Warner Bros.,"$35,867,488",-,3410,-,"$10,518","$35,867,488",1
2008,10,2,-,College Road Trip,Walt Disney Studios Motion Pictures,"$13,601,419",-,2706,-,"$5,026","$13,601,419",1
2008,10,3,2,Vantage Point,Sony Pictures Releasing,"$7,356,236",-42.6%,3163,+13,"$2,325","$51,536,985",3
2008,10,4,-,The Bank Job,Lionsgate,"$5,935,256",-,1603,-,"$3,702","$5,935,256",1
2008,10,5,-,Semi-Pro,New Line Cinema,"$5,900,000",-,3121,-,-,"$24,835,000",2
2008,10,6,3,The Spiderwick Chronicles,Paramount Pictures,"$4,712,945",-45.8%,3246,-408,"$1,451","$61,633,488",4
2008,10,7,4,The Other Boleyn Girl,Sony Pictures Releasing,"$4,048,026",-50.7%,1167,+1,"$3,468","$14,660,260",2
2008,10,8,5,Jumper,Fox,"$3,662,375",-51.6%,2563,-565,"$1,428","$72,446,523",4
2008,10,9,6,Step Up 2: The Streets,Walt Disney Studios Motion Pictures,"$3,062,501",-46.7%,2251,-277,"$1,360","$53,016,888",4
2008,10,10,7,Fool's Gold,Warner Bros.,"$2,782,416",-37%,2322,-523,"$1,198","$62,802,900",5
2008,10,11,-,Miss Pettigrew Lives for a Day,Focus Features,"$2,490,942",-,535,-,"$4,655","$2,490,942",1
2008,10,12,9,Penelope,Summit Entertainment,"$2,106,696",-44.6%,1207,+11,"$1,745","$6,756,153",2
2008,10,13,11,Juno,Fox Searchlight Pictures,"$1,968,057",-39.7%,1350,-281,"$1,457","$137,937,208",14
2008,10,14,10,"Definitely, Maybe",Universal Pictures,"$1,680,485",-50.3%,1556,-633,"$1,080","$29,371,815",4
2008,10,15,-,No Country for Old Men,Miramax,"$1,601,000",-,1201,-836,-,"$72,659,000",18
2008,10,16,12,"Welcome Home, Roscoe Jenkins",Universal Pictures,"$1,139,945",-56.9%,954,-439,"$1,194","$40,791,970",5
2008,10,17,-,Be Kind Rewind,New Line Cinema,"$1,130,000",-,746,-64,-,"$8,900,000",3
2008,10,18,14,The Bucket List,Warner Bros.,"$1,027,423",-39.3%,1040,-525,$987,"$89,219,034",11
2008,10,19,15,There Will Be Blood,Paramount Vantage,"$649,414",-58%,643,-605,"$1,009","$38,740,358",11
2008,10,20,22,Alvin and the Chipmunks,Fox,"$531,479",-19.8%,593,-108,$896,"$214,434,383",13
2008,10,21,21,In Bruges,Focus Features,"$518,908",-33.1%,225,-7,"$2,306","$4,548,837",5
2008,10,22,20,The Eye,Lionsgate,"$399,648",-48.7%,398,-226,"$1,004","$30,647,301",6
2008,10,23,18,27 Dresses,Fox,"$361,967",-57.7%,455,-341,$795,"$75,110,892",8
2008,10,24,-,U2 3D,National Geographic Entertainment,"$305,098",-,145,-306,"$2,104","$6,234,037",7
2008,10,25,26,I Am Legend,Warner Bros.,"$294,353",-22.6%,322,-21,$914,"$255,687,117",13
2008,10,26,36,The Counterfeiters,Sony Pictures Classics,"$279,604",+50.9%,41,+23,"$6,819","$679,822",3
2008,10,27,17,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Walt Disney Studios Motion Pictures,"$276,005",-70.9%,220,-311,"$1,254","$63,626,120",6
2008,10,28,16,Witless Protection,Lionsgate,"$251,818",-74.2%,506,-848,$497,"$3,974,732",3
2008,10,29,29,The Band's Visit,Sony Pictures Classics,"$246,868",-15.3%,86,+22,"$2,870","$1,217,257",5
2008,10,30,25,National Treasure: Book of Secrets,Walt Disney Studios Motion Pictures,"$237,600",-43.8%,269,-120,$883,"$216,964,020",12
2008,10,31,28,Enchanted,Walt Disney Studios Motion Pictures,"$225,234",-29.5%,305,-24,$738,"$127,706,877",16
2008,10,32,-,La ligne brisée,Alliance Atlantis Vivafilm,"$187,988",-,61,-,"$3,081","$187,988",1
2008,10,33,24,Atonement,Focus Features,"$155,314",-68%,202,-278,$768,"$50,558,834",14
2008,10,34,35,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$151,788",-20%,45,-,"$3,373","$8,752,082",23
2008,10,35,19,Charlie Bartlett,Metro-Goldwyn-Mayer (MGM),"$145,202",-82.6%,323,-799,$449,"$3,738,218",3
2008,10,36,32,Cloverfield,Paramount Pictures,"$127,781",-45.5%,253,-93,$505,"$79,351,605",8
2008,10,37,64,Mad Money,Overture Films,"$120,766",+317.1%,195,+145,$619,"$20,404,504",8
2008,10,38,27,Jodhaa Akbar,UTV Motion Pictures,"$118,115",-65.5%,52,-73,"$2,271","$3,232,773",4
2008,10,39,31,Meet the Spartans,Fox,"$117,855",-52.5%,204,-136,$577,"$37,925,073",7
2008,10,40,39,The Diving Bell and the Butterfly,Miramax,"$84,625",-44.2%,103,-28,$821,"$5,681,995",15
2008,10,41,40,The Savages,Fox Searchlight Pictures,"$82,343",-39%,88,-20,$935,"$6,336,173",15
2008,10,42,38,Persepolis,Sony Pictures Classics,"$81,832",-46.6%,77,-88,"$1,062","$3,929,918",11
2008,10,43,45,The Kite Runner,Paramount Vantage,"$81,764",+0.4%,139,+45,$588,"$15,588,994",13
2008,10,44,30,Rambo,Lionsgate,"$71,616",-73.6%,163,-239,$439,"$42,470,119",7
2008,10,45,37,Bonneville,-,"$67,358",-61.4%,74,-27,$910,"$324,936",2
2008,10,46,34,Michael Clayton,Warner Bros.,"$64,988",-66.5%,108,-92,$601,"$48,976,323",23
2008,10,47,46,"4 Months, 3 Weeks and 2 Days",IFC Films,"$57,481",-26.5%,44,+3,"$1,306","$875,257",7
2008,10,48,-,Married Life,Sony Pictures Classics,"$55,851",-,9,-,"$6,205","$55,851",1
2008,10,49,41,City of Men,Miramax,"$54,880",-58%,67,-8,$819,"$242,655",2
2008,10,50,44,Diary of the Dead,Third Rail Releasing,"$53,986",-35.9%,47,-,"$1,148","$679,335",4
2008,10,51,42,Sweeney Todd: The Demon Barber of Fleet Street,DreamWorks,"$52,038",-52.8%,139,-68,$374,"$52,829,046",12
2008,10,52,-,CJ7,Sony Pictures Classics,"$49,770",-,19,-,"$2,619","$49,770",1
2008,10,53,57,Space Station 3D,IMAX,"$48,851",+15.8%,8,-2,"$6,106","$73,845,125",308
2008,10,54,59,Magnificent Desolation: Walking on the Moon 3D,IMAX,"$46,040",+21%,9,+1,"$5,115","$23,107,657",129
2008,10,55,47,One Missed Call,Warner Bros.,"$44,832",-34.7%,82,-41,$546,"$26,876,529",10
2008,10,56,55,Deep Sea,Warner Bros.,"$42,188",-2.6%,10,-,"$4,218","$34,463,451",106
2008,10,57,51,La Vie en Rose,Picturehouse,"$38,841",-28.9%,31,+3,"$1,252","$10,189,568",40
2008,10,58,50,"Mèche Blanche, les aventures du petit castor",Alliance Atlantis Vivafilm,"$38,434",-33.3%,39,-5,$985,"$337,758",3
2008,10,59,52,P.S. I Love You,Warner Bros.,"$31,937",-38.6%,60,-78,$532,"$53,680,848",12
2008,10,60,54,The Year My Parents Went on Vacation2007 Re-release,City Lights Pictures,"$31,657",-28.9%,22,+1,"$1,438","$300,182",4
2008,10,61,114,Girls Rock!,Shadow Distribution,"$29,917","+3,888.9%",7,+6,"$4,273","$30,891",1
2008,10,62,-,Paranoid Park,IFC Films,"$29,828",-,2,-,"$14,914","$29,828",1
2008,10,63,62,Caramel,Roadside Attractions,"$27,085",-15.9%,15,+1,"$1,805","$444,946",6
2008,10,64,60,The Orphanage,Picturehouse,"$21,674",-36.8%,35,+1,$619,"$7,068,591",11
2008,10,65,56,Chicago 10,Roadside Attractions,"$20,208",-52.7%,9,-5,"$2,245","$76,857",2
2008,10,66,70,The Duchess of Langeais,IFC Films,"$14,890",-29.7%,4,+1,"$3,722","$79,458",3
2008,10,67,72,Taxi to the Dark Side,THINKFilm,"$14,870",-17.6%,18,-1,$826,"$152,997",8
2008,10,68,73,La traviata,Emerging Pictures,"$14,495",-18.3%,7,-5,"$2,070","$72,216",4
2008,10,69,67,The Great Debaters,-,"$14,419",-42.4%,34,-13,$424,"$30,098,269",11
2008,10,70,74,Roving Mars,Walt Disney Studios Motion Pictures,"$14,357",-17.3%,10,-,"$1,435","$8,331,190",111
2008,10,71,63,Into the Wild,Paramount Vantage,"$14,287",-54.6%,28,-26,$510,"$18,330,682",25
2008,10,72,-,Snow Angels,Warner Independent Pictures (WIP),"$14,247",-,2,-,"$7,123","$14,247",1
2008,10,73,68,Starting Out in the Evening,Roadside Attractions,"$13,330",-46.5%,15,-8,$888,"$815,956",16
