year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2011,37,1,-,The Lion King2011 3D Release,Walt Disney Studios Motion Pictures,"$30,151,614",-,2330,-,"$12,940","$30,151,614",1
2011,37,2,1,Contagion,Warner Bros.,"$14,548,433",-35.1%,3222,-,"$4,515","$44,260,524",2
2011,37,3,-,Drive,FilmDistrict,"$11,340,461",-,2886,-,"$3,929","$11,340,461",1
2011,37,4,2,The Help,Walt Disney Studios Motion Pictures,"$6,513,039",-27%,3014,+79,"$2,160","$147,439,793",6
2011,37,5,-,Straw Dogs,Screen Gems,"$5,123,760",-,2408,-,"$2,127","$5,123,760",1
2011,37,6,-,I Don't Know How She Does It,The Weinstein Company,"$4,402,201",-,2476,-,"$1,777","$4,402,201",1
2011,37,7,4,The Debt,Focus Features,"$2,942,631",-38.3%,1831,-43,"$1,607","$26,564,431",3
2011,37,8,3,Warrior,Lionsgate,"$2,860,325",-45.4%,1883,+14,"$1,519","$10,002,625",2
2011,37,9,6,Rise of the Planet of the Apes,Fox,"$2,658,131",-31.6%,2340,-547,"$1,135","$171,651,537",7
2011,37,10,5,Colombiana,Concorde Film,"$2,330,291",-41%,1933,-421,"$1,205","$33,377,523",4
2011,37,11,7,Shark Night 3D,Relativity Media,"$1,801,701",-47.1%,2082,-766,$865,"$17,310,402",3
2011,37,12,10,Spy Kids 4-D: All the Time in the World,-,"$1,590,367",-36.4%,1650,-894,$963,"$36,107,734",5
2011,37,13,11,"Crazy, Stupid, Love.",Warner Bros.,"$1,566,182",-27.8%,1145,-165,"$1,367","$80,736,273",8
2011,37,14,9,Our Idiot Brother,The Weinstein Company,"$1,294,791",-51.1%,1747,-649,$741,"$23,672,210",4
2011,37,15,14,The Smurfs,Sony Pictures Releasing,"$1,243,268",-30.9%,1419,-558,$876,"$137,593,881",8
2011,37,16,13,Kevin Hart: Laugh at My Pain,Codeblack Entertainment,"$1,190,756",-37.6%,230,+132,"$5,177","$3,598,262",2
2011,37,17,12,Don't Be Afraid of the Dark,FilmDistrict,"$1,124,591",-48.1%,1334,-917,$843,"$22,783,502",4
2011,37,18,8,Apollo 18,-,"$1,097,433",-61.5%,1795,-1535,$611,"$16,885,842",3
2011,37,19,16,Harry Potter and the Deathly Hallows: Part 2,Warner Bros.,"$700,498",-30.1%,601,-209,"$1,165","$378,180,621",10
2011,37,20,17,Captain America: The First Avenger,Paramount Pictures,"$563,946",-33.3%,540,-264,"$1,044","$174,301,520",9
2011,37,21,19,Seven Days in Utopia,Visio Entertainment,"$557,049",-14.2%,437,-118,"$1,274","$3,589,882",3
2011,37,22,18,Cowboys & Aliens,Universal Pictures,"$530,810",-35.9%,614,-306,$864,"$98,830,276",8
2011,37,23,36,Transformers: Dark of the Moon,DreamWorks,"$469,208",+168.2%,306,+129,"$1,533","$351,331,987",12
2011,37,24,20,Horrible Bosses,Warner Bros.,"$445,361",-24%,440,-63,"$1,012","$116,504,487",11
2011,37,25,15,Bucky Larson: Born to Be a Star,Sony Pictures Releasing,"$395,254",-72.1%,1500,-,$263,"$2,331,318",2
2011,37,26,23,Zookeeper,Sony Pictures Releasing,"$374,037",-14.3%,348,+5,"$1,074","$79,234,201",11
2011,37,27,24,Midnight in Paris,Sony Pictures Classics,"$340,770",-18.1%,301,-49,"$1,132","$54,060,597",18
2011,37,28,25,The Guard,Sony Pictures Classics,"$339,784",-16.8%,202,-1,"$1,682","$3,782,349",8
2011,37,29,49,Bad Teacher,Sony Pictures Releasing,"$326,549",+450.1%,474,+378,$688,"$99,390,898",13
2011,37,30,27,Sarah's Key,The Weinstein Company,"$266,506",-31.5%,266,-40,"$1,001","$6,316,800",9
2011,37,31,30,The Change-Up,Universal Pictures,"$228,715",-28.9%,307,-67,$745,"$36,841,245",7
2011,37,32,22,30 Minutes or Less,Sony Pictures Releasing,"$222,553",-58.3%,291,-355,$764,"$36,900,325",6
2011,37,33,21,Final Destination 5,Warner Bros.,"$211,329",-61.9%,302,-353,$699,"$42,139,208",6
2011,37,34,37,Mr. Popper's Penguins,Fox,"$161,828",-0.4%,213,-13,$759,"$67,893,865",14
2011,37,35,28,One Day,Focus Features,"$151,080",-60.7%,254,-238,$594,"$13,766,014",5
2011,37,36,38,Bridesmaids,Universal Pictures,"$126,565",-20.2%,170,-27,$744,"$168,944,100",19
2011,37,37,41,Higher Ground2011 Re-release,Sony Pictures Classics,"$110,546",-8.9%,81,+25,"$1,364","$459,667",4
2011,37,38,46,Born to Be Wild,Warner Bros.,"$105,328",+15.4%,49,-,"$2,149","$12,839,943",24
2011,37,39,40,Kung Fu Panda 2,DreamWorks,"$97,451",-20.7%,142,-22,$686,"$165,128,182",17
2011,37,40,39,Super 8,Paramount Pictures,"$92,421",-34.8%,159,-44,$581,"$126,869,833",15
2011,37,41,31,Conan the Barbarian,Lionsgate,"$87,936",-71.1%,154,-397,$571,"$21,150,244",5
2011,37,42,32,Saving Private Perez,Lionsgate,"$87,335",-64.8%,116,-49,$752,"$1,329,850",3
2011,37,43,34,Bodyguard,Reliance Big Pictures,"$73,539",-63%,65,-23,"$1,131","$1,800,472",3
