year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2010,45,1,-,Megamind,DreamWorks,"$46,016,833",-,3944,-,"$11,667","$46,016,833",1
2010,45,2,-,Due Date,Warner Bros.,"$32,689,406",-,3355,-,"$9,743","$32,689,406",1
2010,45,3,-,For Colored Girls,Lionsgate,"$19,497,324",-,2127,-,"$9,166","$19,497,324",1
2010,45,4,3,RED,Summit Entertainment,"$8,652,086",-19.4%,3229,-120,"$2,679","$71,664,962",4
2010,45,5,1,Saw: The Final Chapter,Lionsgate,"$7,731,075",-65.7%,2808,-,"$2,753","$38,331,783",2
2010,45,6,2,Paranormal Activity 2,Paramount Pictures,"$7,094,742",-57%,3168,-71,"$2,239","$76,959,864",3
2010,45,7,4,Jackass 3D,Paramount Pictures,"$4,951,282",-41.8%,2165,-974,"$2,286","$110,668,357",4
2010,45,8,6,Secretariat,Walt Disney Studios Motion Pictures,"$4,067,715",-18.7%,2614,-494,"$1,556","$51,031,068",5
2010,45,9,5,Hereafter,Warner Bros.,"$4,011,397",-37.5%,2365,-59,"$1,696","$28,721,066",4
2010,45,10,7,The Social Network,Sony Pictures Releasing,"$3,424,860",-24.1%,1860,-907,"$1,841","$84,871,492",6
2010,45,11,8,Life as We Know It,Warner Bros.,"$3,066,179",-24.4%,1950,-910,"$1,572","$48,506,252",5
2010,45,12,10,Conviction2010 Re-release,Fox Searchlight Pictures,"$1,628,786",-11%,672,+107,"$2,423","$4,794,930",4
2010,45,13,9,The Town,Warner Bros.,"$1,164,382",-41.1%,801,-807,"$1,453","$89,748,239",8
2010,45,14,13,The Girl Who Kicked the Hornet's Nest,Music Box Films,"$746,572",-15.3%,192,+38,"$3,888","$1,995,841",2
2010,45,15,-,Fair Game,Summit Entertainment,"$651,082",-,46,-,"$14,153","$651,082",1
2010,45,16,-,Golmaal 3,Eros International,"$626,432",-,86,-,"$7,284","$626,432",1
2010,45,17,11,Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,"$481,463",-72.6%,740,-1270,$650,"$54,011,558",7
2010,45,18,12,Easy A,Screen Gems,"$478,990",-55.1%,468,-794,"$1,023","$57,227,601",8
2010,45,19,16,Waiting for 'Superman',Paramount Vantage,"$395,237",-23.3%,242,-88,"$1,633","$5,408,080",7
2010,45,20,14,Wall Street: Money Never Sleeps,Fox,"$333,156",-57.5%,353,-580,$943,"$51,887,446",7
2010,45,21,25,Despicable Me,Universal Pictures,"$328,490",+22.6%,307,-28,"$1,070","$248,312,500",18
2010,45,22,20,Inception,Warner Bros.,"$317,189",-12.5%,291,-110,"$1,089","$291,448,103",17
2010,45,23,22,Toy Story 3,Walt Disney Studios Motion Pictures,"$291,502",-4.6%,264,-73,"$1,104","$414,317,223",21
2010,45,24,27,Inside Job,Sony Pictures Classics,"$266,415",+44.7%,66,+32,"$4,036","$957,883",5
2010,45,25,-,127 Hours,Fox Searchlight Pictures,"$264,851",-,4,-,"$66,212","$264,851",1
2010,45,26,15,Devil,Universal Pictures,"$224,350",-57.2%,284,-351,$789,"$33,466,560",8
2010,45,27,21,You Will Meet a Tall Dark Stranger,Sony Pictures Classics,"$220,108",-35.9%,143,-187,"$1,539","$2,738,256",7
2010,45,28,18,You Again,Walt Disney Studios Motion Pictures,"$210,121",-50.6%,283,-390,$742,"$25,099,081",7
2010,45,29,31,Hubble 3D,Warner Bros.,"$194,129",+30.6%,60,-1,"$3,235","$17,746,611",34
2010,45,30,26,Stone,Overture Films,"$176,297",-28.5%,109,-16,"$1,617","$1,490,314",5
2010,45,31,17,It's Kind of a Funny Story,Focus Features,"$172,584",-61.2%,201,-276,$858,"$6,195,206",5
2010,45,32,28,The Other Guys,Sony Pictures Releasing,"$167,778",-6.5%,235,-67,$713,"$119,021,117",14
2010,45,33,36,Takers,Screen Gems,"$154,398",+74.1%,215,+83,$718,"$57,570,732",11
2010,45,34,19,Alpha and Omega,Lionsgate,"$144,961",-65.6%,288,-388,$503,"$24,452,397",8
2010,45,35,32,Nowhere Boy,The Weinstein Company,"$143,014",+9%,175,+22,$817,"$1,198,003",5
2010,45,36,33,Mao's Last Dancer,The Samuel Goldwyn Company,"$100,022",-14.7%,81,-21,"$1,234","$4,553,640",12
2010,45,37,81,The Switch,Miramax,"$82,162","+1,138.5%",120,+103,$684,"$27,661,927",12
2010,45,38,29,Case 39,Paramount Vantage,"$70,489",-60.2%,157,-249,$448,"$13,182,174",6
2010,45,39,23,N-Secure,Freestyle Releasing,"$56,661",-80.7%,105,-262,$539,"$2,553,852",4
2010,45,40,48,Tamara Drewe,Sony Pictures Classics,"$51,903",+84.1%,27,+14,"$1,922","$216,717",5
2010,45,41,40,Poema de salvación,CanZion Films,"$50,936",-10.3%,14,-2,"$3,638","$407,149",11
2010,45,42,34,Catfish,Rogue Pictures,"$49,770",-49.2%,55,-82,$904,"$3,151,218",8
2010,45,43,47,Under the Sea 3D,Warner Bros.,"$43,365",+37.6%,14,-2,"$3,097","$24,714,048",91
2010,45,44,35,Never Let Me Go,Fox Searchlight Pictures,"$41,892",-54.3%,51,-75,$821,"$2,284,280",8
2010,45,45,-,Four Lions,Drafthouse Films,"$41,512",-,8,-,"$5,189","$41,512",1
2010,45,46,37,The Man from Nowhere,CJ Entertainment,"$34,853",-59%,10,-9,"$3,485","$501,737",6
2010,45,47,30,Let Me In,Overture Films,"$32,319",-80.6%,95,-283,$340,"$11,999,419",6
2010,45,48,43,Howl,Oscilloscope,"$32,269",-5%,29,+2,"$1,112","$439,581",7
2010,45,49,55,Monsters,Magnolia Pictures,"$28,590",+39.4%,13,+10,"$2,199","$60,620",2
2010,45,50,51,Space Station 3D,IMAX,"$27,389",+24.5%,3,-,"$9,129","$82,283,668",447
2010,45,51,41,Buried,Lionsgate,"$26,597",-50.9%,46,-61,$578,"$1,028,658",7
2010,45,52,49,Avatar2010 Special Edition,Fox,"$25,511",-1.2%,9,+1,"$2,834","$10,696,420",11
2010,45,53,52,Get Low,Sony Pictures Classics,"$21,558",-,36,-13,$598,"$9,034,236",15
2010,45,54,73,Vision,Zeitgeist Films,"$21,244",+131.2%,6,+1,"$3,540","$87,569",4
2010,45,55,42,Welcome to the Rileys,The Samuel Goldwyn Company,"$18,226",-56.8%,10,-,"$1,822","$78,155",2
2010,45,56,44,What If...,Five & Two Pictures,"$18,076",-45.9%,22,-34,$821,"$739,298",12
2010,45,57,59,Leaving,IFC Films,"$17,114",+2.5%,7,-1,"$2,444","$103,341",6
2010,45,58,-,Client 9: The Rise and Fall of Eliot Spitzer,Magnolia Pictures,"$16,962",-,3,-,"$5,654","$16,962",1
2010,45,59,82,A Film Unfinished,Oscilloscope,"$15,480",+161%,15,+10,"$1,032","$291,357",12
2010,45,60,54,Inspector Bellamy,IFC Films,"$15,318",-25.8%,2,-,"$7,659","$47,105",2
2010,45,61,57,Aftershock,China Lion Film Distribution,"$14,578",-24.6%,23,-2,$633,"$46,497",2
2010,45,62,65,Ramona and Beezus,Fox,"$14,472",+9.1%,19,-16,$761,"$26,161,406",16
2010,45,63,69,Heartbreaker2010 Re-release,IFC Films,"$14,403",+38.9%,20,+3,$720,"$458,794",9
2010,45,64,68,Jack Goes Boating,Overture Films,"$13,912",+15.1%,31,-4,$448,"$492,694",8
2010,45,65,70,The Wildest Dream,National Geographic Entertainment,"$13,112",+31.9%,10,+1,"$1,311","$615,028",14
2010,45,66,60,The Tillman Story,The Weinstein Company,"$12,958",-21%,24,-,$539,"$764,981",12
2010,45,67,74,Enter the Void,IFC Films,"$12,080",+34%,7,-1,"$1,725","$251,573",7
2010,45,68,53,Machete,Fox,"$12,006",-42.5%,32,-24,$375,"$26,576,752",10
2010,45,69,80,Last Train Home,Zeitgeist Films,"$11,680",+65.4%,10,+1,"$1,168","$224,010",10
2010,45,70,58,The Girl Who Played with Fire,Music Box Films,"$11,212",-36%,19,-11,$590,"$7,612,102",18
2010,45,71,50,Wild Target,Freestyle Releasing,"$10,971",-52.7%,5,+1,"$2,194","$44,259",2
2010,45,72,88,Strange Powers: Stephin Merritt and the Magnetic Fields,Variance Films,"$10,058",+117.7%,3,+2,"$3,352","$22,930",2
2010,45,73,75,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$9,115",+2.5%,3,+1,"$3,038","$23,385,757",162
2010,45,74,67,Animal Kingdom,Sony Pictures Classics,"$8,821",-28.8%,12,-5,$735,"$981,934",13
2010,45,75,79,Deep Sea,Warner Bros.,"$8,750",+18.8%,4,-,"$2,187","$43,785,236",245
2010,45,76,71,Waste Land,Arthouse Films,"$8,656",-11.7%,2,+1,"$4,328","$18,743",2
2010,45,77,-,Red Hill,Strand Releasing,"$8,650",-,5,-,"$1,730","$8,650",1
2010,45,78,61,Vampires Suck,Fox,"$8,511",-47.8%,18,-31,$472,"$36,658,108",12
2010,45,79,72,Piranha 3D,-,"$7,975",-18.6%,6,-9,"$1,329","$25,001,532",12
2010,45,80,64,Carlos,IFC Films,"$7,931",-40.7%,3,-3,"$2,643","$97,737",4
2010,45,81,-,My Dog Tulip,New Yorker Films,"$6,878",-,4,-,"$1,719","$104,858",10
2010,45,82,84,Mademoiselle Chambon,Lorber Films,"$6,375",+9.6%,6,-,"$1,062","$507,553",24
2010,45,83,-,Violet Tendencies,Embrem Entertainment,"$5,264",-,1,-,"$5,264","$5,264",1
2010,45,84,94,Soul Kitchen,IFC Films,"$4,370",+38.8%,11,-1,$397,"$274,385",12
2010,45,85,83,Winter's Bone,Roadside Attractions,"$4,253",-26.9%,10,-1,$425,"$6,218,195",22
2010,45,86,76,Kings of Pastry,First Run,"$4,169",-52%,5,-5,$833,"$141,608",8
2010,45,87,63,Cairo Time,IFC Films,"$4,038",-72.2%,8,-11,$504,"$1,602,045",14
2010,45,88,90,Freakonomics,Magnolia Pictures,"$3,999",-8.4%,7,-2,$571,"$91,164",6
2010,45,89,102,Genius Within: The Inner Life of Glenn Gould,Lorber Films,"$3,961",+206.8%,3,-,"$1,320","$126,404",9
2010,45,90,87,I Am Love,Magnolia Pictures,"$3,807",-24.2%,6,-1,$634,"$4,994,553",21
2010,45,91,98,Mesrine Part 1: Killer Instinct2010 Re-release,Music Box Films,"$3,361",+72.4%,4,-,$840,"$517,371",11
2010,45,92,-,Guy and Madeline on a Park Bench,Variance Films,"$3,233",-,1,-,"$3,233","$3,233",1
2010,45,93,114,Nine Nation Animation,The World According to Shorts,"$2,541",+365.4%,1,-,"$2,541","$9,484",6
2010,45,94,95,Lebanon,Sony Pictures Classics,"$2,245",-13%,9,-1,$249,"$359,559",14
2010,45,95,93,The Concert,The Weinstein Company,"$2,049",-39.9%,4,-2,$512,"$655,474",15
2010,45,96,85,Budrus,Balcony Releasing,"$2,016",-61.5%,1,-3,"$2,016","$39,833",5
2010,45,97,-,The Girl with the Dragon Tattoo,Music Box Films,"$1,912",-,16,-,$119,"$10,084,273",34
2010,45,98,110,Metropolis2010 Re-release,Kino International,"$1,759",+182.8%,3,+2,$586,"$510,627",27
2010,45,99,86,"A Woman, a Gun and a Noodle Shop",Sony Pictures Classics,"$1,715",-66.5%,9,+2,$190,"$181,154",10
2010,45,100,113,2012: Time for Change,Mangusta Productions,"$1,676",+199.3%,1,-,"$1,676","$68,339",31
2010,45,101,-,Sweetgrass,The Cinema Guild,"$1,620",-,1,-,"$1,620","$206,728",44
2010,45,102,108,Feed the Fish,Strand Releasing,"$1,544",+111.8%,2,-,$772,"$72,974",29
2010,45,103,115,Breathless2010 Re-release,Rialto Pictures,"$1,322",+149%,1,-,"$1,322","$339,119",24
2010,45,104,89,The Kids Grow Up,Shadow Distribution,"$1,272",-71.7%,1,-,"$1,272","$7,609",2
2010,45,105,118,Fool for Love,Variance Films,"$1,213",+186.8%,2,+1,$606,"$165,532",9
2010,45,106,97,I Spit on Your Grave,Anchor Bay Films,"$1,011",-51.6%,2,-1,$505,"$91,519",5
2010,45,107,107,Inferno,Flicker Alley,$851,+9.9%,3,+1,$283,"$22,264",17
2010,45,108,122,The Taqwacores,Strand Releasing,$851,+250.2%,1,-,$851,"$6,037",3
2010,45,109,-,The Cremaster Cycle2010 Re-release,International Film Circuit,$808,-,1,-,$808,"$125,924",31
2010,45,110,104,Restrepo,National Geographic Entertainment,$800,-23.4%,2,-1,$400,"$1,325,125",20
2010,45,111,96,Wild Grass,Sony Pictures Classics,$532,-76.9%,3,-1,$177,"$403,649",20
2010,45,112,116,Around a Small Mountain,The Cinema Guild,$506,-3.6%,1,-,$506,"$29,718",18
2010,45,113,125,Magnificent Desolation: Walking on the Moon 3D,IMAX,$385,+563.8%,2,+1,$192,"$34,051,484",268
2010,45,114,99,Mesrine Part 2: Public Enemy #12010 Re-release,Music Box Films,$362,-78.7%,2,-3,$181,"$250,736",10
