year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2016,9,1,1,Deadpool,Fox,"$31,115,195",-44.9%,3856,+134,"$8,069","$285,254,204",3
2016,9,2,-,Gods of Egypt,Lionsgate,"$14,123,903",-,3117,-,"$4,531","$14,123,903",1
2016,9,3,2,Kung Fu Panda 3,Fox,"$8,898,439",-28.9%,3296,-152,"$2,699","$128,353,798",5
2016,9,4,3,Risen,Sony Pictures Releasing,"$6,815,021",-42.3%,2915,-,"$2,337","$22,518,768",2
2016,9,5,-,Triple 9,Open Road Films (II),"$6,109,085",-,2205,-,"$2,770","$6,109,085",1
2016,9,6,-,Eddie the Eagle,Fox,"$6,084,682",-,2042,-,"$2,979","$6,084,682",1
2016,9,7,4,The Witch,A24,"$5,066,908",-42.4%,2204,+158,"$2,298","$16,675,437",2
2016,9,8,5,How to Be Single,Warner Bros.,"$5,008,362",-38.9%,3047,-310,"$1,643","$39,479,228",3
2016,9,9,6,Race,Focus Features,"$4,103,290",-44.2%,2387,+18,"$1,719","$13,692,912",2
2016,9,10,9,The Revenant,Fox,"$3,953,291",+2.2%,1645,-294,"$2,403","$170,659,760",10
2016,9,11,8,Star Wars: Episode VII - The Force Awakens,Walt Disney Studios Motion Pictures,"$2,986,439",-23.6%,1433,-185,"$2,084","$925,988,323",11
2016,9,12,7,Zoolander 2,Paramount Pictures,"$2,232,829",-59.1%,1974,-1444,"$1,131","$27,343,298",3
2016,9,13,11,Ride Along 2,Universal Pictures,"$1,506,610",-32.4%,941,-269,"$1,601","$88,493,095",7
2016,9,14,10,"Hail, Caesar!",Universal Pictures,"$1,208,080",-56%,959,-767,"$1,259","$28,380,890",4
2016,9,15,13,The Lady in the Van,Sony Pictures Classics,"$1,179,937",-21.6%,602,+62,"$1,960","$5,823,009",13
2016,9,16,19,The Big Short,Paramount Pictures,"$1,009,722",+13%,543,+111,"$1,859","$68,520,574",12
2016,9,17,14,The Boy,STX Entertainment,"$891,992",-37.9%,672,-305,"$1,327","$34,544,271",6
2016,9,18,15,The 5th Wave,Sony Pictures Releasing,"$852,155",-35.1%,588,-262,"$1,449","$33,096,957",6
2016,9,19,12,The Choice,Lionsgate,"$829,725",-54%,1060,-757,$782,"$18,018,692",4
2016,9,20,20,Brooklyn,Fox Searchlight Pictures,"$750,834",-2.1%,477,+34,"$1,574","$36,525,461",17
2016,9,21,26,Spotlight,Open Road Films (II),"$735,999",+40.9%,685,+284,"$1,074","$39,121,520",17
2016,9,22,17,The Mermaid,Sony Pictures Releasing,"$702,610",-28.7%,77,+42,"$9,124","$2,048,863",2
2016,9,23,27,Room,A24,"$579,820",+42.1%,530,+178,"$1,094","$13,474,429",20
2016,9,24,24,Daddy's Home,Paramount Pictures,"$548,858",-3.9%,369,-39,"$1,487","$148,397,875",10
2016,9,25,23,Neerja,-,"$458,242",-26.9%,121,+48,"$3,787","$1,256,109",2
2016,9,26,16,The Finest Hours,Walt Disney Studios Motion Pictures,"$434,041",-57%,507,-439,$856,"$26,353,900",5
2016,9,27,18,Find a Boyfriend for My Wife... PLEASE!,-,"$364,570",-59.6%,357,-,"$1,021","$1,484,926",2
2016,9,28,25,Where to Invade Next,Drafthouse Films,"$360,506",-36.1%,212,-63,"$1,700","$2,580,939",3
2016,9,29,21,Dirty Grandpa,Lionsgate,"$304,165",-57.1%,362,-427,$840,"$35,126,106",6
2016,9,30,22,13 Hours,Paramount Pictures,"$300,075",-52.4%,320,-281,$937,"$52,255,291",7
2016,9,31,28,The Good Dinosaur,Walt Disney Studios Motion Pictures,"$295,219",-21.3%,250,-14,"$1,180","$122,259,800",14
2016,9,32,29,45 Years,IFC Films,"$240,068",-27.7%,210,-41,"$1,143","$3,774,240",10
2016,9,33,31,Alvin and the Chipmunks: The Road Chip,Fox,"$230,848",-16.1%,244,-9,$946,"$84,822,249",11
2016,9,34,32,The Oscar Nominated Short Films 2016: Live Action,Shorts International,"$230,404",-13.4%,176,-84,"$1,309","$2,668,789",5
2016,9,35,35,Creed,Warner Bros.,"$176,156",-4.1%,183,-65,$962,"$109,712,885",14
2016,9,36,33,Fifty Shades of Black,Open Road Films (II),"$132,964",-35.1%,155,-82,$857,"$11,410,973",5
2016,9,37,41,Son of Saul,Sony Pictures Classics,"$130,592",+54.5%,151,+76,$864,"$1,286,220",11
2016,9,38,36,Norm of the North,Lionsgate,"$124,620",-0.9%,240,+15,$519,"$16,820,745",7
2016,9,39,38,Carol,The Weinstein Company,"$119,586",+12.8%,202,+101,$592,"$12,501,507",15
2016,9,40,49,Embrace of the Serpent,Oscilloscope,"$100,344",+96.9%,21,+18,"$4,778","$189,286",2
2016,9,41,30,Pride and Prejudice and Zombies,Screen Gems,"$88,863",-71.1%,122,-354,$728,"$10,907,291",4
2016,9,42,48,Anomalisa,Paramount Pictures,"$81,421",+49.6%,140,+95,$581,"$2,590,743",9
2016,9,43,39,The Forest,Focus Features,"$68,995",-22.7%,101,-20,$683,"$26,488,904",8
2016,9,44,40,The Little Prince,Entertainment One,"$63,937",-25.7%,72,+13,$888,"$334,340",3
2016,9,45,42,Sisters,Universal Pictures,"$63,910",-21.7%,121,-28,$528,"$86,972,100",11
2016,9,46,44,Joy,Fox,"$60,432",-23.7%,95,-29,$636,"$56,353,574",10
2016,9,47,-,Only Yesterday2016 Re-release,GKIDS,"$58,394",-,13,-,"$4,491","$121,638",9
2016,9,48,45,The Hateful Eight,The Weinstein Company,"$56,874",-26.3%,77,-11,$738,"$53,576,510",10
2016,9,49,47,The Danish Girl,Focus Features,"$55,738",-13%,67,-5,$831,"$11,004,408",14
2016,9,50,43,Ip Man 3,Well Go USA Entertainment,"$41,283",-49.2%,25,-10,"$1,651","$2,679,437",6
2016,9,51,55,Mustang,Cohen Media Group,"$33,857",+3.2%,27,+2,"$1,253","$721,788",15
2016,9,52,54,Bridge of Spies,Walt Disney Studios Motion Pictures,"$31,432",-15%,96,-148,$327,"$72,264,205",20
2016,9,53,-,The Last Man on the Moon,Gravitas Ventures,"$30,880",-,13,-,-,"$30,880",1
2016,9,54,53,The Martian,Fox,"$30,682",-32.2%,56,-19,$547,"$228,380,115",22
2016,9,55,52,Dough,Menemsha Films,"$30,503",-32.8%,9,-,"$3,389","$187,307",3
2016,9,56,60,A War,Magnolia Pictures,"$28,997",+38.7%,30,+12,$966,"$77,650",3
2016,9,57,50,The Monkey King 2,China Lion Film Distribution,"$27,110",-46.6%,10,-9,"$2,711","$674,395",4
2016,9,58,-,Like for Likes,CJ Entertainment,"$25,107",-,18,-,"$1,394","$25,107",1
2016,9,59,37,Spectre,Sony Pictures Releasing,"$23,156",-78.6%,92,-248,$251,"$199,847,683",17
2016,9,60,59,Hubble 3D,Warner Bros.,"$22,405",-1.9%,8,-5,"$2,800","$51,230,444",311
