year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2016,28,1,-,The Secret Life of Pets,Universal Pictures,"$104,352,905",-,4370,-,"$23,879","$104,352,905",1
2016,28,2,2,The Legend of Tarzan,Warner Bros.,"$21,006,462",-45.5%,3591,+30,"$5,849","$81,804,174",2
2016,28,3,1,Finding Dory,Walt Disney Studios Motion Pictures,"$20,817,949",-50.2%,3871,-434,"$5,377","$423,047,192",4
2016,28,4,-,Mike and Dave Need Wedding Dates,Fox,"$16,628,170",-,2982,-,"$5,576","$16,628,170",1
2016,28,5,3,The Purge: Election Year,Universal Pictures,"$12,388,445",-60.7%,2821,+25,"$4,391","$58,798,720",2
2016,28,6,6,Central Intelligence,Warner Bros.,"$8,031,386",-35.8%,2841,-325,"$2,826","$108,231,724",4
2016,28,7,4,The BFG,Walt Disney Studios Motion Pictures,"$7,809,384",-58.4%,3392,+35,"$2,302","$38,944,146",2
2016,28,8,5,Independence Day: Resurgence,Fox,"$7,779,531",-53.5%,3061,-1030,"$2,541","$91,575,113",3
2016,28,9,7,The Shallows,Sony Pictures Releasing,"$4,804,345",-45.3%,2406,-556,"$1,996","$45,829,624",3
2016,28,10,-,Sultan,-,"$2,371,100",-,282,-,"$8,408","$3,383,185",1
2016,28,11,9,The Conjuring 2,Warner Bros.,"$1,711,805",-55.4%,1052,-956,"$1,627","$99,340,137",5
2016,28,12,8,Free State of Jones,STX Entertainment,"$1,350,103",-67.4%,1264,-1517,"$1,068","$19,286,811",3
2016,28,13,10,Now You See Me 2,Lionsgate,"$1,320,430",-55.4%,864,-924,"$1,528","$62,149,643",5
2016,28,14,12,Our Kind of Traitor,Roadside Attractions,"$712,157",-27.7%,399,+26,"$1,784","$2,225,293",2
2016,28,15,11,Swiss Army Man,A24,"$675,012",-52.3%,600,-36,"$1,125","$3,114,213",3
2016,28,16,18,Warcraft: The Beginning,Universal Pictures,"$443,340",-13%,228,-183,"$1,944","$46,557,475",5
2016,28,17,14,Me Before You,Warner Bros.,"$416,197",-49.3%,318,-205,"$1,308","$54,802,331",6
2016,28,18,13,X-Men: Apocalypse,Fox,"$410,257",-54.7%,288,-342,"$1,424","$154,499,734",7
2016,28,19,28,Hunt for the Wilderpeople,The Orchard,"$387,110",+170.6%,72,+49,"$5,376","$728,748",3
2016,28,20,16,Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount Pictures,"$333,276",-56.6%,293,-426,"$1,137","$80,417,077",6
2016,28,21,19,Love & Friendship,Roadside Attractions,"$304,737",-24.9%,161,-24,"$1,892","$13,127,779",9
2016,28,22,15,Captain America: Civil War,Walt Disney Studios Motion Pictures,"$293,217",-61.9%,238,-129,"$1,232","$406,226,381",10
2016,28,23,22,The Lobster2016 Re-release,A24,"$262,155",-15.9%,122,-29,"$2,148","$8,003,727",9
2016,28,24,17,The Jungle Book,Walt Disney Studios Motion Pictures,"$252,298",-60.8%,197,-97,"$1,280","$360,163,181",13
2016,28,25,20,Alice Through the Looking Glass,Walt Disney Studios Motion Pictures,"$215,765",-45.3%,145,-47,"$1,488","$76,122,761",7
2016,28,26,23,The Nice Guys,Warner Bros.,"$192,849",-34.5%,212,-52,$909,"$35,884,063",8
