year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,12,1,-,Divergent,Lionsgate,"$54,607,747",-,3936,-,"$13,873","$54,607,747",1
2014,12,2,-,Muppets Most Wanted,Walt Disney Studios Motion Pictures,"$17,005,126",-,3194,-,"$5,324","$17,005,126",1
2014,12,3,1,Mr. Peabody & Sherman,Fox,"$11,832,558",-45.7%,3607,-344,"$3,280","$81,134,942",3
2014,12,4,-,God's Not Dead,Freestyle Releasing,"$9,217,013",-,780,-,"$11,816","$9,217,013",1
2014,12,5,2,300: Rise of an Empire,Warner Bros.,"$8,504,075",-55.7%,3085,-405,"$2,756","$93,592,194",3
2014,12,6,3,Need for Speed,Walt Disney Studios Motion Pictures,"$7,941,631",-55.5%,3115,-,"$2,549","$30,565,514",2
2014,12,7,8,The Grand Budapest Hotel,Fox Searchlight Pictures,"$6,787,955",+86.6%,304,+238,"$22,328","$12,998,474",3
2014,12,8,4,Non-Stop,Universal Pictures,"$6,434,825",-39.4%,2945,-238,"$2,185","$78,709,555",4
2014,12,9,6,The Lego Movie,Warner Bros.,"$4,149,244",-46.1%,2501,-539,"$1,659","$243,385,918",7
2014,12,10,5,The Single Moms Club,Lionsgate,"$3,103,057",-61.6%,1896,-,"$1,636","$12,913,081",2
2014,12,11,7,Son of God,Fox,"$2,719,425",-50.8%,2139,-851,"$1,271","$55,669,073",4
2014,12,12,10,The Monuments Men,Sony Pictures Releasing,"$951,149",-53.9%,938,-656,"$1,014","$75,684,875",7
2014,12,13,9,Frozen,Walt Disney Studios Motion Pictures,"$735,601",-65.8%,1069,-397,$688,"$397,744,862",18
2014,12,14,13,Ride Along,Universal Pictures,"$627,355",-54.5%,650,-374,$965,"$133,120,355",10
2014,12,15,12,3 Days to Kill,Relativity Media,"$587,885",-66%,752,-814,$781,"$29,733,527",5
2014,12,16,34,Bad Words,Focus Features,"$505,044",+345.8%,87,+81,"$5,805","$660,817",2
2014,12,17,11,Veronica Mars,Warner Bros.,"$468,175",-76.5%,347,+56,"$1,349","$2,832,919",2
2014,12,18,14,12 Years a Slave,Fox Searchlight Pictures,"$439,762",-64%,522,-403,$842,"$56,030,347",23
2014,12,19,20,The Nut Job,Open Road Films (II),"$336,447",-30.2%,335,-70,"$1,004","$62,600,840",10
2014,12,20,17,American Hustle,Sony Pictures Releasing,"$232,315",-61.8%,281,-222,$826,"$149,806,721",15
2014,12,21,15,RoboCop,Sony Pictures Releasing,"$228,411",-73.3%,328,-637,$696,"$57,082,599",6
2014,12,22,19,Gravity,Warner Bros.,"$225,092",-58.9%,202,-118,"$1,114","$273,089,375",25
2014,12,23,22,Philomena,The Weinstein Company,"$207,666",-50.7%,297,-205,$699,"$37,089,371",18
2014,12,24,21,The Wind Rises2013 Re-release,Walt Disney Studios Motion Pictures,"$204,350",-52.6%,150,-155,"$1,362","$4,689,109",5
2014,12,25,16,About Last Night,Screen Gems,"$201,594",-69.9%,214,-410,$942,"$48,267,764",6
2014,12,26,66,Enemy,A24,"$197,625","+1,122.9%",96,+95,"$2,058","$544,238",2
2014,12,27,23,The Wolf of Wall Street,Paramount Pictures,"$192,237",-53.5%,215,-71,$894,"$116,688,943",13
2014,12,28,40,The Lunchbox2013 Re-release,Sony Pictures Classics,"$183,986",+106.9%,36,+18,"$5,110","$525,363",4
2014,12,29,-,Nymphomaniac: Vol. I,Magnolia Pictures,"$158,369",-,25,-,"$6,334","$158,369",1
2014,12,30,28,Tim's Vermeer,Sony Pictures Classics,"$156,478",-22.5%,129,+20,"$1,213","$1,242,832",8
2014,12,31,24,Dallas Buyers Club,Focus Features,"$148,465",-59.8%,178,-103,$834,"$27,065,809",21
2014,12,32,25,Lone Survivor,Universal Pictures,"$141,370",-47.4%,211,-105,$670,"$124,810,301",13
2014,12,33,52,Le Week-End,Music Box Films,"$136,008",+211.9%,25,+22,"$5,440","$200,188",2
2014,12,34,26,The Hobbit: The Desolation of Smaug,Warner Bros.,"$135,467",-45.4%,224,-53,$604,"$258,039,176",15
2014,12,35,18,Pompeii,Concorde Film,"$125,797",-78.6%,201,-470,$625,"$22,814,030",5
2014,12,36,33,Journey to the South Pacific,IMAX,"$122,746",-0.6%,17,-,"$7,220","$1,422,531",17
2014,12,37,27,The Hunger Games: Catching Fire,Lionsgate,"$114,898",-44%,211,-57,$544,"$424,532,478",18
2014,12,38,35,Jerusalem,National Geographic Entertainment,"$101,493",-8.8%,27,-2,"$3,759","$3,196,324",28
2014,12,39,31,Jack Ryan: Shadow Recruit,Paramount Pictures,"$87,930",-34%,128,-24,$686,"$50,429,043",10
