year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2016,26,1,1,Finding Dory,Walt Disney Studios Motion Pictures,"$72,959,954",-46%,4305,-,"$16,947","$286,277,856",2
2016,26,2,-,Independence Day: Resurgence,Fox,"$41,039,944",-,4130,-,"$9,937","$41,039,944",1
2016,26,3,2,Central Intelligence,Warner Bros.,"$18,241,416",-48.7%,3508,-,"$5,199","$69,173,874",2
2016,26,4,-,The Shallows,Sony Pictures Releasing,"$16,800,868",-,2962,-,"$5,672","$16,800,868",1
2016,26,5,3,The Conjuring 2,Warner Bros.,"$7,702,194",-48.2%,3033,-323,"$2,539","$86,903,628",3
2016,26,6,-,Free State of Jones,STX Entertainment,"$7,572,206",-,2815,-,"$2,689","$7,572,206",1
2016,26,7,4,Now You See Me 2,Lionsgate,"$5,593,399",-40.3%,2745,-487,"$2,037","$51,997,613",3
2016,26,8,6,X-Men: Apocalypse,Fox,"$2,489,881",-53.1%,1679,-953,"$1,482","$151,141,872",5
2016,26,9,7,Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount Pictures,"$2,464,351",-53.1%,1947,-1139,"$1,265","$77,181,906",4
2016,26,10,5,Warcraft: The Beginning,Universal Pictures,"$2,247,420",-69%,1952,-1454,"$1,151","$44,003,890",3
2016,26,11,9,Me Before You,Warner Bros.,"$1,937,092",-50.5%,1538,-1107,"$1,259","$51,239,843",4
2016,26,12,8,Alice Through the Looking Glass,Walt Disney Studios Motion Pictures,"$1,852,805",-56.8%,495,-1385,"$3,743","$74,279,668",5
2016,26,13,10,Captain America: Civil War,Walt Disney Studios Motion Pictures,"$1,368,558",-41.3%,753,-681,"$1,817","$403,857,288",8
2016,26,14,12,The Jungle Book,Walt Disney Studios Motion Pictures,"$1,257,732",-15.5%,478,-475,"$2,631","$358,041,523",11
2016,26,15,-,The Neon Demon,Broad Green Pictures,"$589,014",-,783,-,$752,"$589,014",1
2016,26,16,15,Love & Friendship,Roadside Attractions,"$468,219",-36.4%,281,-216,"$1,666","$11,864,113",7
2016,26,17,11,The Angry Birds Movie,Sony Pictures Releasing,"$454,961",-73.1%,443,-1578,"$1,027","$104,934,754",6
2016,26,18,16,The Lobster2016 Re-release,A24,"$403,661",-33%,210,-109,"$1,922","$7,002,686",7
2016,26,19,14,The Nice Guys,Warner Bros.,"$400,341",-51.3%,291,-231,"$1,375","$34,986,172",6
2016,26,20,18,Maggie's Plan,Sony Pictures Classics,"$273,940",-36.4%,203,-132,"$1,349","$2,255,796",6
2016,26,21,13,Zootopia,Walt Disney Studios Motion Pictures,"$271,891",-71.3%,233,-72,"$1,166","$340,361,033",17
2016,26,22,21,WARx2,Strasson Group,"$245,418",-9.2%,16,-,"$15,338","$2,088,662",41
2016,26,23,20,Genius,Roadside Attractions,"$213,984",-28.3%,152,+18,"$1,407","$804,785",3
2016,26,24,19,Neighbors 2: Sorority Rising,Universal Pictures,"$154,220",-56.2%,189,-275,$815,"$54,917,360",6
2016,26,25,17,Gentleman,-,"$130,560",-75.7%,70,-56,"$1,865","$772,740",2
2016,26,26,26,A Beautiful Planet,IMAX,"$119,394",-3%,35,-4,"$3,411","$2,716,339",9
2016,26,27,22,Money Monster,Concorde Film,"$107,618",-53%,131,-155,$821,"$40,545,182",7
2016,26,28,-,Swiss Army Man,A24,"$105,453",-,3,-,"$35,151","$105,453",1
2016,26,29,24,Weiner,IFC Films,"$103,621",-19.1%,88,+8,"$1,177","$1,214,893",6
2016,26,30,38,The Music of Strangers,The Orchard,"$96,204",+212.4%,43,+32,"$2,237","$182,827",3
2016,26,31,27,Dark Horse2016 Re-release,Sony Pictures Classics,"$88,580",+20.1%,74,+31,"$1,197","$489,237",8
2016,26,32,25,The Man Who Knew Infinity,IFC Films,"$81,786",-36.1%,66,-22,"$1,239","$3,549,835",9
2016,26,33,-,Hunt for the Wilderpeople,The Orchard,"$78,439",-,5,-,"$15,687","$78,439",1
2016,26,34,-,Three,Well Go USA Entertainment,"$58,196",-,23,-,"$2,530","$58,196",1
2016,26,35,43,Tickled,Magnolia Pictures,"$56,309",+157.1%,18,+16,"$3,128","$93,991",2
2016,26,36,28,Barbershop: The Next Cut,Warner Bros.,"$51,725",-23.5%,80,-41,$646,"$53,888,117",11
2016,26,37,29,The Meddler2016 Re-release,Sony Pictures Classics,"$47,722",-28.1%,59,-35,$808,"$4,124,107",10
2016,26,38,34,The Darkness,BH Tilt,"$43,564",+3.5%,79,-27,$551,"$10,732,841",7
2016,26,39,33,Miracles from Heaven,Concorde Film,"$38,933",-15%,75,-18,$519,"$61,561,170",15
2016,26,40,32,Keanu,Warner Bros.,"$38,257",-31.1%,115,-8,$332,"$20,566,327",9
2016,26,41,35,Eye in the Sky,Bleecker Street Media,"$26,655",-36.4%,47,-19,$567,"$18,629,319",16
2016,26,42,46,AmeriGeddon,Forewarned,"$26,256",+29.6%,21,+10,"$1,250","$316,554",7
2016,26,43,53,The Fits,Oscilloscope,"$25,092",+115%,20,+13,"$1,254","$80,848",4
2016,26,44,-,Wiener-Dog,IFC Films,"$24,311",-,2,-,"$12,155","$24,311",1
2016,26,45,42,Kung Fu Panda 3,Fox,"$23,331",-0.5%,47,-6,$496,"$143,446,022",22
2016,26,46,37,A Bigger Splash,Fox Searchlight Pictures,"$20,556",-40.9%,20,-17,"$1,027","$1,982,505",8
2016,26,47,31,The Wailing,Well Go USA Entertainment,"$19,379",-65.9%,14,-9,"$1,384","$715,211",6
2016,26,48,-,Eat That Question: Frank Zappa in His Own Words,Sony Pictures Classics,"$16,695",-,2,-,"$8,347","$16,695",1
2016,26,49,40,Sing Street,The Weinstein Company,"$16,438",-38.7%,33,-22,$498,"$3,075,082",11
2016,26,50,36,De Palma,A24,"$15,981",-55.4%,19,-,$841,"$121,639",3
2016,26,51,49,The Witness,FilmRise,"$15,255",-16.6%,15,+6,"$1,017","$82,876",4
2016,26,52,48,Dheepan,IFC Films,"$15,023",-23%,26,+2,$577,"$212,355",8
2016,26,53,55,Dough,Menemsha Films,"$14,543",+34.9%,11,+1,"$1,322","$1,036,623",20
2016,26,54,44,"Hello, My Name Is Doris",Roadside Attractions,"$13,890",-33%,29,-18,$478,"$14,406,753",16
2016,26,55,-,Les Cowboys,Cohen Media Group,"$13,178",-,4,-,"$3,294","$13,178",1
2016,26,56,52,A Hologram for the King,Roadside Attractions,"$8,839",-26.8%,14,-2,$631,"$4,198,183",10
2016,26,57,-,The Kind Words,Strand Releasing,"$8,571",-,1,-,"$8,571","$8,571",1
2016,26,58,-,Therapy for a Vampire2016 Re-release,Music Box Films,"$8,318",-,9,-,$924,"$14,150",3
2016,26,59,59,"My Love, Don't Cross That River2016 Re-release",Film Movement,"$7,822",+23.4%,6,+4,"$1,303","$19,537",2
2016,26,60,45,God's Not Dead 2,Pure Flix Entertainment,"$7,292",-64.8%,19,+7,$383,"$20,748,319",13
2016,26,61,57,Seoul Searching,Wonder Vision,"$7,204",-19.7%,2,+1,"$3,602","$18,654",2
2016,26,62,60,Born to Be Wild,Warner Bros.,"$6,685",+30.2%,7,-1,$955,"$24,776,394",273
2016,26,63,70,Our Last Tango,Strand Releasing,"$6,153",+137.5%,6,+3,"$1,025","$87,857",11
