year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2011,33,1,2,The Help,Walt Disney Studios Motion Pictures,"$20,018,659",-23.1%,2690,+156,"$7,441","$71,340,829",2
2011,33,2,1,Rise of the Planet of the Apes,Fox,"$16,119,502",-42.1%,3471,-220,"$4,644","$133,583,862",3
2011,33,3,-,Spy Kids 4-D: All the Time in the World,-,"$11,644,672",-,3295,-,"$3,534","$11,644,672",1
2011,33,4,-,Conan the Barbarian,Lionsgate,"$10,021,215",-,3015,-,"$3,323","$10,021,215",1
2011,33,5,4,The Smurfs,Sony Pictures Releasing,"$7,802,377",-43.2%,3057,-370,"$2,552","$117,546,882",4
2011,33,6,-,Fright Night,Walt Disney Studios Motion Pictures,"$7,714,388",-,3114,-,"$2,477","$8,114,388",1
2011,33,7,3,Final Destination 5,Warner Bros.,"$7,703,466",-57.3%,3155,-,"$2,441","$32,326,686",2
2011,33,8,5,30 Minutes or Less,Sony Pictures Releasing,"$6,402,602",-52%,2888,-,"$2,216","$25,864,430",2
2011,33,9,-,One Day,Focus Features,"$5,079,566",-,1719,-,"$2,954","$5,079,566",1
2011,33,10,9,"Crazy, Stupid, Love.",Warner Bros.,"$4,797,364",-32%,1940,-695,"$2,472","$64,266,969",4
2011,33,11,7,Harry Potter and the Deathly Hallows: Part 2,Warner Bros.,"$4,511,411",-37.8%,1738,-676,"$2,595","$366,007,900",6
2011,33,12,6,Cowboys & Aliens,Universal Pictures,"$4,215,780",-46%,2213,-1097,"$1,905","$89,498,305",4
2011,33,13,8,Captain America: The First Avenger,Paramount Pictures,"$4,115,529",-42.9%,1988,-847,"$2,070","$164,747,643",5
2011,33,14,10,The Change-Up,Universal Pictures,"$2,824,945",-55.2%,1633,-1280,"$1,729","$31,970,285",3
2011,33,15,11,Glee: The 3D Concert Movie,Fox,"$1,804,598",-69.7%,1982,-58,$910,"$10,443,883",2
2011,33,16,12,Horrible Bosses,Warner Bros.,"$1,279,350",-47.5%,755,-583,"$1,694","$112,574,996",7
2011,33,17,18,Sarah's Key,The Weinstein Company,"$770,049",+58.4%,201,+100,"$3,831","$3,072,884",5
2011,33,18,14,Transformers: Dark of the Moon,DreamWorks,"$606,276",-56.2%,484,-402,"$1,252","$348,540,006",8
2011,33,19,16,Midnight in Paris,Sony Pictures Classics,"$552,103",-21.5%,258,-70,"$2,139","$50,614,946",14
2011,33,20,13,Friends with Benefits,Screen Gems,"$533,670",-71.1%,413,-881,"$1,292","$54,712,145",5
2011,33,21,26,The Guard,Sony Pictures Classics,"$419,919",+48.6%,83,+36,"$5,059","$1,217,689",4
2011,33,22,15,Zookeeper,Sony Pictures Releasing,"$405,031",-59.6%,370,-378,"$1,094","$76,771,335",7
2011,33,23,17,Cars 2,Walt Disney Studios Motion Pictures,"$348,218",-47.2%,297,-197,"$1,172","$186,951,457",9
2011,33,24,19,Green Lantern,Warner Bros.,"$335,379",-17.4%,242,-,"$1,385","$115,601,139",10
2011,33,25,21,Mr. Popper's Penguins,Fox,"$302,144",-21.9%,273,-21,"$1,106","$66,626,806",10
2011,33,26,23,Kung Fu Panda 2,DreamWorks,"$284,465",-19%,237,-15,"$1,200","$163,942,842",13
2011,33,27,22,Bridesmaids,Universal Pictures,"$280,595",-22.2%,244,-41,"$1,149","$167,661,310",15
2011,33,28,25,Pirates of the Caribbean: On Stranger Tides,Walt Disney Studios Motion Pictures,"$263,292",-20.1%,231,-23,"$1,139","$240,141,369",14
2011,33,29,28,Born to Be Wild,Warner Bros.,"$206,293",-8.4%,49,-,"$4,210","$11,774,071",20
2011,33,30,20,Winnie the Pooh,Walt Disney Studios Motion Pictures,"$176,938",-54.3%,294,-115,$601,"$25,726,481",6
2011,33,31,44,Senna,-,"$159,105",+116.5%,14,+12,"$11,364","$270,604",2
2011,33,32,35,The Whistleblower,The Samuel Goldwyn Company,"$150,903",+30.8%,44,+22,"$3,429","$409,989",3
2011,33,33,27,The Devil's Double,Lionsgate,"$147,765",-43.2%,83,-6,"$1,780","$1,000,593",4
2011,33,34,32,Another Earth,Fox Searchlight Pictures,"$143,604",-12.7%,87,+5,"$1,650","$936,400",5
2011,33,35,30,X-Men: First Class,Fox,"$131,661",-29.9%,146,-37,$901,"$145,939,795",12
2011,33,36,31,The Hangover Part II,Warner Bros.,"$131,530",-27.6%,193,-39,$681,"$254,174,506",13
2011,33,37,24,Aarakshan,Reliance Big Pictures,"$120,888",-64.9%,85,-6,"$1,422","$561,598",2
2011,33,38,33,The Tree of Life,Fox Searchlight Pictures,"$119,782",-24.7%,96,-22,"$1,247","$12,693,868",13
