year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2018,16,1,2,A Quiet Place,Paramount Pictures,"$20,911,809",-36.6%,3808,+219,"$5,491","$131,270,520",3
2018,16,2,1,Rampage,Warner Bros.,"$20,094,294",-43.8%,4115,+14,"$4,883","$65,694,360",2
2018,16,3,-,I Feel Pretty,STX Entertainment,"$16,030,218",-,3440,-,"$4,659","$16,030,218",1
2018,16,4,-,Super Troopers 2,Fox,"$15,181,624",-,2038,-,"$7,449","$15,181,624",1
2018,16,5,3,Truth or Dare,Universal Pictures,"$7,793,425",-58.3%,3068,+39,"$2,540","$30,268,840",2
2018,16,6,4,Ready Player One,Warner Bros.,"$7,418,738",-35.6%,3208,-453,"$2,312","$126,100,064",4
2018,16,7,5,Blockers,Universal Pictures,"$6,835,145",-36.5%,3134,-284,"$2,180","$48,102,190",3
2018,16,8,6,Black Panther,Walt Disney Studios Motion Pictures,"$4,932,627",-14.6%,1930,-250,"$2,555","$681,374,736",10
2018,16,9,-,Traffik,Lionsgate,"$3,941,338",-,1046,-,"$3,768","$3,941,338",1
2018,16,10,7,Isle of Dogs,Fox Searchlight Pictures,"$3,461,633",-36.8%,1947,+8,"$1,777","$24,422,171",5
2018,16,11,-,Bharat Ane Nenu,Great India Films,"$2,663,090",-,305,-,"$8,731","$2,663,090",1
2018,16,12,8,I Can Only Imagine,Roadside Attractions,"$2,436,208",-41.2%,1994,-579,"$1,221","$79,400,110",6
2018,16,13,9,Acrimony,Lionsgate,"$1,965,529",-46.2%,1148,-184,"$1,712","$40,980,412",4
2018,16,14,10,Chappaquiddick,Entertainment Studios Motion Pictures,"$1,834,181",-40.1%,1455,-190,"$1,260","$14,289,282",3
2018,16,15,11,Sherlock Gnomes,Paramount Pictures,"$1,417,592",-41%,1459,-657,$971,"$39,569,048",5
2018,16,16,12,The Miracle Season,-,"$1,123,854",-49.2%,1122,-585,"$1,001","$8,829,419",3
2018,16,17,13,Beirut,Bleecker Street Media,"$1,001,910",-42.2%,755,-,"$1,327","$3,853,835",2
2018,16,18,15,A Wrinkle in Time,Walt Disney Studios Motion Pictures,"$731,702",-47%,665,-447,"$1,100","$93,718,321",7
2018,16,19,14,Pacific Rim: Uprising,Universal Pictures,"$585,085",-59.7%,646,-891,$905,"$58,671,825",5
2018,16,20,16,Sgt. Stubby: An American Hero,-,"$579,526",-50.2%,1386,-247,$418,"$2,258,152",2
2018,16,21,25,You Were Never Really Here,Amazon Studios,"$511,110",+56.8%,183,+132,"$2,792","$1,187,575",3
2018,16,22,17,"Love, Simon",Fox,"$500,989",-52.8%,491,-398,"$1,020","$40,213,391",6
