year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2010,40,1,-,The Social Network,Sony Pictures Releasing,"$22,445,653",-,2771,-,"$8,100","$22,445,653",1
2010,40,2,2,Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,"$10,887,429",-32.4%,3575,-,"$3,045","$30,079,298",2
2010,40,3,1,Wall Street: Money Never Sleeps,Fox,"$10,002,578",-47.4%,3597,+32,"$2,780","$35,778,429",2
2010,40,4,3,The Town,Warner Bros.,"$9,749,332",-37.5%,2935,+50,"$3,321","$64,056,752",3
2010,40,5,4,Easy A,Screen Gems,"$6,748,777",-36.3%,2974,+118,"$2,269","$42,176,967",3
2010,40,6,5,You Again,Walt Disney Studios Motion Pictures,"$5,722,566",-31.9%,2548,-,"$2,245","$16,607,633",2
2010,40,7,-,Case 39,Paramount Vantage,"$5,350,570",-,2211,-,"$2,419","$5,350,570",1
2010,40,8,-,Let Me In,Overture Films,"$5,147,479",-,2020,-,"$2,548","$5,147,479",1
2010,40,9,6,Devil,Universal Pictures,"$3,564,055",-46%,2392,-419,"$1,489","$27,291,460",3
2010,40,10,8,Alpha and Omega,Lionsgate,"$2,924,868",-38.2%,2303,-322,"$1,270","$18,949,437",3
2010,40,11,7,Resident Evil: Afterlife,Screen Gems,"$2,784,775",-43.8%,1907,-735,"$1,460","$56,615,100",4
2010,40,12,10,Inception,Warner Bros.,"$904,208",-27.5%,625,-282,"$1,446","$288,405,376",12
2010,40,13,9,Takers,Screen Gems,"$784,529",-51.6%,773,-640,"$1,014","$56,161,347",6
2010,40,14,17,Catfish,Rogue Pictures,"$590,177",+30.4%,136,+79,"$4,339","$1,621,349",3
2010,40,15,-,Anjaana Anjaani,Eros International,"$517,608",-,91,-,"$5,688","$517,608",1
2010,40,16,15,Despicable Me,Universal Pictures,"$439,850",-24.5%,463,-147,$950,"$246,091,770",13
2010,40,17,11,The Other Guys,Sony Pictures Releasing,"$439,411",-55.7%,566,-481,$776,"$117,697,120",9
2010,40,18,37,Waiting for 'Superman',Paramount Vantage,"$408,873",+194.1%,34,+30,"$12,025","$601,607",2
2010,40,19,13,Eat Pray Love,Sony Pictures Releasing,"$319,970",-54.6%,398,-457,$803,"$79,710,083",8
2010,40,20,36,Salt,Sony Pictures Releasing,"$288,116",+100.5%,288,+102,"$1,000","$117,562,733",11
2010,40,21,25,Mao's Last Dancer,The Samuel Goldwyn Company,"$263,534",-3.5%,137,+15,"$1,923","$3,420,367",7
2010,40,22,22,Lottery Ticket,Warner Bros.,"$241,265",-21.2%,302,-68,$798,"$24,245,405",7
2010,40,23,16,The Expendables,Lionsgate,"$231,662",-58.9%,410,-442,$565,"$102,516,720",8
2010,40,24,21,Toy Story 3,Walt Disney Studios Motion Pictures,"$229,502",-26.9%,235,-67,$976,"$411,412,427",16
2010,40,25,18,Nanny McPhee Returns,Universal Pictures,"$218,855",-44.5%,481,-284,$455,"$28,520,960",7
2010,40,26,33,You Will Meet a Tall Dark Stranger,Sony Pictures Classics,"$215,131",+34.4%,29,+23,"$7,418","$501,616",2
2010,40,27,14,Machete,Fox,"$213,721",-66.8%,314,-368,$680,"$26,205,140",5
2010,40,28,12,The American,Focus Features,"$210,428",-76.5%,374,-941,$562,"$35,202,471",5
2010,40,29,28,Never Let Me Go,Fox Searchlight Pictures,"$186,554",-22.9%,43,+17,"$4,338","$723,873",3
2010,40,30,20,Get Low,Sony Pictures Classics,"$180,798",-43%,271,-83,$667,"$8,630,586",10
2010,40,31,26,Dinner for Schmucks,DreamWorks,"$165,760",-36.3%,261,-62,$635,"$72,810,234",10
2010,40,32,29,Grown Ups,Sony Pictures Releasing,"$162,326",-30.8%,230,-35,$705,"$161,645,861",15
2010,40,33,30,Vampires Suck,Fox,"$146,818",-31.4%,261,-154,$562,"$36,365,361",7
2010,40,34,-,Chain Letter,New Films Cinema,"$138,788",-,406,-,$341,"$138,788",1
2010,40,35,34,Hubble 3D,Warner Bros.,"$124,087",-21.8%,58,-3,"$2,139","$16,160,404",29
2010,40,36,19,The Last Exorcism,Lionsgate,"$124,000",-64%,307,-400,$403,"$40,990,055",6
2010,40,37,31,Cats & Dogs: The Revenge of Kitty Galore,Warner Bros.,"$120,278",-39.5%,188,-79,$639,"$43,432,945",10
2010,40,38,32,The Sorcerer's Apprentice,Walt Disney Studios Motion Pictures,"$116,727",-35.7%,170,-57,$686,"$62,910,319",12
2010,40,39,43,Jack Goes Boating,Overture Films,"$99,620",+13.5%,78,+39,"$1,277","$271,201",3
2010,40,40,24,The Switch,Miramax,"$98,190",-66.5%,242,-269,$405,"$27,422,357",7
2010,40,41,41,Buried,Lionsgate,"$97,364",-2.9%,33,+22,"$2,950","$236,447",2
2010,40,42,40,Ramona and Beezus,Fox,"$81,331",-27.4%,161,-30,$505,"$25,972,329",11
2010,40,43,47,Like Dandelion Dust,Blue Collar Releasing,"$77,325",-0.8%,53,+28,"$1,458","$171,807",2
2010,40,44,39,The Twilight Saga: Eclipse,Summit Entertainment,"$69,272",-44.3%,141,-83,$491,"$300,412,216",14
2010,40,45,35,Scott Pilgrim vs. the World,Universal Pictures,"$69,015",-56.4%,120,-113,$575,"$31,494,270",8
2010,40,46,55,Piranha 3D,-,"$65,845",+86.6%,95,+29,$693,"$24,899,775",7
2010,40,47,42,Heartbreaker2010 Re-release,IFC Films,"$54,919",-40.9%,43,+2,"$1,277","$325,710",4
2010,40,48,44,The Girl Who Played with Fire,Music Box Films,"$54,559",-36%,78,-33,$699,"$7,408,469",13
2010,40,49,51,Howl,Oscilloscope,"$53,534",+4.6%,17,+11,"$3,149","$125,281",2
2010,40,50,-,Hatchet II,Vitagraph Films,"$52,604",-,68,-,$773,"$52,604",1
2010,40,51,23,The Virginity Hit,Sony Pictures Releasing,"$48,623",-83.9%,434,-266,$112,"$535,249",2
2010,40,52,50,Winter's Bone,Roadside Attractions,"$44,851",-20.7%,72,-10,$622,"$6,122,291",17
2010,40,53,46,Cairo Time,IFC Films,"$44,507",-43.5%,71,-5,$626,"$1,492,808",9
2010,40,54,45,The Kids Are All Right,Focus Features,"$43,714",-48%,64,-43,$683,"$20,731,802",13
2010,40,55,27,Going the Distance,Warner Bros.,"$39,284",-84.2%,121,-354,$324,"$17,666,423",5
2010,40,56,-,The Man from Nowhere,CJ Entertainment,"$35,751",-,1,-,"$35,751","$35,751",1
2010,40,57,-,Freakonomics,Magnolia Pictures,"$31,893",-,20,-,"$1,594","$31,893",1
2010,40,58,54,Under the Sea 3D,Warner Bros.,"$29,152",-20.4%,18,-,"$1,619","$24,335,257",86
2010,40,59,52,Enter the Void,IFC Films,"$25,144",-42.4%,6,+3,"$4,190","$96,580",2
2010,40,60,58,What If...,Five & Two Pictures,"$24,854",-19.4%,26,-9,$955,"$596,228",7
2010,40,61,53,The Tillman Story,The Weinstein Company,"$24,338",-40.2%,27,-,$901,"$633,377",7
2010,40,62,56,Avatar2010 Special Edition,Fox,"$22,738",-32.8%,19,-10,"$1,196","$10,511,526",6
2010,40,63,60,A Film Unfinished,Oscilloscope,"$21,777",-22.8%,16,-,"$1,361","$212,704",7
2010,40,64,49,Step Up 3D,Walt Disney Studios Motion Pictures,"$21,382",-68%,26,-34,$822,"$42,218,091",9
2010,40,65,65,Predators,Fox,"$20,998",-8.4%,46,+10,$456,"$51,982,038",13
2010,40,66,64,The Concert,The Weinstein Company,"$20,522",-12.8%,21,+3,$977,"$612,365",10
2010,40,67,62,I Am Love,Magnolia Pictures,"$17,808",-32%,18,-7,$989,"$4,918,238",16
2010,40,68,68,Mademoiselle Chambon,Lorber Films,"$16,749",-19.1%,15,+3,"$1,116","$451,147",19
2010,40,69,69,Last Train Home,Zeitgeist Films,"$16,379",-18.6%,9,-,"$1,819","$126,518",5
2010,40,70,73,Fool for Love,Variance Films,"$16,368",-9.9%,8,+1,"$2,046","$134,401",4
2010,40,71,48,Flipped,Warner Bros.,"$15,517",-79.4%,35,-71,$443,"$1,739,140",9
2010,40,72,71,Kings of Pastry,First Run,"$14,790",-24.7%,5,+1,"$2,958","$75,332",3
2010,40,73,61,Animal Kingdom,Sony Pictures Classics,"$14,117",-49.9%,41,-4,$344,"$899,455",8
2010,40,74,80,Soul Kitchen,IFC Films,"$13,818",+31%,23,+9,$600,"$237,236",7
2010,40,75,72,Space Station 3D,IMAX,"$13,345",-31.9%,3,-,"$4,448","$82,036,430",442
2010,40,76,-,Leaving,IFC Films,"$12,697",-,2,-,"$6,348","$12,697",1
2010,40,77,66,"Lovely, Still",Monterey Media,"$12,219",-42.1%,11,-6,"$1,110","$89,127",4
2010,40,78,76,The Wildest Dream,National Geographic Entertainment,"$11,534",-15.9%,13,-5,$887,"$527,597",9
2010,40,79,57,I'm Still Here,Magnolia Pictures,"$11,508",-64%,19,-20,$605,"$386,575",4
2010,40,80,70,Genius Within: The Inner Life of Glenn Gould,Lorber Films,"$11,407",-42.9%,8,-,"$1,425","$91,247",4
2010,40,81,63,Knight and Day2010 Re-release,Fox,"$10,287",-60.3%,17,-28,$605,"$76,418,654",15
2010,40,82,74,"A Woman, a Gun and a Noodle Shop",Sony Pictures Classics,"$9,160",-41.4%,19,+1,$482,"$150,184",5
2010,40,83,77,Lebanon,Sony Pictures Classics,"$8,915",-34.5%,21,+5,$424,"$330,342",9
2010,40,84,89,Metropolis2010 Re-release,Kino International,"$7,916",+33.9%,7,+3,"$1,130","$431,127",22
2010,40,85,75,Leaves of Grass,First Look International,"$7,750",-48.4%,6,-,"$1,291","$56,756",3
2010,40,86,79,Deep Sea,Warner Bros.,"$7,609",-28.4%,3,-,"$2,536","$43,718,272",240
2010,40,87,78,Coco Chanel & Igor Stravinsky,Sony Pictures Classics,"$6,842",-47.4%,14,-,$488,"$1,609,372",17
2010,40,88,87,Exit Through the Gift Shop,-,"$6,841",+2%,2,-2,"$3,420","$3,270,175",25
2010,40,89,81,Restrepo,National Geographic Entertainment,"$6,017",-38.9%,13,-11,$462,"$1,295,369",15
2010,40,90,82,The Extra Man,Magnolia Pictures,"$5,388",-44.3%,9,-5,$598,"$440,427",10
2010,40,91,59,Bran Nue Dae,Freestyle Releasing,"$5,255",-82.3%,13,-42,$404,"$110,029",4
2010,40,92,115,Feed the Fish,Strand Releasing,"$5,159",+251.9%,4,+3,"$1,289","$59,912",24
2010,40,93,84,Mesrine Part 1: Killer Instinct2010 Re-release,Music Box Films,"$4,440",-41.3%,7,-3,$634,"$489,593",6
2010,40,94,105,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$4,321",+38.7%,2,-,"$2,160","$23,311,750",157
2010,40,95,90,The Sicilian Girl2010 Re-release,Music Box Films,"$3,659",-35.2%,2,-4,"$1,829","$63,117",9
2010,40,96,86,My Dog Tulip,New Yorker Films,"$3,570",-51.7%,2,-1,"$1,785","$67,282",5
2010,40,97,91,GasLand,-,"$3,231",-41.6%,1,-1,"$3,231","$26,508",3
2010,40,98,92,Mesrine Part 2: Public Enemy #12010 Re-release,Music Box Films,"$3,206",-41.6%,7,-,$458,"$230,079",5
2010,40,99,-,The Freebie,Phase 4 Films,"$3,015",-,1,-,"$3,015","$8,296",3
2010,40,100,83,Cyrus,Fox Searchlight Pictures,"$2,989",-63.5%,6,-8,$498,"$7,445,630",16
2010,40,101,-,Douchebag,Paladin,"$2,966",-,1,-,"$2,966","$2,966",1
2010,40,102,120,Agora,Newmarket Films,"$2,951",+197.8%,2,-,"$1,475","$611,747",19
2010,40,103,-,Nine Nation Animation,The World According to Shorts,"$2,834",-,1,-,"$2,834","$3,666",1
2010,40,104,118,The Disappearance of Alice Creed,Anchor Bay Films,"$2,643",+101.4%,3,+1,$881,"$161,459",9
2010,40,105,-,The Nature of Existence,Walking Shadows,"$2,542",-,1,-,"$2,542","$52,799",16
2010,40,106,101,Undertow,The Film Collaborative,"$2,510",-35.2%,1,-,"$2,510","$17,155",3
2010,40,107,96,The Secret in Their Eyes,Sony Pictures Classics,"$2,497",-41.4%,6,-3,$416,"$6,387,372",25
2010,40,108,-,Zenith,Cinema Purgatorio,"$2,347",-,1,-,"$2,347","$2,347",1
2010,40,109,99,Micmacs2009 Re-release,Sony Pictures Classics,"$2,306",-43.2%,9,-4,$256,"$1,248,462",19
2010,40,110,114,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Lorber Films,"$2,264",+48.5%,3,+2,$754,"$28,200",4
2010,40,111,-,Alamar,Film Movement,"$1,896",-,1,-,"$1,896","$41,060",12
2010,40,112,95,Wild Grass,Sony Pictures Classics,"$1,722",-60.6%,5,-6,$344,"$388,882",15
2010,40,113,113,Countdown to Zero,Magnolia Pictures,"$1,695",+5.8%,6,-2,$282,"$271,323",11
2010,40,114,93,Winnebago Man,Kino International,"$1,334",-75%,5,-2,$266,"$171,860",13
2010,40,115,103,Breathless2010 Re-release,Rialto Pictures,"$1,298",-63.9%,1,-4,"$1,298","$319,029",19
2010,40,116,104,The Cremaster Cycle2010 Re-release,International Film Circuit,"$1,295",-62.7%,1,-1,"$1,295","$120,308",26
2010,40,117,102,Ahead of Time: The Extraordinary Journey of Ruth Gruber,Vitagraph Films,"$1,113",-69.9%,3,-,$371,"$33,024",4
2010,40,118,133,Please Give,Sony Pictures Classics,$958,+295.9%,8,+5,$119,"$4,030,504",23
2010,40,119,110,City of War: The Story of John Rabe,Strand Releasing,$807,-56.7%,1,-,$807,"$66,387",20
2010,40,120,-,Metal Messiah,-,$699,-,1,-,$699,"$1,807",3
2010,40,121,108,Solitary Man,Anchor Bay Films,$611,-71.9%,1,-5,$611,"$4,360,548",20
