year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,52,1,1,The Hobbit: The Battle of the Five Armies,Warner Bros.,"$40,921,395",-25.2%,3875,-,"$10,560","$168,017,513",2
2014,52,2,-,Into the Woods,Walt Disney Studios Motion Pictures,"$31,051,923",-,2440,-,"$12,726","$46,141,663",1
2014,52,3,-,Unbroken,Universal Pictures,"$30,621,445",-,3131,-,"$9,780","$46,055,845",1
2014,52,4,2,Night at the Museum: Secret of the Tomb,Fox,"$20,202,008",+18.1%,3914,+129,"$5,161","$54,732,724",2
2014,52,5,3,Annie,Sony Pictures Releasing,"$16,474,065",+3.9%,3197,+81,"$5,152","$45,701,210",2
2014,52,6,5,The Hunger Games: Mockingjay - Part 1,Lionsgate,"$10,063,425",+27.7%,2793,-381,"$3,603","$306,719,406",6
2014,52,7,-,The Gambler,Paramount Pictures,"$9,129,999",-,2478,-,"$3,684","$14,133,168",1
2014,52,8,16,The Imitation Game,The Weinstein Company,"$7,932,292",+823.8%,747,+713,"$10,618","$14,633,946",5
2014,52,9,4,Exodus: Gods and Kings,Fox,"$6,713,921",-17.2%,3002,-501,"$2,236","$52,482,279",3
2014,52,10,6,Wild,Fox Searchlight Pictures,"$5,389,214",+31%,1285,+224,"$4,193","$16,334,730",4
2014,52,11,7,Big Hero 6,Walt Disney Studios Motion Pictures,"$5,006,485",+37.5%,2065,-342,"$2,424","$200,084,063",8
2014,52,12,8,Top Five,Paramount Pictures,"$3,939,210",+9.7%,1426,+119,"$2,762","$19,100,530",3
2014,52,13,10,Penguins of Madagascar,Fox,"$3,274,134",-5.8%,2033,-684,"$1,610","$70,948,595",5
2014,52,14,11,Interstellar,Paramount Pictures,"$3,002,658",+11.1%,1253,-297,"$2,396","$177,387,217",8
2014,52,15,-,Big Eyes,The Weinstein Company,"$3,001,738",-,1307,-,"$2,296","$4,412,264",1
2014,52,16,-,The Interview,Sony Pictures Releasing,"$1,794,666",-,331,-,"$5,421","$2,880,952",1
2014,52,17,9,PK,UTV Motion Pictures,"$1,705,839",-52.2%,264,-8,"$6,461","$7,866,268",2
2014,52,18,12,Horrible Bosses 2,Warner Bros.,"$1,455,710",-33.9%,1002,-900,"$1,452","$50,861,637",5
2014,52,19,13,The Theory of Everything,Focus Features,"$1,221,261",-24.2%,736,-275,"$1,659","$22,374,956",8
2014,52,20,14,Foxcatcher,Sony Pictures Classics,"$947,000",-0.7%,315,+8,"$3,006","$6,147,000",7
2014,52,21,15,Birdman or (The Unexpected Virtue of Ignorance),Fox Searchlight Pictures,"$802,180",-7.3%,292,-160,"$2,747","$23,743,615",11
2014,52,22,-,American Sniper,Warner Bros.,"$633,456",-,4,-,"$158,364","$873,667",1
2014,52,23,-,Selma,Paramount Pictures,"$571,450",-,19,-,"$30,076","$893,626",1
2014,52,24,17,Dumb and Dumber To,Universal Pictures,"$472,870",-38.5%,394,-592,"$1,200","$84,699,290",7
2014,52,25,18,Gone Girl,Fox,"$413,852",+10%,269,-83,"$1,538","$165,929,744",13
2014,52,26,21,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney Studios Motion Pictures,"$294,922",+55.6%,240,-21,"$1,228","$65,339,249",12
2014,52,27,19,St. Vincent,The Weinstein Company,"$290,693",+28.9%,497,+93,$584,"$42,911,965",12
2014,52,28,29,Mr. Turner,Sony Pictures Classics,"$252,000",+131.2%,24,+19,"$10,500","$494,000",2
2014,52,29,23,Fury,Sony Pictures Releasing,"$232,840",+36.6%,250,+12,$931,"$85,112,176",11
2014,52,30,25,Inherent Vice,Warner Bros.,"$202,621",+39.5%,16,+11,"$12,663","$966,891",3
2014,52,31,20,Whiplash,Sony Pictures Classics,"$180,300",-8.5%,87,-24,"$2,072","$5,457,900",12
2014,52,32,28,The Book of Life,Fox,"$173,403",+52.2%,148,-25,"$1,171","$49,197,909",11
2014,52,33,27,The Maze Runner,Fox,"$124,389",+2.5%,137,-44,$907,"$102,031,111",15
2014,52,34,30,Guardians of the Galaxy,Walt Disney Studios Motion Pictures,"$112,786",+7.4%,170,-36,$663,"$332,862,030",22
2014,52,35,24,Nightcrawler,Open Road Films (II),"$102,249",-31.5%,105,-48,$973,"$31,759,455",9
2014,52,36,26,John Wick,Lionsgate,"$83,474",-31.8%,137,-43,$609,"$42,776,680",10
2014,52,37,37,The Boxtrolls,Focus Features,"$72,075",+39%,143,-33,$504,"$50,437,279",14
2014,52,38,-,Wei ai zhi jian ru jia jing,China Lion Film Distribution,"$67,967",-,17,-,"$3,998","$144,632",1
2014,52,39,31,The Babadook,IFC Films,"$61,016",-41%,66,-13,$924,"$608,103",5
2014,52,40,22,The Homesman,Saban Films,"$60,610",-65.3%,61,-105,$993,"$2,158,069",7
2014,52,41,35,Citizenfour,RADiUS-TWC,"$50,652",-15%,40,-12,"$1,266","$2,143,567",10
2014,52,42,34,The Judge,Warner Bros.,"$44,744",-27.2%,76,-59,$588,"$46,972,722",12
2014,52,43,42,Island of Lemurs: Madagascar,Warner Bros.,"$36,430",+58.4%,40,-,$910,"$8,401,538",39
2014,52,44,-,Ode to My Father,CJ Entertainment,"$33,880",-,1,-,"$33,880","$52,979",1
2014,52,45,39,Force Majeure,Magnolia Pictures,"$33,842",-19.4%,35,-13,$966,"$1,083,377",10
2014,52,46,38,Beyond the Lights,Relativity Media,"$31,495",-27%,34,-43,$926,"$14,522,040",7
2014,52,47,44,Boyhood,IFC Films,"$31,408",+46.1%,18,-7,"$1,744","$24,214,829",25
2014,52,48,-,"Two Days, One Night",IFC Films,"$30,700",-,2,-,"$15,350","$48,236",1
2014,52,49,40,The Best of Me,Relativity Media,"$27,114",-22.6%,55,-36,$492,"$26,686,684",11
2014,52,50,32,Cong cong na nian,China Lion Film Distribution,"$23,778",-75.6%,10,-9,"$2,377","$531,905",3
2014,52,51,46,Antarctica: A Year on Ice,Music Box Films,"$19,782",-1.6%,14,-6,"$1,413","$204,671",5
2014,52,52,41,Awake: The Life of Yogananda,-,"$18,201",-32.1%,8,-5,"$2,275","$965,365",12
2014,52,53,36,The Pyramid,Fox,"$16,104",-71.9%,27,-95,$596,"$2,686,156",4
2014,52,54,-,Leviathan,Sony Pictures Classics,"$15,200",-,2,-,"$7,600","$23,000",1
2014,52,55,49,The Tale of The Princess Kaguya,GKIDS,"$11,608",+20.7%,8,-3,"$1,451","$570,660",11
2014,52,56,50,The Good Lie,Warner Bros.,"$10,072",+5.8%,20,+2,$503,"$2,694,161",13
2014,52,57,43,Song of the Sea,GKIDS,"$9,459",-56.8%,2,-,"$4,729","$43,076",2
2014,52,58,45,Rosewater,Open Road Films (II),"$8,538",-58.1%,15,-12,$569,"$3,119,717",7
2014,52,59,55,Meet the Mormons,Purdie Distribution,"$6,455",+12.1%,10,-7,$645,"$6,011,964",12
2014,52,60,48,Dear White People,Roadside Attractions,"$5,351",-58.2%,7,-8,$764,"$4,369,605",11
2014,52,61,54,Zero Motivation,Zeitgeist Films,"$5,300",-11.4%,3,-1,"$1,766","$65,694",4
2014,52,62,62,Sagrada: The Mystery of Creation2014 Re-release,First Run,"$4,865",+54.8%,5,+2,$973,"$29,856",16
2014,52,63,59,Mommy,Roadside Attractions,"$4,801",+22.9%,4,-,"$1,200","$3,292,901",15
2014,52,64,-,Flamenco Flamenco2014 Re-release,Dada Films,"$4,352",-,2,-,"$2,176","$66,610",24
2014,52,65,47,Women Who Flirt,China Lion Film Distribution,"$3,413",-74.5%,1,-3,"$3,413","$366,498",5
2014,52,66,-,K2: Siren of the Himalayas,First Run,"$3,287",-,1,-,"$3,287","$12,959",19
2014,52,67,53,Glen Campbell: I'll Be Me,Area 23a,"$3,200",-47.1%,3,-3,"$1,066","$364,184",10
2014,52,68,61,A Tale of Winter,Big World Pictures,"$2,875",-24.4%,1,-,"$2,875","$10,026",2
2014,52,69,64,She's Beautiful When She's Angry,International Film Circuit,"$2,825",+39.9%,2,+1,"$1,412","$38,613",4
2014,52,70,56,Six Dance Lessons in Six Weeks,Dada Films,"$2,742",-48.3%,3,-1,$914,"$29,760",3
2014,52,71,60,Diplomacy,Zeitgeist Films,"$2,556",-34.3%,4,-,$639,"$217,576",11
2014,52,72,52,The King and the Mockingbird2014 Re-release,Rialto Pictures,"$2,516",-62.6%,4,-4,$629,"$23,519",6
2014,52,73,57,My Old Lady,Cohen Media Group,"$1,733",-67.1%,4,-6,$433,"$3,988,400",16
2014,52,74,58,Elsa & Fred,Millennium Entertainment,"$1,590",-60.2%,2,-9,$795,"$284,490",8
2014,52,75,77,T-Rex: Back to the Cretaceous,IMAX,"$1,575",+612.7%,1,-,"$1,575","$53,349,219",845
2014,52,76,68,The Captive,A24,"$1,009",-41.2%,2,-2,$504,"$1,072,272",17
2014,52,77,-,The Golden Era2014 Re-release,China Lion Film Distribution,$866,-,1,-,$866,"$102,500",11
2014,52,78,73,"20,000 Days on Earth",Drafthouse Films,$648,-19.4%,2,-,$324,"$276,839",15
2014,52,79,76,Pioneer,Magnolia Pictures,$396,-10.4%,1,-,$396,"$6,395",4
2014,52,80,-,Goodbye to All That,IFC Films,$374,-,3,+2,$124,"$2,915",2
2014,52,81,72,The Overnighters,Drafthouse Films,$346,-67%,2,-,$173,"$97,620",12
2014,52,82,-,Through a Lens Darkly: Black Photographers and the Emergence of a People,First Run,$254,-,1,-,$254,"$62,852",18
2014,52,83,75,Life Partners,Magnolia Pictures,$203,-71.9%,1,-,$203,"$5,840",4
