year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2018,13,1,-,Ready Player One,Warner Bros.,"$47,005,514",-,4234,-,"$11,101","$58,951,789",1
2018,13,2,-,Acrimony,Lionsgate,"$18,874,610",-,2006,-,"$9,409","$18,874,610",1
2018,13,3,-,Black Panther,Walt Disney Studios Motion Pictures,"$13,122,362",-,2988,-,"$4,391","$652,558,996",-
2018,13,4,-,I Can Only Imagine,Roadside Attractions,"$11,862,052",-,2648,-,"$4,479","$56,687,389",-
2018,13,5,-,Pacific Rim: Uprising,Universal Pictures,"$10,536,160",-,3708,-,"$2,841","$47,001,980",1
2018,13,6,-,Sherlock Gnomes,Paramount Pictures,"$8,611,614",-,3662,-,"$2,351","$24,432,260",1
2018,13,7,-,A Wrinkle in Time,Walt Disney Studios Motion Pictures,"$5,814,532",-,2367,-,"$2,456","$84,370,946",-
2018,13,8,-,Tomb Raider,Warner Bros.,"$5,589,349",-,2788,-,"$2,004","$51,382,574",-
2018,13,9,-,"Love, Simon",Fox,"$5,543,502",-,2024,-,"$2,738","$32,884,334",-
2018,13,10,-,"Paul, Apostle of Christ",-,"$3,912,577",-,1473,-,"$2,656","$11,943,415",1
2018,13,11,-,Isle of Dogs,Fox Searchlight Pictures,"$3,324,951",-,165,-,"$20,151","$6,439,407",1
2018,13,12,-,God's Not Dead: A Light in Darkness,Pure Flix Entertainment,"$2,969,154",-,1693,-,"$1,753","$2,969,154",1
2018,13,13,-,Game Night,Warner Bros.,"$2,813,328",-,1335,-,"$2,107","$65,342,875",-
2018,13,14,-,Peter Rabbit,Sony Pictures Releasing,"$2,622,706",-,1667,-,"$1,573","$111,268,832",-
2018,13,15,-,Midnight Sun,-,"$2,176,851",-,2128,-,"$1,022","$8,026,067",1
2018,13,16,-,Unsane,Bleecker Street Media,"$1,660,652",-,1929,-,$860,"$7,042,115",1
2018,13,17,-,The Death of Stalin,IFC Films,"$1,506,410",-,484,-,"$3,112","$3,969,992",-
2018,13,18,-,Mozart: Così fan tutte,Fathom Events,"$966,870",-,687,-,"$1,407","$966,870",1
2018,13,19,-,The Greatest Showman,Fox,"$844,503",-,764,-,"$1,105","$172,214,005",-
2018,13,20,-,Red Sparrow,Fox,"$811,897",-,508,-,"$1,598","$45,772,437",-
2018,13,21,-,Jumanji: Welcome to the Jungle,Sony Pictures Releasing,"$791,072",-,783,-,"$1,010","$402,881,811",-
2018,13,22,-,The Strangers: Prey at Night,-,"$756,937",-,537,-,"$1,409","$23,671,313",-
2018,13,23,-,Baaghi 2,-,"$730,353",-,123,-,"$5,937","$730,353",1
