year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2011,3,1,-,No Strings Attached,Paramount Pictures,"$19,652,921",-,3018,-,"$6,511","$19,652,921",1
2011,3,2,1,The Green Hornet,Sony Pictures Releasing,"$17,677,565",-47.3%,3584,-,"$4,932","$63,018,808",2
2011,3,3,2,The Dilemma,Universal Pictures,"$9,108,890",-48.9%,2943,+3,"$3,095","$32,746,225",2
2011,3,4,4,The King's Speech,The Weinstein Company,"$7,854,910",-14.5%,1680,+137,"$4,675","$57,313,881",9
2011,3,5,3,True Grit,Paramount Pictures,"$7,330,092",-33.4%,3464,+5,"$2,116","$137,963,519",5
2011,3,6,5,Black Swan,Fox Searchlight Pictures,"$5,869,744",-29.6%,2407,+79,"$2,438","$83,250,375",8
2011,3,7,6,Little Fockers,Universal Pictures,"$4,320,090",-40%,2979,-415,"$1,450","$141,111,705",5
2011,3,8,9,The Fighter,Paramount Pictures,"$4,164,504",-18.4%,2275,-139,"$1,830","$72,680,740",7
2011,3,9,8,Yogi Bear,Warner Bros.,"$3,819,395",-28.8%,2510,-192,"$1,521","$88,649,598",6
2011,3,10,7,TRON: Legacy,Walt Disney Studios Motion Pictures,"$3,647,121",-35.8%,2018,-421,"$1,807","$163,206,611",6
2011,3,11,11,Tangled,Walt Disney Studios Motion Pictures,"$3,081,926",-22.6%,1860,-188,"$1,656","$186,356,425",9
2011,3,12,10,Season of the Witch,Relativity Media,"$2,297,299",-50.1%,2307,-520,$995,"$22,189,330",3
2011,3,13,12,Country Strong,Screen Gems,"$2,082,688",-43.4%,1441,+17,"$1,445","$16,845,052",5
2011,3,14,13,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"$1,353,936",-41.8%,1135,-569,"$1,192","$100,620,366",7
2011,3,15,-,The Way Back,Newmarket Films,"$1,218,868",-,678,-,"$1,797","$1,218,868",1
2011,3,16,14,Gulliver's Travels,Fox,"$1,159,012",-45.3%,1100,-566,"$1,053","$40,021,613",5
2011,3,17,16,Harry Potter and the Deathly Hallows: Part 1,Warner Bros.,"$898,271",-35.8%,725,-216,"$1,238","$291,340,768",10
2011,3,18,15,The Tourist,Sony Pictures Releasing,"$881,114",-47.6%,875,-545,"$1,006","$65,894,031",7
2011,3,19,17,Blue Valentine,The Weinstein Company,"$877,815",-36.7%,242,+12,"$3,627","$4,460,022",4
2011,3,20,-,The Company Men,The Weinstein Company,"$647,797",-,106,-,"$6,111","$690,934",1
2011,3,21,18,Megamind,DreamWorks,"$571,044",-13.7%,320,-21,"$1,784","$146,340,723",12
2011,3,22,22,The Social Network,Sony Pictures Releasing,"$444,086",+23.3%,385,+63,"$1,153","$95,408,473",17
2011,3,23,-,Dhobi Ghat,UTV Motion Pictures,"$365,297",-,78,-,"$4,683","$365,297",1
2011,3,24,20,The Heart Specialist,Freestyle Releasing,"$251,509",-46.8%,293,-129,$858,"$922,637",2
2011,3,25,23,Due Date,Warner Bros.,"$237,814",-25.9%,275,-66,$864,"$100,448,498",12
2011,3,26,27,Unstoppable,Fox,"$226,970",-6.7%,278,-25,$816,"$80,731,352",11
2011,3,27,25,Burlesque,Screen Gems,"$217,015",-18%,296,+1,$733,"$39,031,819",9
2011,3,28,34,Another Year,Sony Pictures Classics,"$208,366",+86.4%,45,+32,"$4,630","$714,387",4
2011,3,29,19,Yamla Pagla Deewana,Eros International,"$203,712",-59.6%,84,-,"$2,425","$851,381",2
2011,3,30,26,Somewhere,Focus Features,"$203,401",-19%,83,+30,"$2,450","$1,306,896",5
2011,3,31,24,Rabbit Hole,Lionsgate,"$177,591",-35.7%,101,+1,"$1,758","$1,268,041",6
2011,3,32,39,Barney's Version,Sony Pictures Classics,"$143,010",+119.2%,16,+12,"$8,938","$285,213",2
2011,3,33,31,Hubble 3D,Warner Bros.,"$119,370",-14.1%,49,+1,"$2,436","$20,839,154",45
2011,3,34,28,127 Hours,Fox Searchlight Pictures,"$118,557",-27.2%,69,-7,"$1,718","$11,296,805",12
2011,3,35,21,How Do You Know,Sony Pictures Releasing,"$114,471",-71.4%,261,-354,$438,"$30,212,620",6
2011,3,36,30,RED,Summit Entertainment,"$104,005",-25.7%,153,-53,$679,"$90,238,922",15
2011,3,37,29,Love & Other Drugs,Fox,"$99,853",-35.5%,146,-20,$683,"$32,156,820",9
2011,3,38,-,Evangelion: 2.0 You Can (Not) Advance,Eleven Arts,"$84,157",-,15,-,"$5,610","$84,157",1
2011,3,39,41,The Illusionist,Sony Pictures Classics,"$80,599",+33.3%,15,+8,"$5,373","$370,984",5
2011,3,40,32,I Love You Phillip Morris2010 Re-release,Roadside Attractions,"$78,191",-40.8%,75,-20,"$1,042","$1,800,935",8
2011,3,41,36,Made in Dagenham,Sony Pictures Classics,"$73,205",-21.8%,86,-3,$851,"$887,185",10
2011,3,42,33,Casino Jack,ATO Pictures,"$71,244",-41.1%,48,-12,"$1,484","$743,132",6
2011,3,43,37,Secretariat,Walt Disney Studios Motion Pictures,"$70,415",-20.6%,107,-29,$658,"$59,560,343",16
2011,3,44,45,Faster,CBS Films,"$61,557",+49.9%,106,+29,$580,"$23,081,726",9
2011,3,45,38,Life as We Know It,Warner Bros.,"$49,551",-44%,86,-46,$576,"$53,358,964",16
