year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2017,51,1,-,Star Wars: Episode VIII - The Last Jedi,Walt Disney Studios Motion Pictures,"$99,025,055",-,4232,-,"$23,399","$395,627,411",1
2017,51,2,-,Jumanji: Welcome to the Jungle,Sony Pictures Releasing,"$55,307,881",-,3765,-,"$14,690","$71,913,848",1
2017,51,3,-,Pitch Perfect 3,Universal Pictures,"$26,424,890",-,3447,-,"$7,666","$26,424,890",1
2017,51,4,-,The Greatest Showman,Fox,"$14,410,116",-,3006,-,"$4,793","$19,008,847",1
2017,51,5,-,Ferdinand,Fox,"$10,118,526",-,3630,-,"$2,787","$29,601,410",1
2017,51,6,-,Coco,Walt Disney Studios Motion Pictures,"$8,188,615",-,2111,-,"$3,879","$164,307,743",-
2017,51,7,-,Downsizing,Paramount Pictures,"$7,670,130",-,2668,-,"$2,874","$7,670,130",1
2017,51,8,-,Darkest Hour,Focus Features,"$5,514,455",-,806,-,"$6,841","$8,367,532",-
2017,51,9,-,Father Figures,Warner Bros.,"$5,479,518",-,2902,-,"$1,888","$5,479,518",1
2017,51,10,-,The Shape of Water,Fox Searchlight Pictures,"$4,420,381",-,730,-,"$6,055","$8,986,046",-
2017,51,11,-,Wonder,Lionsgate,"$2,697,076",-,794,-,"$3,396","$115,654,826",-
2017,51,12,-,Tiger Zinda Hai,-,"$2,572,853",-,299,-,"$8,604","$2,572,853",1
2017,51,13,-,All the Money in the World,Concorde Film,"$2,565,393",-,2074,-,"$1,236","$2,565,393",1
2017,51,14,-,Justice League,Warner Bros.,"$1,505,422",-,1101,-,"$1,367","$223,128,877",-
2017,51,15,-,The Star,Sony Pictures Releasing,"$1,502,945",-,1106,-,"$1,358","$38,594,870",-
2017,51,16,-,Daddy's Home 2,Paramount Pictures,"$1,476,026",-,1073,-,"$1,375","$99,751,582",-
2017,51,17,-,Lady Bird,A24,"$1,414,496",-,372,-,"$3,802","$28,715,314",-
2017,51,18,-,The Disaster Artist,A24,"$1,209,632",-,488,-,"$2,478","$16,020,034",-
2017,51,19,-,Molly's Game,STX Entertainment,"$1,172,036",-,271,-,"$4,324","$1,172,036",1
2017,51,20,-,Thor: Ragnarok,Walt Disney Studios Motion Pictures,"$1,163,335",-,701,-,"$1,659","$309,454,093",-
2017,51,21,-,Call Me by Your Name,Sony Pictures Classics,"$974,663",-,114,-,"$8,549","$3,262,454",-
2017,51,22,-,The Post,Fox,"$762,057",-,9,-,"$84,673","$762,057",1
2017,51,23,-,"Three Billboards Outside Ebbing, Missouri",Fox Searchlight Pictures,"$733,466",-,264,-,"$2,778","$22,949,085",-
2017,51,24,-,Murder on the Orient Express,Fox,"$722,895",-,361,-,"$2,002","$99,444,878",-
2017,51,25,-,"I, Tonya",Neon,"$653,778",-,43,-,"$15,204","$1,306,911",-
2017,51,26,-,Youth,China Lion Film Distribution,"$440,180",-,34,-,"$12,946","$1,157,273",1
2017,51,27,-,Along with the Gods: The Two Worlds,Well Go USA Entertainment,"$285,190",-,17,-,"$16,775","$285,190",1
2017,51,28,-,A Bad Moms Christmas,STX Entertainment,"$212,954",-,275,-,$774,"$71,571,546",-
2017,51,29,-,The Man Who Invented Christmas,Bleecker Street Media,"$151,064",-,146,-,"$1,034","$5,419,083",-
2017,51,30,-,Phantom Thread,Focus Features,"$127,272",-,4,-,"$31,818","$127,272",1
2017,51,31,-,Wonder Wheel,Amazon Studios,"$121,388",-,113,-,"$1,074","$1,205,919",-
2017,51,32,-,The Polar Express2017 IMAX Release,Warner Bros.,"$81,583",-,-,-,-,"$843,610",-
2017,51,33,-,Loving Vincent,Good Deed Entertainment,"$65,472",-,55,-,"$1,190","$6,110,430",-
2017,51,34,-,Geostorm,Warner Bros.,"$48,657",-,110,-,$442,"$33,473,188",-
2017,51,35,-,Blade Runner 2049,Warner Bros.,"$40,115",-,75,-,$534,"$91,564,672",-
2017,51,36,-,The Florida Project,A24,"$38,803",-,43,-,$902,"$5,204,890",-
2017,51,37,-,Hostiles,Entertainment Studios Motion Pictures,"$32,455",-,3,-,"$10,818","$32,455",1
2017,51,38,-,Only the Brave,Sony Pictures Releasing,"$31,854",-,86,-,$370,"$18,106,612",-
2017,51,39,-,Happy End,Sony Pictures Classics,"$30,222",-,3,-,"$10,074","$30,222",1
2017,51,40,-,Jane,Abramorama,"$27,215",-,19,-,"$1,432","$1,432,338",-
2017,51,41,-,The Square,Magnolia Pictures,"$25,955",-,17,-,"$1,526","$1,176,775",-
2017,51,42,-,"Roman J. Israel, Esq.",Sony Pictures Releasing,"$20,672",-,49,-,$421,"$11,825,352",-
2017,51,43,-,The Thousand Faces of Dunjia,Well Go USA Entertainment,"$18,038",-,4,-,"$4,509","$109,690",1
2017,51,44,-,Marshall,Open Road Films (II),"$12,960",-,58,-,$223,"$9,450,507",-
2017,51,45,-,Big Sonia,Argot Pictures,"$10,189",-,3,-,"$3,396","$94,741",-
2017,51,46,-,Victoria & Abdul,Focus Features,"$9,445",-,24,-,$393,"$22,205,730",-
2017,51,47,-,Same Kind of Different as Me,Pure Flix Entertainment,"$9,414",-,45,-,$209,"$6,370,123",-
2017,51,48,-,The Other Side of Hope,Janus Films,"$7,358",-,4,-,"$1,839","$118,777",-
2017,51,49,-,The Lucky Man,Indican Pictures,"$6,904",-,3,-,"$2,301","$6,904",1
2017,51,50,-,The Swindlers,Well Go USA Entertainment,"$5,231",-,1,-,"$5,231","$240,979",-
2017,51,51,-,Let There Be Light,Atlas Distribution Company,"$4,328",-,8,-,$541,"$7,203,504",-
2017,51,52,-,The Breadwinner,GKIDS,"$3,772",-,10,-,$377,"$210,278",-
2017,51,53,-,The Killing of a Sacred Deer,A24,"$3,356",-,8,-,$419,"$2,289,085",-
2017,51,54,-,Thelma,The Orchard,"$2,686",-,9,-,$298,"$128,627",-
2017,51,55,-,Novitiate,Sony Pictures Classics,"$2,637",-,8,-,$329,"$563,231",-
2017,51,56,-,My Friend Dahmer,FilmRise,"$1,832",-,3,-,$610,"$1,293,780",-
2017,51,57,-,BPM (Beats Per Minute),The Orchard,$835,-,1,-,$835,"$92,117",-
2017,51,58,-,The Paris Opera,Film Movement,$782,-,2,-,$391,"$51,772",-
2017,51,59,-,Birdboy: The Forgotten Children,GKIDS,$765,-,1,-,$765,"$12,620",1
2017,51,60,-,Permanent,Magnolia Pictures,$529,-,3,-,$176,"$9,238",1
2017,51,61,-,Shadowman,Film Movement,$121,-,1,-,$121,"$11,027",-
2017,51,62,-,Miss Kiet's Children2017 Re-release,Icarus Films,$108,-,1,-,$108,"$4,702",-
