year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2017,2,1,-,Hidden Figures,Fox,"$27,506,839",-,3286,-,"$8,370","$61,889,939",-
2017,2,2,-,Sing,Universal Pictures,"$19,025,360",-,3693,-,"$5,151","$238,240,880",-
2017,2,3,-,La La Land,Lionsgate,"$17,717,720",-,1848,-,"$9,587","$77,299,289",-
2017,2,4,-,Rogue One: A Star Wars Story,Walt Disney Studios Motion Pictures,"$16,806,712",-,3162,-,"$5,315","$501,898,446",-
2017,2,5,-,The Bye Bye Man,STX Entertainment,"$15,204,094",-,2220,-,"$6,848","$15,204,094",1
2017,2,6,-,Monster Trucks,Paramount Pictures,"$14,174,039",-,3119,-,"$4,544","$14,174,039",1
2017,2,7,-,Patriots Day,Lionsgate,"$13,753,384",-,3120,-,"$4,408","$14,677,466",-
2017,2,8,-,Sleepless,Open Road Films (II),"$9,771,305",-,1803,-,"$5,419","$9,771,305",1
2017,2,9,-,Underworld: Blood Wars,Screen Gems,"$7,263,585",-,3070,-,"$2,365","$25,379,703",1
2017,2,10,-,Passengers,Sony Pictures Releasing,"$6,491,814",-,2447,-,"$2,652","$90,871,545",-
2017,2,11,-,Moana,Walt Disney Studios Motion Pictures,"$6,104,745",-,1847,-,"$3,305","$233,410,870",-
2017,2,12,-,Live by Night,Warner Bros.,"$6,003,052",-,2822,-,"$2,127","$6,188,696",-
2017,2,13,-,Why Him?,Fox,"$4,175,449",-,1977,-,"$2,112","$56,008,496",-
2017,2,14,-,Fences,Paramount Pictures,"$3,513,003",-,1342,-,"$2,617","$46,645,365",-
2017,2,15,-,Lion,The Weinstein Company,"$2,772,941",-,575,-,"$4,822","$13,815,545",-
2017,2,16,-,Silence,Paramount Pictures,"$2,374,886",-,747,-,"$3,179","$3,456,998",-
2017,2,17,-,Manchester by the Sea,Roadside Attractions,"$2,054,178",-,726,-,"$2,829","$37,449,003",-
2017,2,18,-,Assassin's Creed,Fox,"$1,658,469",-,968,-,"$1,713","$53,162,110",-
2017,2,19,-,Moonlight,A24,"$1,363,803",-,582,-,"$2,343","$14,862,563",-
2017,2,20,-,Fantastic Beasts and Where to Find Them,Warner Bros.,"$1,201,902",-,502,-,"$2,394","$231,073,227",-
2017,2,21,-,Jackie,Fox Searchlight Pictures,"$905,101",-,353,-,"$2,564","$10,658,190",-
2017,2,22,-,A Monster Calls,Focus Features,"$729,158",-,1513,-,$481,"$3,552,786",-
2017,2,23,-,Arrival,Paramount Pictures,"$670,164",-,247,-,"$2,713","$95,190,744",-
2017,2,24,-,Trolls,Fox,"$567,771",-,262,-,"$2,167","$151,970,462",-
2017,2,25,-,Dangal,UTV Motion Pictures,"$456,693",-,95,-,"$4,807","$11,927,378",-
2017,2,26,-,20th Century Women,A24,"$387,149",-,29,-,"$13,349","$830,797",-
2017,2,27,-,Elle,Sony Pictures Classics,"$325,456",-,209,-,"$1,557","$1,389,814",-
