year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2017,35,1,-,The Hitman's Bodyguard,Lionsgate,"$13,272,712",-,3370,-,"$3,938","$57,966,926",-
2017,35,2,-,Annabelle: Creation,Warner Bros.,"$9,190,416",-,3358,-,"$2,736","$90,866,014",-
2017,35,3,-,Wind River,The Weinstein Company,"$7,848,420",-,2602,-,"$3,016","$20,270,857",-
2017,35,4,-,Leap!2017 Re-release,The Weinstein Company,"$6,266,182",-,2705,-,"$2,316","$12,760,985",1
2017,35,5,-,Dunkirk,Warner Bros.,"$5,575,033",-,2752,-,"$2,025","$180,204,578",-
2017,35,6,-,Logan Lucky,Bleecker Street Media,"$5,472,130",-,2975,-,"$1,839","$22,502,616",-
2017,35,7,-,Spider-Man: Homecoming,Sony Pictures Releasing,"$4,719,376",-,2036,-,"$2,317","$325,120,922",-
2017,35,8,-,The Emoji Movie,Sony Pictures Releasing,"$3,271,243",-,2108,-,"$1,551","$81,147,957",-
2017,35,9,-,Despicable Me 3,Universal Pictures,"$3,254,445",-,2132,-,"$1,526","$258,789,675",-
2017,35,10,-,Girls Trip,Universal Pictures,"$2,838,210",-,1607,-,"$1,766","$112,097,725",-
2017,35,11,-,The Nut Job 2: Nutty by Nature,Open Road Films (II),"$2,791,628",-,2651,-,"$1,053","$26,632,132",-
2017,35,12,-,Wonder Woman,Warner Bros.,"$2,518,018",-,1808,-,"$1,392","$409,537,039",-
2017,35,13,-,Cars 3,Walt Disney Studios Motion Pictures,"$2,383,682",-,2445,-,$974,"$151,521,551",-
2017,35,14,-,Close Encounters of the Third Kind2017 Re-release,Sony Pictures Releasing,"$2,220,957",-,901,-,"$2,464","$2,220,957",1
2017,35,15,-,Birth of the Dragon,BH Tilt,"$2,219,025",-,1633,-,"$1,358","$5,876,845",1
2017,35,16,-,Kidnap,-,"$2,026,623",-,1689,-,"$1,199","$29,769,491",-
2017,35,17,-,The Dark Tower,Sony Pictures Releasing,"$1,993,993",-,1820,-,"$1,095","$47,825,887",-
2017,35,18,-,Baby Driver,Concorde Film,"$1,788,016",-,1463,-,"$1,222","$105,843,272",-
2017,35,19,-,The Glass Castle,Lionsgate,"$1,779,306",-,1360,-,"$1,308","$15,129,065",-
2017,35,20,-,The Big Sick,Lionsgate,"$1,753,359",-,1270,-,"$1,380","$41,308,818",-
2017,35,21,-,All Saints,-,"$1,637,329",-,846,-,"$1,935","$3,834,252",1
2017,35,22,-,Do It Like An Hombre,-,"$1,442,866",-,382,-,"$3,777","$1,442,866",1
2017,35,23,-,War for the Planet of the Apes,Fox,"$1,422,067",-,1041,-,"$1,366","$144,676,830",-
2017,35,24,-,Tulip Fever,The Weinstein Company,"$1,394,628",-,765,-,"$1,823","$1,394,628",1
2017,35,25,-,Inhumans,IMAX,"$1,358,225",-,393,-,"$3,456","$1,358,225",1
2017,35,26,-,Atomic Blonde2017 Re-release,Focus Features,"$1,082,345",-,741,-,"$1,460","$50,563,725",-
2017,35,27,-,Ingrid Goes West,Neon,"$750,338",-,625,-,"$1,200","$2,460,483",-
2017,35,28,-,Good Time,A24,"$399,040",-,635,-,$628,"$1,712,643",-
2017,35,29,-,Shubh Mangal Saavdhan,Eros International,"$325,172",-,80,-,"$4,064","$325,172",1
2017,35,30,-,Valerian and the City of a Thousand Planets,STX Entertainment,"$321,704",-,280,-,"$1,148","$40,147,123",-
2017,35,31,-,Patti Cake$,Fox Searchlight Pictures,"$308,390",-,295,-,"$1,045","$596,666",-
2017,35,32,-,47 Meters Down,Entertainment Studios Motion Pictures,"$274,293",-,430,-,$637,"$44,068,757",-
2017,35,33,-,The Trip to Spain,IFC Films,"$269,944",-,140,-,"$1,928","$595,021",-
2017,35,34,-,Detroit,Annapurna Pictures,"$264,911",-,331,-,$800,"$16,587,826",-
2017,35,35,-,Guardians of the Galaxy Vol. 2,Walt Disney Studios Motion Pictures,"$253,512",-,196,-,"$1,293","$389,682,717",-
