year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2008,19,1,1,Iron Man,Paramount Pictures,"$51,190,629",-48.1%,4111,+6,"$12,452","$177,825,024",2
2008,19,2,-,What Happens in Vegas,Fox,"$20,172,474",-,3215,-,"$6,274","$20,172,474",1
2008,19,3,-,Speed Racer,Warner Bros.,"$18,561,337",-,3606,-,"$5,147","$18,561,337",1
2008,19,4,2,Made of Honor,Sony Pictures Releasing,"$8,116,323",-45%,2734,+5,"$2,968","$26,791,494",2
2008,19,5,3,Baby Mama,Universal Pictures,"$6,225,790",-38.1%,2627,+79,"$2,369","$40,836,370",3
2008,19,6,5,Forgetting Sarah Marshall,Universal Pictures,"$3,837,240",-36.7%,2376,-496,"$1,615","$50,781,745",4
2008,19,7,4,Harold & Kumar Escape from Guantanamo Bay,Warner Bros.,"$3,106,424",-49.2%,2264,-281,"$1,372","$30,667,308",3
2008,19,8,6,The Forbidden Kingdom,Lionsgate,"$2,169,323",-48.2%,1724,-1236,"$1,258","$48,530,104",4
2008,19,9,7,Nim's Island,Fox,"$1,463,622",-45.3%,1601,-877,$914,"$44,395,857",6
2008,19,10,41,Redbelt,Sony Pictures Classics,"$1,140,000",-,1379,"+1,373",-,"$1,237,000",2
2008,19,11,8,Prom Night,Screen Gems,"$1,012,986",-57.9%,1465,-969,$691,"$42,785,107",5
2008,19,12,9,21,Sony Pictures Releasing,"$851,385",-57.5%,978,-1264,$870,"$80,434,035",7
2008,19,13,16,The Visitor,Overture Films,"$729,212",+20.2%,217,+87,"$3,360","$2,475,492",5
2008,19,14,11,Horton Hears a Who!,Fox,"$605,347",-54.7%,770,-693,$786,"$150,699,120",9
2008,19,15,10,88 Minutes,Sony Pictures Releasing,"$534,104",-65.4%,625,-1140,$854,"$16,460,014",4
2008,19,16,13,Drillbit Taylor,Paramount Pictures,"$508,095",-30.4%,267,-160,"$1,902","$31,760,807",8
2008,19,17,21,Then She Found Me,THINKFilm,"$489,000",-,153,+81,-,"$912,000",3
2008,19,18,19,Young@Heart,Fox Searchlight Pictures,"$388,928",+23.3%,145,+24,"$2,682","$1,444,646",5
2008,19,19,28,"10,000 BC",Warner Bros.,"$347,407",+128.3%,409,+144,$849,"$94,042,448",10
2008,19,20,-,Bhoothnath,Eros International,"$330,246",-,64,-,"$5,160","$330,246",1
2008,19,21,15,Expelled: No Intelligence Allowed,Rocky Mountain Pictures,"$328,836",-51.5%,402,-254,$818,"$7,235,324",4
2008,19,22,14,Street Kings,Fox Searchlight Pictures,"$240,553",-66%,297,-558,$809,"$25,649,703",5
2008,19,23,17,Leatherheads,Universal Pictures,"$239,445",-58.2%,424,-598,$564,"$30,730,820",6
2008,19,24,47,Son of Rambow,Paramount Vantage,"$159,834",+197.1%,36,+31,"$4,439","$232,837",2
2008,19,25,23,The Counterfeiters,Sony Pictures Classics,"$148,775",-27.2%,122,-35,"$1,219","$4,661,883",12
2008,19,26,18,Smart People,Miramax,"$137,843",-57.7%,163,-238,$845,"$9,204,863",5
2008,19,27,26,Fool's Gold,Warner Bros.,"$137,264",-17.9%,216,-87,$635,"$70,057,055",14
2008,19,28,36,Jumper,Fox,"$127,459",+55.8%,124,-17,"$1,027","$79,617,110",13
2008,19,29,27,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$125,148",-21.8%,47,-,"$2,662","$12,475,078",32
2008,19,30,32,The Bucket List,Warner Bros.,"$105,380",-20.8%,169,-76,$623,"$93,223,440",20
2008,19,31,25,Under the Same Moon,The Weinstein Company,"$98,682",-48.9%,138,-186,$715,"$12,273,323",8
2008,19,32,34,Fugitive Pieces,The Samuel Goldwyn Company,"$86,402",-15.5%,38,+8,"$2,273","$219,576",2
2008,19,33,38,U2 3D,National Geographic Entertainment,"$85,013",+7.3%,10,-5,"$8,501","$7,867,852",16
2008,19,34,-,The Fall,Roadside Attractions,"$79,611",-,9,-,"$8,845","$79,611",1
2008,19,35,35,Priceless,The Samuel Goldwyn Company,"$76,895",-20.2%,38,-6,"$2,023","$1,365,673",7
2008,19,36,24,Superhero Movie,-,"$73,170",-63.9%,131,-332,$558,"$25,380,619",7
2008,19,37,37,Dolphins and Whales 3D: Tribes of the Ocean,3D Entertainment,"$71,472",-10.6%,14,-,"$5,105","$1,489,666",13
