year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2012,16,1,-,Think Like a Man,Screen Gems,"$33,636,303",-,2015,-,"$16,692","$33,636,303",1
2012,16,2,-,The Lucky One,Warner Bros.,"$22,518,358",-,3155,-,"$7,137","$22,518,358",1
2012,16,3,1,The Hunger Games,Lionsgate,"$14,666,007",-30.5%,3752,-164,"$3,908","$357,066,467",5
2012,16,4,-,Chimpanzee,Walt Disney Studios Motion Pictures,"$10,673,748",-,1563,-,"$6,829","$10,673,748",1
2012,16,5,2,The Three Stooges,Fox,"$9,764,214",-42.6%,3482,+5,"$2,804","$29,919,660",2
2012,16,6,3,The Cabin in the Woods2012 Re-release,Lionsgate,"$8,016,075",-45.6%,2811,-,"$2,851","$27,246,247",2
2012,16,7,5,American Reunion,Universal Pictures,"$5,474,565",-47.7%,3033,-170,"$1,805","$48,518,325",3
2012,16,8,4,Titanic2012 3D Release,Paramount Pictures,"$5,032,557",-57.8%,2515,-182,"$2,001","$52,860,574",3
2012,16,9,8,21 Jump Street,Sony Pictures Releasing,"$4,750,986",-27.6%,2427,-308,"$1,957","$127,217,167",6
2012,16,10,7,Mirror Mirror,Relativity Media,"$4,408,179",-35.6%,2938,-268,"$1,500","$55,499,932",4
2012,16,11,6,Wrath of the Titans,Warner Bros.,"$3,922,412",-43.2%,2502,-600,"$1,567","$77,232,955",4
2012,16,12,9,Lockout,FilmDistrict,"$3,250,588",-47.8%,2335,+27,"$1,392","$11,219,620",2
2012,16,13,10,The Lorax,Universal Pictures,"$1,899,600",-37.7%,1583,-529,"$1,200","$207,152,865",8
2012,16,14,12,Salmon Fishing in the Yemen,CBS Films,"$688,465",-22.5%,445,+10,"$1,547","$7,077,215",7
2012,16,15,13,Journey 2: The Mysterious Island,Warner Bros.,"$609,781",-15.5%,444,-58,"$1,373","$101,238,907",11
2012,16,16,16,Bully2012 Re-release,The Weinstein Company,"$513,059",-4.2%,263,+105,"$1,950","$1,258,468",2
