year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,42,1,-,Fury,Sony Pictures Releasing,"$23,702,421",-,3173,-,"$7,470","$23,702,421",1
2014,42,2,1,Gone Girl,Fox,"$17,511,956",-33.7%,3249,-35,"$5,389","$106,780,820",3
2014,42,3,-,The Book of Life,Fox,"$17,005,218",-,3071,-,"$5,537","$17,005,218",1
2014,42,4,3,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney Studios Motion Pictures,"$11,456,954",-37.6%,3088,-,"$3,710","$36,288,619",2
2014,42,5,-,The Best of Me,Relativity Media,"$10,003,827",-,2936,-,"$3,407","$10,003,827",1
2014,42,6,2,Dracula Untold,Universal Pictures,"$9,988,530",-57.5%,2900,+15,"$3,444","$40,834,620",2
2014,42,7,5,The Judge,Warner Bros.,"$7,916,418",-39.6%,3003,-,"$2,636","$26,819,761",2
2014,42,8,4,Annabelle,Warner Bros.,"$7,878,300",-50.3%,2878,-337,"$2,737","$74,080,010",3
2014,42,9,6,The Equalizer,Sony Pictures Releasing,"$5,382,353",-44.5%,2262,-855,"$2,379","$89,101,287",4
2014,42,10,8,The Maze Runner,Fox,"$4,387,445",-41.3%,2155,-917,"$2,035","$90,724,728",5
2014,42,11,7,Addicted,Lionsgate,"$3,472,423",-53.6%,1037,+191,"$3,348","$12,842,877",2
2014,42,12,9,The Boxtrolls,Focus Features,"$2,700,343",-59.3%,2251,-1019,"$1,199","$46,085,766",4
2014,42,13,12,Guardians of the Galaxy,Walt Disney Studios Motion Pictures,"$959,912",-47.4%,730,-561,"$1,314","$327,792,643",12
2014,42,14,10,Left Behind,Freestyle Releasing,"$922,618",-67.5%,923,-964,$999,"$12,849,835",3
2014,42,15,37,St. Vincent,The Weinstein Company,"$665,584",+505.7%,68,+64,"$9,788","$817,566",2
2014,42,16,11,Meet the Mormons,Purdie Distribution,"$568,409",-77.4%,333,+16,"$1,706","$4,520,644",2
