year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,9,1,1,Madea Goes to Jail,Lionsgate,"$16,175,926",-60.6%,2052,+20,"$7,883","$64,525,548",2
2009,9,2,-,Jonas Brothers: The 3D Concert Experience,Walt Disney Studios Motion Pictures,"$12,510,374",-,1271,-,"$9,842","$12,510,374",1
2009,9,3,5,Slumdog Millionaire,Fox Searchlight Pictures,"$12,026,343",+43.4%,2943,+699,"$4,086","$115,024,121",16
2009,9,4,3,Taken,Fox,"$9,864,197",-12.6%,3089,-13,"$3,193","$107,796,273",5
2009,9,5,4,He's Just Not That Into You,Warner Bros.,"$6,011,405",-29.8%,2858,-192,"$2,103","$78,661,321",4
2009,9,6,7,Paul Blart: Mall Cop,Sony Pictures Releasing,"$5,602,392",-17.9%,2698,-137,"$2,076","$128,107,912",7
2009,9,7,2,Coraline,Focus Features,"$5,261,129",-54%,2092,-63,"$2,514","$61,112,744",4
2009,9,8,-,Street Fighter: The Legend of Chun-Li,Fox,"$4,721,110",-,1136,-,"$4,155","$4,721,110",1
2009,9,9,8,Confessions of a Shopaholic,Walt Disney Studios Motion Pictures,"$4,634,534",-31.3%,2534,+27,"$1,828","$33,806,050",3
2009,9,10,9,Fired Up!,Screen Gems,"$3,701,562",-32.5%,1811,+1,"$2,043","$10,038,772",2
2009,9,11,6,Friday the 13th,Warner Bros.,"$3,689,156",-53.6%,2760,-345,"$1,336","$60,700,752",3
2009,9,12,12,Gran Torino,Warner Bros.,"$3,022,228",-17.8%,1750,-280,"$1,726","$138,632,157",12
2009,9,13,14,The Reader,The Weinstein Company,"$2,860,429",+8.2%,1203,+241,"$2,377","$26,949,964",12
2009,9,14,10,The International,Sony Pictures Releasing,"$2,854,949",-36%,2031,-333,"$1,405","$21,355,103",3
2009,9,15,11,The Pink Panther 2,Sony Pictures Releasing,"$2,442,596",-35.8%,1879,-779,"$1,299","$32,608,119",4
