year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,45,1,-,A Christmas Carol,Walt Disney Studios Motion Pictures,"$30,051,075",-,3683,-,"$8,159","$30,051,075",1
2009,45,2,1,This Is It,Sony Pictures Releasing,"$13,157,944",-43.4%,3481,-,"$3,779","$57,013,286",2
2009,45,3,-,The Men Who Stare at Goats,Overture Films,"$12,706,654",-,2443,-,"$5,201","$12,706,654",1
2009,45,4,-,The Fourth Kind,Universal Pictures,"$12,231,160",-,2527,-,"$4,840","$12,231,160",1
2009,45,5,2,Paranormal Activity,Paramount Pictures,"$8,278,605",-49.5%,2558,+154,"$3,236","$97,108,475",7
2009,45,6,-,The Box,Warner Bros.,"$7,571,417",-,2635,-,"$2,873","$7,571,417",1
2009,45,7,4,Couples Retreat,Universal Pictures,"$6,129,045",-5.1%,2857,-169,"$2,145","$95,680,555",5
2009,45,8,3,Law Abiding Citizen,Overture Films,"$6,003,737",-18.9%,2474,-290,"$2,426","$60,704,335",4
2009,45,9,5,Where the Wild Things Are,Warner Bros.,"$4,177,249",-29.6%,2756,-889,"$1,515","$69,220,584",4
2009,45,10,7,Astro Boy,Summit Entertainment,"$2,626,103",-24.1%,1918,-1102,"$1,369","$15,110,804",3
2009,45,11,6,Saw VI,Lionsgate,"$2,031,944",-61.4%,2091,-945,$971,"$26,252,386",3
2009,45,12,-,Precious,Lionsgate,"$1,872,458",-,18,-,"$104,025","$1,872,458",1
2009,45,13,10,Amelia,Fox Searchlight Pictures,"$1,806,626",-40.5%,1030,-40,"$1,754","$11,346,336",3
2009,45,14,8,The Stepfather,Screen Gems,"$1,800,133",-43.9%,1424,-922,"$1,264","$27,415,203",4
2009,45,15,11,Cloudy with a Chance of Meatballs,Sony Pictures Releasing,"$1,316,832",-52.1%,1126,-1196,"$1,169","$121,027,663",8
2009,45,16,12,Zombieland,Sony Pictures Releasing,"$1,295,685",-50.6%,1100,-956,"$1,177","$73,506,107",6
2009,45,17,9,Cirque du Freak: The Vampire's Assistant,Universal Pictures,"$1,143,905",-63.1%,1421,-1333,$805,"$12,988,080",3
2009,45,18,13,A Serious Man,Focus Features,"$863,750",-16.7%,262,+24,"$3,296","$5,833,069",6
2009,45,19,15,An Education,Sony Pictures Classics,"$592,407",+26.8%,83,+35,"$7,137","$2,307,837",5
2009,45,20,20,Coco Before Chanel,Sony Pictures Classics,"$545,146",+69.2%,307,+200,"$1,775","$4,107,048",7
2009,45,21,14,The Boondock Saints II: All Saints Day,Apparition,"$427,919",-21.7%,105,+37,"$4,075","$1,244,450",2
2009,45,22,31,Inglourious Basterds,The Weinstein Company,"$206,530",+80.9%,284,+136,$727,"$119,873,433",12
2009,45,23,17,Good Hair,Roadside Attractions,"$205,601",-51.4%,137,-279,"$1,500","$3,828,300",5
