year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,46,1,-,Dumb and Dumber To,Universal Pictures,"$36,111,775",-,3154,-,"$11,449","$36,111,775",1
2014,46,2,1,Big Hero 6,Walt Disney Studios Motion Pictures,"$34,662,707",-38.3%,3773,+12,"$9,187","$110,306,598",2
2014,46,3,2,Interstellar,Paramount Pictures,"$28,307,626",-40.4%,3561,-,"$7,949","$96,927,481",2
2014,46,4,-,Beyond the Lights,Relativity Media,"$6,200,284",-,1789,-,"$3,465","$6,200,284",1
2014,46,5,3,Gone Girl,Fox,"$4,561,432",-26.5%,1959,-265,"$2,328","$152,635,317",7
2014,46,6,6,St. Vincent,The Weinstein Company,"$3,768,670",-30.3%,2332,-123,"$1,616","$33,001,354",6
2014,46,7,5,Fury,Sony Pictures Releasing,"$3,761,558",-33.2%,2382,-452,"$1,579","$75,894,627",5
2014,46,8,4,Ouija,Universal Pictures,"$2,965,585",-49.5%,2382,-298,"$1,244","$48,045,650",4
2014,46,9,7,Nightcrawler,Open Road Films (II),"$2,917,380",-45.7%,2103,-663,"$1,387","$24,879,898",3
2014,46,10,11,Birdman or (The Unexpected Virtue of Ignorance),Fox Searchlight Pictures,"$2,471,471",+6.9%,857,+397,"$2,883","$11,596,838",5
2014,46,11,8,John Wick,Lionsgate,"$2,224,552",-46.2%,1758,-394,"$1,265","$38,917,094",4
2014,46,12,9,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney Studios Motion Pictures,"$1,614,223",-54.4%,1633,-748,$988,"$62,392,236",6
2014,46,13,-,Rosewater,Open Road Films (II),"$1,154,303",-,371,-,"$3,111","$1,154,303",1
2014,46,14,12,The Judge,Warner Bros.,"$1,053,266",-40.1%,803,-412,"$1,311","$44,378,146",6
2014,46,15,-,Saving Christmas,The Samuel Goldwyn Company,"$992,087",-,410,-,"$2,419","$992,087",1
2014,46,16,10,The Book of Life,Fox,"$963,947",-65%,1006,-1160,$958,"$47,352,516",5
2014,46,17,28,The Theory of Everything,Focus Features,"$735,398",+252.3%,41,+36,"$17,936","$1,030,870",2
2014,46,18,22,Whiplash,Sony Pictures Classics,"$719,740",+126.6%,419,+331,"$1,717","$2,401,488",6
2014,46,19,13,The Best of Me,Relativity Media,"$692,600",-50.6%,722,-388,$959,"$25,740,344",5
2014,46,20,14,The Maze Runner,Fox,"$632,918",-48.8%,524,-488,"$1,207","$100,062,313",9
2014,46,21,16,The Equalizer,Sony Pictures Releasing,"$463,683",-49.3%,375,-241,"$1,236","$98,877,749",8
2014,46,22,15,Dracula Untold,Universal Pictures,"$356,190",-66.2%,383,-447,$930,"$55,725,500",6
2014,46,23,18,Guardians of the Galaxy,Walt Disney Studios Motion Pictures,"$292,787",-30.3%,233,-63,"$1,256","$330,487,141",16
2014,46,24,-,Foxcatcher,Sony Pictures Classics,"$270,877",-,6,-,"$45,146","$270,877",1
2014,46,25,19,Dear White People,Roadside Attractions,"$195,661",-50.2%,106,-72,"$1,845","$3,897,100",5
2014,46,26,24,Teenage Mutant Ninja Turtles,Paramount Pictures,"$185,784",-29.8%,207,-29,$897,"$191,163,715",15
2014,46,27,29,Citizenfour,RADiUS-TWC,"$174,174",-15.6%,75,+16,"$2,322","$944,315",4
2014,46,28,26,Dolphin Tale 2,Warner Bros.,"$161,458",-23.9%,265,-20,$609,"$41,719,708",10
2014,46,29,27,The Boxtrolls,Focus Features,"$161,030",-23.3%,181,-162,$889,"$49,328,219",8
2014,46,30,17,Annabelle,Warner Bros.,"$131,774",-75.2%,252,-378,$522,"$83,825,354",7
2014,46,31,23,Addicted,Lionsgate,"$119,433",-61.9%,146,-95,$818,"$17,240,753",6
2014,46,32,31,Force Majeure,Magnolia Pictures,"$108,748",-0.8%,48,+13,"$2,265","$429,458",4
2014,46,33,25,Laggies,A24,"$101,498",-57.3%,108,-198,$939,"$653,204",4
2014,46,34,30,This Is Where I Leave You,Warner Bros.,"$76,236",-33.5%,151,-39,$504,"$34,196,047",9
2014,46,35,34,22 Jump Street,Sony Pictures Releasing,"$64,356",-25.2%,118,-11,$545,"$191,719,337",23
