year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2018,32,1,-,The Meg,Warner Bros.,"$45,402,195",-,4118,-,"$11,025","$45,402,195",1
2018,32,2,1,Mission: Impossible - Fallout,Paramount Pictures,"$19,352,090",-45.2%,3888,-507,"$4,977","$161,319,374",3
2018,32,3,2,Christopher Robin,Walt Disney Studios Motion Pictures,"$12,960,057",-47.3%,3602,-,"$3,598","$50,549,374",2
2018,32,4,-,Slender Man,Screen Gems,"$11,371,866",-,2358,-,"$4,822","$11,371,866",1
2018,32,5,-,BlacKkKlansman,Focus Features,"$10,845,330",-,1512,-,"$7,172","$10,845,330",1
2018,32,6,3,The Spy Who Dumped Me,Lionsgate,"$6,462,612",-46.6%,3111,-,"$2,077","$24,422,997",2
2018,32,7,4,Mamma Mia! Here We Go Again,Universal Pictures,"$5,861,715",-34.9%,2812,-547,"$2,084","$103,870,915",4
2018,32,8,5,The Equalizer 2,Sony Pictures Releasing,"$5,408,237",-38.2%,2373,-352,"$2,279","$89,554,165",4
2018,32,9,6,Hotel Transylvania 3: Summer Vacation,Sony Pictures Releasing,"$5,210,815",-34.9%,2589,-573,"$2,012","$146,988,206",5
2018,32,10,7,Ant-Man and the Wasp,Walt Disney Studios Motion Pictures,"$4,103,636",-35.5%,1863,-370,"$2,202","$203,573,980",6
2018,32,11,9,Incredibles 2,Walt Disney Studios Motion Pictures,"$3,429,388",-31.1%,1545,-257,"$2,219","$589,771,988",9
2018,32,12,-,Dog Days,LD Entertainment,"$2,554,766",-,2442,-,"$1,046","$3,595,738",1
2018,32,13,8,The Darkest Minds,Fox,"$2,142,645",-63.3%,3127,-,$685,"$10,988,197",2
2018,32,14,11,Jurassic World: Fallen Kingdom,Universal Pictures,"$1,986,530",-49.8%,1237,-677,"$1,605","$409,656,475",8
2018,32,15,10,Teen Titans Go! To the Movies,Warner Bros.,"$1,824,852",-61.8%,1437,-1751,"$1,269","$25,601,396",3
2018,32,16,12,Eighth Grade,A24,"$1,587,299",-44.3%,1084,-,"$1,464","$10,054,342",5
2018,32,17,13,Death of a Nation,-,"$987,906",-58.1%,825,-180,"$1,197","$4,521,847",2
2018,32,18,15,Three Identical Strangers,Neon,"$734,314",-27.2%,326,-79,"$2,252","$9,719,905",7
2018,32,19,14,Skyscraper,Universal Pictures,"$674,430",-70%,670,-853,"$1,006","$66,185,305",5
2018,32,20,17,Sorry to Bother You,Annapurna Pictures,"$419,714",-47.7%,204,-200,"$2,057","$15,800,118",6
2018,32,21,19,Won't You Be My Neighbor?,Focus Features,"$345,605",-31%,229,-55,"$1,509","$21,675,492",10
2018,32,22,16,The First Purge,Universal Pictures,"$285,545",-69.3%,293,-415,$974,"$68,469,005",6
2018,32,23,-,The Island,Well Go USA Entertainment,"$263,412",-,40,-,"$6,585","$263,412",1
2018,32,24,23,Ocean's Eight,Warner Bros.,"$255,077",-11.8%,233,-15,"$1,094","$138,450,545",10
2018,32,25,18,Blindspotting,Lionsgate,"$226,939",-65.8%,138,-385,"$1,644","$3,784,972",4
2018,32,26,26,Avengers: Infinity War,Walt Disney Studios Motion Pictures,"$189,574",-25.3%,172,-33,"$1,102","$678,405,681",16
2018,32,27,22,Along with the Gods: The Last 49 Days,Well Go USA Entertainment,"$172,083",-44.8%,36,-12,"$4,780","$811,639",2
2018,32,28,32,McQueen,Bleecker Street Media,"$162,385",-10.6%,53,+19,"$3,063","$758,338",4
2018,32,29,34,Puzzle,Sony Pictures Classics,"$161,047",+31.2%,44,+28,"$3,660","$443,210",3
2018,32,30,-,Grave of the Fireflies,Fathom Events,"$158,101",-,715,-,$221,"$158,101",1
2018,32,31,24,Leave No Trace,Bleecker Street Media,"$145,254",-46.4%,123,-46,"$1,180","$5,509,966",7
2018,32,32,31,Tag,Warner Bros.,"$140,021",-24.3%,156,-46,$897,"$54,160,653",9
2018,32,33,28,Solo: A Star Wars Story,Walt Disney Studios Motion Pictures,"$131,138",-32%,170,-30,$771,"$213,285,583",12
2018,32,34,25,1991,Entertainment One,"$130,592",-51.1%,79,-4,"$1,653","$1,571,195",3
2018,32,35,42,The Miseducation of Cameron Post,FilmRise,"$123,699",+154.3%,25,+23,"$4,947","$198,098",2
2018,32,36,20,Sicario: Day of the Soldado,Sony Pictures Releasing,"$104,935",-71.2%,109,-107,$962,"$49,697,700",7
2018,32,37,30,Deadpool 2,Fox,"$98,452",-46.8%,155,-41,$635,"$318,223,848",13
2018,32,38,29,Uncle Drew,Lionsgate,"$82,518",-57%,118,-84,$699,"$42,049,764",7
2018,32,39,36,RBG,Magnolia Pictures,"$80,324",-25.4%,63,-12,"$1,274","$13,730,202",15
2018,32,40,-,BuyBust,Well Go USA Entertainment,"$77,955",-,25,-,"$3,118","$77,955",1
2018,32,41,44,Scotty and the Secret History of Hollywood,Greenwich Entertainment,"$54,267",+17.2%,18,+13,"$3,014","$176,656",3
2018,32,42,-,The Spy Gone North,CJ Entertainment,"$43,348",-,2,-,"$21,674","$43,348",1
2018,32,43,40,The Cakemaker,Strand Releasing,"$42,148",-22.7%,28,-4,"$1,505","$647,367",7
2018,32,44,38,Hereditary,A24,"$40,157",-39.6%,54,-17,$743,"$43,981,431",10
2018,32,45,33,"Don't Worry, He Won't Get Far on Foot",Amazon Studios,"$37,802",-74.7%,60,-117,$630,"$1,354,960",5
2018,32,46,27,Unfriended: Dark Web,BH Tilt,"$32,035",-85.7%,57,-151,$562,"$8,768,455",4
2018,32,47,39,The Fall of the American Empire,Entertainment One,"$31,747",-51.6%,20,-12,"$1,587","$1,898,627",7
2018,32,48,37,Karwaan,-,"$26,470",-73.1%,17,-41,"$1,557","$169,814",2
2018,32,49,50,A Beautiful Planet,IMAX,"$20,954",-15.9%,6,-1,"$3,492","$14,960,970",120
2018,32,50,47,Yellow Submarine,Abramorama,"$20,583",-29.9%,9,-38,"$2,287","$861,277",6
2018,32,51,-,Dark Money,PBS Distribution,"$19,205",-,16,+1,-,"$135,391",5
2018,32,52,-,Skate Kitchen,Magnolia Pictures,"$18,065",-,1,-,"$18,065","$18,605",1
2018,32,53,-,Madeline's Madeline,Oscilloscope,"$18,009",-,1,-,"$18,009","$18,009",1
2018,32,54,55,Gauguin: Voyage to Tahiti,Cohen Media Group,"$16,937",+23.2%,8,+2,"$2,117","$188,718",5
