year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2015,10,1,-,Chappie,Sony Pictures Releasing,"$13,346,782",-,3201,-,"$4,169","$13,346,782",1
2015,10,2,1,Focus,Warner Bros.,"$10,007,276",-46.4%,3323,-,"$3,011","$34,560,772",2
2015,10,3,-,The Second Best Exotic Marigold Hotel,Fox Searchlight Pictures,"$8,540,370",-,1573,-,"$5,429","$8,540,370",1
2015,10,4,2,Kingsman: The Secret Service,Fox,"$8,313,476",-30%,3101,-181,"$2,680","$98,041,226",4
2015,10,5,3,The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,"$6,663,712",-38.4%,3097,-370,"$2,151","$148,656,571",5
2015,10,6,4,Fifty Shades of Grey,Universal Pictures,"$5,520,515",-47.7%,2788,-595,"$1,980","$156,364,325",4
2015,10,7,6,"McFarland, USA",Walt Disney Studios Motion Pictures,"$5,222,630",-33.3%,2792,+27,"$1,870","$29,331,061",3
2015,10,8,5,The Lazarus Effect,Relativity Media,"$5,076,424",-50.2%,2666,-,"$1,904","$17,376,740",2
2015,10,9,8,The Duff,Lionsgate,"$4,788,127",-30.3%,2559,-63,"$1,871","$26,054,203",3
2015,10,10,-,Unfinished Business,Fox,"$4,772,613",-,2777,-,"$1,718","$4,772,613",1
2015,10,11,7,American Sniper,Warner Bros.,"$4,401,391",-40.5%,2545,-369,"$1,729","$337,100,370",11
2015,10,12,-,Still Alice,Sony Pictures Classics,"$1,651,000",-,1197,-121,"$1,379","$14,723,000",8
2015,10,13,14,Paddington,-,"$1,263,985",-30.2%,1135,-286,"$1,113","$72,063,853",8
2015,10,14,13,The Imitation Game,The Weinstein Company,"$1,119,243",-40.2%,862,-241,"$1,298","$88,442,456",15
2015,10,15,11,Jupiter Ascending,Warner Bros.,"$1,117,047",-47.5%,943,-602,"$1,184","$45,016,323",5
2015,10,16,15,A la mala,Lionsgate,"$828,189",-40.9%,384,-,"$2,156","$2,577,494",2
2015,10,17,12,Birdman or (The Unexpected Virtue of Ignorance),Fox Searchlight Pictures,"$718,199",-62.7%,777,-436,$924,"$41,535,026",21
2015,10,18,10,Hot Tub Time Machine 2,Paramount Pictures,"$540,072",-77.9%,900,-2001,$600,"$11,814,937",3
2015,10,19,21,Selma,Paramount Pictures,"$372,367",-16.8%,270,-13,"$1,379","$50,965,872",11
2015,10,20,25,What We Do in the Shadows,-,"$346,713",+26.8%,113,+59,"$3,068","$1,075,038",4
