year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2013,11,1,1,Oz the Great and Powerful,Walt Disney Studios Motion Pictures,"$41,252,704",-47.9%,3912,-,"$10,545","$144,056,326",2
2013,11,2,-,The Call,Concorde Film,"$17,118,745",-,2507,-,"$6,828","$17,118,745",1
2013,11,3,-,The Incredible Burt Wonderstone,Warner Bros.,"$10,177,257",-,3160,-,"$3,220","$10,177,257",1
2013,11,4,2,Jack the Giant Slayer,Warner Bros.,"$6,315,262",-35.8%,3357,-168,"$1,881","$54,007,635",3
2013,11,5,3,Identity Thief,Universal Pictures,"$4,419,310",-30.2%,2842,-160,"$1,555","$123,606,175",6
2013,11,6,5,Snitch,Lionsgate,"$3,504,618",-31.3%,2353,+13,"$1,489","$37,261,895",4
2013,11,7,6,21 & Over,Relativity Media,"$2,669,967",-47.6%,2424,-347,"$1,101","$21,918,740",3
2013,11,8,8,Silver Linings Playbook,The Weinstein Company,"$2,525,603",-30.2%,1602,-125,"$1,576","$124,551,782",18
2013,11,9,7,Safe Haven,Relativity Media,"$2,453,229",-34.6%,2206,-335,"$1,112","$66,911,039",5
2013,11,10,9,Escape from Planet Earth,The Weinstein Company,"$2,339,419",-27.3%,2211,-338,"$1,058","$52,178,000",5
2013,11,11,4,Dead Man Down,FilmDistrict,"$2,126,029",-60.2%,2188,-,$971,"$9,373,369",2
2013,11,12,10,The Last Exorcism Part II,CBS Films,"$1,276,070",-59.7%,1575,-1125,$810,"$14,381,174",3
2013,11,13,12,Life of Pi,Fox,"$1,224,692",-22.5%,646,-25,"$1,895","$121,344,826",17
2013,11,14,11,A Good Day to Die Hard,Fox,"$1,157,499",-45.4%,1117,-608,"$1,036","$65,471,646",5
2013,11,15,13,Quartet,The Weinstein Company,"$936,699",-25.4%,688,-27,"$1,361","$14,833,591",10
2013,11,16,16,Emperor,Roadside Attractions,"$625,518",-38.3%,311,+51,"$2,011","$2,028,581",2
2013,11,17,15,Warm Bodies,Lionsgate,"$569,290",-44%,659,-393,$863,"$64,580,200",7
2013,11,18,14,Dark Skies,-,"$544,605",-56.6%,703,-802,$774,"$16,647,116",4
2013,11,19,18,Side Effects,Open Road Films (II),"$543,568",-37.5%,402,-200,"$1,352","$30,482,781",6
