year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2019,28,1,1,Spider-Man: Far from Home,Sony Pictures Releasing,"$45,353,359",-51%,4634,-,"$9,787","$274,582,664",2
2019,28,2,2,Toy Story 4,Walt Disney Studios Motion Pictures,"$20,945,639",-38.1%,4210,-330,"$4,975","$346,650,213",4
2019,28,3,-,Crawl,Paramount Pictures,"$12,005,210",-,3170,-,"$3,787","$12,005,210",1
2019,28,4,-,Stuber,Fox,"$8,225,384",-,3050,-,"$2,696","$8,225,384",1
2019,28,5,3,Yesterday,Universal Pictures,"$6,708,055",-33.3%,2755,+141,"$2,434","$48,274,580",3
2019,28,6,5,Aladdin,Walt Disney Studios Motion Pictures,"$6,173,124",-17.9%,2557,-201,"$2,414","$331,789,844",8
2019,28,7,4,Annabelle Comes Home,Warner Bros.,"$5,622,042",-40.5%,3209,-404,"$1,751","$60,832,476",3
2019,28,8,6,Midsommar,A24,"$3,667,722",-44.1%,2707,-,"$1,354","$18,522,993",2
2019,28,9,7,The Secret Life of Pets 2,Universal Pictures,"$3,205,795",-31.4%,2320,-526,"$1,381","$147,242,980",6
2019,28,10,8,Men in Black: International,Sony Pictures Releasing,"$2,218,592",-41.3%,1612,-1104,"$1,376","$76,487,189",5
2019,28,11,9,Avengers: Endgame,Walt Disney Studios Motion Pictures,"$2,104,276",-32.5%,1443,-542,"$1,458","$851,612,415",12
2019,28,12,10,Rocketman,Paramount Pictures,"$1,685,106",-35.5%,1332,-77,"$1,265","$91,960,016",7
2019,28,13,11,John Wick: Chapter 3 - Parabellum,Lionsgate,"$1,334,416",-37.3%,1145,-348,"$1,165","$167,498,132",9
2019,28,14,-,Super 30,Reliance Big Pictures,"$871,256",-,317,-,"$2,748","$871,256",1
2019,28,15,-,Menteur,Entertainment One,"$607,229",-,89,-,"$6,822","$901,271",1
2019,28,16,12,Child's Play,United Artists Releasing,"$590,970",-60.4%,807,-900,$732,"$28,416,486",4
2019,28,17,13,Godzilla: King of the Monsters,Warner Bros.,"$458,536",-42.7%,434,-287,"$1,056","$109,191,018",7
2019,28,18,18,The Last Black Man in San Francisco,A24,"$360,256",-16.5%,207,+19,"$1,740","$3,335,440",6
2019,28,19,-,The Farewell,A24,"$355,662",-,4,-,"$88,915","$355,662",1
2019,28,20,-,Unplanned,Pure Flix Entertainment,"$353,510",-,49,-,"$7,214","$18,461,462",16
2019,28,21,14,Shaft,Warner Bros.,"$335,985",-49.1%,303,-136,"$1,108","$20,714,893",5
2019,28,22,15,Late Night,Amazon Studios,"$328,816",-41.2%,330,-63,$996,"$14,801,011",6
2019,28,23,22,Wild Rose,Neon,"$296,146",+41.4%,161,+98,"$1,839","$754,057",4
2019,28,24,16,Pavarotti,CBS Films,"$278,255",-39.3%,196,-54,"$1,419","$3,523,816",6
2019,28,25,-,The White Storm 2: Drug Lords,CMC Pictures,"$244,795",-,54,-,"$4,533","$244,795",1
2019,28,26,-,Bethany Hamilton: Unstoppable,Entertainment Studios Motion Pictures,"$241,740",-,205,-,"$1,179","$241,740",1
2019,28,27,28,Maiden,Sony Pictures Classics,"$218,328",+66.9%,68,+44,"$3,210","$478,214",3
2019,28,28,19,Echo in the Canyon,Greenwich Entertainment,"$207,034",-30.3%,147,+3,"$1,408","$2,338,044",8
2019,28,29,17,Dark Phoenix,Fox,"$197,992",-55.3%,200,-226,$989,"$65,081,358",6
2019,28,30,20,Booksmart,United Artists Releasing,"$175,601",-23.8%,160,-,"$1,097","$21,995,342",8
