year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2012,9,1,-,The Lorax,Universal Pictures,"$70,217,070",-,3729,-,"$18,830","$70,217,070",1
2012,9,2,-,Project X,Warner Bros.,"$21,051,363",-,3055,-,"$6,890","$21,051,363",1
2012,9,3,1,Act of Valor,Relativity Media,"$13,572,578",-44.5%,3053,+14,"$4,445","$45,111,924",2
2012,9,4,4,Safe House,Universal Pictures,"$7,390,935",-32.4%,2553,-499,"$2,895","$108,355,425",4
2012,9,5,2,Good Deeds,Lionsgate,"$7,047,061",-54.8%,2132,-,"$3,305","$25,791,693",2
2012,9,6,3,Journey 2: The Mysterious Island,Warner Bros.,"$6,547,374",-51.1%,3060,-290,"$2,139","$85,233,873",4
2012,9,7,5,The Vow,Screen Gems,"$6,011,147",-39.4%,2826,-212,"$2,127","$111,623,496",4
2012,9,8,7,This Means War,Fox,"$5,561,323",-34%,2342,-847,"$2,374","$41,399,962",3
2012,9,9,6,Ghost Rider: Spirit of Vengeance,Sony Pictures Releasing,"$4,545,637",-49.5%,2487,-687,"$1,827","$44,826,376",3
2012,9,10,8,Wanderlust,Universal Pictures,"$3,843,840",-41.1%,2002,-,"$1,920","$12,484,655",2
2012,9,11,13,The Artist,The Weinstein Company,"$3,625,571",+24.8%,1756,+790,"$2,064","$36,813,989",15
2012,9,12,9,Gone,Lionsgate,"$3,001,862",-37.1%,2186,-,"$1,373","$8,949,839",2
2012,9,13,11,Chronicle,Fox,"$1,931,431",-47.6%,1054,-743,"$1,832","$60,846,697",5
2012,9,14,10,The Secret World of Arrietty,Walt Disney Studios Motion Pictures,"$1,484,644",-65.9%,1431,-91,"$1,037","$16,753,024",3
2012,9,15,15,The Descendants,Fox Searchlight Pictures,"$1,291,817",-39.4%,694,-195,"$1,861","$80,392,543",16
2012,9,16,16,Hugo,Paramount Pictures,"$1,233,618",-18.3%,406,-95,"$3,038","$71,300,195",15
2012,9,17,14,The Woman in Black,CBS Films,"$1,154,475",-57.6%,812,-915,"$1,421","$52,241,390",5
2012,9,18,12,Star Wars: Episode I - The Phantom Menace2012 3D Release,Fox,"$1,100,446",-65.3%,731,-887,"$1,505","$42,218,779",4
