year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2011,52,1,-,Mission: Impossible - Ghost Protocol,Paramount Pictures,"$38,202,439",-,3455,-,"$11,057","$141,186,646",-
2011,52,2,-,Sherlock Holmes: A Game of Shadows,Warner Bros.,"$26,887,893",-,3703,-,"$7,261","$136,910,219",-
2011,52,3,-,Alvin and the Chipmunks: Chipwrecked,Fox,"$21,488,779",-,3724,-,"$5,770","$97,848,114",-
2011,52,4,-,The Girl with the Dragon Tattoo,Sony Pictures Releasing,"$19,190,649",-,2914,-,"$6,585","$59,950,953",-
2011,52,5,-,War Horse,Walt Disney Studios Motion Pictures,"$18,060,743",-,2547,-,"$7,090","$44,089,786",1
2011,52,6,-,We Bought a Zoo,Fox,"$17,003,682",-,3163,-,"$5,375","$44,490,999",1
2011,52,7,-,The Adventures of Tintin,Paramount Pictures,"$15,361,463",-,3087,-,"$4,976","$51,400,450",-
2011,52,8,-,New Year's Eve,Warner Bros.,"$7,592,773",-,2225,-,"$3,412","$47,257,823",-
2011,52,9,-,The Darkest Hour,Summit Entertainment,"$5,240,912",-,2327,-,"$2,252","$14,215,634",1
2011,52,10,-,The Descendants,Fox Searchlight Pictures,"$4,291,019",-,758,-,"$5,660","$40,315,665",-
2011,52,11,-,The Muppets,Walt Disney Studios Motion Pictures,"$3,693,812",-,1541,-,"$2,397","$83,561,073",-
2011,52,12,-,Hugo,Paramount Pictures,"$3,320,903",-,951,-,"$3,492","$50,313,495",-
2011,52,13,-,Young Adult,Paramount Pictures,"$2,700,114",-,987,-,"$2,735","$12,669,252",-
2011,52,14,-,The Twilight Saga: Breaking Dawn - Part 1,Summit Entertainment,"$2,655,680",-,1411,-,"$1,882","$276,125,476",-
2011,52,15,-,The Sitter,Fox,"$2,172,279",-,1348,-,"$1,611","$26,816,340",-
2011,52,16,-,The Artist,The Weinstein Company,"$1,715,143",-,167,-,"$10,270","$5,450,014",-
2011,52,17,-,Tinker Tailor Soldier Spy,Focus Features,"$1,409,896",-,57,-,"$24,735","$4,280,186",-
2011,52,18,-,My Week with Marilyn,The Weinstein Company,"$1,196,848",-,630,-,"$1,899","$9,207,220",-
2011,52,19,-,Puss in Boots,DreamWorks,"$1,006,899",-,389,-,"$2,588","$145,738,327",-
2011,52,20,-,Arthur Christmas,Sony Pictures Releasing,"$936,096",-,1343,-,$697,"$46,073,163",-
2011,52,21,-,Don 2,Reliance Big Pictures,"$645,920",-,165,-,"$3,914","$3,288,732",-
2011,52,22,-,Happy Feet Two,Warner Bros.,"$554,701",-,525,-,"$1,056","$60,965,866",-
2011,52,23,-,A Dangerous Method,Sony Pictures Classics,"$399,565",-,61,-,"$6,550","$1,676,581",-
2011,52,24,-,J. Edgar,Warner Bros.,"$323,850",-,455,-,$711,"$36,650,831",-
2011,52,25,-,Tower Heist,Universal Pictures,"$321,315",-,253,-,"$1,270","$76,802,225",-
2011,52,26,-,Real Steel,Walt Disney Studios Motion Pictures,"$315,573",-,227,-,"$1,390","$84,568,415",-
2011,52,27,-,The Iron Lady,The Weinstein Company,"$285,809",-,4,-,"$71,452","$285,809",1
2011,52,28,-,Shame,Fox Searchlight Pictures,"$278,282",-,55,-,"$5,059","$2,043,865",-
2011,52,29,-,Moneyball,Sony Pictures Releasing,"$259,610",-,250,-,"$1,038","$75,016,059",-
2011,52,30,-,Jack and Jill,Sony Pictures Releasing,"$241,327",-,222,-,"$1,087","$71,750,037",-
2011,52,31,-,Courageous,Concorde Film,"$204,971",-,181,-,"$1,132","$34,088,360",-
2011,52,32,-,Dolphin Tale,Warner Bros.,"$204,303",-,188,-,"$1,086","$72,015,969",-
2011,52,33,-,Immortals,Relativity Media,"$167,803",-,228,-,$735,"$82,699,432",-
2011,52,34,-,Extremely Loud & Incredibly Close,Warner Bros.,"$150,143",-,6,-,"$25,023","$352,417",1
2011,52,35,-,A Very Harold & Kumar 3D Christmas,Warner Bros.,"$132,022",-,245,-,$538,"$34,928,545",-
2011,52,36,-,Born to Be Wild,Warner Bros.,"$125,387",-,49,-,"$2,558","$15,183,665",-
2011,52,37,-,Carnage,Sony Pictures Classics,"$122,990",-,12,-,"$10,249","$378,434",-
2011,52,38,-,In Time,Fox,"$119,790",-,123,-,$973,"$37,076,415",-
2011,52,39,-,Footloose2011 Re-release,Paramount Pictures,"$114,356",-,182,-,$628,"$51,670,512",-
2011,52,40,-,The Ides of March,Sony Pictures Releasing,"$108,887",-,143,-,$761,"$40,850,788",-
2011,52,41,-,Pina,IFC Films,"$100,428",-,3,-,"$33,476","$257,797",1
2011,52,42,-,Hubble 3D,Warner Bros.,"$92,072",-,15,-,"$6,138","$30,159,905",-
2011,52,43,-,Melancholia,Magnolia Pictures,"$85,369",-,63,-,"$1,355","$2,539,787",-
