year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2018,23,1,-,Ocean's Eight,Warner Bros.,"$41,607,378",-,4145,-,"$10,037","$41,607,378",1
2018,23,2,1,Solo: A Star Wars Story,Walt Disney Studios Motion Pictures,"$15,748,575",-46.4%,4335,-46,"$3,632","$176,700,049",3
2018,23,3,2,Deadpool 2,Fox,"$14,148,517",-39%,3823,-338,"$3,700","$279,164,058",4
2018,23,4,-,Hereditary,A24,"$13,575,172",-,2964,-,"$4,580","$13,575,173",1
2018,23,5,4,Avengers: Infinity War,Walt Disney Studios Motion Pictures,"$7,238,699",-31.1%,2882,-688,"$2,511","$655,136,398",7
2018,23,6,3,Adrift,STX Entertainment,"$5,272,049",-54.6%,3015,-,"$1,748","$21,962,065",2
2018,23,7,5,Book Club,Paramount Pictures,"$4,285,456",-39.1%,2802,-367,"$1,529","$56,959,580",4
2018,23,8,-,Hotel Artemis,-,"$3,232,790",-,2407,-,"$1,343","$3,232,790",1
2018,23,9,6,Upgrade,BH Tilt,"$2,384,415",-49%,1458,+1,"$1,635","$9,346,020",2
2018,23,10,7,Life of the Party,Warner Bros.,"$2,167,142",-38.2%,1842,-669,"$1,176","$50,328,719",5
2018,23,11,8,Breaking In,Universal Pictures,"$1,442,755",-48.7%,1162,-520,"$1,241","$44,078,940",5
2018,23,12,10,Overboard,-,"$1,161,861",-40.4%,1056,-172,"$1,100","$47,589,440",6
2018,23,13,11,A Quiet Place,Paramount Pictures,"$1,053,285",-40.5%,904,-252,"$1,165","$185,513,628",10
2018,23,14,9,Action Point,Paramount Pictures,"$951,998",-60.2%,2032,-,$468,"$4,520,031",2
2018,23,15,12,Show Dogs,-,"$771,332",-49.5%,1148,-1179,$671,"$16,398,276",4
2018,23,16,13,RBG,Magnolia Pictures,"$744,787",-29.7%,375,-57,"$1,986","$9,178,359",6
