year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2013,22,1,1,Fast & Furious 6,Universal Pictures,"$35,164,440",-63.9%,3686,+28,"$9,540","$171,003,965",2
2013,22,2,-,Now You See Me,Lionsgate,"$29,350,389",-,2925,-,"$10,034","$29,350,389",1
2013,22,3,-,After Earth,Sony Pictures Releasing,"$27,520,040",-,3401,-,"$8,091","$27,520,040",1
2013,22,4,3,Star Trek Into Darkness,Paramount Pictures,"$16,780,895",-55%,3585,-322,"$4,680","$181,537,381",3
2013,22,5,4,Epic,Fox,"$16,616,310",-50.4%,3894,+12,"$4,267","$65,377,491",2
2013,22,6,2,The Hangover Part III,Warner Bros.,"$16,385,254",-60.7%,3565,+10,"$4,596","$88,540,908",2
2013,22,7,5,Iron Man 3,Walt Disney Studios Motion Pictures,"$8,442,451",-56.3%,2895,-529,"$2,916","$385,187,736",5
2013,22,8,6,The Great Gatsby,Warner Bros.,"$6,517,317",-51.9%,2635,-455,"$2,473","$128,508,209",4
2013,22,9,-,Yeh Jawaani Hai Deewani,Eros International,"$1,568,677",-,161,-,"$9,743","$1,568,677",1
2013,22,10,7,Mud,Roadside Attractions,"$1,225,199",-37.1%,581,-131,"$2,108","$16,884,990",6
2013,22,11,9,The Croods,Fox,"$665,624",-45.4%,506,-502,"$1,315","$180,588,685",11
2013,22,12,13,Frances Ha,IFC Films,"$530,493",-3.5%,132,+72,"$4,018","$1,556,325",3
2013,22,13,8,42,Warner Bros.,"$512,231",-59.3%,501,-414,"$1,022","$92,331,685",8
2013,22,14,11,Oz the Great and Powerful,Walt Disney Studios Motion Pictures,"$419,116",-35.7%,330,-71,"$1,270","$233,032,311",13
2013,22,15,18,Before Midnight,Sony Pictures Classics,"$404,311",+63.7%,31,+26,"$13,042","$774,083",2
2013,22,16,10,Oblivion,Universal Pictures,"$394,705",-54.6%,357,-215,"$1,105","$88,067,670",7
2013,22,17,14,G.I. Joe: Retaliation,Paramount Pictures,"$276,841",-37.1%,286,-60,$967,"$121,588,603",10
2013,22,18,17,Escape from Planet Earth,The Weinstein Company,"$195,323",-23.2%,268,-78,$728,"$56,322,427",16
2013,22,19,27,What Maisie Knew,Millennium Entertainment,"$191,169",+34.8%,101,+74,"$1,892","$528,635",5
2013,22,20,20,Love Is All You Need,Sony Pictures Classics,"$167,820",-22.8%,71,+8,"$2,363","$706,332",5
2013,22,21,12,Pain & Gain,Paramount Pictures,"$160,875",-75%,207,-796,$777,"$49,055,628",6
2013,22,22,22,Kon-Tiki,The Weinstein Company,"$140,512",-14.1%,74,+10,"$1,898","$897,137",6
2013,22,23,21,Identity Thief,Universal Pictures,"$129,000",-37.9%,150,-37,$860,"$134,455,175",17
2013,22,24,15,The Iceman,Millennium Entertainment,"$124,208",-66.2%,123,-135,"$1,009","$1,716,661",5
2013,22,25,29,Stories We Tell,Roadside Attractions,"$114,445",-10.9%,39,+13,"$2,934","$901,424",4
2013,22,26,25,The Call,Concorde Film,"$113,262",-26.9%,138,-28,$820,"$51,752,090",12
2013,22,27,26,Renoir,The Samuel Goldwyn Company,"$96,649",-34.4%,65,-10,"$1,486","$1,884,967",10
2013,22,28,23,Olympus Has Fallen,FilmDistrict,"$90,467",-43.9%,149,-60,$607,"$97,867,139",11
2013,22,29,24,The Place Beyond the Pines,Focus Features,"$84,670",-47.4%,103,-25,$822,"$21,135,659",10
2013,22,30,-,The East,Fox Searchlight Pictures,"$77,031",-,4,-,"$19,257","$77,031",1
2013,22,31,19,The Big Wedding,Lionsgate,"$74,786",-67.2%,126,-139,$593,"$21,285,980",6
2013,22,32,30,Jack the Giant Slayer,Warner Bros.,"$71,836",-33%,143,-42,$502,"$65,111,334",14
2013,22,33,16,Peeples,Lionsgate,"$67,799",-78.3%,121,-364,$560,"$9,040,663",4
2013,22,34,28,The Company You Keep,Sony Pictures Classics,"$64,974",-51.7%,73,-23,$890,"$4,881,185",9
2013,22,35,-,The Kings of Summer,CBS Films,"$58,962",-,4,-,"$14,740","$58,962",1
2013,22,36,33,The Sapphires,The Weinstein Company,"$56,201",-18.6%,58,-3,$968,"$2,208,579",11
2013,22,37,38,Fill the Void,Sony Pictures Classics,"$49,416",-16.5%,6,+3,"$8,236","$150,055",2
2013,22,38,31,Hubble 3D,Warner Bros.,"$49,332",-35.7%,16,-2,"$3,083","$38,177,215",168
2013,22,39,34,Scatter My Ashes at Bergdorf's,Entertainment One,"$43,783",-35.6%,38,+2,"$1,152","$368,483",5
2013,22,40,63,Not Today,Freestyle Releasing,"$43,524",+344%,18,+13,"$2,418","$242,596",8
2013,22,41,39,To the Arctic 3D,Warner Bros.,"$33,861",-33.5%,52,-,$651,"$12,693,775",59
2013,22,42,-,Hannah Arendt,Zeitgeist Films,"$31,270",-,1,-,"$31,270","$45,872",1
2013,22,43,44,We Steal Secrets: The Story of WikiLeaks,Focus World,"$30,755",+11.1%,11,+7,"$2,795","$73,566",2
2013,22,44,40,Ginger & Rosa,A24,"$23,096",-49.8%,46,+1,$502,"$1,005,700",12
2013,22,45,32,At Any Price,Sony Pictures Classics,"$22,905",-68.2%,45,-36,$509,"$326,296",6
2013,22,46,36,The Reluctant Fundamentalist,IFC Films,"$22,522",-63.2%,28,-23,$804,"$497,916",6
2013,22,47,61,Life of Pi,Fox,"$21,999",+116.6%,17,-9,"$1,294","$124,914,173",28
2013,22,48,35,Scary Movie 5,-,"$17,584",-73.8%,51,-120,$344,"$31,411,354",8
2013,22,49,43,Space Station 3D,IMAX,"$16,484",-40.6%,5,-8,"$3,296","$87,945,827",581
2013,22,50,53,Born to Be Wild,Warner Bros.,"$14,377",-20.3%,30,-,$479,"$22,724,241",113
2013,22,51,69,Lore,Music Box Films,"$13,419",+96.8%,4,-2,"$3,354","$936,740",17
2013,22,52,57,Under the Sea 3D,Warner Bros.,"$13,312",+9.7%,10,-2,"$1,331","$31,607,812",225
2013,22,53,51,Evil Dead,Concorde Film,"$12,411",-41.6%,40,-18,$310,"$54,136,855",9
2013,22,54,56,No,Sony Pictures Classics,"$11,622",-16.2%,17,-6,$683,"$2,325,210",16
2013,22,55,46,Spring Breakers,A24,"$11,241",-54.6%,40,-30,$281,"$14,113,340",12
2013,22,56,47,In the House,Cohen Media Group,"$11,056",-53.7%,12,-9,$921,"$380,071",7
2013,22,57,-,Shadow Dancer,Magnolia Pictures,"$10,672",-,2,-,"$5,336","$10,672",1
2013,22,58,52,From Up on Poppy Hill,GKIDS,"$10,382",-42.8%,12,-11,$865,"$982,953",12
2013,22,59,90,No Place on Earth,Magnolia Pictures,"$10,154",+440.1%,5,+2,"$2,030","$160,960",9
2013,22,60,48,The Angels' Share,IFC Films,"$10,102",-57.6%,18,-5,$561,"$304,357",8
2013,22,61,45,Quartet,The Weinstein Company,"$10,080",-59.7%,17,-13,$592,"$18,262,059",21
2013,22,62,71,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Kino Lorber,"$9,306",+38.4%,5,+2,"$1,861","$96,513",7
2013,22,63,87,Sightseers,IFC Films,"$8,377",+260.9%,10,+8,$837,"$35,722",4
2013,22,64,54,Silver Linings Playbook,The Weinstein Company,"$8,132",-54.1%,23,-12,$353,"$132,088,910",29
2013,22,65,91,Hava Nagila: The Movie,International Film Circuit,"$6,740",+291.4%,3,-,"$2,246","$328,911",14
2013,22,66,78,Trance,Fox Searchlight Pictures,"$6,440",+21.3%,11,-,$585,"$2,319,187",9
2013,22,67,68,To the Wonder,Magnolia Pictures,"$5,812",-17.5%,13,-3,$447,"$558,477",8
2013,22,68,-,The History of Future Folk,Variance Films,"$5,775",-,1,-,"$5,775","$5,775",1
2013,22,69,59,The English Teacher,Cinedigm Entertainment Group,"$5,671",-48.9%,5,-2,"$1,134","$32,933",3
2013,22,70,58,Admission,Focus Features,"$5,617",-52.5%,12,-14,$468,"$18,004,225",11
2013,22,71,80,Ain't in It for My Health: A Film About Levon Helm,Kino Lorber,"$5,573",+23.7%,7,-1,$796,"$49,645",7
2013,22,72,81,One Track Heart: The Story of Krishna Das,Zeitgeist Films,"$5,407",+24.8%,2,-1,"$2,703","$35,457",4
2013,22,73,84,A Wedding Invitation,CJ Entertainment,"$5,345",+67.9%,3,+1,"$1,781","$11,041",2
2013,22,74,-,Nostalgia,Kino Lorber,"$5,233",-,1,-,"$5,233","$5,233",1
2013,22,75,67,Deep Sea,Warner Bros.,"$5,171",-34.4%,2,-3,"$2,585","$45,599,932",379
2013,22,76,60,Augustine,Music Box Films,"$4,311",-58.5%,4,-,"$1,077","$41,579",3
2013,22,77,88,Girl Rising,GathrFilms,"$4,120",+93.4%,30,-33,$137,"$1,344,348",13
2013,22,78,77,Emperor,Roadside Attractions,"$4,025",-24.3%,6,-2,$670,"$3,342,071",13
2013,22,79,76,Home Run,The Samuel Goldwyn Company,"$3,641",-33.1%,6,-4,$606,"$2,851,058",7
2013,22,80,66,Venus and Serena,Magnolia Pictures,"$3,622",-54.1%,6,-2,$603,"$43,353",4
2013,22,81,83,Searching for Sugar Man,Sony Pictures Classics,"$3,593",-0.8%,6,-,$598,"$3,678,004",45
2013,22,82,72,Free the Mind,International Film Circuit,"$3,410",-47.4%,5,-1,$682,"$55,153",5
2013,22,83,86,Pieta,Drafthouse Films,"$3,284",+39.6%,4,-1,$821,"$17,314",3
2013,22,84,75,Something in the Air,IFC Films,"$3,105",-47.6%,9,-1,$345,"$71,921",5
2013,22,85,82,The Gatekeepers,Sony Pictures Classics,"$3,091",-16.7%,6,-4,$515,"$2,405,742",18
2013,22,86,-,The United States of Autism,Janson Media,"$2,860",-,2,-,"$1,430","$52,702",9
2013,22,87,-,Dead Man's Burden,Cinedigm Entertainment Group,"$2,814",-,3,-,$938,"$27,436",5
2013,22,88,97,Galapagos,IMAX,"$2,483",+83%,3,+1,$827,"$18,123,321",710
2013,22,89,-,The Wall,Music Box Films,"$2,188",-,1,-,"$2,188","$2,188",1
2013,22,90,70,A Green Story,Indican Pictures,"$1,216",-82%,4,-,$304,"$12,519",2
2013,22,91,79,An Oversimplification of Her Beauty,Variance Films,"$1,088",-78.7%,2,-2,$544,"$36,832",6
2013,22,92,103,Kiss of the Damned,Magnolia Pictures,"$1,011",+120.7%,3,+1,$337,"$14,325",5
2013,22,93,62,Four Bags Full,Rialto Pictures,$878,-91.2%,1,-,$878,"$17,824",2
2013,22,94,-,Axe Giant: The Wrath of Paul Bunyan,Cinema Purgatorio,$775,-,2,-,$387,$775,1
2013,22,95,94,The Man Who Shook the Hand of Vicente Fernandez,Indican Pictures,$648,-53.9%,1,-,$648,"$9,890",26
2013,22,96,-,M2013 Re-release,Kino Lorber,$618,-,1,-,$618,"$28,877",12
