year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,31,1,-,Funny People,Universal Pictures,"$22,657,780",-,3007,-,"$7,535","$22,657,780",1
2009,31,2,2,Harry Potter and the Half-Blood Prince,Warner Bros.,"$17,909,385",-39.2%,4393,+68,"$4,076","$255,672,245",3
2009,31,3,1,G-Force,Walt Disney Studios Motion Pictures,"$17,515,489",-44.8%,3697,-,"$4,737","$66,918,912",2
2009,31,4,3,The Ugly Truth,Sony Pictures Releasing,"$13,187,433",-52.2%,2882,-,"$4,575","$54,668,841",2
2009,31,5,-,Aliens in the Attic,Fox,"$8,008,423",-,3106,-,"$2,578","$8,008,423",1
2009,31,6,4,Orphan,Warner Bros.,"$7,525,419",-41.5%,2750,-,"$2,736","$27,066,812",2
2009,31,7,5,Ice Age: Dawn of the Dinosaurs,Fox,"$5,526,015",-34.3%,2757,-543,"$2,004","$182,068,804",5
2009,31,8,7,The Hangover,Warner Bros.,"$5,194,475",-19.6%,2071,-214,"$2,508","$255,890,892",9
2009,31,9,8,The Proposal,Walt Disney Studios Motion Pictures,"$4,931,064",-22.7%,2435,-344,"$2,025","$148,964,741",7
2009,31,10,6,Transformers: Revenge of the Fallen,DreamWorks,"$4,688,329",-42.3%,2626,-611,"$1,785","$388,189,320",6
2009,31,11,-,The Collector,Freestyle Releasing,"$3,576,296",-,1325,-,"$2,699","$3,576,296",1
2009,31,12,12,500 Days of Summer,Fox Searchlight Pictures,"$2,776,891",+69.8%,266,+181,"$10,439","$6,847,506",3
2009,31,13,9,Public Enemies,Universal Pictures,"$2,527,310",-41.9%,1620,-671,"$1,560","$93,199,665",5
2009,31,14,13,The Hurt Locker,Summit Entertainment,"$1,909,170",+32.7%,523,+285,"$3,650","$6,755,335",6
2009,31,15,-,Love Aaj Kal,Eros International,"$1,241,762",-,102,-,"$12,174","$1,241,762",1
2009,31,16,11,Up,Walt Disney Studios Motion Pictures,"$1,174,631",-30.4%,726,-344,"$1,617","$286,053,296",10
2009,31,17,10,Brüno,Universal Pictures,"$885,210",-68.8%,747,-1148,"$1,185","$59,097,200",4
2009,31,18,14,My Sister's Keeper,Warner Bros.,"$658,003",-50.9%,656,-602,"$1,003","$46,749,509",6
2009,31,19,16,Night at the Museum: Battle of the Smithsonian,Fox,"$558,360",-14.1%,349,-47,"$1,599","$174,013,037",11
2009,31,20,17,The Taking of Pelham 123,Sony Pictures Releasing,"$456,339",-7.1%,383,+12,"$1,191","$64,541,427",8
2009,31,21,18,Star Trek,Paramount Pictures,"$327,377",-25.5%,228,-79,"$1,435","$254,661,846",13
2009,31,22,20,Under the Sea 3D,Warner Bros.,"$319,329",-5.5%,40,-,"$7,983","$14,342,490",25
2009,31,23,30,Terminator Salvation,Warner Bros.,"$301,072",+72.9%,324,+176,$929,"$124,483,966",11
2009,31,24,27,In the Loop,IFC Films,"$291,012",+51.7%,35,+27,"$8,314","$571,602",2
2009,31,25,23,"Food, Inc.",Magnolia Pictures,"$289,888",-0.4%,155,+20,"$1,870","$3,203,742",8
2009,31,26,15,"I Love You, Beth Cooper",Fox,"$283,365",-60.6%,304,-426,$932,"$14,191,592",4
2009,31,27,19,Moon,Sony Pictures Classics,"$279,147",-28.7%,194,-7,"$1,438","$3,919,083",8
2009,31,28,24,Year One,Sony Pictures Releasing,"$249,170",-13.9%,238,-40,"$1,046","$42,830,688",7
2009,31,29,21,Whatever Works,Sony Pictures Classics,"$202,168",-33.5%,146,-30,"$1,384","$4,810,057",7
2009,31,30,22,Angels & Demons,Sony Pictures Releasing,"$184,087",-37%,247,-80,$745,"$133,375,846",12
2009,31,31,25,Away We Go,Focus Features,"$157,538",-45%,142,-64,"$1,109","$9,199,627",9
2009,31,32,26,Land of the Lost,Universal Pictures,"$131,095",-31.7%,186,-57,$704,"$49,240,760",9
2009,31,33,29,Imagine That,Paramount Pictures,"$114,916",-34.4%,179,-42,$641,"$15,789,261",8
2009,31,34,28,Chéri,Miramax,"$103,618",-43.9%,107,-81,$968,"$2,556,260",6
2009,31,35,35,Drag Me to Hell,Universal Pictures,"$91,615",-17.5%,111,-39,$825,"$42,057,340",10
2009,31,36,33,Monsters vs. Aliens,DreamWorks,"$91,322",-31.9%,155,-55,$589,"$197,987,264",19
2009,31,37,31,The Wonder of It All,Indican Pictures,"$85,646",-40.8%,22,-3,"$3,893","$330,520",3
2009,31,38,32,X-Men Origins: Wolverine,Fox,"$82,355",-41%,129,-52,$638,"$179,638,403",14
2009,31,39,37,"Yoo-Hoo, Mrs. Goldberg",International Film Circuit,"$78,232",-8.5%,22,+1,"$3,556","$304,120",4
2009,31,40,59,Shrink,Roadside Attractions,"$69,394",+322%,27,+25,"$2,570","$93,250",2
2009,31,41,-,Adam,Fox Searchlight Pictures,"$68,377",-,4,-,"$17,094","$96,888",1
2009,31,42,36,Ghosts of Girlfriends Past,Warner Bros.,"$63,186",-42.7%,78,-67,$810,"$55,179,308",14
2009,31,43,40,Séraphine,Music Box Films,"$60,113",-7.7%,23,-1,"$2,613","$494,114",9
2009,31,44,-,The Cove,Roadside Attractions,"$57,640",-,4,-,"$14,410","$57,640",1
2009,31,45,-,Thirst,Focus Features,"$55,889",-,4,-,"$13,972","$55,889",1
2009,31,46,39,Humpday,Magnolia Pictures,"$53,450",-25.9%,27,+7,"$1,979","$254,272",4
2009,31,47,48,Dolphins and Whales 3D: Tribes of the Ocean,3D Entertainment,"$52,158",+46.7%,5,-,"$10,431","$6,698,293",77
2009,31,48,44,Departures,Regent Releasing,"$47,656",+1.9%,25,+5,"$1,906","$1,069,506",10
2009,31,49,47,Magnificent Desolation: Walking on the Moon 3D,IMAX,"$39,704",+9.2%,3,-3,"$13,234","$29,470,892",202
2009,31,50,41,Summer Hours,IFC Films,"$37,043",-26.6%,30,-,"$1,234","$1,566,427",12
2009,31,51,45,The Girl from Monaco2008 Re-release,Magnolia Pictures,"$35,622",-22.4%,26,-4,"$1,370","$422,746",5
2009,31,52,-,Lorna's Silence,Sony Pictures Classics,"$34,411",-,6,-,"$5,735","$34,411",1
2009,31,53,46,Space Station 3D,IMAX,"$32,989",-9.5%,8,+2,"$4,123","$79,445,250",381
2009,31,54,38,17 Again,Warner Bros.,"$26,891",-65.7%,27,-49,$995,"$64,149,837",16
2009,31,55,43,The Stoning of Soraya M.,Roadside Attractions,"$25,837",-44.9%,20,-10,"$1,291","$572,391",6
2009,31,56,51,Every Little Step,Sony Pictures Classics,"$23,311",-16.9%,37,+7,$630,"$1,649,703",16
2009,31,57,65,"War Eagle, Arkansas",Hannover House,"$22,421",+91.4%,4,+2,"$5,605","$96,701",8
2009,31,58,52,My Life in Ruins,Fox Searchlight Pictures,"$22,078",-16.1%,26,-20,$849,"$8,580,858",9
2009,31,59,53,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$21,938",+4.8%,8,-,"$2,742","$21,855,564",96
2009,31,60,55,Valentino: The Last Emperor,Truly Indie,"$21,465",+12.8%,17,+5,"$1,262","$1,684,333",20
2009,31,61,62,Soul Power,Sony Pictures Classics,"$20,828",+60.2%,16,+9,"$1,301","$110,389",4
2009,31,62,42,Hannah Montana: The Movie,Walt Disney Studios Motion Pictures,"$18,462",-60.9%,55,-56,$335,"$79,543,426",17
2009,31,63,49,The Brothers Bloom,Summit Entertainment,"$16,614",-47.4%,33,-16,$503,"$3,519,627",12
