year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2013,40,1,-,Gravity,Warner Bros.,"$55,785,112",-,3575,-,"$15,604","$55,785,112",1
2013,40,2,1,Cloudy with a Chance of Meatballs 2,Sony Pictures Releasing,"$20,950,192",-38.4%,4001,-,"$5,236","$60,006,918",2
2013,40,3,-,Runner Runner,Fox,"$7,706,712",-,3026,-,"$2,546","$7,706,712",1
2013,40,4,2,Prisoners,Warner Bros.,"$5,748,464",-47.1%,3236,-54,"$1,776","$47,928,432",3
2013,40,5,3,Rush,Universal Pictures,"$4,477,525",-55.3%,2308,+11,"$1,940","$18,163,844",3
2013,40,6,5,Don Jon,Relativity Media,"$4,155,261",-52.1%,2422,-,"$1,715","$16,072,578",2
2013,40,7,4,Baggage Claim,Fox Searchlight Pictures,"$4,075,011",-54.9%,2230,+203,"$1,827","$15,135,092",2
2013,40,8,6,Insidious: Chapter 2,FilmDistrict,"$3,899,566",-40.5%,2607,-513,"$1,495","$74,773,153",4
2013,40,9,-,Pulling Strings,Lionsgate,"$2,467,168",-,387,-,"$6,375","$2,467,168",1
2013,40,10,11,Enough Said,Fox Searchlight Pictures,"$2,192,642",+4.5%,437,+210,"$5,017","$5,429,238",3
2013,40,11,8,Instructions Not Included,Lionsgate,"$1,842,297",-46.8%,858,-90,"$2,147","$41,258,393",6
2013,40,12,9,We're the Millers,Warner Bros.,"$1,605,475",-42.8%,1606,-799,$999,"$144,895,488",9
2013,40,13,7,The Family,Relativity Media,"$1,531,825",-59%,2023,-871,$757,"$34,637,728",4
2013,40,14,10,Lee Daniels' The Butler,The Weinstein Company,"$1,227,395",-48.9%,1563,-499,$785,"$112,405,135",8
2013,40,15,-,Grace Unplugged,Roadside Attractions,"$998,145",-,511,-,"$1,953","$998,145",1
2013,40,16,14,Metallica Through the Never,-,"$697,763",-55.7%,589,+284,"$1,184","$2,738,978",2
2013,40,17,13,Riddick,Universal Pictures,"$540,650",-66.4%,795,-1031,$680,"$41,199,570",5
2013,40,18,12,Battle of the Year,Screen Gems,"$540,397",-73.3%,907,-1101,$595,"$8,486,893",3
2013,40,19,16,Despicable Me 2,Universal Pictures,"$485,010",-38.8%,485,-263,"$1,000","$362,435,610",14
2013,40,20,15,Percy Jackson: Sea of Monsters,Fox,"$430,081",-46.3%,513,-494,$838,"$65,985,471",9
2013,40,21,31,Monsters University,Walt Disney Studios Motion Pictures,"$421,057",+165.9%,250,+72,"$1,684","$266,530,366",16
2013,40,22,20,Grown Ups 2,Sony Pictures Releasing,"$384,105",-30.3%,335,-55,"$1,146","$132,454,092",13
2013,40,23,-,Besharam,Reliance Big Pictures,"$364,962",-,217,-,"$1,681","$482,187",1
2013,40,24,18,Blue Jasmine,Sony Pictures Classics,"$348,197",-44.2%,289,-239,"$1,204","$31,284,982",11
2013,40,25,-,Parkland,-,"$310,246",-,257,-,"$1,207","$310,246",1
2013,40,26,17,Planes,Walt Disney Studios Motion Pictures,"$258,155",-66%,376,-1050,$686,"$88,135,470",9
2013,40,27,25,Turbo,Fox,"$205,233",-17.9%,222,-60,$924,"$82,220,200",12
2013,40,28,23,The Wolverine,Fox,"$181,559",-32.6%,241,-88,$753,"$131,590,017",11
2013,40,29,21,Elysium,Concorde Film,"$168,663",-66.4%,222,-340,$759,"$92,212,297",9
2013,40,30,-,The Face Reader,Pan Media & Entertainment,"$159,720",-,19,-,"$8,406","$159,720",1
2013,40,31,19,The Wizard of Oz2013 3D/IMAX Release,Warner Bros.,"$159,246",-71.4%,246,-59,$647,"$5,404,212",3
2013,40,32,47,RED 2,Lionsgate,"$148,922",+131.2%,203,+93,$733,"$53,043,404",12
2013,40,33,33,Inequality for All,RADiUS-TWC,"$139,351",-1.1%,41,+13,"$3,398","$339,076",2
2013,40,34,34,Generation Iron,The Vladar Company,"$134,000",-3%,70,-14,"$1,914","$540,750",3
2013,40,35,22,2 Guns,Universal Pictures,"$130,050",-54.6%,200,-203,$650,"$75,247,565",10
2013,40,36,29,The Heat,Fox,"$121,818",-33.5%,182,-69,$669,"$159,137,894",15
2013,40,37,44,Wadjda,Sony Pictures Classics,"$120,078",+62.9%,44,+28,"$2,729","$384,877",4
2013,40,38,26,The Conjuring,Warner Bros.,"$118,885",-40.9%,202,-136,$588,"$137,163,051",12
2013,40,39,24,The Smurfs 2,Sony Pictures Releasing,"$111,402",-55.5%,156,-197,$714,"$70,061,063",10
2013,40,40,-,Linsanity,Ketchup Entertainment,"$99,462",-,9,-,"$11,051","$99,462",1
2013,40,41,28,The Mortal Instruments: City of Bones,Screen Gems,"$67,633",-64.6%,146,-183,$463,"$31,165,421",7
2013,40,42,39,Pacific Rim,Warner Bros.,"$63,440",-43.4%,92,-48,$689,"$101,728,535",13
2013,40,43,27,The World's End,Focus Features,"$63,197",-67.1%,131,-148,$482,"$25,838,578",7
2013,40,44,38,In a World...,Roadside Attractions,"$57,663",-48.8%,78,-43,$739,"$2,705,095",9
2013,40,45,41,Austenland,Sony Pictures Classics,"$54,228",-43.4%,65,-42,$834,"$1,833,669",8
2013,40,46,36,This Is the End,Sony Pictures Releasing,"$48,496",-60.4%,97,-108,$499,"$101,470,202",17
2013,40,47,37,The Spectacular Now,A24,"$43,425",-62.3%,58,-84,$748,"$6,741,312",10
2013,40,48,43,World War Z,Paramount Pictures,"$41,164",-53.3%,75,-85,$548,"$202,349,504",16
2013,40,49,50,On the Job,Well Go USA Entertainment,"$35,308",-37.1%,22,-7,"$1,604","$133,907",2
2013,40,50,42,The Way Way Back,Fox Searchlight Pictures,"$33,540",-63%,121,-37,$277,"$21,387,270",14
2013,40,51,52,Haute Cuisine,The Weinstein Company,"$33,518",+4.1%,60,+46,$558,"$107,387",3
2013,40,52,32,One Direction: This Is Us,Concorde Film,"$33,232",-76.5%,60,-168,$553,"$28,873,374",6
2013,40,53,49,Short Term 12,Cinedigm Entertainment Group,"$32,436",-44.5%,36,-19,$901,"$871,797",7
2013,40,54,30,Thanks for Sharing,Roadside Attractions,"$31,767",-80.1%,65,-186,$488,"$1,010,809",3
2013,40,55,40,The Grandmaster,The Weinstein Company,"$30,334",-71.1%,35,-108,$866,"$6,566,840",7
2013,40,56,48,The Lone Ranger,Walt Disney Studios Motion Pictures,"$30,163",-50.3%,48,-41,$628,"$89,289,910",14
2013,40,57,57,Fruitvale Station,The Weinstein Company,"$23,466",-3.3%,76,+34,$308,"$16,049,377",13
2013,40,58,63,Space Station 3D,IMAX,"$22,875",+23.3%,3,-2,"$7,625","$88,871,075",599
2013,40,59,54,Hubble 3D,Warner Bros.,"$22,790",-25.7%,12,-3,"$1,899","$40,519,230",186
2013,40,60,-,The Summit,IFC Films,"$20,904",-,8,-,"$2,613","$20,904",1
2013,40,61,-,A Touch of Sin,Kino Lorber,"$19,867",-,2,-,"$9,933","$19,867",1
2013,40,62,-,A.C.O.D.,The Film Arcade,"$19,001",-,3,-,"$6,333","$19,001",1
2013,40,63,74,You Will Be My Son2012 Re-release,Cohen Media Group,"$17,185",+42.4%,14,-3,"$1,227","$203,636",8
2013,40,64,70,Muscle Shoals,Magnolia Pictures,"$16,723",+20.3%,4,+3,"$4,180","$34,190",2
2013,40,65,73,Populaire,The Weinstein Company,"$14,989",+15.4%,58,+34,$258,"$152,345",5
2013,40,66,46,Salinger,The Weinstein Company,"$14,090",-78.2%,21,-113,$670,"$557,174",5
2013,40,67,51,Young Detective Dee: Rise of the Sea Dragon,-,"$13,528",-58.7%,12,-23,"$1,127","$69,466",2
2013,40,68,60,Blue Caprice,IFC Films,"$10,332",-48%,36,+11,$287,"$76,934",4
2013,40,69,65,Mother of George,Oscilloscope,"$10,200",-41.7%,8,+1,"$1,275","$100,100",4
2013,40,70,-,After Tiller,Oscilloscope,"$10,000",-,3,-,"$3,333","$30,700",3
2013,40,71,94,Zaytoun,Strand Releasing,"$9,002",+79.4%,9,+4,"$1,000","$22,841",3
2013,40,72,79,Born to Be Wild,Warner Bros.,"$8,782",-9.2%,8,-1,"$1,097","$23,248,726",131
2013,40,73,53,You're Next,Lionsgate,"$8,389",-72.7%,45,-67,$186,"$18,426,937",7
2013,40,74,-,Concussion,RADiUS-TWC,"$8,313",-,2,-,"$4,156","$8,313",1
2013,40,75,71,We Are What We Are,Entertainment One,"$8,278",-39.7%,8,+6,"$1,034","$25,667",2
2013,40,76,-,Murder Eleven,Indican Pictures,"$8,106",-,2,-,"$4,053","$15,995",1
2013,40,77,-,Nothing Left to Fear,Anchor Bay Films,"$7,886",-,5,-,"$1,577","$7,886",1
2013,40,78,107,When Comedy Went to School,International Film Circuit,"$7,495",+141.3%,10,+3,$749,"$177,056",10
2013,40,79,80,To the Arctic 3D,Warner Bros.,"$6,806",-28.9%,10,-,$680,"$13,551,157",77
2013,40,80,91,The Wicker Man2013 Re-release,Rialto Pictures,"$6,709",+22.1%,2,+1,"$3,354","$16,316",2
2013,40,81,68,Museum Hours,The Cinema Guild,"$6,629",-54.7%,12,-4,$552,"$508,971",15
2013,40,82,77,Still Mine,The Samuel Goldwyn Company,"$6,543",-38.8%,16,-,$408,"$1,142,550",23
2013,40,83,-,Five Dances,Paladin,"$5,788",-,1,-,"$5,788","$5,788",1
2013,40,84,101,I Used to Be Darker,Strand Releasing,"$5,695",+61.2%,2,+1,"$2,847","$9,985",2
2013,40,85,102,Deep Sea,Warner Bros.,"$5,537",+62.3%,3,+1,"$1,845","$45,920,647",397
2013,40,86,45,Phata Poster Nikhla Hero,Eros International,"$5,503",-92.5%,94,-,$58,"$408,994",3
2013,40,87,100,The Patience Stone,Sony Pictures Classics,"$5,420",+52.9%,16,+7,$338,"$122,905",8
2013,40,88,82,Under the Sea 3D,Warner Bros.,"$5,269",-43.3%,6,-1,$878,"$32,215,545",243
2013,40,89,-,Let the Fire Burn,Zeitgeist Films,"$5,226",-,1,-,"$5,226","$7,735",1
2013,40,90,76,The Citizen,Monterey Media,"$5,007",-57%,6,+3,$834,"$19,288",5
2013,40,91,67,Good Ol' Freda,Magnolia Pictures,"$4,787",-68.6%,14,-3,$341,"$94,031",5
2013,40,92,-,All Is Bright,Anchor Bay Films,"$4,556",-,10,-,$455,"$4,556",1
2013,40,93,85,The Trials of Muhammad Ali,Kino Lorber,"$4,517",-32.9%,9,-,$501,"$27,990",7
2013,40,94,-,Bad Milo,Magnolia Pictures,"$4,503",-,11,-,$409,"$4,503",1
2013,40,95,-,CBGB,XLrator Media,"$3,909",-,1,-,"$3,909","$3,909",1
2013,40,96,105,Galapagos,IMAX,"$3,616",+12.2%,6,-,$602,"$18,222,676",728
2013,40,97,69,Out in the Dark,Breaking Glass Pictures,"$3,603",-74.4%,3,-3,"$1,201","$23,117",2
2013,40,98,109,Prince Avalanche,Magnolia Pictures,"$3,588",+35.7%,12,+3,$299,"$191,545",9
2013,40,99,66,The Ultimate Life,High Top Releasing,"$3,097",-81.8%,9,-38,$344,"$1,326,059",5
2013,40,100,-,Dracula 3D,IFC Films,"$3,085",-,6,-,$514,"$3,085",1
2013,40,101,-,The Institute,Argot Pictures,"$3,017",-,2,-,"$1,508","$3,017",1
2013,40,102,72,Blackfish,Magnolia Pictures,"$2,959",-77.9%,11,-11,$269,"$2,056,445",12
2013,40,103,95,Much Ado About Nothing,Roadside Attractions,"$2,908",-34.8%,6,-2,$484,"$4,327,763",18
2013,40,104,104,Hannah Arendt,Zeitgeist Films,"$2,734",-17.3%,3,-,$911,"$696,093",19
2013,40,105,62,Grand Masti,Eros International,"$2,546",-86.4%,64,-,$39,"$413,075",4
2013,40,106,78,Drinking Buddies,Magnolia Pictures,"$2,358",-76.1%,6,-16,$393,"$325,556",7
2013,40,107,-,Dislecksia: The Movie,Area 23a,"$2,213",-,1,-,"$2,213","$2,213",1
2013,40,108,112,Touchy Feely,Magnolia Pictures,"$2,154",-6.6%,4,+1,$538,"$33,519",5
2013,40,109,92,C.O.G.,Screen Media Films,"$2,099",-61.4%,4,-5,$524,"$53,475",3
2013,40,110,106,Free the Mind,International Film Circuit,"$1,787",-43.6%,4,-,$446,"$135,055",23
2013,40,111,-,The Last Day of August,Striped Entertainment,"$1,693",-,1,-,"$1,693","$1,693",1
2013,40,112,-,Drug War,Variance Films,"$1,641",-,3,-,$547,"$124,898",11
2013,40,113,84,Ip Man: The Final Fight,Well Go USA Entertainment,"$1,578",-78%,1,-5,"$1,578","$33,121",3
2013,40,114,126,Europa Report,Magnolia Pictures,"$1,505",+235.9%,4,+2,$376,"$125,475",10
2013,40,115,103,Before Midnight,Sony Pictures Classics,"$1,356",-59.5%,5,-1,$271,"$8,108,527",20
2013,40,116,86,Jewtopia,Le Petit Canyon,"$1,118",-83.1%,2,-6,$559,"$45,660",3
2013,40,117,-,Terms and Conditions May Apply,Variance Films,"$1,093",-,3,-,$364,"$48,388",13
2013,40,118,-,Summer2011 Re-release,The Film Desk,$944,-,1,-,$944,"$42,984",122
2013,40,119,127,Stories We Tell,Roadside Attractions,$811,+81.4%,2,-2,$405,"$1,599,038",22
2013,40,120,-,The Silence2012 Re-release,Music Box Films,$592,-,2,-,$296,"$99,654",31
2013,40,121,113,The Act of Killing,Drafthouse Films,$443,-80%,4,-6,$110,"$441,205",12
2013,40,122,119,Harry Dean Stanton: Partly Fiction,Adopt Films,$406,-57%,1,-3,$406,"$15,530",4
2013,40,123,116,Informant,Music Box Films,$374,-69.2%,3,-,$124,"$8,345",4
2013,40,124,124,I'm So Excited!,Sony Pictures Classics,$360,-35.7%,5,+3,$72,"$1,357,971",15
2013,40,125,98,Computer Chess,Kino Lorber,$237,-94.2%,1,-2,$237,"$100,595",12
2013,40,126,-,Men at Lunch,First Run,$232,-,1,-,$232,"$2,329",3
2013,40,127,115,Shepard & Dark,Music Box Films,$207,-83.1%,1,-,$207,"$4,417",2
2013,40,128,130,Far from Vietnam,Icarus Films,$179,-49.9%,1,-,$179,"$4,214",6
2013,40,129,120,Our Nixon,Cinedigm Entertainment Group,$128,-86.1%,1,-1,$128,"$19,249",6
2013,40,130,135,I Declare War,Drafthouse Films,$113,+303.6%,2,+1,$56,"$14,928",6
2013,40,131,-,Fire in the Blood,International Film Circuit,$112,-,1,-,$112,"$9,525",5
2013,40,132,131,You Ain't Seen Nothin' Yet,Kino Lorber,$18,-94.5%,1,-1,$18,"$18,507",18
