year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,27,1,1,Transformers: Revenge of the Fallen,DreamWorks,"$42,320,877",-61.2%,4234,-,"$9,995","$293,355,885",2
2009,27,2,-,Ice Age: Dawn of the Dinosaurs,Fox,"$41,690,382",-,4099,-,"$10,170","$66,732,868",1
2009,27,3,-,Public Enemies,Universal Pictures,"$25,271,675",-,3334,-,"$7,579","$40,141,080",1
2009,27,4,2,The Proposal,Walt Disney Studios Motion Pictures,"$12,857,482",-30.8%,3099,+41,"$4,148","$94,335,111",3
2009,27,5,3,The Hangover,Warner Bros.,"$11,268,413",-33.8%,3070,-455,"$3,670","$205,038,233",5
2009,27,6,4,Up,Walt Disney Studios Motion Pictures,"$6,521,389",-50.1%,2656,-831,"$2,455","$264,816,694",6
2009,27,7,5,My Sister's Keeper,Warner Bros.,"$5,788,327",-53.5%,2606,-,"$2,221","$26,518,582",2
2009,27,8,7,The Taking of Pelham 123,Sony Pictures Releasing,"$2,534,228",-53.5%,1908,-1087,"$1,328","$58,508,070",4
2009,27,9,6,Year One,Sony Pictures Releasing,"$2,323,843",-61.4%,2240,-784,"$1,037","$38,304,392",3
2009,27,10,9,Night at the Museum: Battle of the Smithsonian,Fox,"$2,043,288",-43.9%,1419,-831,"$1,439","$167,706,959",7
2009,27,11,8,Star Trek,Paramount Pictures,"$1,769,967",-52.3%,1148,-675,"$1,541","$249,838,139",9
2009,27,12,10,Away We Go,Focus Features,"$1,096,212",-35.9%,506,+11,"$2,166","$6,077,303",5
2009,27,13,19,Whatever Works,Sony Pictures Classics,"$960,061",+166.8%,353,+318,"$2,719","$1,911,001",3
2009,27,14,-,Incredible Love,Eros International,"$768,542",-,100,-,"$7,685","$768,542",1
2009,27,15,12,Angels & Demons,Sony Pictures Releasing,"$492,347",-54.9%,370,-536,"$1,330","$131,324,373",8
2009,27,16,17,Chéri,Miramax,"$388,994",-4.1%,140,+64,"$2,778","$1,023,909",2
2009,27,17,11,Land of the Lost,Universal Pictures,"$306,025",-74.4%,385,-1119,$794,"$47,622,470",5
2009,27,18,13,Terminator Salvation,Warner Bros.,"$296,372",-72.8%,311,-791,$952,"$122,678,310",7
2009,27,19,20,X-Men Origins: Wolverine,Fox,"$296,352",-4.5%,303,-57,$978,"$178,341,745",10
2009,27,20,14,Imagine That,Paramount Pictures,"$278,244",-70.5%,409,-726,$680,"$14,780,593",4
2009,27,21,22,Under the Sea 3D,Warner Bros.,"$266,853",-3.4%,38,-,"$7,022","$11,633,236",21
2009,27,22,31,Moon,Sony Pictures Classics,"$262,583",+110.8%,47,+26,"$5,586","$945,279",4
2009,27,23,18,Monsters vs. Aliens,DreamWorks,"$258,355",-29.2%,281,-30,$919,"$196,564,095",15
2009,27,24,21,"Food, Inc.",Magnolia Pictures,"$251,684",-13.6%,83,+8,"$3,032","$1,286,693",4
