year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2017,41,1,-,Happy Death Day,Universal Pictures,"$26,039,025",-,3149,-,"$8,268","$26,039,025",1
2017,41,2,1,Blade Runner 2049,Warner Bros.,"$15,492,244",-52.7%,4058,-,"$3,817","$60,970,631",2
2017,41,3,-,The Foreigner,STX Entertainment,"$13,113,024",-,2515,-,"$5,213","$13,113,024",1
2017,41,4,3,It,Warner Bros.,"$6,055,633",-39.3%,3176,-429,"$1,906","$314,935,154",6
2017,41,5,2,The Mountain Between Us,Fox,"$5,750,951",-45.5%,3259,+171,"$1,764","$20,603,873",2
2017,41,6,6,American Made,Universal Pictures,"$5,500,950",-34.9%,3098,+67,"$1,775","$40,230,815",3
2017,41,7,5,Kingsman: The Golden Circle,Fox,"$5,379,417",-38%,2982,-506,"$1,803","$89,716,457",4
2017,41,8,7,The Lego Ninjago Movie,Warner Bros.,"$4,316,424",-38.4%,3053,-558,"$1,413","$51,579,113",4
2017,41,9,4,My Little Pony: The Movie,Lionsgate,"$4,111,877",-53.7%,2528,-,"$1,626","$15,625,311",2
2017,41,10,8,Victoria & Abdul,Focus Features,"$3,006,155",-27.9%,900,+168,"$3,340","$11,233,099",4
2017,41,11,-,Marshall,Open Road Films (II),"$3,000,805",-,821,-,"$3,655","$3,000,805",1
2017,41,12,9,Flatliners,Sony Pictures Releasing,"$1,544,995",-61.1%,1983,-569,$779,"$15,672,966",3
2017,41,13,10,Battle of the Sexes,Fox Searchlight Pictures,"$1,346,007",-47.6%,1394,-428,$965,"$10,369,486",4
2017,41,14,-,Professor Marston and the Wonder Women,Annapurna Pictures,"$736,883",-,1229,-,$599,"$736,883",1
2017,41,15,11,American Assassin,Lionsgate,"$520,583",-62.5%,820,-836,$634,"$35,603,092",5
2017,41,16,27,The Florida Project,A24,"$368,149",+133.7%,33,+29,"$11,156","$590,957",2
2017,41,17,26,Loving Vincent,Good Deed Entertainment,"$331,602",+97.8%,55,+27,"$6,029","$750,674",4
2017,41,18,13,The Stray,Purdie Distribution,"$286,494",-52%,430,-210,$666,"$1,191,487",2
2017,41,19,12,Til Death Do Us Part,-,"$284,088",-62.2%,310,-240,$916,"$3,224,057",3
2017,41,20,20,Spider-Man: Homecoming,Sony Pictures Releasing,"$282,953",+3.8%,306,-20,$924,"$333,528,381",15
2017,41,21,18,Despicable Me 3,Universal Pictures,"$244,730",-15.5%,266,-38,$920,"$263,015,205",16
2017,41,22,21,The Emoji Movie,Sony Pictures Releasing,"$181,355",-20.1%,220,-34,$824,"$85,487,846",12
2017,41,23,14,Home Again,Open Road Films (II),"$164,526",-71%,361,-642,$455,"$26,798,552",6
2017,41,24,15,A Question of Faith,Pure Flix Entertainment,"$153,930",-66.1%,228,-380,$675,"$2,195,224",3
2017,41,25,22,Dunkirk,Warner Bros.,"$152,419",-32.1%,268,-45,$568,"$187,552,594",13
2017,41,26,-,American Satan,Sumerian Films,"$135,378",-,55,-,"$2,461","$135,378",1
2017,41,27,16,Mother!,Paramount Pictures,"$128,374",-66.9%,159,-322,$807,"$17,634,778",5
2017,41,28,37,Mark Felt: The Man Who Brought Down the White House,Sony Pictures Classics,"$117,572",+96.2%,89,+72,"$1,321","$250,884",3
2017,41,29,28,Annabelle: Creation,Warner Bros.,"$115,801",-21.6%,202,+14,$573,"$101,933,294",10
2017,41,30,32,Lucky,Magnolia Pictures,"$114,838",+20.3%,60,+26,"$1,913","$361,909",3
2017,41,31,19,Stronger,Roadside Attractions,"$110,076",-60.4%,174,-161,$632,"$4,034,433",4
2017,41,32,24,Wind River,The Weinstein Company,"$109,241",-47%,194,-162,$563,"$33,456,946",11
2017,41,33,17,Judwaa 2,-,"$102,256",-67.3%,106,-86,$964,"$1,404,957",3
2017,41,34,23,Leap!2017 Re-release,The Weinstein Company,"$100,093",-52.8%,185,-216,$541,"$21,426,618",8
2017,41,35,31,Cars 3,Walt Disney Studios Motion Pictures,"$87,728",-21.3%,119,-12,$737,"$152,743,252",18
2017,41,36,25,The Hitman's Bodyguard,Lionsgate,"$80,438",-52.2%,165,-149,$487,"$75,184,323",9
2017,41,37,35,War for the Planet of the Apes,Fox,"$65,589",-18%,100,-21,$655,"$146,676,660",14
2017,41,38,-,Goodbye Christopher Robin,Fox Searchlight Pictures,"$57,917",-,9,-,"$6,435","$57,917",1
2017,41,39,29,City of Rock,Well Go USA Entertainment,"$48,176",-58.3%,22,-21,"$2,189","$227,519",2
2017,41,40,33,Wonder Woman,Warner Bros.,"$47,601",-45.1%,118,-37,$403,"$412,486,266",20
2017,41,41,-,Human Flow,Magnolia Pictures,"$45,677",-,3,-,"$15,225","$45,677",1
2017,41,42,47,Faces Places,Cohen Media Group,"$43,762",+41.1%,25,+20,"$1,750","$93,884",2
2017,41,43,34,Chasing the Dragon,Well Go USA Entertainment,"$35,768",-58%,17,-14,"$2,104","$396,241",3
2017,41,44,39,Kidnap,-,"$33,002",-39%,61,-16,$541,"$30,649,920",11
2017,41,45,49,Take Every Wave: The Life of Laird Hamilton,IFC Films,"$31,381",+24.3%,21,+9,"$1,494","$87,811",3
2017,41,46,44,Dolores,PBS Distribution,"$26,460",-,33,+7,-,"$486,152",7
2017,41,47,51,The Big Sick,Lionsgate,"$26,421",+26.2%,64,+30,$412,"$42,861,332",17
2017,41,48,-,Columbus,-,"$25,370",-,30,-6,-,"$942,500",11
2017,41,49,30,Brad's Status,Annapurna Pictures,"$23,582",-79%,39,-208,$604,"$2,112,518",5
2017,41,50,40,The Dark Tower,Sony Pictures Releasing,"$23,437",-56.4%,59,-55,$397,"$50,692,621",11
2017,41,51,-,Breathe,Bleecker Street Media,"$22,285",-,4,-,"$5,571","$22,285",1
2017,41,52,50,Chavela,Music Box Films,"$22,247",-0.9%,14,+10,"$1,589","$63,450",2
2017,41,53,53,A Beautiful Planet,IMAX,"$20,071",+2.3%,18,+3,"$1,115","$12,357,116",77
2017,41,54,41,Baby Driver,Concorde Film,"$20,017",-61%,48,-47,$417,"$107,816,745",16
2017,41,55,-,Wasted! The Story of Food Waste,-,"$17,189",-,11,-,"$1,562","$17,189",1
2017,41,56,46,Viceroy's House,IFC Films,"$16,895",-60.9%,27,-40,$625,"$1,066,965",7
2017,41,57,68,So B. It,Good Deed Entertainment,"$15,388",+106.4%,22,+20,$699,"$23,863",2
2017,41,58,-,Tom of Finland,Kino Lorber,"$13,524",-,1,-,"$13,524","$24,573",1
2017,41,59,72,Walking Out,IFC Films,"$13,132",+140.4%,14,+12,$938,"$32,991",2
2017,41,60,52,The King's Choice,The Samuel Goldwyn Company,"$12,136",-38.5%,9,-1,"$1,348","$74,876",4
2017,41,61,71,Dina,The Orchard,"$11,728",+95%,4,+3,"$2,932","$18,730",2
