year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2019,2,1,-,The Upside,STX Entertainment,"$20,355,000",-,3080,-,"$6,608","$20,355,000",1
2019,2,2,1,Aquaman,Warner Bros.,"$17,351,134",-44%,3863,-321,"$4,491","$287,947,915",4
2019,2,3,-,A Dog's Way Home,Sony Pictures Releasing,"$11,251,263",-,3090,-,"$3,641","$11,251,263",1
2019,2,4,5,Spider-Man: Into the Spider-Verse,Sony Pictures Releasing,"$9,050,583",-31.1%,3029,-390,"$2,987","$147,826,028",5
2019,2,5,2,Escape Room,Sony Pictures Releasing,"$8,928,452",-51%,2717,-,"$3,286","$32,461,383",2
2019,2,6,3,Mary Poppins Returns,Walt Disney Studios Motion Pictures,"$7,650,693",-51.8%,3253,-837,"$2,351","$151,092,678",4
2019,2,7,4,Bumblebee,Paramount Pictures,"$7,208,398",-45.4%,3303,-294,"$2,182","$108,903,375",4
2019,2,8,16,On the Basis of Sex,Focus Features,"$6,070,615",+277.2%,1923,"+1,811","$3,156","$10,402,462",3
2019,2,9,6,The Mule,Warner Bros.,"$5,674,006",-37.7%,3329,+117,"$1,704","$90,707,402",5
2019,2,10,7,Vice,Annapurna Pictures,"$3,235,830",-43.6%,1724,-810,"$1,876","$35,893,673",3
2019,2,11,11,Bohemian Rhapsody,Fox,"$3,201,768",+35.2%,1334,+254,"$2,400","$198,498,074",11
2019,2,12,14,If Beale Street Could Talk,Annapurna Pictures,"$2,406,742",+30.6%,1018,+683,"$2,364","$7,706,167",5
2019,2,13,-,Replicas,Entertainment Studios Motion Pictures,"$2,375,325",-,2329,-,"$1,019","$2,375,325",1
2019,2,14,9,Ralph Breaks the Internet,Walt Disney Studios Motion Pictures,"$2,258,077",-51.7%,1554,-496,"$1,453","$190,493,680",8
2019,2,15,15,Green Book,Universal Pictures,"$2,147,235",+18.8%,742,+176,"$2,893","$38,607,941",9
2019,2,16,8,Second Act,STX Entertainment,"$1,671,142",-64.9%,1681,-842,$994,"$36,385,013",4
2019,2,17,22,A Star Is Born,Warner Bros.,"$1,124,102",+77.2%,394,+126,"$2,853","$203,580,251",15
2019,2,18,13,The Favourite,Fox Searchlight Pictures,"$1,108,173",-41.8%,512,-259,"$2,164","$21,481,355",8
2019,2,19,12,Mary Queen of Scots,Focus Features,"$852,645",-60.3%,829,-223,"$1,028","$15,229,520",6
2019,2,20,29,Free Solo,National Geographic Entertainment,"$818,871",+581.2%,163,+102,"$5,023","$12,329,661",16
2019,2,21,-,Uri: The Surgical Strike2019 Re-release,-,"$631,146",-,101,-,"$6,248","$631,146",1
2019,2,22,10,Holmes & Watson,Sony Pictures Releasing,"$563,577",-82.9%,1013,-1767,$556,"$30,033,730",3
2019,2,23,24,Ben Is Back,Roadside Attractions,"$478,802",+46.1%,598,+439,$800,"$3,118,665",6
2019,2,24,-,Perfect Strangers,-,"$422,656",-,132,-,"$3,201","$422,656",1
2019,2,25,18,Simmba,Reliance Big Pictures,"$326,453",-66.1%,136,-159,"$2,400","$4,727,230",3
2019,2,26,19,Creed II,Metro-Goldwyn-Mayer (MGM),"$287,312",-68.9%,355,-538,$809,"$114,886,045",8
2019,2,27,23,Fantastic Beasts: The Crimes of Grindelwald,Warner Bros.,"$281,714",-55%,275,-126,"$1,024","$158,520,703",9
2019,2,28,20,Instant Family,Paramount Pictures,"$251,123",-64.3%,324,-280,$775,"$66,680,395",9
2019,2,29,17,The Grinch,Universal Pictures,"$194,620",-83.3%,323,-1339,$602,"$270,042,970",10
2019,2,30,25,Shoplifters,Magnolia Pictures,"$184,542",-27.4%,91,+11,"$2,027","$1,947,987",8
2019,2,31,-,Modest Heroes,Fathom Events,"$178,027",-,370,-,$481,"$178,027",1
2019,2,32,31,Destroyer,Annapurna Pictures,"$149,771",+52.4%,27,+21,"$5,547","$424,289",3
2019,2,33,55,The Wife,Sony Pictures Classics,"$111,853","+1,618.2%",156,+146,$717,"$8,329,486",22
2019,2,34,33,Cold War2018 Re-release,Amazon Studios,"$97,507",+7.4%,10,+4,"$9,750","$410,931",4
2019,2,35,35,Stan & Ollie,Sony Pictures Classics,"$85,167",-2.5%,13,+5,"$6,551","$354,835",3
2019,2,36,28,Widows,Fox,"$72,711",-41.2%,108,-17,$673,"$42,234,851",9
2019,2,37,26,Mortal Engines,Universal Pictures,"$61,830",-72%,126,-446,$490,"$15,926,655",5
2019,2,38,34,Smallfoot,Warner Bros.,"$52,060",-42%,137,-23,$380,"$83,226,347",16
2019,2,39,43,Capernaum,Sony Pictures Classics,"$50,563",+55.2%,15,+5,"$3,370","$240,211",5
2019,2,40,38,Can You Ever Forgive Me?,Fox Searchlight Pictures,"$43,863",-27.6%,46,-5,$953,"$7,718,181",13
2019,2,41,21,Welcome to Marwen,Universal Pictures,"$38,610",-94.3%,106,-1455,$364,"$10,746,095",4
2019,2,42,37,At Eternity's Gate,CBS Films,"$38,489",-45.7%,36,-13,"$1,069","$2,063,116",9
2019,2,43,32,The Nutcracker and the Four Realms,Walt Disney Studios Motion Pictures,"$36,654",-59.6%,110,-62,$333,"$54,848,274",11
2019,2,44,27,Racetime,Entertainment One,"$30,605",-80.6%,60,-1,$510,"$1,661,741",6
2019,2,45,39,Venom,Sony Pictures Releasing,"$30,547",-47.5%,64,-22,$477,"$213,480,401",15
2019,2,46,42,Qué León,Spanglish Movies,"$20,658",-47.6%,12,-14,"$1,721","$1,176,809",7
2019,2,47,48,The World Before Your Feet,Greenwich Entertainment,"$15,567",-27.4%,11,+1,"$1,415","$167,198",8
2019,2,48,47,Burning,Well Go USA Entertainment,"$14,404",-40.9%,10,-5,"$1,440","$650,227",12
2019,2,49,40,Mojin: The Worm Valley,Well Go USA Entertainment,"$13,894",-72.5%,7,-10,"$1,984","$85,093",2
2019,2,50,45,The Possession of Hannah Grace,Screen Gems,"$13,594",-52.1%,23,-25,$591,"$14,704,487",7
2019,2,51,49,The Old Man & the Gun,Fox Searchlight Pictures,"$12,030",-43.9%,21,-5,$572,"$11,252,308",16
2019,2,52,50,The Hate U Give,Fox,"$9,621",-39.3%,27,-4,$356,"$29,714,621",15
2019,2,53,46,Once Upon a Deadpool2018 Re-release,Fox,"$9,443",-65.9%,33,-40,$286,"$6,092,534",5
2019,2,54,-,The Aspern Papers,Cohen Media Group,"$9,277",-,10,-,-,"$9,277",1
2019,2,55,66,Becoming Astrid,Music Box Films,"$8,909",+260%,6,+3,"$1,484","$86,580",8
2019,2,56,53,Maria by Callas2018 Re-release,Sony Pictures Classics,"$7,731",-28.2%,12,-3,$644,"$1,244,768",11
2019,2,57,41,Take Point,CJ Entertainment,"$6,832",-83.3%,25,-,$273,"$107,018",3
2019,2,58,52,Beautiful Boy,Amazon Studios,"$6,306",-52.2%,27,+9,$233,"$7,622,907",14
2019,2,59,44,Swing Kids,Well Go USA Entertainment,"$5,749",-80.4%,7,-14,$821,"$216,565",4
2019,2,60,-,Touch Me Not,Kino Lorber,"$5,616",-,1,-,"$5,616","$7,903",1
2019,2,61,72,"Hale County This Morning, This Evening",The Cinema Guild,"$5,122",+474.9%,4,-2,"$1,280","$46,064",18
2019,2,62,56,The Nun,Rialto Pictures,"$5,025",-19.9%,1,-,"$5,025","$15,492",2
2019,2,63,61,Mirai,GKIDS,"$4,754",+7.6%,5,-,$950,"$728,659",7
2019,2,64,58,The House That Jack Built2018 Re-release,IFC Films,"$4,270",-14.6%,5,-5,$854,"$86,635",5
2019,2,65,82,Tyrel,Magnolia Pictures,"$4,045",+964.5%,1,-,"$4,045","$16,362",6
2019,2,66,-,Filmworker,Kino Lorber,"$3,016",-,1,-,"$3,016","$102,609",36
2019,2,67,59,A Private War,-,"$2,716",-44.1%,4,-2,$679,"$1,627,293",11
