year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2008,22,1,-,Sex and the City,Warner Bros.,"$57,038,404",-,3285,-,"$17,363","$57,038,404",1
2008,22,2,1,Indiana Jones and the Kingdom of the Crystal Skull,Paramount Pictures,"$44,754,615",-55.3%,4264,+4,"$10,495","$215,635,899",2
2008,22,3,-,The Strangers,Rogue Pictures,"$20,997,985",-,2466,-,"$8,514","$20,997,985",1
2008,22,4,3,Iron Man,Paramount Pictures,"$13,541,264",-33.8%,3650,-265,"$3,709","$276,166,336",5
2008,22,5,2,The Chronicles of Narnia: Prince Caspian,Walt Disney Studios Motion Pictures,"$12,704,545",-44.3%,3801,-128,"$3,342","$115,362,725",3
2008,22,6,4,What Happens in Vegas,Fox,"$6,681,097",-26.7%,3086,-102,"$2,164","$65,904,971",4
2008,22,7,5,Speed Racer,Warner Bros.,"$2,259,031",-42.7%,2070,-1042,"$1,091","$40,677,371",4
2008,22,8,6,Baby Mama,Universal Pictures,"$2,194,320",-34.6%,1784,-374,"$1,230","$56,117,805",6
2008,22,9,7,Made of Honor,Sony Pictures Releasing,"$1,913,035",-42.9%,1905,-488,"$1,004","$42,878,354",5
2008,22,10,8,Forgetting Sarah Marshall,Universal Pictures,"$1,059,840",-40.1%,768,-305,"$1,380","$60,485,980",7
2008,22,11,10,The Visitor,Overture Films,"$553,704",-23.5%,270,-,"$2,050","$5,322,550",8
2008,22,12,9,Harold & Kumar Escape from Guantanamo Bay,Warner Bros.,"$487,021",-47.5%,474,-276,"$1,027","$36,967,086",6
2008,22,13,11,Horton Hears a Who!,Fox,"$367,734",-23%,428,-60,$859,"$152,571,420",12
2008,22,14,40,The Fall,Roadside Attractions,"$345,466",+597.5%,109,+89,"$3,169","$646,692",4
2008,22,15,12,The Forbidden Kingdom,Lionsgate,"$247,656",-40.8%,262,-225,$945,"$51,730,925",7
2008,22,16,-,Then She Found Me,THINKFilm,"$244,812",-,150,-,"$1,632","$2,519,002",6
2008,22,17,17,Nim's Island,Fox,"$230,671",-22.5%,350,-76,$659,"$46,109,150",9
2008,22,18,14,Young@Heart,Fox Searchlight Pictures,"$220,190",-31.6%,197,-15,"$1,117","$2,840,511",8
2008,22,19,16,College Road Trip,Walt Disney Studios Motion Pictures,"$195,596",-35.9%,241,-42,$811,"$44,531,764",13
