year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2010,22,1,-,Shrek Forever After,DreamWorks,"$57,060,434",-,4367,-,"$13,066","$146,810,785",1
2010,22,2,-,Prince of Persia: The Sands of Time,Walt Disney Studios Motion Pictures,"$37,813,075",-,3646,-,"$10,371","$37,813,075",1
2010,22,3,-,Sex and the City 2,Warner Bros.,"$36,835,353",-,3445,-,"$10,692","$51,043,450",1
2010,22,4,-,Iron Man 2,Paramount Pictures,"$21,076,239",-,3804,-,"$5,540","$279,653,149",-
2010,22,5,-,Robin Hood,Universal Pictures,"$13,424,540",-,3373,-,"$3,980","$86,144,405",-
2010,22,6,-,Letters to Juliet,Summit Entertainment,"$7,492,524",-,2825,-,"$2,652","$38,195,942",-
2010,22,7,-,Just Wright,Fox Searchlight Pictures,"$2,835,702",-,1195,-,"$2,372","$18,833,220",-
2010,22,8,-,Date Night,Fox,"$2,307,657",-,1126,-,"$2,049","$94,005,365",-
2010,22,9,-,MacGruber,Universal Pictures,"$2,024,110",-,2546,-,$795,"$7,674,445",1
2010,22,10,-,How to Train Your Dragon,DreamWorks,"$1,513,677",-,825,-,"$1,834","$213,117,896",-
2010,22,11,-,A Nightmare on Elm Street,Warner Bros.,"$1,127,395",-,891,-,"$1,265","$61,906,422",-
2010,22,12,-,Alice in Wonderland,Walt Disney Studios Motion Pictures,"$730,145",-,341,-,"$2,141","$333,160,345",-
2010,22,13,-,Babies,Focus Features,"$642,273",-,301,-,"$2,133","$6,090,771",-
2010,22,14,-,The Secret in Their Eyes,Sony Pictures Classics,"$577,670",-,155,-,"$3,726","$3,452,774",-
2010,22,15,-,City Island,Anchor Bay Films,"$532,862",-,201,-,"$2,651","$4,862,137",-
2010,22,16,-,The Girl with the Dragon Tattoo,Music Box Films,"$502,055",-,166,-,"$3,024","$6,938,569",-
2010,22,17,-,Hubble 3D,Warner Bros.,"$423,169",-,48,-,"$8,816","$7,104,630",-
2010,22,18,-,The Back-up Plan,CBS Films,"$359,677",-,391,-,$919,"$36,594,990",-
2010,22,19,-,The Bounty Hunter,Sony Pictures Releasing,"$354,260",-,287,-,"$1,234","$65,652,479",-
2010,22,20,-,Diary of a Wimpy Kid,Fox,"$335,000",-,283,-,"$1,183","$62,769,868",-
2010,22,21,-,Kites,Reliance Big Pictures,"$315,016",-,176,-,"$1,789","$1,497,645",1
2010,22,22,-,Death at a Funeral,Screen Gems,"$290,528",-,247,-,"$1,176","$41,945,596",-
2010,22,23,-,Hot Tub Time Machine,Metro-Goldwyn-Mayer (MGM),"$285,782",-,364,-,$785,"$50,007,104",-
2010,22,24,-,Clash of the Titans,Warner Bros.,"$278,708",-,225,-,"$1,238","$161,379,503",-
2010,22,25,-,Please Give,Sony Pictures Classics,"$255,836",-,50,-,"$5,116","$1,395,290",-
2010,22,26,-,The Last Song,Walt Disney Studios Motion Pictures,"$247,405",-,214,-,"$1,156","$61,971,248",-
2010,22,27,-,Exit Through the Gift Shop,-,"$241,171",-,46,-,"$5,242","$1,950,348",-
2010,22,28,-,Furry Vengeance,Summit Entertainment,"$217,303",-,247,-,$879,"$16,501,858",-
2010,22,29,-,Shutter Island,Paramount Pictures,"$202,436",-,201,-,"$1,007","$127,845,041",-
2010,22,30,-,Kick-Ass,Lionsgate,"$198,960",-,163,-,"$1,220","$47,508,227",-
2010,22,31,-,Oceans2010 Re-release,Walt Disney Studios Motion Pictures,"$174,685",-,178,-,$981,"$18,910,083",-
2010,22,32,-,Harry Brown,The Samuel Goldwyn Company,"$168,860",-,54,-,"$3,127","$1,066,758",-
2010,22,33,-,Why Did I Get Married Too?,Lionsgate,"$150,708",-,177,-,$851,"$59,982,629",-
2010,22,34,-,Avatar,Fox,"$144,241",-,84,-,"$1,717","$749,073,100",-
2010,22,35,-,Princess Kaiulani,Roadside Attractions,"$122,396",-,38,-,"$3,220","$626,985",-
2010,22,36,-,The Losers,Warner Bros.,"$119,149",-,83,-,"$1,435","$23,247,269",-
2010,22,37,-,Solitary Man,Anchor Bay Films,"$110,531",-,6,-,"$18,421","$243,087",1
2010,22,38,-,The Ghost Writer,Summit Entertainment,"$92,981",-,58,-,"$1,603","$15,331,639",-
2010,22,39,-,Percy Jackson & the Olympians: The Lightning Thief,Fox,"$82,957",-,108,-,$768,"$88,603,078",-
2010,22,40,-,Mother and Child,Sony Pictures Classics,"$72,226",-,33,-,"$2,188","$336,545",-
2010,22,41,-,Holy Rollers,First Independent Pictures,"$71,955",-,20,-,"$3,597","$126,085",1
2010,22,42,-,Under the Sea 3D,Warner Bros.,"$64,014",-,18,-,"$3,556","$22,231,251",-
2010,22,43,-,Survival of the Dead,Magnolia Pictures,"$54,605",-,20,-,"$2,730","$54,605",1
2010,22,44,-,Micmacs2009 Re-release,Sony Pictures Classics,"$51,914",-,4,-,"$12,978","$51,914",1
2010,22,45,-,La Mission,Screen Media Films,"$44,446",-,25,-,"$1,777","$863,332",-
2010,22,46,-,Agora,Newmarket Films,"$44,313",-,2,-,"$22,156","$44,313",1
2010,22,47,-,Father of My Children,IFC Films,"$42,538",-,5,-,"$8,507","$56,024",1
2010,22,48,-,Breathless2010 Re-release,Rialto Pictures,"$41,449",-,4,-,"$10,362","$41,449",1
2010,22,49,-,Tooth Fairy,Fox,"$41,162",-,76,-,$541,"$59,965,649",-
2010,22,50,-,The Secret of Kells,GKIDS,"$34,503",-,25,-,"$1,380","$541,971",-
