year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2012,30,1,1,The Dark Knight Rises,Warner Bros.,"$62,101,451",-61.4%,4404,-,"$14,101","$287,112,810",2
2012,30,2,2,Ice Age: Continental Drift,Fox,"$13,352,646",-34.6%,3869,-17,"$3,451","$114,899,860",3
2012,30,3,-,The Watch,Fox,"$12,750,297",-,3168,-,"$4,024","$12,750,297",1
2012,30,4,-,Step Up Revolution,Lionsgate,"$11,731,708",-,2567,-,"$4,570","$11,731,708",1
2012,30,5,4,Ted,Universal Pictures,"$7,353,150",-26.6%,3129,-85,"$2,350","$193,618,750",5
2012,30,6,3,The Amazing Spider-Man,Sony Pictures Releasing,"$6,701,111",-38.4%,3160,-593,"$2,120","$241,953,721",4
2012,30,7,5,Brave,Walt Disney Studios Motion Pictures,"$4,305,153",-28.5%,2551,-348,"$1,687","$217,329,672",6
2012,30,8,6,Magic Mike,Warner Bros.,"$2,619,128",-39%,2075,-531,"$1,262","$107,625,983",5
2012,30,9,7,Savages,Universal Pictures,"$1,838,215",-45.9%,1414,-922,"$1,300","$43,983,785",4
2012,30,10,9,Moonrise Kingdom,Focus Features,"$1,434,904",-21.7%,853,-42,"$1,682","$38,641,403",10
2012,30,11,8,Madea's Witness Protection,Lionsgate,"$1,308,870",-41.9%,1111,-429,"$1,178","$62,736,167",5
2012,30,12,10,To Rome with Love,Sony Pictures Classics,"$1,000,279",-29.6%,492,-60,"$2,033","$12,910,121",6
2012,30,13,14,Beasts of the Southern Wild,Fox Searchlight Pictures,"$926,046",+21.3%,208,+79,"$4,452","$4,206,936",5
2012,30,14,11,Madagascar 3: Europe's Most Wanted,DreamWorks,"$900,570",-33.3%,808,-453,"$1,114","$209,570,970",8
2012,30,15,13,Katy Perry: Part of Me,Paramount Pictures,"$550,177",-52.1%,606,-517,$907,"$24,136,074",4
2012,30,16,24,The Hunger Games,Lionsgate,"$518,940",+184.8%,310,+120,"$1,674","$405,882,323",19
2012,30,17,18,The Intouchables,The Weinstein Company,"$517,519",+65.1%,194,+103,"$2,667","$4,787,754",10
2012,30,18,15,The Avengers,Walt Disney Studios Motion Pictures,"$512,958",-17.3%,373,-122,"$1,375","$615,996,809",13
2012,30,19,16,Snow White and the Huntsman,Universal Pictures,"$394,050",-7.8%,355,-54,"$1,110","$153,261,285",9
2012,30,20,17,The Best Exotic Marigold Hotel,Fox Searchlight Pictures,"$335,342",-19.5%,276,-12,"$1,215","$44,471,606",13
2012,30,21,12,Dark Shadows,Warner Bros.,"$287,229",-76.3%,222,-190,"$1,293","$79,350,529",12
2012,30,22,19,Prometheus,Fox,"$203,937",-34.3%,229,-83,$890,"$125,521,856",8
2012,30,23,22,To the Arctic 3D,Warner Bros.,"$190,586",+1.7%,52,-,"$3,665","$6,410,891",15
2012,30,24,21,Men in Black 3,Sony Pictures Releasing,"$183,968",-29.3%,187,-79,$983,"$175,842,488",10
2012,30,25,28,Safety Not Guaranteed,FilmDistrict,"$168,859",+7.4%,149,+25,"$1,133","$3,202,126",8
