year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2013,43,1,-,Bad Grandpa,Paramount Pictures,"$32,055,177",-,3336,-,"$9,608","$32,055,177",1
2013,43,2,1,Gravity,Warner Bros.,"$20,135,387",-32.9%,3707,-113,"$5,431","$199,649,748",4
2013,43,3,2,Captain Phillips,Sony Pictures Releasing,"$11,642,040",-29.1%,3143,+123,"$3,704","$69,916,083",3
2013,43,4,-,The Counsellor,Fox,"$7,842,930",-,3044,-,"$2,576","$7,842,930",1
2013,43,5,5,Cloudy with a Chance of Meatballs 2,Sony Pictures Releasing,"$6,275,325",-35.1%,3111,-491,"$2,017","$100,786,579",5
2013,43,6,3,Carrie,Screen Gems,"$5,988,713",-62.8%,3157,-,"$1,896","$26,110,068",2
2013,43,7,4,Escape Plan,Lionsgate,"$4,558,239",-53.9%,2883,-,"$1,581","$17,641,821",2
2013,43,8,16,12 Years a Slave,Fox Searchlight Pictures,"$2,134,325",+131.1%,123,+104,"$17,352","$3,394,268",2
2013,43,9,7,Enough Said,Fox Searchlight Pictures,"$1,588,004",-9.3%,835,+78,"$1,901","$13,054,096",6
2013,43,10,6,Prisoners,Warner Bros.,"$1,068,339",-48.2%,1347,-813,$793,"$59,127,401",6
2013,43,11,10,Insidious: Chapter 2,FilmDistrict,"$880,293",-41.3%,1229,-436,$716,"$82,133,678",7
2013,43,12,11,Rush,Universal Pictures,"$700,695",-44.4%,677,-520,"$1,035","$25,856,534",6
2013,43,13,17,We're the Millers,Warner Bros.,"$582,445",-21.7%,786,-95,$741,"$148,561,678",12
2013,43,14,8,The Fifth Estate,Walt Disney Studios Motion Pictures,"$570,890",-65.9%,1769,-,$322,"$2,848,356",2
2013,43,15,9,Runner Runner,Fox,"$560,118",-66.4%,969,-1042,$578,"$18,819,538",4
2013,43,16,14,Baggage Claim,Fox Searchlight Pictures,"$560,046",-49.1%,594,-271,$942,"$20,837,814",5
2013,43,17,38,All Is Lost,Roadside Attractions,"$512,600",+447.7%,82,+76,"$6,251","$650,787",2
2013,43,18,15,I'm in Love with a Church Girl,High Top Releasing,"$506,315",-47.9%,458,+1,"$1,105","$1,716,487",2
2013,43,19,13,Don Jon,Relativity Media,"$495,999",-58.1%,540,-574,$918,"$23,501,622",5
2013,43,20,20,Despicable Me 2,Universal Pictures,"$390,370",-19.7%,379,-16,"$1,030","$364,248,630",17
2013,43,21,12,Machete Kills,Open Road Films (II),"$305,268",-74.6%,1253,-1285,$243,"$7,268,659",3
