year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,44,1,-,This Is It,Sony Pictures Releasing,"$23,234,394",-,3481,-,"$6,674","$34,442,926",1
2009,44,2,1,Paranormal Activity,Paramount Pictures,"$16,387,327",-22.3%,2404,+459,"$6,816","$84,627,372",6
2009,44,3,4,Law Abiding Citizen,Overture Films,"$7,403,630",-40.3%,2764,-126,"$2,678","$51,485,280",3
2009,44,4,5,Couples Retreat,Universal Pictures,"$6,460,525",-39.2%,3026,-48,"$2,135","$87,026,280",4
2009,44,5,3,Where the Wild Things Are,Warner Bros.,"$5,931,417",-57.7%,3645,-90,"$1,627","$62,650,379",3
2009,44,6,2,Saw VI,Lionsgate,"$5,270,794",-62.7%,3036,-,"$1,736","$22,534,749",2
2009,44,7,6,Astro Boy,Summit Entertainment,"$3,460,651",-48.4%,3020,+6,"$1,145","$11,316,418",2
2009,44,8,8,The Stepfather,Screen Gems,"$3,207,792",-48.5%,2346,-388,"$1,367","$24,555,801",3
2009,44,9,7,Cirque du Freak: The Vampire's Assistant,Universal Pictures,"$3,098,185",-50.8%,2754,-,"$1,124","$10,809,975",2
2009,44,10,11,Amelia,Fox Searchlight Pictures,"$3,034,667",-22.3%,1070,+250,"$2,836","$8,340,499",2
2009,44,11,9,Cloudy with a Chance of Meatballs,Sony Pictures Releasing,"$2,747,476",-47.7%,2322,-419,"$1,183","$118,604,078",7
2009,44,12,10,Zombieland,Sony Pictures Releasing,"$2,620,655",-37.7%,2056,-391,"$1,274","$71,181,556",5
2009,44,13,12,A Serious Man,Focus Features,"$1,036,396",-5.2%,238,+62,"$4,354","$4,595,629",5
2009,44,14,-,The Boondock Saints II: All Saints Day,Apparition,"$546,687",-,68,-,"$8,039","$546,687",1
2009,44,15,19,An Education,Sony Pictures Classics,"$467,376",+27.2%,48,+17,"$9,737","$1,537,993",4
2009,44,16,60,Halloween II,-,"$445,344","+1,378.1%",1083,+992,$411,"$33,096,757",10
2009,44,17,14,Good Hair,Roadside Attractions,"$422,938",-55.3%,416,-50,"$1,016","$3,453,510",4
2009,44,18,15,The Invention of Lying,Warner Bros.,"$393,270",-53.1%,452,-350,$870,"$17,589,249",5
2009,44,19,16,Capitalism: A Love Story,Overture Films,"$373,992",-48.5%,492,-144,$760,"$13,664,911",6
2009,44,20,20,Coco Before Chanel,Sony Pictures Classics,"$322,211",-8.7%,107,+8,"$3,011","$3,392,343",6
2009,44,21,13,Toy Story2009 Re-release,Walt Disney Studios Motion Pictures,"$262,347",-74%,343,-435,$764,"$30,593,152",5
2009,44,22,17,Surrogates,Walt Disney Studios Motion Pictures,"$251,979",-57.3%,357,-440,$705,"$38,008,686",6
2009,44,23,-,London Dreams,Studio 18,"$207,964",-,82,-,"$2,536","$207,964",1
2009,44,24,18,Whip It,Fox Searchlight Pictures,"$196,089",-57.9%,260,-175,$754,"$12,610,792",5
2009,44,25,21,The Informant!,Warner Bros.,"$192,122",-44.8%,220,-191,$873,"$32,737,219",7
2009,44,26,23,"New York, I Love You",Vivendi Entertainment,"$177,335",-22.9%,86,-24,"$2,062","$1,010,662",3
2009,44,27,35,The Nightmare Before Christmas2009 3D Release,Walt Disney Studios Motion Pictures,"$140,037",-2.3%,103,-2,"$1,359","$356,022",2
2009,44,28,25,Bright Star,Apparition,"$132,684",-37.5%,142,-67,$934,"$4,121,818",7
2009,44,29,28,G-Force,Walt Disney Studios Motion Pictures,"$120,467",-37.7%,238,-22,$506,"$118,718,595",15
2009,44,30,27,The Hangover,Warner Bros.,"$117,334",-41.7%,215,-76,$545,"$276,771,408",22
2009,44,31,32,Inglourious Basterds,The Weinstein Company,"$114,162",-35.3%,148,-58,$771,"$119,596,251",11
2009,44,32,26,The Time Traveler's Wife,Warner Bros.,"$109,390",-46.4%,219,-65,$499,"$63,044,090",12
2009,44,33,34,Julie & Julia,Sony Pictures Releasing,"$106,529",-26.3%,139,-32,$766,"$93,486,212",13
2009,44,34,29,Harry Potter and the Half-Blood Prince,Warner Bros.,"$102,465",-43.6%,201,-84,$509,"$301,577,469",16
2009,44,35,59,The Final Destination,Warner Bros.,"$102,089",+236%,234,+161,$436,"$66,254,282",10
2009,44,36,22,G.I. Joe: The Rise of Cobra,Paramount Pictures,"$91,344",-61.2%,205,-202,$445,"$150,167,630",13
2009,44,37,30,Love Happens,Universal Pictures,"$87,885",-51.1%,189,-138,$465,"$22,927,390",7
2009,44,38,33,District 9,Concorde Film,"$82,319",-44.4%,176,-56,$467,"$115,646,235",12
2009,44,39,55,All About Steve,Fox,"$75,569",+98.5%,154,-61,$490,"$33,468,836",9
2009,44,40,43,The Damned United,Sony Pictures Classics,"$62,572",-4.2%,45,+9,"$1,390","$254,648",4
2009,44,41,36,Ice Age: Dawn of the Dinosaurs,Fox,"$59,748",-49.7%,108,-34,$553,"$196,363,405",18
2009,44,42,38,The September Issue,Roadside Attractions,"$57,067",-37%,46,-13,"$1,240","$3,590,964",10
2009,44,43,24,Fame,Metro-Goldwyn-Mayer (MGM),"$56,295",-73.5%,172,-273,$327,"$22,303,092",6
2009,44,44,37,More Than a Game,Lionsgate,"$55,679",-44%,111,+4,$501,"$829,412",5
2009,44,45,39,The Boys Are Back,Miramax,"$55,258",-29.7%,86,-22,$642,"$783,013",6
2009,44,46,40,Under the Sea 3D,Warner Bros.,"$54,795",-29.3%,29,-1,"$1,889","$18,361,326",38
2009,44,47,51,The Maid,Elephant Eye Films,"$54,274",+28.3%,13,+7,"$4,174","$139,657",3
2009,44,48,46,Pandorum,Overture Films,"$53,406",-11.4%,147,+35,$363,"$10,261,085",6
2009,44,49,47,Paris,IFC Films,"$50,410",-8.6%,33,+5,"$1,527","$758,146",7
2009,44,50,42,Antichrist,IFC Films,"$49,292",-31%,14,+8,"$3,520","$156,318",2
2009,44,51,41,Up,Walt Disney Studios Motion Pictures,"$46,268",-37.6%,100,-32,$462,"$292,979,556",23
2009,44,52,54,The Secrets of Jonathan Sperry,Five & Two Pictures,"$35,709",-7.8%,32,-16,"$1,115","$1,048,655",7
2009,44,53,52,"Yoo-Hoo, Mrs. Goldberg",International Film Circuit,"$34,040",-18.8%,24,+4,"$1,418","$1,029,982",17
2009,44,54,61,Jennifer's Body,Fox,"$33,989",+19.1%,106,+19,$320,"$16,140,555",7
2009,44,55,48,9,Focus Features,"$32,953",-35.8%,91,-43,$362,"$31,389,319",8
2009,44,56,63,500 Days of Summer,Fox Searchlight Pictures,"$27,284",+6.5%,43,+4,$634,"$32,297,623",16
2009,44,57,45,The Proposal,Walt Disney Studios Motion Pictures,"$26,918",-55.6%,58,-44,$464,"$163,947,053",20
2009,44,58,-,The House of the Devil,Magnolia Pictures,"$25,195",-,3,-,"$8,398","$25,195",1
2009,44,59,44,Sorority Row,Summit Entertainment,"$24,805",-59.7%,51,-39,$486,"$11,956,207",8
2009,44,60,56,Aliens in the Attic,Fox,"$22,655",-40.5%,61,-21,$371,"$25,137,060",14
2009,44,61,65,Space Station 3D,IMAX,"$22,594",+10.9%,8,+3,"$2,824","$80,016,435",394
2009,44,62,58,It Might Get Loud,Sony Pictures Classics,"$20,903",-40.1%,25,-22,$836,"$1,523,776",12
2009,44,63,98,Play the Game,Slowhand Cinema Releasing,"$19,993",+584.7%,33,+25,$605,"$621,040",36
2009,44,64,50,Ponyo,Walt Disney Studios Motion Pictures,"$19,418",-55.8%,65,-38,$298,"$15,081,783",12
2009,44,65,64,Magnificent Desolation: Walking on the Moon 3D,IMAX,"$19,070",-15.9%,7,-,"$2,724","$30,207,687",215
2009,44,66,68,Passport to Love,Variance Films,"$18,054",+3.8%,9,+3,"$2,006","$145,002",4
2009,44,67,79,Moon,Sony Pictures Classics,"$17,381",+72%,27,+15,$643,"$4,984,569",21
2009,44,68,77,Dolphins and Whales 3D: Tribes of the Ocean,3D Entertainment,"$16,455",+57.1%,5,-,"$3,291","$7,143,497",90
2009,44,69,62,Ong Bak 2,Magnolia Pictures,"$16,089",-39.4%,12,+2,"$1,340","$54,119",2
2009,44,70,90,Amreeka,National Geographic Entertainment,"$15,169",+182.6%,11,+5,"$1,379","$568,961",9
2009,44,71,70,My One and Only,Freestyle Releasing,"$14,802",+5.2%,16,-3,$925,"$2,438,346",11
2009,44,72,73,The Yes Men Fix the World,Shadow Distribution,"$14,516",+31%,8,+2,"$1,814","$80,970",6
2009,44,73,67,(Untitled),The Samuel Goldwyn Company,"$13,901",-22.8%,4,+1,"$3,475","$39,292",2
2009,44,74,74,Bronson,Magnolia Pictures,"$12,289",+11.5%,8,+4,"$1,536","$66,255",4
2009,44,75,71,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$12,235",-12.5%,8,-,"$1,529","$22,462,665",109
2009,44,76,-,Gentlemen Broncos,Fox Searchlight Pictures,"$11,502",-,2,-,"$5,751","$11,502",1
2009,44,77,-,Storm2009 Re-release,Film Movement,"$8,307",-,2,-,"$4,153","$8,307",1
2009,44,78,69,I Hope They Serve Beer in Hell,Freestyle Releasing,"$8,211",-43.1%,19,-17,$432,"$1,417,696",6
2009,44,79,81,Departures,Regent Releasing,"$7,959",-8.2%,8,-,$994,"$1,465,987",23
2009,44,80,105,The Beaches of Agnès,The Cinema Guild,"$7,667",+308%,6,+4,"$1,277","$197,889",18
2009,44,81,106,35 Shots of Rum,The Cinema Guild,"$7,284",+298%,3,-,"$2,428","$79,795",7
2009,44,82,78,Trucker,Monterey Media,"$6,776",-33.2%,8,-4,$847,"$41,548",4
2009,44,83,121,A Woman in Berlin,Strand Releasing,"$5,860",+588.6%,3,+2,"$1,953","$273,100",16
2009,44,84,83,The Horse Boy,Zeitgeist Films,"$5,505",-12.8%,2,-2,"$2,752","$81,837",5
2009,44,85,76,Night at the Museum: Battle of the Smithsonian,Fox,"$5,353",-50.4%,10,-15,$535,"$177,243,721",24
2009,44,86,-,White on Rice,Variance Films,"$5,293",-,1,-,"$5,293","$51,288",8
2009,44,87,49,Motherhood,Freestyle Releasing,"$4,986",-90%,10,-38,$498,"$74,250",2
2009,44,88,91,Séraphine,Music Box Films,"$4,963",-4%,8,-,$620,"$833,006",22
2009,44,89,88,Killing Kasztner,Sky Island Films,"$4,458",-19.1%,1,-,"$4,458","$12,826",2
2009,44,90,75,From Mexico with Love,Roadside Attractions,"$4,389",-60%,9,-12,$487,"$545,315",4
2009,44,91,96,The Way We Get By,International Film Circuit,"$3,864",+10.4%,5,+1,$772,"$83,490",16
2009,44,92,72,Crude,First Run,"$3,816",-67.8%,2,-1,"$1,908","$125,105",8
2009,44,93,-,American Casino,Argot Pictures,"$3,727",-,1,-,"$3,727","$50,437",12
2009,44,94,89,Big Fan,First Independent Pictures,"$3,677",-32.2%,9,+2,$408,"$217,707",10
2009,44,95,66,Wake Up Sid,UTV Motion Pictures,"$3,638",-80.8%,5,-13,$727,"$717,977",5
2009,44,96,86,Adam,Fox Searchlight Pictures,"$3,627",-37.1%,6,-3,$604,"$2,269,153",14
2009,44,97,57,Main Aurr Mrs Khanna,UTV Motion Pictures,"$3,426",-90.6%,9,-25,$380,"$196,203",3
2009,44,98,92,The Baader Meinhof Complex,Vitagraph Films,"$3,376",-32.8%,5,-2,$675,"$452,149",11
2009,44,99,84,Cold Souls,The Samuel Goldwyn Company,"$3,106",-49.8%,4,-10,$776,"$899,653",13
2009,44,100,80,Shorts,Warner Bros.,"$2,937",-67.2%,17,-4,$172,"$20,458,304",11
2009,44,101,103,No Impact Man: The Documentary,Oscilloscope,"$2,841",+27.3%,4,+1,$710,"$91,838",8
2009,44,102,100,Lorna's Silence,Sony Pictures Classics,"$2,722",-2%,10,+1,$272,"$330,087",14
2009,44,103,93,The Wedding Song,Strand Releasing,"$2,654",-41.4%,1,-,"$2,654","$10,913",4
2009,44,104,-,Looking for Palladin,Wildcat Releasing,"$2,614",-,1,-,"$2,614","$2,614",1
2009,44,105,85,Whiteout,Warner Bros.,"$2,229",-61.4%,8,-9,$278,"$10,188,708",8
