year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2015,24,1,-,Jurassic World,Universal Pictures,"$208,806,270",-,4274,-,"$48,855","$208,806,270",1
2015,24,2,1,Spy,Fox,"$15,613,686",-46.3%,3715,+4,"$4,202","$56,550,930",2
2015,24,3,2,San Andreas,Warner Bros.,"$10,812,387",-58.2%,3535,-277,"$3,058","$119,123,301",3
2015,24,4,3,Insidious: Chapter 3,Focus Features,"$7,311,963",-67.8%,3014,+12,"$2,425","$37,382,544",2
2015,24,5,6,Pitch Perfect 2,Universal Pictures,"$6,398,030",-15.5%,2677,-726,"$2,390","$171,113,415",5
2015,24,6,4,Entourage,Warner Bros.,"$4,186,984",-59.3%,3108,-,"$1,347","$25,717,456",2
2015,24,7,5,Mad Max: Fury Road,Warner Bros.,"$4,065,967",-48.1%,2234,-486,"$1,820","$138,543,794",5
2015,24,8,8,Avengers: Age of Ultron,Walt Disney Studios Motion Pictures,"$3,675,057",-42%,2156,-315,"$1,704","$444,777,275",7
2015,24,9,7,Tomorrowland,Walt Disney Studios Motion Pictures,"$3,492,475",-51.5%,2540,-472,"$1,374","$83,682,888",4
2015,24,10,11,Love & Mercy,Roadside Attractions,"$1,672,325",-21.2%,573,+92,"$2,918","$4,680,936",2
2015,24,11,9,Aloha,Sony Pictures Releasing,"$994,396",-69.3%,1423,-1392,$698,"$18,994,519",3
2015,24,12,15,I'll See You in My Dreams,Bleecker Street Media,"$809,391",+46.4%,246,+81,"$3,290","$2,959,560",5
2015,24,13,13,Home,Fox,"$724,112",-12.6%,584,-131,"$1,239","$173,252,399",12
2015,24,14,10,Poltergeist,Fox,"$689,247",-74.5%,1069,-1160,$644,"$46,118,192",4
2015,24,15,16,Furious 7,Universal Pictures,"$605,115",+38.7%,357,-114,"$1,695","$350,827,635",11
2015,24,16,12,Dil Dhadakne Do,Eros International,"$560,027",-57.8%,238,-,"$2,353","$2,312,974",2
2015,24,17,14,Far from the Madding Crowd,Fox Searchlight Pictures,"$431,934",-38.4%,366,-244,"$1,180","$10,749,612",7
2015,24,18,20,Cinderella,Walt Disney Studios Motion Pictures,"$261,863",-13.7%,270,-32,$969,"$199,280,075",14
2015,24,19,18,Ex Machina,A24,"$213,000",-,194,-108,-,"$24,706,000",10
2015,24,20,19,Paul Blart: Mall Cop 2,Sony Pictures Releasing,"$203,336",-39%,234,-134,$868,"$68,806,666",9
2015,24,21,-,Me and Earl and the Dying Girl,Fox Searchlight Pictures,"$196,496",-,15,-,"$13,099","$196,496",1
2015,24,22,24,Woman in Gold,The Weinstein Company,"$181,090",-16.8%,198,-79,$914,"$32,238,934",11
2015,24,23,22,Insurgent,Lionsgate,"$179,407",-29.8%,217,-33,$826,"$129,575,658",13
2015,24,24,-,Hamari Adhuri Kahani,-,"$131,263",-,67,-,"$1,959","$131,263",1
2015,24,25,17,Hot Pursuit,Warner Bros.,"$117,105",-72%,208,-329,$563,"$33,685,280",6
2015,24,26,-,Testament of Youth,Sony Pictures Classics,"$110,000",-,16,+12,-,"$187,000",2
2015,24,27,21,Tanu Weds Manu Returns,Eros International,"$104,387",-62.6%,136,-,$767,"$2,929,249",4
2015,24,28,27,Get Hard,Warner Bros.,"$95,642",-38.6%,165,-79,$579,"$90,156,862",12
2015,24,29,25,The Age of Adaline,Lionsgate,"$90,323",-50.2%,174,-106,$519,"$42,118,027",8
2015,24,30,29,When Marnie Was There,GKIDS,"$85,842",+10.8%,57,+27,"$1,506","$317,096",4
2015,24,31,26,The Cokeville Miracle,Excel Entertainment,"$82,046",-48.6%,46,-5,"$1,783","$371,864",2
2015,24,32,23,Beyond the Mask,GathrFilms,"$68,253",-70.6%,83,-28,$822,"$1,149,260",10
2015,24,33,28,The Longest Ride,Fox,"$62,120",-22.4%,116,-39,$535,"$37,348,459",10
