year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,39,1,-,The Equalizer,Sony Pictures Releasing,"$34,137,828",-,3236,-,"$10,549","$34,137,828",1
2014,39,2,1,The Maze Runner,Fox,"$17,437,020",-46.4%,3638,+34,"$4,793","$57,955,347",2
2014,39,3,-,The Boxtrolls,Focus Features,"$17,275,239",-,3464,-,"$4,987","$17,275,239",1
2014,39,4,3,This Is Where I Leave You,Warner Bros.,"$6,894,340",-40.4%,2868,-,"$2,403","$22,441,091",2
2014,39,5,5,Dolphin Tale 2,Warner Bros.,"$4,788,153",-46%,3376,-280,"$1,418","$33,618,190",3
2014,39,6,4,No Good Deed,Screen Gems,"$4,509,127",-54%,2130,-45,"$2,116","$46,532,221",3
2014,39,7,2,A Walk Among the Tombstones,Universal Pictures,"$4,192,815",-67.1%,2714,+2,"$1,544","$20,830,320",2
2014,39,8,6,Guardians of the Galaxy,Walt Disney Studios Motion Pictures,"$3,765,941",-28.2%,2451,-395,"$1,536","$319,169,216",9
2014,39,9,7,Let's Be Cops,Fox,"$1,516,021",-44%,1534,-778,$988,"$79,628,884",7
2014,39,10,8,Teenage Mutant Ninja Turtles,Paramount Pictures,"$1,450,177",-45.3%,1585,-763,$914,"$187,182,309",8
2014,39,11,20,The Skeleton Twins,Roadside Attractions,"$1,234,470",+185.7%,385,+336,"$3,206","$2,326,465",3
2014,39,12,9,The Drop,Fox Searchlight Pictures,"$1,046,090",-49.5%,1131,-61,$924,"$9,641,812",3
2014,39,13,10,If I Stay,Warner Bros.,"$932,318",-49.4%,1272,-1099,$732,"$49,128,389",6
2014,39,14,11,The Hundred-Foot Journey,Walt Disney Studios Motion Pictures,"$607,595",-46.9%,719,-534,$845,"$52,593,224",8
2014,39,15,18,My Old Lady,Cohen Media Group,"$569,033",+17.6%,255,+85,"$2,231","$1,475,679",3
2014,39,16,-,The Song,The Samuel Goldwyn Company,"$568,596",-,340,-,"$1,672","$568,596",1
2014,39,17,-,Darker Than Night,Lionsgate,"$539,867",-,178,-,"$3,032","$539,867",1
2014,39,18,12,When the Game Stands Tall,Concorde Film,"$523,724",-51.6%,794,-908,$659,"$29,224,234",6
2014,39,19,13,The Giver,The Weinstein Company,"$422,777",-56.2%,702,-905,$602,"$43,838,601",7
2014,39,20,15,Lucy,Universal Pictures,"$370,755",-49.7%,488,-300,$759,"$125,480,625",10
2014,39,21,14,Tusk,A24,"$292,478",-65.5%,449,-153,$651,"$1,427,014",2
2014,39,22,17,"As Above, So Below",Universal Pictures,"$246,080",-64%,428,-642,$574,"$21,026,735",5
2014,39,23,27,Dawn of the Planet of the Apes,Fox,"$236,803",-11.9%,232,-42,"$1,020","$207,604,340",12
2014,39,24,19,Mommy,Roadside Attractions,"$226,160",-52.3%,70,+8,"$3,230","$1,045,860",2
2014,39,25,21,Boyhood,IFC Films,"$223,669",-46.5%,222,-113,"$1,007","$23,016,519",12
2014,39,26,26,Maleficent,Walt Disney Studios Motion Pictures,"$219,582",-18.7%,260,-23,$844,"$240,366,802",18
2014,39,27,29,How to Train Your Dragon 2,Fox,"$204,555",-14%,277,-39,$738,"$175,859,659",16
2014,39,28,53,Hector and the Search for Happiness,Relativity Media,"$204,027",+399.5%,94,+90,"$2,170","$256,508",2
2014,39,29,24,The Trip to Italy,IFC Films,"$190,223",-32%,195,-4,$975,"$2,452,368",7
2014,39,30,25,Hercules,Paramount Pictures,"$189,605",-31.8%,229,-59,$827,"$72,385,417",10
2014,39,31,30,Love Is Strange2014 Re-release,Sony Pictures Classics,"$180,765",-15.5%,138,+26,"$1,309","$1,833,139",6
2014,39,32,22,Khoobsurat,UTV Motion Pictures,"$175,337",-49.2%,61,+4,"$2,874","$625,733",2
2014,39,33,23,Into the Storm,Warner Bros.,"$142,532",-56.6%,257,-313,$554,"$46,659,442",8
2014,39,34,16,The November Man,Relativity Media,"$129,464",-81.5%,418,-1060,$309,"$24,823,474",5
2014,39,35,32,The Remaining,Triumph Releasing Corporation,"$115,489",-38.8%,28,-23,"$4,124","$883,598",4
2014,39,36,28,Cantinflas,Lionsgate,"$101,536",-60.6%,129,-123,$787,"$6,261,369",5
2014,39,37,-,Pride,CBS Films,"$100,040",-,10,-,"$10,004","$100,040",1
2014,39,38,-,Jimi: All Is by My Side,XLrator Media,"$97,008",-,34,-,"$2,853","$97,008",1
2014,39,39,38,Earth to Echo,Relativity Media,"$95,240",-9.9%,144,-7,$661,"$38,753,987",13
2014,39,40,33,The Disappearance of Eleanor Rigby: Them,The Weinstein Company,"$93,245",-47%,139,+3,$670,"$436,251",3
2014,39,41,37,Transformers: Age of Extinction,Paramount Pictures,"$82,289",-23.2%,132,-32,$623,"$245,370,666",14
2014,39,42,35,A Most Wanted Man,Roadside Attractions,"$72,204",-46.8%,116,-78,$622,"$17,054,951",10
2014,39,43,31,The Expendables 3,Lionsgate,"$71,011",-66.3%,232,-352,$306,"$38,988,855",7
2014,39,44,66,Tracks,The Weinstein Company,"$70,951",+229.3%,28,+24,"$2,533","$103,098",2
2014,39,45,34,Magic in the Moonlight,Sony Pictures Classics,"$69,480",-49.2%,111,-92,$625,"$10,323,802",10
2014,39,46,47,Island of Lemurs: Madagascar,Warner Bros.,"$66,650",+10.6%,40,-10,"$1,666","$7,463,437",26
