year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,28,1,-,Brüno,Universal Pictures,"$30,619,130",-,2756,-,"$11,109","$30,619,130",1
2009,28,2,2,Ice Age: Dawn of the Dinosaurs,Fox,"$27,607,497",-33.8%,4102,+3,"$6,730","$119,680,193",2
2009,28,3,1,Transformers: Revenge of the Fallen,DreamWorks,"$24,213,875",-42.8%,4293,+59,"$5,640","$339,221,800",3
2009,28,4,3,Public Enemies,Universal Pictures,"$13,794,240",-45.4%,3336,+2,"$4,134","$66,221,110",2
2009,28,5,4,The Proposal,Walt Disney Studios Motion Pictures,"$10,603,884",-17.5%,3158,+59,"$3,357","$113,861,076",4
2009,28,6,5,The Hangover,Warner Bros.,"$9,933,238",-11.8%,3002,-68,"$3,308","$222,444,906",6
2009,28,7,-,"I Love You, Beth Cooper",Fox,"$4,919,433",-,1858,-,"$2,647","$4,919,433",1
2009,28,8,6,Up,Walt Disney Studios Motion Pictures,"$4,715,746",-27.7%,2201,-455,"$2,142","$273,834,761",7
2009,28,9,7,My Sister's Keeper,Warner Bros.,"$4,294,382",-25.8%,2444,-162,"$1,757","$35,915,782",3
2009,28,10,8,The Taking of Pelham 123,Sony Pictures Releasing,"$1,543,516",-39.1%,1116,-792,"$1,383","$61,437,955",5
2009,28,11,10,Night at the Museum: Battle of the Smithsonian,Fox,"$1,452,662",-28.9%,854,-565,"$1,701","$170,485,184",8
2009,28,12,11,Star Trek,Paramount Pictures,"$1,164,416",-34.2%,763,-385,"$1,526","$251,970,795",10
2009,28,13,9,Year One,Sony Pictures Releasing,"$1,000,581",-56.9%,990,-1250,"$1,010","$41,192,481",4
2009,28,14,12,Away We Go,Focus Features,"$728,773",-33.5%,406,-100,"$1,795","$7,420,575",6
2009,28,15,13,Whatever Works,Sony Pictures Classics,"$678,055",-29.4%,320,-33,"$2,118","$3,099,917",4
2009,28,16,22,Moon,Sony Pictures Classics,"$674,900",+157%,247,+200,"$2,732","$1,785,478",5
2009,28,17,28,The Hurt Locker,Summit Entertainment,"$641,168",+388.7%,60,+51,"$10,686","$1,101,834",3
2009,28,18,17,Land of the Lost,Universal Pictures,"$352,125",+15.1%,313,-72,"$1,125","$48,184,350",6
2009,28,19,16,Chéri,Miramax,"$344,027",-11.6%,173,+33,"$1,988","$1,568,767",3
2009,28,20,14,Incredible Love,Eros International,"$343,468",-55.3%,100,-,"$3,434","$1,272,076",2
2009,28,21,15,Angels & Demons,Sony Pictures Releasing,"$338,922",-31.2%,282,-88,"$1,201","$131,910,770",9
