year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2012,40,1,-,Taken 2,Fox,"$55,016,719",-,3661,-,"$15,027","$55,016,719",1
2012,40,2,-,Hotel Transylvania,Sony Pictures Releasing,"$31,709,462",-,3352,-,"$9,459","$81,367,994",1
2012,40,3,-,Pitch Perfect,Universal Pictures,"$16,744,280",-,2770,-,"$6,044","$23,590,488",1
2012,40,4,-,Looper,Concorde Film,"$13,853,418",-,2993,-,"$4,628","$41,954,069",1
2012,40,5,-,Frankenweenie,Walt Disney Studios Motion Pictures,"$13,074,663",-,3005,-,"$4,350","$13,074,663",1
2012,40,6,-,End of Watch,Open Road Films (II),"$4,607,082",-,2370,-,"$1,943","$33,453,028",-
2012,40,7,-,Trouble with the Curve,Warner Bros.,"$4,333,322",-,3003,-,"$1,442","$30,173,145",-
2012,40,8,-,House at the End of the Street,Relativity Media,"$4,161,952",-,2720,-,"$1,530","$27,995,096",-
2012,40,9,-,The Master,The Weinstein Company,"$2,132,333",-,864,-,"$2,467","$12,607,662",-
2012,40,10,-,Finding Nemo2012 3D Release,Walt Disney Studios Motion Pictures,"$1,957,508",-,1746,-,"$1,121","$39,371,969",-
2012,40,11,-,The Perks of Being a Wallflower,Lionsgate,"$1,793,740",-,221,-,"$8,116","$3,576,079",-
2012,40,12,-,Resident Evil: Retribution,Screen Gems,"$1,323,439",-,1361,-,$972,"$41,174,169",-
2012,40,13,-,Won't Back Down,Fox,"$1,166,238",-,2517,-,$463,"$4,633,751",1
2012,40,14,-,The Dark Knight Rises,Warner Bros.,"$778,419",-,575,-,"$1,353","$445,473,624",-
2012,40,15,-,Dredd,Lionsgate,"$761,821",-,831,-,$916,"$12,812,235",-
2012,40,16,-,Arbitrage,Roadside Attractions,"$726,425",-,244,-,"$2,977","$6,138,681",-
2012,40,17,-,The Possession,Lionsgate,"$685,559",-,821,-,$835,"$48,453,442",-
2012,40,18,-,The Bourne Legacy,Universal Pictures,"$395,240",-,482,-,$820,"$112,325,915",-
2012,40,19,-,Lawless,The Weinstein Company,"$356,812",-,611,-,$583,"$37,031,611",-
2012,40,20,-,Ice Age: Continental Drift,Fox,"$350,240",-,298,-,"$1,175","$159,523,270",-
2012,40,21,-,The Odd Life of Timothy Green,Walt Disney Studios Motion Pictures,"$318,394",-,534,-,$596,"$50,247,533",-
2012,40,22,-,ParaNorman,Focus Features,"$263,177",-,342,-,$769,"$54,381,792",-
2012,40,23,-,Hope Springs,Sony Pictures Releasing,"$212,355",-,439,-,$483,"$63,326,309",-
2012,40,24,-,Diary of a Wimpy Kid: Dog Days,Fox,"$208,430",-,257,-,$811,"$48,283,954",-
2012,40,25,-,The Campaign,Warner Bros.,"$200,616",-,303,-,$662,"$86,290,151",-
2012,40,26,-,The Expendables 2,Lionsgate,"$189,795",-,313,-,$606,"$84,392,529",-
2012,40,27,-,Barfi!,UTV Motion Pictures,"$183,675",-,110,-,"$1,669","$2,712,599",-
2012,40,28,-,Ted,Universal Pictures,"$167,365",-,187,-,$895,"$218,364,665",-
2012,40,29,-,To the Arctic 3D,Warner Bros.,"$126,868",-,52,-,"$2,439","$8,989,402",-
2012,40,30,-,The Intouchables,The Weinstein Company,"$124,147",-,84,-,"$1,477","$9,670,907",-
2012,40,31,-,The Amazing Spider-Man,Sony Pictures Releasing,"$123,472",-,145,-,$851,"$261,939,214",-
2012,40,32,-,Madagascar 3: Europe's Most Wanted,DreamWorks,"$121,095",-,155,-,$781,"$216,253,387",-
2012,40,33,-,Total Recall,Sony Pictures Releasing,"$83,735",-,167,-,$501,"$58,877,969",-
2012,40,34,-,Moonrise Kingdom,Focus Features,"$64,589",-,92,-,$702,"$45,391,850",-
2012,40,35,-,Premium Rush,Sony Pictures Releasing,"$51,354",-,77,-,$666,"$20,013,322",-
2012,40,36,-,Beasts of the Southern Wild,Fox Searchlight Pictures,"$50,374",-,51,-,$987,"$11,110,757",-
2012,40,37,-,Thaandavam,UTV Motion Pictures,"$46,491",-,21,-,"$2,213","$192,199",1
2012,40,38,-,Born to Be Wild,Warner Bros.,"$43,528",-,33,-,"$1,319","$20,989,834",-
2012,40,39,-,Escape Fire: The Fight to Rescue American Healthcare,Roadside Attractions,"$34,359",-,12,-,"$2,863","$34,359",1
2012,40,40,-,The Watch,Fox,"$32,106",-,32,-,"$1,003","$34,334,407",-
2012,40,41,-,The Apparition,Warner Bros.,"$18,581",-,38,-,$488,"$4,932,753",-
2012,40,42,-,"For a Good Time, Call...",Focus Features,"$15,652",-,43,-,$364,"$1,246,340",-
2012,40,43,-,The Best Exotic Marigold Hotel,Fox Searchlight Pictures,"$14,689",-,18,-,$816,"$46,347,584",-
2012,40,44,-,The Other Dream Team,The Film Arcade,"$12,991",-,7,-,"$1,855","$37,221",1
2012,40,45,-,Heroine,UTV Motion Pictures,"$12,320",-,18,-,$684,"$595,367",-
2012,40,46,-,Killer Joe,LD Entertainment,"$12,316",-,25,-,$492,"$1,975,653",-
2012,40,47,-,Hit and Run,Open Road Films (II),"$11,027",-,51,-,$216,"$13,746,550",-
2012,40,48,-,Safety Not Guaranteed,FilmDistrict,"$8,963",-,24,-,$373,"$3,995,322",-
2012,40,49,-,10 Years,Anchor Bay Films,"$5,793",-,21,-,$275,"$201,420",-
2012,40,50,-,Ruby Sparks,Fox Searchlight Pictures,"$5,621",-,10,-,$562,"$2,510,375",-
2012,40,51,-,Toys in the Attic2012 Re-release,Hannover House,"$2,055",-,4,-,$513,"$63,231",-
2012,40,52,-,Grand Illusion,Rialto Pictures,"$1,940",-,2,-,$970,"$163,317",-
2012,40,53,-,"Now, Forager",Argot Pictures,"$1,869",-,1,-,"$1,869","$3,599",1
2012,40,54,-,Nitro Circus: The Movie,Arc Entertainment,"$1,702",-,6,-,$283,"$3,377,077",-
