year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2015,37,1,-,The Perfect Guy,Screen Gems,"$25,888,154",-,2221,-,"$11,656","$25,888,154",1
2015,37,2,-,The Visit,Universal Pictures,"$25,427,560",-,3069,-,"$8,285","$25,427,560",1
2015,37,3,1,War Room,Concorde Film,"$7,772,485",-18%,1647,+121,"$4,719","$39,560,812",3
2015,37,4,3,A Walk in the Woods,Broad Green Pictures,"$4,743,520",-42.5%,2139,+179,"$2,217","$20,000,445",2
2015,37,5,5,Mission: Impossible - Rogue Nation,Paramount Pictures,"$4,100,405",-43.3%,2649,-200,"$1,547","$188,122,923",7
2015,37,6,2,Straight Outta Compton,Universal Pictures,"$3,923,895",-54.6%,2812,-282,"$1,395","$155,546,495",5
2015,37,7,6,No Escape,The Weinstein Company,"$2,881,786",-47.4%,3022,-393,$953,"$24,158,721",3
2015,37,8,4,The Transporter Refueled,EuropaCorp,"$2,824,147",-61.6%,3434,-,$822,"$13,467,643",2
2015,37,9,-,90 Minutes in Heaven,The Samuel Goldwyn Company,"$2,035,273",-,878,-,"$2,318","$2,035,273",1
2015,37,10,9,Huevos: Little Rooster's Egg-cellent Adventure,Lionsgate,"$2,024,134",-40.9%,616,+221,"$3,285","$6,791,486",2
2015,37,11,7,The Man from U.N.C.L.E.,Warner Bros.,"$1,871,347",-46.2%,1656,-446,"$1,130","$43,101,801",5
2015,37,12,12,Ant-Man,Walt Disney Studios Motion Pictures,"$1,657,917",-42.1%,1354,-173,"$1,224","$176,185,038",9
2015,37,13,10,Inside Out,Walt Disney Studios Motion Pictures,"$1,529,346",-52.8%,2002,-965,$763,"$351,525,709",13
2015,37,14,11,Minions,Universal Pictures,"$1,512,940",-49%,1585,-342,$954,"$331,586,135",10
2015,37,15,14,The Gift,STX Entertainment,"$1,359,336",-49.2%,1389,-202,$978,"$42,349,073",6
2015,37,16,8,Sinister 2,Focus Features,"$1,253,523",-63.7%,2048,-603,$612,"$26,482,186",4
2015,37,17,13,Jurassic World,Universal Pictures,"$1,180,690",-56.2%,1169,-402,"$1,010","$648,908,886",14
2015,37,18,16,Pixels,Sony Pictures Releasing,"$1,120,006",-39.7%,1040,-380,"$1,076","$75,330,199",8
