year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2012,20,1,1,The Avengers,Walt Disney Studios Motion Pictures,"$55,644,102",-46%,4249,-100,"$13,095","$457,665,517",3
2012,20,2,-,Battleship,Universal Pictures,"$25,534,825",-,3690,-,"$6,920","$25,534,825",1
2012,20,3,-,The Dictator,Paramount Pictures,"$17,435,092",-,3008,-,"$5,796","$24,476,173",1
2012,20,4,2,Dark Shadows,Warner Bros.,"$12,583,338",-57.6%,3755,-,"$3,351","$50,721,759",2
2012,20,5,-,What to Expect When You're Expecting,Lionsgate,"$10,547,068",-,3021,-,"$3,491","$10,547,068",1
2012,20,6,8,The Best Exotic Marigold Hotel,Fox Searchlight Pictures,"$3,230,584",+20.9%,354,+176,"$9,125","$8,228,025",3
2012,20,7,4,The Hunger Games,Lionsgate,"$2,950,331",-34.5%,2064,-467,"$1,429","$391,581,441",9
2012,20,8,3,Think Like a Man,Screen Gems,"$2,650,549",-54.4%,1722,-330,"$1,539","$85,838,460",5
2012,20,9,5,The Lucky One,Warner Bros.,"$1,778,453",-56.7%,2005,-834,$887,"$56,934,628",5
2012,20,10,7,The Pirates! Band of Misfits,Sony Pictures Releasing,"$1,578,632",-49.8%,1840,-1239,$857,"$25,490,136",4
2012,20,11,6,The Five-Year Engagement,Universal Pictures,"$1,110,375",-66.5%,1175,-1394,$945,"$27,103,010",4
2012,20,12,9,Chimpanzee,Walt Disney Studios Motion Pictures,"$667,528",-62%,895,-664,$745,"$27,008,515",5
2012,20,13,21,Bernie,Millennium Entertainment,"$491,436",+124%,95,+59,"$5,173","$1,124,572",4
2012,20,14,22,Wrath of the Titans,Warner Bros.,"$476,327",+121.6%,360,+95,"$1,323","$82,520,290",8
2012,20,15,11,Girl in Progress,Lionsgate,"$459,357",-66.8%,322,-,"$1,426","$2,137,371",2
2012,20,16,19,The Lorax,Universal Pictures,"$458,595",+6.1%,379,-76,"$1,210","$210,191,325",12
2012,20,17,13,The Three Stooges,Fox,"$436,495",-59.5%,594,-822,$734,"$41,830,632",6
2012,20,18,17,Mirror Mirror,Relativity Media,"$403,814",-32.7%,407,-200,$992,"$61,551,236",8
2012,20,19,14,The Cabin in the Woods2012 Re-release,Lionsgate,"$381,566",-60.7%,448,-581,$851,"$40,551,639",6
2012,20,20,15,John Carter,Walt Disney Studios Motion Pictures,"$368,994",-51.8%,349,+119,"$1,057","$72,157,379",11
2012,20,21,16,21 Jump Street,Sony Pictures Releasing,"$342,953",-46.8%,261,-328,"$1,313","$135,700,233",10
2012,20,22,10,Safe,Lionsgate,"$294,177",-79.7%,503,-1187,$584,"$16,589,950",4
2012,20,23,18,American Reunion,Universal Pictures,"$263,905",-39%,290,-231,$910,"$56,494,955",7
2012,20,24,-,Crooked Arrows,-,"$257,364",-,55,-,"$4,679","$257,364",1
2012,20,25,12,The Raven,Relativity Media,"$236,650",-82.8%,432,-1456,$547,"$15,545,786",4
2012,20,26,23,To the Arctic 3D,Warner Bros.,"$213,789",+2.3%,49,-,"$4,363","$1,838,924",5
2012,20,27,20,Journey 2: The Mysterious Island,Warner Bros.,"$207,181",-12.3%,245,-15,$845,"$102,859,615",15
2012,20,28,25,Salmon Fishing in the Yemen,CBS Films,"$94,801",-49.8%,134,-66,$707,"$8,721,038",11
2012,20,29,31,First Position,IFC Films,"$93,188",+5%,41,+17,"$2,272","$294,020",3
2012,20,30,29,Monsieur Lazhar,Music Box Films,"$91,710",-28%,67,-10,"$1,368","$1,287,356",6
2012,20,31,28,Bully2012 Re-release,The Weinstein Company,"$90,153",-33.1%,204,-59,$441,"$2,840,927",6
2012,20,32,30,Headhunters,Magnolia Pictures,"$90,055",+1.1%,39,+15,"$2,309","$392,153",4
2012,20,33,26,Lockout,FilmDistrict,"$88,102",-51.1%,191,-64,$461,"$14,291,570",6
2012,20,34,33,Marley,Magnolia Pictures,"$73,433",-10.5%,55,-13,"$1,335","$1,035,405",5
