year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2018,31,1,1,Mission: Impossible - Fallout,Paramount Pictures,"$35,323,815",-42.3%,4395,+9,"$8,037","$124,811,186",2
2018,31,2,-,Christopher Robin,Walt Disney Studios Motion Pictures,"$24,585,139",-,3602,-,"$6,825","$24,585,139",1
2018,31,3,-,The Spy Who Dumped Me,Lionsgate,"$12,103,043",-,3111,-,"$3,890","$12,103,043",1
2018,31,4,2,Mamma Mia! Here We Go Again,Universal Pictures,"$9,003,030",-40.4%,3359,-155,"$2,680","$91,247,580",3
2018,31,5,3,The Equalizer 2,Sony Pictures Releasing,"$8,755,907",-37.5%,2725,-663,"$3,213","$79,812,172",3
2018,31,6,4,Hotel Transylvania 3: Summer Vacation,Sony Pictures Releasing,"$8,004,571",-34.7%,3162,-843,"$2,531","$136,260,452",4
2018,31,7,6,Ant-Man and the Wasp,Walt Disney Studios Motion Pictures,"$6,364,500",-27.4%,2233,-780,"$2,850","$195,645,935",5
2018,31,8,-,The Darkest Minds,Fox,"$5,842,609",-,3127,-,"$1,868","$5,842,609",1
2018,31,9,7,Incredibles 2,Walt Disney Studios Motion Pictures,"$4,980,232",-31.4%,1802,-814,"$2,763","$583,112,522",8
2018,31,10,5,Teen Titans Go! To the Movies,Warner Bros.,"$4,776,775",-54.1%,3188,-,"$1,498","$20,701,332",2
2018,31,11,8,Jurassic World: Fallen Kingdom,Universal Pictures,"$3,956,735",-41.2%,1914,-771,"$2,067","$405,564,810",7
2018,31,12,14,Eighth Grade,A24,"$2,850,892",+124.6%,1084,+926,"$2,629","$6,562,366",4
2018,31,13,-,Death of a Nation,-,"$2,356,522",-,1005,-,"$2,344","$2,356,522",1
2018,31,14,9,Skyscraper,Universal Pictures,"$2,247,685",-57.9%,1523,-1250,"$1,475","$64,477,850",4
2018,31,15,15,Three Identical Strangers,Neon,"$1,008,176",-15.7%,405,-28,"$2,489","$8,434,105",6
2018,31,16,10,The First Purge,Universal Pictures,"$930,325",-58%,708,-692,"$1,314","$67,758,405",5
