year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,11,1,-,Race to Witch Mountain,Walt Disney Studios Motion Pictures,"$24,402,214",-,3187,-,"$7,656","$24,402,214",1
2009,11,2,1,Watchmen,Warner Bros.,"$17,817,301",-67.7%,3611,-,"$4,934","$85,751,993",2
2009,11,3,-,The Last House on the Left,Universal Pictures,"$14,118,685",-,2401,-,"$5,880","$14,118,685",1
2009,11,4,3,Taken,Fox,"$6,568,651",-10.4%,2858,-158,"$2,298","$126,752,054",7
2009,11,5,2,Madea Goes to Jail,Lionsgate,"$5,108,532",-40.1%,2203,+52,"$2,318","$83,187,594",4
2009,11,6,4,Slumdog Millionaire,Fox Searchlight Pictures,"$5,002,777",-26.5%,2578,-312,"$1,940","$132,602,820",18
2009,11,7,5,Paul Blart: Mall Cop,Sony Pictures Releasing,"$3,119,151",-24.8%,2281,-277,"$1,367","$137,785,983",9
2009,11,8,6,He's Just Not That Into You,Warner Bros.,"$2,939,484",-26.8%,1890,-555,"$1,555","$89,038,259",6
2009,11,9,7,Coraline,Focus Features,"$2,718,231",-16.5%,1768,-191,"$1,537","$69,240,852",6
2009,11,10,-,Miss March,Fox Searchlight Pictures,"$2,409,156",-,1742,-,"$1,382","$2,409,156",1
2009,11,11,8,Confessions of a Shopaholic,Walt Disney Studios Motion Pictures,"$1,941,638",-37.4%,1591,-699,"$1,220","$41,295,158",5
2009,11,12,10,Fired Up!,Screen Gems,"$1,645,380",-33.6%,1518,-280,"$1,083","$15,430,103",4
2009,11,13,11,Gran Torino,Warner Bros.,"$1,505,408",-26.1%,1102,-418,"$1,366","$143,829,449",14
2009,11,14,12,The Reader,The Weinstein Company,"$1,309,669",-32%,1002,-173,"$1,307","$31,887,248",14
2009,11,15,9,Jonas Brothers: The 3D Concert Experience,Walt Disney Studios Motion Pictures,"$940,270",-66.8%,968,-308,$971,"$18,241,586",3
2009,11,16,15,The International,Sony Pictures Releasing,"$716,479",-46.1%,549,-635,"$1,305","$24,975,097",5
2009,11,17,14,Friday the 13th,Warner Bros.,"$595,165",-58.8%,780,-925,$763,"$64,361,909",5
2009,11,18,18,Hotel for Dogs,DreamWorks,"$577,927",-46.3%,804,-316,$718,"$70,040,394",9
2009,11,19,17,Push,Summit Entertainment,"$539,468",-52.7%,615,-527,$877,"$30,564,529",6
2009,11,20,16,The Pink Panther 2,Sony Pictures Releasing,"$536,634",-58.4%,627,-592,$855,"$35,421,960",6
2009,11,21,19,The Wrestler,Fox Searchlight Pictures,"$449,060",-39.7%,456,-221,$984,"$25,450,588",13
2009,11,22,13,Street Fighter: The Legend of Chun-Li,Fox,"$430,323",-71%,453,-711,$949,"$8,158,438",3
2009,11,23,23,Two Lovers,Magnolia Pictures,"$403,154",+5.1%,134,+41,"$3,008","$1,632,251",5
2009,11,24,21,The Uninvited,DreamWorks,"$352,095",-21.8%,411,-47,$856,"$28,133,091",7
2009,11,25,27,The Class,Sony Pictures Classics,"$333,337",+13.8%,120,+32,"$2,777","$2,456,132",13
2009,11,26,31,Under the Sea 3D,Warner Bros.,"$307,265",+26.5%,50,+4,"$6,145","$3,225,474",5
2009,11,27,26,Doubt,Miramax,"$289,388",-14.9%,275,-37,"$1,052","$32,888,223",14
2009,11,28,22,The Curious Case of Benjamin Button,Paramount Pictures,"$270,835",-38.5%,281,-120,$963,"$126,532,358",12
