year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2015,48,1,-,The Hunger Games: Mockingjay - Part 2,Lionsgate,"$75,982,788",-,4175,-,"$18,199","$198,545,129",1
2015,48,2,-,The Good Dinosaur,Walt Disney Studios Motion Pictures,"$55,455,687",-,3749,-,"$14,792","$55,455,687",1
2015,48,3,-,Creed,Warner Bros.,"$42,117,349",-,3404,-,"$12,372","$42,117,349",1
2015,48,4,-,Spectre,Sony Pictures Releasing,"$18,223,212",-,3659,-,"$4,980","$176,125,179",-
2015,48,5,-,The Peanuts Movie,Fox,"$13,643,090",-,3089,-,"$4,416","$116,800,562",-
2015,48,6,-,The Night Before,Sony Pictures Releasing,"$11,721,291",-,2960,-,"$3,959","$24,278,827",1
2015,48,7,-,Secret in Their Eyes,STX Entertainment,"$5,894,850",-,2392,-,"$2,464","$13,952,579",1
2015,48,8,-,Spotlight,Open Road Films (II),"$5,639,121",-,897,-,"$6,286","$12,260,141",-
2015,48,9,-,Brooklyn,Fox Searchlight Pictures,"$4,955,195",-,845,-,"$5,864","$7,395,144",-
2015,48,10,-,The Martian,Fox,"$4,446,065",-,1420,-,"$3,131","$218,536,914",-
2015,48,11,-,Love the Coopers,Lionsgate,"$4,281,229",-,2603,-,"$1,644","$20,453,601",-
2015,48,12,-,Victor Frankenstein,Fox,"$3,572,607",-,2797,-,"$1,277","$3,572,607",1
2015,48,13,-,Trumbo,Bleecker Street Media,"$2,002,816",-,617,-,"$3,246","$2,655,086",-
2015,48,14,-,Bridge of Spies,Walt Disney Studios Motion Pictures,"$1,864,731",-,725,-,"$2,572","$67,563,007",-
2015,48,15,-,Tamasha,UTV Motion Pictures,"$1,413,443",-,182,-,"$7,766","$1,413,443",1
2015,48,16,-,Goosebumps,Sony Pictures Releasing,"$999,093",-,1787,-,$559,"$77,700,144",-
2015,48,17,-,The 33,Warner Bros.,"$783,752",-,2452,-,$319,"$11,319,870",-
2015,48,18,-,Hotel Transylvania 2,Sony Pictures Releasing,"$450,342",-,828,-,$543,"$167,157,414",-
2015,48,19,-,Legend,Universal Pictures,"$415,753",-,40,-,"$10,393","$525,735",1
2015,48,20,-,Pan,Warner Bros.,"$399,821",-,365,-,"$1,095","$34,526,664",-
2015,48,21,-,Suffragette,Focus Features,"$339,240",-,517,-,$656,"$4,069,970",-
2015,48,22,-,The Intern,Warner Bros.,"$312,341",-,514,-,$607,"$74,592,313",-
2015,48,23,-,Maze Runner: The Scorch Trials,Fox,"$282,837",-,219,-,"$1,291","$81,179,697",-
2015,48,24,-,Carol,The Weinstein Company,"$270,735",-,4,-,"$67,683","$583,021",1
2015,48,25,-,Everest,Universal Pictures,"$205,530",-,134,-,"$1,533","$43,482,270",-
2015,48,26,-,Sicario,Lionsgate,"$196,507",-,285,-,$689,"$46,062,461",-
2015,48,27,-,The Danish Girl,Focus Features,"$187,318",-,4,-,"$46,829","$187,318",1
2015,48,28,-,Minions,Universal Pictures,"$172,750",-,182,-,$949,"$335,846,465",-
2015,48,29,-,The Visit,Universal Pictures,"$113,250",-,153,-,$740,"$65,206,105",-
2015,48,30,-,By the Sea,Universal Pictures,"$113,235",-,142,-,$797,"$477,819",-
2015,48,31,-,Woodlawn,Pure Flix Entertainment,"$106,177",-,82,-,"$1,294","$14,201,575",-
2015,48,32,-,The Last Witch Hunter,Lionsgate,"$86,700",-,624,-,$138,"$26,983,145",-
2015,48,33,-,Steve Jobs,Universal Pictures,"$67,335",-,126,-,$534,"$17,703,103",-
2015,48,34,-,My All-American,Clarius Entertainment,"$59,000",-,48,-,-,"$2,246,000",-
2015,48,35,-,Black Mass,Warner Bros.,"$42,662",-,160,-,$266,"$62,563,543",-
2015,48,36,-,Burnt,The Weinstein Company,"$40,411",-,77,-,$524,"$13,539,719",-
2015,48,37,-,Rock the Kasbah,Open Road Films (II),"$18,225",-,189,-,$96,"$3,020,664",-
2015,48,38,-,Meet the Patels,Alchemy,"$15,601",-,18,-,$866,"$1,691,440",-
2015,48,39,-,Remember,Entertainment One,"$14,032",-,25,-,$561,"$471,803",-
2015,48,40,-,The Man in 3B,Freestyle Releasing,"$12,092",-,15,-,$806,"$279,306",-
2015,48,41,-,Crimson Peak,Universal Pictures,"$11,265",-,184,-,$61,"$31,090,320",-
2015,48,42,-,Carter High,-,"$10,526",-,11,-,$956,"$232,594",-
2015,48,43,-,Our Brand Is Crisis,Warner Bros.,"$6,543",-,50,-,$130,"$6,956,227",-
2015,48,44,-,Once I Was a Beehive,Purdie Distribution,"$4,659",-,10,-,$465,"$732,546",-
2015,48,45,-,Big Stone Gap,-,"$4,345",-,10,-,$434,"$979,872",-
2015,48,46,-,Gabo: The Creation of Gabriel Garcia Marquez,Icarus Films,$760,-,1,-,$760,"$6,595",-
2015,48,47,-,No Escape,The Weinstein Company,$653,-,6,-,$108,"$27,288,872",-
2015,48,48,-,Pawn Sacrifice,Bleecker Street Media,$297,-,3,-,$99,"$2,428,414",-
