year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,10,1,-,300: Rise of an Empire,Warner Bros.,"$45,038,460",-,3470,-,"$12,979","$45,038,460",1
2014,10,2,-,Mr. Peabody & Sherman,Fox,"$32,207,057",-,3934,-,"$8,186","$32,207,057",1
2014,10,3,1,Non-Stop,Universal Pictures,"$15,829,605",-45.2%,3113,+23,"$5,085","$52,568,530",2
2014,10,4,3,The Lego Movie,Warner Bros.,"$10,911,385",-47.6%,3290,-480,"$3,316","$224,877,997",5
2014,10,5,2,Son of God,Fox,"$10,379,335",-59.5%,3271,+11,"$3,173","$41,874,230",2
2014,10,6,5,The Monuments Men,Sony Pictures Releasing,"$3,074,647",-37.8%,2001,-1001,"$1,536","$70,576,290",5
2014,10,7,4,3 Days to Kill,Relativity Media,"$3,009,910",-39.2%,2348,-524,"$1,281","$25,504,127",3
2014,10,8,8,Frozen,Walt Disney Studios Motion Pictures,"$2,954,554",-18.6%,1660,-86,"$1,779","$392,994,668",16
2014,10,9,18,12 Years a Slave,Fox Searchlight Pictures,"$2,110,812",+116.3%,1065,+654,"$1,981","$53,042,847",21
2014,10,10,10,Ride Along,Universal Pictures,"$2,024,190",-33.4%,1323,-546,"$1,530","$129,988,270",8
2014,10,11,6,RoboCop,Sony Pictures Releasing,"$2,018,697",-55.2%,1714,-1171,"$1,177","$54,764,805",4
2014,10,12,9,About Last Night,Screen Gems,"$1,653,487",-51.1%,1074,-730,"$1,539","$46,501,877",4
2014,10,13,7,Pompeii,Concorde Film,"$1,593,629",-63.2%,1658,-1000,$961,"$21,061,657",3
2014,10,14,11,American Hustle,Sony Pictures Releasing,"$1,053,257",-45.2%,605,-340,"$1,740","$148,384,165",13
2014,10,15,19,Gravity,Warner Bros.,"$902,190",+1.4%,384,+44,"$2,349","$271,814,796",23
2014,10,16,13,The Wind Rises2013 Re-release,Walt Disney Studios Motion Pictures,"$901,555",-40.6%,496,-,"$1,817","$3,346,735",3
2014,10,17,-,The Grand Budapest Hotel,Fox Searchlight Pictures,"$811,166",-,4,-,"$202,791","$811,166",1
2014,10,18,15,The Wolf of Wall Street,Paramount Pictures,"$688,931",-43.6%,359,-146,"$1,919","$115,691,788",11
2014,10,19,16,Philomena,The Weinstein Company,"$683,630",-43.4%,670,-427,"$1,020","$35,907,377",16
2014,10,20,25,Dallas Buyers Club,Focus Features,"$618,939",+42.6%,312,+96,"$1,983","$26,188,546",19
2014,10,21,17,Lone Survivor,Universal Pictures,"$420,075",-59.1%,472,-545,$889,"$124,127,331",11
2014,10,22,12,Endless Love,Universal Pictures,"$407,285",-73.3%,536,-1338,$759,"$23,102,075",4
2014,10,23,32,The Hobbit: The Desolation of Smaug,Warner Bros.,"$344,209",+61.5%,333,+118,"$1,033","$257,397,516",13
2014,10,24,20,The Nut Job,Open Road Films (II),"$325,398",-50.8%,490,-262,$664,"$61,399,005",8
2014,10,25,24,Repentance,Lionsgate,"$295,741",-41%,157,+5,"$1,883","$917,838",2
2014,10,26,26,Her,Warner Bros.,"$262,253",-37.7%,155,-95,"$1,691","$24,998,431",12
2014,10,27,22,That Awkward Moment,Focus Features,"$219,169",-60.7%,188,-420,"$1,165","$25,587,795",6
2014,10,28,27,Nebraska,Paramount Pictures,"$185,122",-52.6%,180,-109,"$1,028","$17,467,639",17
2014,10,29,39,Tim's Vermeer,Sony Pictures Classics,"$169,030",+31%,65,+12,"$2,600","$716,186",6
2014,10,30,21,Shaadi Ke Side Effects,Eros International,"$166,062",-71.5%,108,-,"$1,537","$856,323",2
2014,10,31,45,The Great Beauty,Janus Films,"$155,587",+84.6%,77,+29,"$2,020","$2,440,678",17
2014,10,32,14,Anchorman 2: The Legend ContinuesR-Rated Extended Cut,Paramount Pictures,"$155,338",-88.6%,304,-1013,$510,"$2,088,347",2
2014,10,33,30,August: Osage County,The Weinstein Company,"$125,418",-47.6%,196,-150,$639,"$37,304,874",11
2014,10,34,33,The Hunger Games: Catching Fire,Lionsgate,"$118,417",-36.3%,133,-65,$890,"$424,088,260",16
2014,10,35,35,Gloria,Roadside Attractions,"$116,236",-20.6%,76,-26,"$1,529","$1,778,478",7
2014,10,36,53,The Lunchbox2013 Re-release,Sony Pictures Classics,"$114,779",+157.7%,13,+10,"$8,829","$178,619",2
2014,10,37,23,Stalingrad,Sony Pictures Releasing,"$111,507",-78.2%,143,-165,$779,"$869,116",2
2014,10,38,28,Jack Ryan: Shadow Recruit,Paramount Pictures,"$110,670",-59.3%,107,-260,"$1,034","$50,098,704",8
2014,10,39,43,Journey to the South Pacific,IMAX,"$105,476",+0.4%,17,+1,"$6,204","$1,029,267",15
