year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2014,1,1,2,Frozen,Walt Disney Studios Motion Pictures,"$19,575,525",-31.5%,3318,-17,"$5,899","$296,691,729",7
2014,1,2,-,Paranormal Activity: The Marked Ones,Paramount Pictures,"$18,343,611",-,2867,-,"$6,398","$18,343,611",1
2014,1,3,1,The Hobbit: The Desolation of Smaug,Warner Bros.,"$15,675,220",-46%,3730,-198,"$4,202","$229,059,642",4
2014,1,4,5,The Wolf of Wall Street,Paramount Pictures,"$13,230,353",-27.9%,2557,+20,"$5,174","$63,125,467",2
2014,1,5,4,American Hustle,Sony Pictures Releasing,"$12,404,207",-33.7%,2518,+11,"$4,926","$87,923,123",4
2014,1,6,3,Anchorman 2: The Legend Continues,Paramount Pictures,"$10,633,959",-45.9%,3407,-100,"$3,121","$108,713,472",3
2014,1,7,6,Saving Mr. Banks,Walt Disney Studios Motion Pictures,"$8,694,891",-35.4%,2110,-,"$4,120","$58,958,280",4
2014,1,8,7,The Secret Life of Walter Mitty,Fox,"$8,001,717",-37.3%,2922,+13,"$2,738","$45,470,954",2
2014,1,9,8,The Hunger Games: Catching Fire,Lionsgate,"$7,051,309",-29.9%,2143,-172,"$3,290","$407,139,699",7
2014,1,10,11,Grudge Match,Warner Bros.,"$5,325,423",-24.2%,2856,+18,"$1,864","$24,835,480",2
2014,1,11,9,47 Ronin,Universal Pictures,"$5,057,215",-49%,2690,+1,"$1,880","$32,687,680",2
2014,1,12,10,Walking with Dinosaurs 3D,Fox,"$3,740,592",-48.6%,2560,-683,"$1,461","$31,344,185",3
2014,1,13,12,A Madea Christmas,Lionsgate,"$2,912,311",-57.7%,1474,-314,"$1,975","$50,227,277",4
2014,1,14,15,Philomena,The Weinstein Company,"$1,442,960",-18.4%,607,-120,"$2,377","$19,586,311",7
2014,1,15,16,Inside Llewyn Davis,CBS Films,"$1,078,455",-13.7%,156,-5,"$6,913","$6,890,805",5
