year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2011,34,1,1,The Help,Walt Disney Studios Motion Pictures,"$14,536,118",-27.4%,2778,+88,"$5,232","$96,833,423",3
2011,34,2,-,Colombiana,Concorde Film,"$10,408,176",-,2614,-,"$3,981","$10,408,176",1
2011,34,3,2,Rise of the Planet of the Apes,Fox,"$8,867,741",-45%,3374,-97,"$2,628","$148,674,018",4
2011,34,4,-,Don't Be Afraid of the Dark,FilmDistrict,"$8,525,728",-,2760,-,"$3,089","$8,525,728",1
2011,34,5,-,Our Idiot Brother,The Weinstein Company,"$7,011,631",-,2555,-,"$2,744","$7,011,631",1
2011,34,6,3,Spy Kids 4-D: All the Time in the World,-,"$6,007,180",-48.4%,3305,+10,"$1,817","$21,990,229",2
2011,34,7,5,The Smurfs,Sony Pictures Releasing,"$4,754,766",-39.1%,2861,-196,"$1,661","$125,948,234",5
2011,34,8,4,Conan the Barbarian,Lionsgate,"$3,185,094",-68.2%,3015,-,"$1,056","$16,660,669",2
2011,34,9,10,"Crazy, Stupid, Love.",Warner Bros.,"$3,108,178",-35.2%,1577,-363,"$1,970","$69,732,502",5
2011,34,10,6,Fright Night,Walt Disney Studios Motion Pictures,"$3,103,227",-59.8%,3114,-,$996,"$14,281,778",2
2011,34,11,8,30 Minutes or Less,Sony Pictures Releasing,"$2,687,165",-58%,2071,-817,"$1,297","$31,789,438",3
2011,34,12,11,Harry Potter and the Deathly Hallows: Part 2,Warner Bros.,"$2,564,370",-43.2%,1328,-410,"$1,931","$370,805,062",7
2011,34,13,7,Final Destination 5,Warner Bros.,"$2,555,039",-66.8%,2085,-1070,"$1,225","$37,914,984",3
2011,34,14,9,One Day,Focus Features,"$2,516,061",-50.5%,1725,+6,"$1,458","$9,789,523",2
2011,34,15,12,Cowboys & Aliens,Universal Pictures,"$2,377,475",-43.6%,1559,-654,"$1,525","$93,523,950",5
2011,34,16,13,Captain America: The First Avenger,Paramount Pictures,"$2,248,438",-45.4%,1424,-564,"$1,578","$168,770,306",6
2011,34,17,14,The Change-Up,Universal Pictures,"$1,202,440",-57.4%,904,-729,"$1,330","$34,495,575",4
2011,34,18,19,Midnight in Paris,Sony Pictures Classics,"$743,594",+34.7%,652,+394,"$1,140","$51,643,081",15
2011,34,19,18,Transformers: Dark of the Moon,DreamWorks,"$640,253",+5.6%,518,+34,"$1,236","$349,457,208",9
2011,34,20,16,Horrible Bosses,Warner Bros.,"$639,246",-50%,465,-290,"$1,374","$113,815,151",8
2011,34,21,17,Sarah's Key,The Weinstein Company,"$634,242",-17.6%,272,+71,"$2,331","$4,084,749",6
2011,34,22,21,The Guard,Sony Pictures Classics,"$384,699",-8.4%,107,+24,"$3,595","$1,777,900",5
2011,34,23,40,Super 8,Paramount Pictures,"$305,078",+199.5%,242,+156,"$1,260","$126,049,187",12
2011,34,24,25,Mr. Popper's Penguins,Fox,"$261,040",-13.6%,242,-31,"$1,078","$67,029,427",11
2011,34,25,22,Zookeeper,Sony Pictures Releasing,"$242,766",-40.1%,225,-145,"$1,078","$77,185,732",8
2011,34,26,24,Green Lantern,Warner Bros.,"$234,313",-30.1%,222,-20,"$1,055","$115,976,496",11
2011,34,27,23,Cars 2,Walt Disney Studios Motion Pictures,"$234,298",-32.7%,233,-64,"$1,005","$187,360,986",10
2011,34,28,30,Winnie the Pooh,Walt Disney Studios Motion Pictures,"$232,429",+31.4%,372,+78,$624,"$26,067,103",7
2011,34,29,27,Bridesmaids,Universal Pictures,"$227,555",-18.9%,222,-22,"$1,025","$168,048,760",16
2011,34,30,20,Friends with Benefits,Screen Gems,"$213,321",-60%,214,-199,$996,"$55,216,702",6
2011,34,31,26,Kung Fu Panda 2,DreamWorks,"$209,698",-26.3%,194,-43,"$1,080","$164,277,256",14
2011,34,32,31,Senna,-,"$207,146",+30.2%,28,+14,"$7,398","$545,181",3
2011,34,33,28,Pirates of the Caribbean: On Stranger Tides,Walt Disney Studios Motion Pictures,"$193,513",-26.5%,211,-20,$917,"$240,461,924",15
2011,34,34,15,Glee: The 3D Concert Movie,Fox,"$184,627",-89.8%,223,-1759,$827,"$11,686,361",3
2011,34,35,29,Born to Be Wild,Warner Bros.,"$159,828",-22.5%,49,-,"$3,261","$12,125,332",21
2011,34,36,32,The Whistleblower,The Samuel Goldwyn Company,"$120,846",-19.9%,68,+24,"$1,777","$602,577",4
2011,34,37,35,X-Men: First Class,Fox,"$113,522",-13.8%,110,-36,"$1,032","$146,123,667",13
2011,34,38,39,Bad Teacher,Sony Pictures Releasing,"$100,214",-5.6%,75,-25,"$1,336","$98,264,694",10
2011,34,39,34,Another Earth,Fox Searchlight Pictures,"$95,815",-33.3%,94,+7,"$1,019","$1,104,058",6
2011,34,40,33,The Devil's Double,Lionsgate,"$92,324",-37.5%,78,-5,"$1,183","$1,178,056",5
2011,34,41,38,The Tree of Life,Fox Searchlight Pictures,"$82,015",-31.5%,97,+1,$845,"$12,852,427",14
2011,34,42,41,Hubble 3D,Warner Bros.,"$66,602",-29.2%,30,+1,"$2,220","$28,165,195",76
2011,34,43,36,The Hangover Part II,Warner Bros.,"$65,646",-50.1%,128,-65,$512,"$254,302,056",14
2011,34,44,45,Monte Carlo,Fox,"$56,821",-19.1%,91,-16,$624,"$22,900,535",9
2011,34,45,42,Attack the Block,Screen Gems,"$56,813",-31.9%,30,-14,"$1,893","$711,251",5
2011,34,46,44,Buck,IFC Films,"$55,785",-24.6%,79,-3,$706,"$3,795,022",11
2011,34,47,43,Point Blank,Magnolia Pictures,"$44,658",-41.4%,29,-7,"$1,539","$381,067",5
2011,34,48,54,Sea Rex 3D: Journey to a Prehistoric World,3D Entertainment,"$43,549",+21.1%,10,-,"$4,354","$4,074,023",66
2011,34,49,-,Circumstance,Roadside Attractions,"$43,318",-,7,-,"$6,188","$43,318",1
2011,34,50,46,The Trip,IFC Films,"$39,464",-39%,52,-1,$758,"$1,907,987",12
2011,34,51,49,The Names of Love,Music Box Films,"$38,774",-10.9%,22,+2,"$1,762","$378,887",10
2011,34,52,-,Brighton Rock,IFC Films,"$32,774",-,12,-,"$2,731","$32,774",1
2011,34,53,51,The Hedgehog2009 Re-release,NeoClassics Films,"$32,239",-17.9%,12,+6,"$2,686","$95,970",2
2011,34,54,48,Beginners,Focus Features,"$31,144",-44.5%,50,-19,$622,"$5,707,600",13
2011,34,55,37,Aarakshan,Reliance Big Pictures,"$29,586",-75.5%,36,-49,$821,"$629,327",3
2011,34,56,59,Sholem Aleichem: Laughing in the Darkness,International Film Circuit,"$28,295",-6.2%,17,+3,"$1,664","$431,862",8
2011,34,57,47,The Future,Roadside Attractions,"$26,840",-56.8%,22,-9,"$1,220","$398,829",5
2011,34,58,52,Rio,Fox,"$22,988",-39.5%,39,-29,$589,"$143,597,199",20
2011,34,59,-,Higher Ground2011 Re-release,Sony Pictures Classics,"$21,495",-,3,-,"$7,165","$21,495",1
2011,34,60,57,Under the Sea 3D,Warner Bros.,"$21,052",-37.3%,10,-,"$2,105","$28,305,065",133
2011,34,61,50,3-D Sex and Zen: Extreme Ecstasy,China Lion Film Distribution,"$20,056",-52.2%,9,-1,"$2,228","$97,678",3
2011,34,62,-,Redemption Road,Freestyle Releasing,"$19,152",-,26,-,$736,"$19,152",1
2011,34,63,69,The Interrupters,The Cinema Guild,"$17,874",+48.3%,10,+8,"$1,787","$88,318",5
2011,34,64,56,Mozart's Sister,Music Box Films,"$17,737",-47.9%,7,-,"$2,533","$73,586",2
2011,34,65,-,Evidence of a Haunting,Nocturnal Features,"$16,800",-,10,-,"$1,680","$16,800",1
2011,34,66,62,Tabloid,IFC Films,"$16,262",-31.5%,32,+8,$508,"$615,365",7
2011,34,67,64,Terri,ATO Pictures,"$15,198",-33.1%,21,+3,$723,"$601,034",9
2011,34,68,53,Amigo,Variance Films,"$14,637",-60.8%,7,-3,"$2,091","$69,142",2
2011,34,69,76,Incendies,Sony Pictures Classics,"$11,971",+61.6%,8,+4,"$1,496","$2,040,931",19
2011,34,70,65,Snow Flower and the Secret Fan,Fox Searchlight Pictures,"$11,822",-42.3%,15,-22,$788,"$1,318,343",7
2011,34,71,67,Space Station 3D,IMAX,"$11,255",-24.9%,1,-1,"$11,255","$84,217,326",489
2011,34,72,63,A Better Life,Summit Entertainment,"$10,735",-53.4%,31,-34,$346,"$1,754,319",10
2011,34,73,-,Red State,SModcast Pictures,"$10,000",-,1,-,"$10,000","$1,065,000",26
2011,34,74,55,Zindagi Na Milegi Dobara,Eros International,"$9,257",-74.1%,100,-,$92,"$3,076,226",7
2011,34,75,60,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",Sony Pictures Classics,"$7,785",-73.4%,10,-24,$778,"$1,127,448",8
2011,34,76,70,Project Nim,Roadside Attractions,"$7,780",-34.3%,16,+4,$486,"$347,164",8
2011,34,77,74,Magic Trip: Ken Kesey's Search for a Kool Place,Magnolia Pictures,"$7,602",+0.9%,6,-4,"$1,267","$74,748",4
2011,34,78,66,Bellflower,Oscilloscope,"$7,502",-54.5%,7,-1,"$1,071","$101,236",4
2011,34,79,79,Bride Flight2011 Re-release,Music Box Films,"$6,864",+8.2%,10,+1,$686,"$470,224",12
2011,34,80,106,The Man Who Fell to Earth,Rialto Pictures,"$5,523",+464.1%,5,+4,"$1,104","$67,978",10
2011,34,81,86,!Women Art Revolution,Zeitgeist Films,"$4,986",+9.2%,2,-,"$2,493","$41,678",13
2011,34,82,78,"Life, Above All",Sony Pictures Classics,"$4,475",-32.1%,5,+1,$895,"$90,356",7
2011,34,83,83,El Bulli: Cooking in Progress,-,"$4,173",-31.1%,5,+3,$834,"$87,388",5
2011,34,84,87,Insidious,FilmDistrict,"$4,063",-,7,-2,$580,"$53,991,137",22
2011,34,85,68,Gun Hill Road,Motion Film Group,"$3,959",-71.9%,3,-2,"$1,319","$119,567",4
2011,34,86,73,Turtle: The Incredible Journey,Hannover House,"$3,928",-48.3%,3,-3,"$1,309","$355,893",10
2011,34,87,-,The Family Tree,Entertainment One,"$3,658",-,2,-,"$1,829","$3,658",1
2011,34,88,-,Circo,First Run,"$3,597",-,1,-,"$3,597","$77,466",22
2011,34,89,-,Farmageddon,-,"$3,547",-,3,-,"$1,182","$24,854",11
2011,34,90,99,The Tree,Zeitgeist Films,"$3,473",+116.4%,6,+4,$578,"$32,243",7
2011,34,91,75,CornerStore,Shotown Pictures,"$3,416",-54%,2,-,"$1,708","$32,340",3
2011,34,92,122,Pianomania,First Run,"$2,776",+920.6%,2,+1,"$1,388","$24,814",14
2011,34,93,81,Life in a Day,National Geographic Entertainment,"$2,708",-56.8%,5,-5,$541,"$210,032",5
2011,34,94,109,Conan O'Brien Can't Stop,Abramorama,"$2,685",+203%,1,-1,"$2,685","$265,078",10
2011,34,95,71,Page One: Inside the New York Times,Magnolia Pictures,"$2,676",-77.4%,5,-11,$535,"$1,028,693",11
2011,34,96,103,Jig,Screen Media Films,"$2,626",+90.3%,1,-,"$2,626","$163,675",11
2011,34,97,85,The Last Circus,Magnolia Pictures,"$2,284",-52%,2,+1,"$1,142","$10,151",2
2011,34,98,-,Vito Bonafacci,-,"$2,255",-,1,-,"$2,255","$6,026",17
2011,34,99,82,5 Days of War,Anchor Bay Films,"$1,524",-75.6%,1,-1,"$1,524","$10,834",2
2011,34,100,101,The Conspirator,Roadside Attractions,"$1,387",-6.7%,3,-1,$462,"$11,537,958",20
2011,34,101,80,Mysteries of Lisbon,Music Box Films,"$1,354",-78.6%,1,-,"$1,354","$57,908",4
2011,34,102,93,Trollhunter,Magnolia Pictures,"$1,314",-45.4%,4,-1,$328,"$243,757",12
2011,34,103,84,Deep Sea,Warner Bros.,"$1,184",-78.6%,2,-1,$592,"$44,384,344",287
2011,34,104,88,The Perfect Host,Magnolia Pictures,"$1,100",-71.4%,2,-8,$550,"$46,286",9
2011,34,105,91,Passione,Abramorama,"$1,095",-55.4%,1,-2,"$1,095","$187,626",10
2011,34,106,98,Rejoice and Shout,Magnolia Pictures,$888,-51.8%,5,-,$177,"$100,119",13
2011,34,107,89,Everything Must Go,Roadside Attractions,$842,-70%,3,-1,$280,"$2,709,027",16
2011,34,108,-,The Little Traitor,,$833,-,1,-,$833,"$401,438",97
2011,34,109,-,City of Life and Death,Kino International,$791,-,1,-,$791,"$104,596",16
2011,34,110,112,Summer2011 Re-release,The Film Desk,$732,-9%,2,-,$366,"$30,568",12
2011,34,111,97,Singham,Reliance Big Pictures,$721,-61.2%,3,-2,$240,"$349,710",6
2011,34,112,-,Trigun: Badlands Rumble2011 Re-release,Eleven Arts,$698,-,2,-,$349,"$62,027",8
2011,34,113,-,Special Treatment,First Run,$678,-,1,-,$678,$678,1
2011,34,114,77,Over Your Cities Grass Will Grow,-,$671,-89.9%,1,-1,$671,"$32,014",3
2011,34,115,118,The Arbor,Strand Releasing,$666,+15.6%,3,+2,$222,"$21,268",18
2011,34,116,92,Viva Riva!,Music Box Films,$643,-73.3%,1,-1,$643,"$57,925",12
2011,34,117,-,Poema de salvación,CanZion Films,$618,-,1,-,$618,"$914,818",53
2011,34,118,94,T-Rex: Back to the Cretaceous,IMAX,$613,-71.8%,1,-,$613,"$53,226,222",671
2011,34,119,100,The Sleeping Beauty,Strand Releasing,$502,-68.4%,1,-,$502,"$27,885",8
2011,34,120,-,Le Quattro Volte,Lorber Films,$488,-,3,-,$162,"$151,880",22
2011,34,121,-,Nine Nation Animation,The World According to Shorts,$466,-,1,-,$466,"$37,528",48
2011,34,122,114,Bill Cunningham: New York,Zeitgeist Films,$437,-39.7%,1,-,$437,"$1,477,760",24
2011,34,123,119,The Woodmans,Lorber Films,$354,-28%,1,-,$354,"$38,330",32
2011,34,124,105,Leap Year,Strand Releasing,$321,-70.4%,1,-,$321,"$12,156",10
2011,34,125,117,In a Better World,Sony Pictures Classics,$277,-54.2%,1,-1,$277,"$1,006,526",22
2011,34,126,123,Galapagos,IMAX,$231,-8.3%,2,+1,$115,"$17,974,736",618
2011,34,127,125,Road to Nowhere,Monterey Media,$182,+911.1%,2,+1,$91,"$40,027",12
2011,34,128,124,My Perestroika,International Film Circuit,$150,-30.2%,1,-,$150,"$241,289",23
2011,34,129,121,Queen to Play,Zeitgeist Films,$149,-65.5%,1,-,$149,"$478,572",22
2011,34,130,116,The Robber,Kino International,$74,-88.5%,1,-,$74,"$81,277",30
2011,34,131,120,The Greatest Movie Ever Sold,Sony Pictures Classics,$50,-89.6%,1,-,$50,"$638,476",19
