year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2009,15,1,-,Hannah Montana: The Movie,Walt Disney Studios Motion Pictures,"$36,949,154",-,3118,-,"$11,850","$36,949,154",1
2009,15,2,-,Fast & Furious,Universal Pictures,"$29,893,985",-,3472,-,"$8,610","$119,153,175",1
2009,15,3,-,Monsters vs. Aliens,DreamWorks,"$25,191,075",-,4136,-,"$6,090","$143,582,621",-
2009,15,4,-,Observe and Report,Warner Bros.,"$12,119,347",-,2727,-,"$4,444","$12,119,347",1
2009,15,5,-,Knowing2009 Re-release,Summit Entertainment,"$7,159,317",-,2925,-,"$2,447","$68,495,434",-
2009,15,6,-,"I Love You, Man",DreamWorks,"$6,979,595",-,2643,-,"$2,640","$59,564,024",-
2009,15,7,-,The Haunting in Connecticut2009 Re-release,Lionsgate,"$6,602,878",-,2721,-,"$2,426","$47,190,243",-
2009,15,8,-,Dragonball Evolution,Fox,"$5,278,423",-,2181,-,"$2,420","$5,278,423",1
2009,15,9,-,Adventureland,Miramax,"$3,754,832",-,1876,-,"$2,001","$11,772,123",1
2009,15,10,-,Duplicity,Universal Pictures,"$3,280,775",-,1965,-,"$1,669","$37,132,370",-
2009,15,11,-,Race to Witch Mountain,Walt Disney Studios Motion Pictures,"$2,239,571",-,2172,-,"$1,031","$62,295,034",-
2009,15,12,-,Sunshine Cleaning,Overture Films,"$1,895,544",-,598,-,"$3,169","$7,314,801",-
2009,15,13,-,Taken,Fox,"$1,195,885",-,872,-,"$1,371","$141,220,642",-
2009,15,14,-,12 Rounds,Fox,"$887,165",-,908,-,$977,"$10,847,829",-
2009,15,15,-,The Last House on the Left,Universal Pictures,"$651,035",-,623,-,"$1,045","$31,794,770",-
2009,15,16,-,Watchmen,Warner Bros.,"$620,756",-,453,-,"$1,370","$106,484,772",-
2009,15,17,-,Paul Blart: Mall Cop,Sony Pictures Releasing,"$596,019",-,514,-,"$1,159","$143,956,523",-
2009,15,18,-,Under the Sea 3D,Warner Bros.,"$372,934",-,43,-,"$8,672","$5,412,286",-
2009,15,19,-,Sin Nombre,Focus Features,"$362,768",-,65,-,"$5,581","$836,262",-
2009,15,20,-,Slumdog Millionaire,Fox Searchlight Pictures,"$316,961",-,306,-,"$1,035","$140,785,786",-
2009,15,21,-,Hotel for Dogs,DreamWorks,"$274,396",-,347,-,$790,"$72,010,015",-
2009,15,22,-,Gran Torino,Warner Bros.,"$239,996",-,237,-,"$1,012","$146,586,608",-
2009,15,23,-,Madea Goes to Jail,Lionsgate,"$227,682",-,326,-,$698,"$90,323,311",-
2009,15,24,-,Coraline,Focus Features,"$206,817",-,233,-,$887,"$74,574,118",-
2009,15,25,-,He's Just Not That Into You,Warner Bros.,"$157,560",-,156,-,"$1,010","$93,158,098",-
2009,15,26,-,The Reader,The Weinstein Company,"$116,735",-,132,-,$884,"$34,018,145",-
2009,15,27,-,Push,Summit Entertainment,"$114,781",-,162,-,$708,"$31,518,112",-
2009,15,28,-,The Curious Case of Benjamin Button,Paramount Pictures,"$92,998",-,156,-,$596,"$127,403,901",-
2009,15,29,-,Goodbye Solo,Roadside Attractions,"$71,379",-,11,-,"$6,489","$165,574",-
2009,15,30,-,The Wrestler,Fox Searchlight Pictures,"$50,381",-,78,-,$645,"$26,142,362",-
2009,15,31,-,Friday the 13th,Warner Bros.,"$49,021",-,112,-,$437,"$64,964,815",-
2009,15,32,-,Bride Wars,Fox,"$42,326",-,66,-,$641,"$58,643,657",-
2009,15,33,-,Last Chance Harvey,Overture Films,"$38,835",-,35,-,"$1,109","$14,844,518",-
2009,15,34,-,Defiance,Paramount Vantage,"$32,563",-,47,-,$692,"$28,555,778",-
2009,15,35,-,Street Fighter: The Legend of Chun-Li,Fox,"$32,368",-,34,-,$952,"$8,697,304",-
2009,15,36,-,Royal Kill,21st Century Film Production,"$28,149",-,5,-,"$5,629","$28,149",1
2009,15,37,-,Marley & Me,Fox,"$23,548",-,48,-,$490,"$143,129,024",-
2009,15,38,-,Fanboys,The Weinstein Company,"$17,125",-,32,-,$535,"$673,406",-
2009,15,39,-,Enlighten Up!,Balcony Releasing,"$11,071",-,1,-,"$11,071","$72,413",-
2009,15,40,-,Alien Trespass,Roadside Attractions,"$10,717",-,22,-,$487,"$72,870",1
2009,15,41,-,Crossing Over,The Weinstein Company,"$10,453",-,21,-,$497,"$447,065",-
2009,15,42,-,Milk,Focus Features,"$10,422",-,13,-,$801,"$31,838,727",-
2009,15,43,-,Bart Got a Room,Anchor Bay Films,"$9,249",-,4,-,"$2,312","$51,443",1
2009,15,44,-,Miss March,Fox Searchlight Pictures,"$5,336",-,14,-,$381,"$4,535,395",-
2009,15,45,-,Between Love & Goodbye,Embrem Entertainment,"$1,989",-,2,-,$994,"$16,783",-
2009,15,46,-,Throw Down Your Heart,Argot Pictures,"$1,671",-,1,-,"$1,671","$14,166",-
2009,15,47,-,Were the World Mine,-,"$1,374",-,1,-,"$1,374","$122,219",-
2009,15,48,-,Valkyrie,United Artists,$818,-,7,-,$116,"$83,077,586",-
2009,15,49,-,Made in U.S.A,Rialto Pictures,$686,-,1,-,$686,"$80,579",-
