year,week,Rank,LW,Release,Distributor,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks
2008,34,1,1,Tropic Thunder,DreamWorks,"$16,272,195",-37%,3352,+33,"$4,854","$65,839,915",2
2008,34,2,-,The House Bunny,Sony Pictures Releasing,"$14,533,702",-,2714,-,"$5,355","$14,533,702",1
2008,34,3,-,Death Race,Universal Pictures,"$12,621,090",-,2532,-,"$4,984","$12,621,090",1
2008,34,4,2,The Dark Knight,Warner Bros.,"$10,542,424",-35.6%,3163,-427,"$3,333","$489,416,885",6
2008,34,5,3,Star Wars: The Clone Wars,Warner Bros.,"$5,661,456",-61.3%,3452,-,"$1,640","$24,999,054",2
2008,34,6,5,Pineapple Express,Sony Pictures Releasing,"$5,452,163",-44.4%,2620,-452,"$2,080","$73,780,191",3
2008,34,7,4,Mirrors,Fox,"$5,010,663",-55.1%,2664,-,"$1,880","$20,211,066",2
2008,34,8,7,Mamma Mia!,Universal Pictures,"$4,314,840",-29.2%,2326,-445,"$1,855","$124,469,900",6
2008,34,9,6,The Mummy: Tomb of the Dragon Emperor,Universal Pictures,"$4,177,950",-49.1%,2422,-941,"$1,725","$93,921,245",4
2008,34,10,-,The Longshots,-,"$4,080,687",-,2089,-,"$1,953","$4,080,687",1
2008,34,11,10,Vicky Cristina Barcelona,-,"$3,005,031",-20%,692,-,"$4,342","$8,571,505",2
2008,34,12,8,The Sisterhood of the Traveling Pants 2,Warner Bros.,"$2,807,076",-51.5%,2170,-544,"$1,293","$38,319,055",3
2008,34,13,-,The Rocker,Fox,"$2,636,048",-,2784,-,$946,"$3,686,460",1
2008,34,14,9,Step Brothers,Sony Pictures Releasing,"$2,301,992",-52.1%,1639,-1009,"$1,404","$95,586,358",5
2008,34,15,11,Journey to the Center of the Earth,Warner Bros.,"$2,188,254",-34.6%,1051,-354,"$2,082","$91,871,213",7
2008,34,16,12,Fly Me to the Moon 3D,Summit Entertainment,"$1,422,547",-25.1%,540,+88,"$2,634","$4,172,139",2
2008,34,17,13,WALL·E,Walt Disney Studios Motion Pictures,"$965,559",-47.4%,785,-618,"$1,230","$216,252,003",9
2008,34,18,20,Bottle Shock,Freestyle Releasing,"$651,671",+66.1%,324,+207,"$2,011","$1,671,490",3
2008,34,19,14,Hancock,Sony Pictures Releasing,"$643,128",-62.6%,588,-689,"$1,093","$226,357,065",8
2008,34,20,25,Kung Fu Panda,DreamWorks,"$579,281",+104.2%,437,+173,"$1,325","$212,685,098",12
2008,34,21,46,Elegy,The Samuel Goldwyn Company,"$492,268",+802.6%,92,+86,"$5,350","$739,357",3
2008,34,22,-,Hamlet 2,Focus Features,"$439,925",-,103,-,"$4,271","$439,925",1
2008,34,23,18,Brideshead Revisited,Miramax,"$428,230",-42.1%,444,-57,$964,"$5,486,995",5
2008,34,24,17,Space Chimps,Fox,"$404,046",-47.9%,467,-301,$865,"$28,378,680",6
2008,34,25,26,Tell No One,Music Box Films,"$344,109",+25%,101,+5,"$3,407","$3,778,035",8
2008,34,26,16,Henry Poole Is Here,Overture Films,"$313,931",-61%,506,-21,$620,"$1,461,717",2
2008,34,27,15,Swing Vote,Walt Disney Studios Motion Pictures,"$300,014",-73.6%,372,-909,$806,"$15,458,183",4
2008,34,28,19,Hellboy II: The Golden Army,Universal Pictures,"$255,970",-52.7%,286,-195,$895,"$75,108,440",7
2008,34,29,23,Iron Man,Paramount Pictures,"$243,342",-28.7%,257,-58,$946,"$317,473,452",17
2008,34,30,21,Wanted,Universal Pictures,"$220,985",-40.1%,254,-113,$870,"$133,734,905",9
2008,34,31,29,Man on Wire,Magnolia Pictures,"$206,584",-3.6%,74,+5,"$2,791","$1,125,349",5
2008,34,32,31,Sea Monsters: A Prehistoric Adventure,National Geographic Entertainment,"$201,909",-0.5%,46,-,"$4,389","$18,241,417",47
2008,34,33,45,Frozen River,Sony Pictures Classics,"$147,116",+146.6%,41,+26,"$3,588","$431,865",4
