Name,STARmeter,Known for
Alex Gibney Himself - Narrator (voice)  Himself - Narrator (voice)  See fewer,Members only,Enron: The Smartest Guys in the Room (2005)
"Eliot Spitzer Himself - Former Governor, New York  Himself - Former Governor, New York  See fewer",Members only,Maxed Out (2006)
Hulbert Waldroup Himself - Painter  Himself - Painter  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Lloyd Constantine Himself - Former Spitzer Advisor  Himself - Former Spitzer Advisor  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
"Peter Elkind Himself - Author, Rough Justice: The Rise and Fall of Eliot Spitzer  Himself - Author, Rough Justice: The Rise and Fall of Eliot Spitzer  See fewer",Members only,Enron: The Smartest Guys in the Room (2005)
Darren Dopp Himself - Spitzer Communications Director  Himself - Spitzer Communications Director  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Zana Brazdek Herself - Formerly of Emperors Club VIP  Herself - Formerly of Emperors Club VIP  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Natalia Herself - Former Escort  Herself - Former Escort  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Ashley Dupré Herself - Escort (archive footage)  Herself - Escort (archive footage)  See fewer,Members only,Entertainment Tonight (1981)
David Brown Himself - Former Spitzer Staff Lawyer  Himself - Former Spitzer Staff Lawyer  See fewer,Members only,Independent Lens (1999)
"Noreen Harrington Herself - Former Executive, Stern Asset Management  Herself - Former Executive, Stern Asset Management  See fewer",Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Wrenn Schmidt Angelina  Angelina  See fewer,Members only,The Looming Tower (2018)
"Kenneth Langone Himself - Chairman & CEO, Invemed Associates (as Ken Langone)  Himself - Chairman & CEO, Invemed Associates (as Ken Langone)  See fewer",Members only,Squawk Box (1995)
Hank Greenberg Himself - Former Chairman and CEO AIG (as Maurice 'Hank' Greenberg)  Himself - Former Chairman and CEO AIG (as Maurice 'Hank' Greenberg)  See fewer,Members only,Cavuto on Business (2000)
Richard Beattie Himself - Legal Counsel to the Independent Directors of AIG  Himself - Legal Counsel to the Independent Directors of AIG  See fewer,Members only,Bloomberg Game Changers (2010)
John Houldsworth Himself - Former CEO of Gen Re Subsidiary (archive footage)  Himself - Former CEO of Gen Re Subsidiary (archive footage)  See fewer,Members only,
Elizabet Monrad Herself - Former CFO of Gen Re (archive footage)  Herself - Former CFO of Gen Re (archive footage)  See fewer,Members only,
Robert Graham Himself - Former Gen Re Counsel (archive footage)  Himself - Former Gen Re Counsel (archive footage)  See fewer,Members only,
John C. Whitehead Himself - Former Chairman Goldman Sachs (as John Whitehead)  Himself - Former Chairman Goldman Sachs (as John Whitehead)  See fewer,Members only,The Good Shepherd (2006)
"Cecil Suwal Herself - Former CEO, Emperors Club VIP  Herself - Former CEO, Emperors Club VIP  See fewer",Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Jimmy Siegel Himself - Media Consultant  Himself - Media Consultant  See fewer,Members only,Icon AOL BroadBand (2003)
Kristian Stiles Himself - National Finance Director to Eliot Spitzer  Himself - National Finance Director to Eliot Spitzer  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Fred Dicker Himself - New York Post State Editor  Himself - New York Post State Editor  See fewer,Members only,A Stadium Story: The Battle for New York's Last Frontier (2006)
"Joe Bruno Himself - NY Senate Majority Leader, 1994-2008 (as Joe Bruno)  Himself - NY Senate Majority Leader, 1994-2008 (as Joe Bruno)  See fewer",Members only,Addiction Incorporated (2011)
Michael Balboni Himself - Deputy Secretary for Public Safety to Governor Spitzer  Himself - Deputy Secretary for Public Safety to Governor Spitzer  See fewer,Members only,My Cross to Bear (2013)
Roger Stone Himself - Political Consultant  Himself - Political Consultant  See fewer,Members only,Get Me Roger Stone (2017)
"Scott Horton Himself - Professor, Columbia Law School  Himself - Professor, Columbia Law School  See fewer",Members only,Atticus v. The Architect: The Political Assassination of Don Siegelman (2017)
Karen Finley Herself - Performance Artist  Herself - Performance Artist  See fewer,Members only,Philadelphia (1993)
Kim Allen Times Square Lip-Sync Singer  Times Square Lip-Sync Singer  See fewer,Members only,LBJ (2016)
Michael Schwendemann Trumpet Player (as Michael Schwendeman)  Trumpet Player (as Michael Schwendeman)  See fewer,Members only,Godfather of Harlem (2019)
Laura Somma Ashley Dupré  Ashley Dupré  See fewer,Members only,Client 9: The Rise and Fall of Eliot Spitzer (2010)
Maria Bartiromo Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Members only,Arbitrage (2012)
Henry Blodget Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,League of Millions (2016)
Bill Clinton Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The President Is Missing
Stephen Colbert Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The Daily Show (1996)
Katie Couric Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Members only,Zoolander 2 (2016)
Penélope Cruz Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Top 5000,Vicky Cristina Barcelona (2008)
Andrew Cuomo Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Breslin and Hamill: Deadline Artists (2018)
Kristin Davis Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Members only,Inside Job (2010)
John Edwards Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The Daily Show (1996)
Newt Gingrich Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,We Have the Power (2009)
Rudy Giuliani Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Anger Management (2003)
Richard Grasso Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Left Behind III: World at War (2005)
Jack Grubman Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,
Michael Jordan Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Space Jam (1996)
John Kerry Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Cheers (1982)
Steve Kroft Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Small Time Crooks (2000)
Monica Lewinsky Herself (archive footage) (uncredited)  Herself (archive footage) (uncredited)  See fewer,Members only,15 Minutes of Shame
