Name,STARmeter,Known for
Kelen Coleman Lily  Lily  See fewer,Top 5000,The Newsroom (2012)
Kevin Alejandro Mike  Mike  See fewer,Top 5000,Arrow (2012)
Louise Fletcher Claire  Claire  See fewer,Top 5000,One Flew Over the Cuckoo's Nest (1975)
Rus Blackwell Christian  Christian  See fewer,Members only,Banshee (2013)
Lucas Beck Thomas  Thomas  See fewer,Members only,Devils Racecourse (2009)
Lucius Baston Officer Hall  Officer Hall  See fewer,Members only,The Underground Railroad
Amy LoCicero Jennifer  Jennifer  See fewer,Members only,Drop Dead Diva (2009)
Sarah Sculco Michele  Michele  See fewer,Members only,Exhume (II) (2017)
Rachel Durose Haley (as Rachel DuRose)  Haley (as Rachel DuRose)  See fewer,Members only,The Deepest Cut (2015)
Avis-Marie Barnes Susan  Susan  See fewer,Members only,Jeepers Creepers (2001)
Hank Stone Maxwell  Maxwell  See fewer,Members only,The Punisher (2004)
Christina Bach Gabriella (as Christina Bach Norman)  Gabriella (as Christina Bach Norman)  See fewer,Members only,Mr. Mercedes (2017)
Carlos Navarro Todd  Todd  See fewer,Members only,The Walking Dead (2010)
Amy Dionne Cherise (as Amy Hicks-Bevly)  Cherise (as Amy Hicks-Bevly)  See fewer,Members only,Cloak & Dagger (2018)
Janine Klein Mother  Mother  See fewer,Members only,Disaster! A Major Motion Picture Ride... Starring You! (2008)
Garrett Boyle Boy  Boy  See fewer,Members only,The Sacred (2009)
Beth Marshall Amity / Corrie  Amity / Corrie  See fewer,Members only,Scooter (2019)
Dennis Neal Detective Hubbard  Detective Hubbard  See fewer,Members only,Wild Things (1998)
Randy Molnar Professor Randall  Professor Randall  See fewer,Members only,Dasavatharam (2008)
Dawn Davis Teacher  Teacher  See fewer,Members only,America's Most Wanted: America Fights Back (1988)
Tracy Wiu Reporter  Reporter  See fewer,Members only,Robo-Dog (2015)
J. LaRose Heath  Heath  See fewer,Members only,The Righteous Gemstones (2019)
Amelia Bryant Classroom Girl #1  Classroom Girl #1  See fewer,Members only,Do I Remember (2014)
Skyler Poiley Classroom Girl #2  Classroom Girl #2  See fewer,Members only,Last Shift (I) (2014)
Mark Silverberg Bus Driver  Bus Driver  See fewer,Members only,The Pied Pipers (2013)
Hannah DeVane Onlooker #1  Onlooker #1  See fewer,Members only,Cassadaga (2011)
Julio Astacio Pallbearer  Pallbearer  See fewer,Members only,The Fury's Prey (2006)
Mark Chandler Pallbearer  Pallbearer  See fewer,Members only,Last Shift (I) (2014)
Christine LaRose Interpreter  Interpreter  See fewer,Members only,The Tenant (2010)
Lucas Mullen Mangled Boy  Mangled Boy  See fewer,Members only,Cassadaga (2011)
Brooke Lawless Nude Model  Nude Model  See fewer,Members only,Cassadaga (2011)
Garrett Harrison Baseball Pitcher  Baseball Pitcher  See fewer,Members only,Robodoc (2009)
Tom Lehm Outfielder  Outfielder  See fewer,Members only,Cassadaga (2011)
Kay Lopez Koralisse Mom  Mom  See fewer,Members only,Our Family Holiday
Mary Lankford Poiley Colette Morel (as Mary Lankford)  Colette Morel (as Mary Lankford)  See fewer,Members only,Last Shift (I) (2014)
Brooke Bezick Art Student (uncredited)  Art Student (uncredited)  See fewer,Members only,Who Is the Bloodiest Royal?
Ashley Brown Student (uncredited)  Student (uncredited)  See fewer,Members only,Grace Is Gone (2019)
Joseph Harmon Brown Student (uncredited)  Student (uncredited)  See fewer,Members only,Until Tomorrow (2014)
Bryce Brozovich Elementary school student (uncredited)  Elementary school student (uncredited)  See fewer,Members only,Dusk (2007)
L.J. Grillo Math Teacher (uncredited)  Math Teacher (uncredited)  See fewer,Members only,Sleepwalker (2012)
Da'Zhaun Hicks 4th Grade Classroom Student (uncredited)  4th Grade Classroom Student (uncredited)  See fewer,Members only,A Beautiful Belly (2011)
Kristine Huit School worker (uncredited)  School worker (uncredited)  See fewer,Members only,Wasband (2011)
Nicolette Huit 4th Grader (uncredited)  4th Grader (uncredited)  See fewer,Members only,Nova Road (2014)
Eva Marie Lardani Mom (uncredited)  Mom (uncredited)  See fewer,Members only,Juxed (2011)
Jennifer Lonardo Parent (uncredited)  Parent (uncredited)  See fewer,Members only,Stories of the Paranormal: It Came in the Night (2012)
Mindy D Marin Mom (uncredited)  Mom (uncredited)  See fewer,Members only,37 (2014)
Raven Daria Megna Student (uncredited)  Student (uncredited)  See fewer,Members only,La Fleur De Mai (2011)
Sophie Rhoads Fainting Girl (uncredited)  Fainting Girl (uncredited)  See fewer,Members only,A Beautiful Belly (2011)
Moises Sevilla Bar Patron (uncredited)  Bar Patron (uncredited)  See fewer,Members only,Home Sweet Hoboken (2001)
Doris Steadman Art Student (uncredited)  Art Student (uncredited)  See fewer,Members only,Kindred (I) (2011)
Jermaine Thomas Art Student (uncredited)  Art Student (uncredited)  See fewer,Members only,Behind the Movement (2018)
Steve Wickersham School Teacher (uncredited)  School Teacher (uncredited)  See fewer,Members only,Break the Stage (2019)
Nickolas Wolf 4th Grader (uncredited)  4th Grader (uncredited)  See fewer,Members only,Necessary Roughness (2011)
