Name,STARmeter,Known for
Lou Taylor Pucci Danny  Danny  See fewer,Top 5000,You (2018)
Chris Pine Brian  Brian  See fewer,Top 500,Star Trek (2009)
Piper Perabo Bobby  Bobby  See fewer,Top 5000,Coyote Ugly (2000)
Emily VanCamp Kate  Kate  See fewer,Top 5000,Revenge (2011)
Christopher Meloni Frank  Frank  See fewer,Top 5000,Man of Steel (2013)
Kiernan Shipka Jodie  Jodie  See fewer,Top 500,Mad Men (2007)
Ron McClary Preacher (voice)  Preacher (voice)  See fewer,Members only,The Drop (2014)
Mark Moses Doctor  Doctor  See fewer,Members only,Platoon (1986)
Josh Berry Survivalist  Survivalist  See fewer,Members only,Three Burials (2005)
Tim D. Janis Survivalist (as Tim Janis)  Survivalist (as Tim Janis)  See fewer,Members only,Dreamland (I) (2019)
Dale Malley Survivalist  Survivalist  See fewer,Members only,Wild Bill (2002)
Dylan Kenin Tom  Tom  See fewer,Members only,Sicario (2015)
LeAnne Lynch Rose  Rose  See fewer,Members only,Crazy Heart (2009)
Jan Cunningham Passenger  Passenger  See fewer,Members only,The Righteous and the Wicked (2010)
Mary Peterson Laura Merkin (voice)  Laura Merkin (voice)  See fewer,Members only,Law & Order (1990)
Sequoyah Adams-Rice Sick Child (uncredited)  Sick Child (uncredited)  See fewer,Members only,Debt to Society (2012)
Brighid Fleming Sick child (uncredited)  Sick child (uncredited)  See fewer,Members only,Dog with a Blog (2012)
