Name,STARmeter,Known for
Mischa Barton Jessie Parker  Jessie Parker  See fewer,Top 5000,The O.C. (2003)
Devon Sawa Travis  Travis  See fewer,Top 5000,Final Destination (2000)
Michael Clarke Duncan Addison  Addison  See fewer,Top 5000,The Green Mile (1999)
J. Michael Trautmann Eli Driggers  Eli Driggers  See fewer,Members only,Here Comes the Boom (2012)
Nick Jandl Brandon  Brandon  See fewer,Members only,Nashville (2012)
Stuart Stone Nick  Nick  See fewer,Members only,Donnie Darko (2001)
Alanna Janell Tammy (as Alanna Romansky)  Tammy (as Alanna Romansky)  See fewer,Members only,The Last Witch Hunter (2015)
Morgan Wolk Dian  Dian  See fewer,Members only,Criminal Activities (2015)
Annie Kitral Bruja  Bruja  See fewer,Members only,Jack Reacher (2012)
Patrick de Ledebur Devon (as Patrick De Ledebur)  Devon (as Patrick De Ledebur)  See fewer,Members only,The Perks of Being a Wallflower (2012)
Matthew Willig Vince (as Matt Willig)  Vince (as Matt Willig)  See fewer,Top 5000,We're the Millers (2013)
Brenden Meers Alex  Alex  See fewer,Members only,The Avengers (2012)
Jason McCune Sheriff Kent  Sheriff Kent  See fewer,Members only,Jack Reacher (2012)
Sean Derry Carl  Carl  See fewer,Members only,Unstoppable (2010)
Larry Meyers Mr. Doyle  Mr. Doyle  See fewer,Members only,A Resurrection (2013)
Mary Rawson Mrs. Doyle  Mrs. Doyle  See fewer,Members only,The Road (I) (2009)
Jeff Hochendoner Coach  Coach  See fewer,Members only,I Am Number Four (2011)
Bill Laing Crazy Old Man  Crazy Old Man  See fewer,Members only,The Mothman Prophecies (2002)
Rohn Thomas Preist  Preist  See fewer,Members only,The West Wing (1999)
Antonio Costa Ignacio  Ignacio  See fewer,Members only,Cielito lindo (2010)
Sarah Vorhees Wendel Mary (as Sarah Vorhees)  Mary (as Sarah Vorhees)  See fewer,Members only,Divergent (2014)
Alonzo Vorhees Spanish Farmer (as Alonzo Jimenez)  Spanish Farmer (as Alonzo Jimenez)  See fewer,Members only,A Resurrection (2013)
Tyler Courtad Student (uncredited)  Student (uncredited)  See fewer,Members only,One for the Money (2012)
Scott Ledbetter 1940's G-Man (uncredited)  1940's G-Man (uncredited)  See fewer,Members only,Need for Speed (2014)
Laura Welsh Grieving Cousin (uncredited)  Grieving Cousin (uncredited)  See fewer,Members only,The Greenman (2011)
