Name,STARmeter,Known for
Michiel Huisman Ismail  Ismail  See fewer,Top 5000,The Age of Adaline (2015)
Hera Hilmar Lillie  Lillie  See fewer,Top 5000,Two Birds (2008)
Josh Hartnett Jude  Jude  See fewer,Top 5000,Lucky Number Slevin (2006)
Ben Kingsley Woodruff  Woodruff  See fewer,Top 5000,Sexy Beast (2000)
Haluk Bilginer Khalil Bey  Khalil Bey  See fewer,Members only,Winter Sleep (2014)
Affif Ben Badra Christapor  Christapor  See fewer,Members only,Unleashed (2005)
Paul Barrett Mr. Rowe  Mr. Rowe  See fewer,Members only,Transporter 3 (2008)
Jessica Turner Mrs. Rowe  Mrs. Rowe  See fewer,Members only,Tess of the D'Urbervilles (2008)
Peter Hosking Mr. Clemson  Mr. Clemson  See fewer,Members only,Last Knights (2015)
Selçuk Yöntem Melih Pasha  Melih Pasha  See fewer,Members only,Cars of the Revolution (2008)
Eliska Slansky Aghavni  Aghavni  See fewer,Members only,In the Cold (2017)
Hasan Say Ahmet  Ahmet  See fewer,Members only,Hababam Sinifi Yeniden (2019)
Deniz Kilic Flak Zoya  Zoya  See fewer,Members only,The Ottoman Lieutenant (2017)
Aysen Sümercan Aghavni's Grandmother  Aghavni's Grandmother  See fewer,Members only,Son (2012)
Murat Seven Leader  Leader  See fewer,Members only,Love Me (2017)
Bree Welch Admission Nurse  Admission Nurse  See fewer,Members only,Crossing Lines (2013)
Brian Caspe Doctor  Doctor  See fewer,Members only,Mission: Impossible - Ghost Protocol (2011)
Joe Weintraub Orderly  Orderly  See fewer,Members only,Unlocked (I) (2017)
Ephraim Goldin Laborer  Laborer  See fewer,Members only,Running Scared (2006)
Tzvi Shmilovich Shepherd  Shepherd  See fewer,Members only,Fucked (II) (2012)
Frederick Preston Screaming boy  Screaming boy  See fewer,Members only,The Zookeeper's Wife (2017)
Begum Burian Nurse  Nurse  See fewer,Members only,Unlocked (I) (2017)
Ayse Eldek  Actress (voice)  Actress (voice)  See fewer,Members only,Oh Boy (2007)
Adriana Hercigonja Nurse  Nurse  See fewer,Members only,Whiskey Cavalier (2019)
Sy Ozcan Voice Actor (voice)  Voice Actor (voice)  See fewer,Members only,Hazel & Louis: Animal Agents (2015)
Ali Riza Sahenk First Brigand  First Brigand  See fewer,Members only,Non-Transferable (2017)
Lucie Vajnerová  Actress  Actress  See fewer,Members only,Satisfaction 1720 (2016)
