Name,STARmeter,Known for
Toby Irvine Young Pip  Young Pip  See fewer,Members only,Great Expectations (2012)
Ralph Fiennes Magwitch  Magwitch  See fewer,Top 5000,The Grand Budapest Hotel (2014)
Jason Flemyng Joe Gargery  Joe Gargery  See fewer,Top 5000,The Curious Case of Benjamin Button (2008)
Sally Hawkins Mrs. Joe  Mrs. Joe  See fewer,Top 5000,The Shape of Water (2017)
William Ellis Compeyson  Compeyson  See fewer,Members only,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors (2007)
David Walliams Mr. Pumblechook  Mr. Pumblechook  See fewer,Members only,Little Britain (2003)
Bernice Stegers Mrs. Hubble  Mrs. Hubble  See fewer,Members only,Four Weddings and a Funeral (1994)
Tim Freeman Mr. Wopsle  Mr. Wopsle  See fewer,Members only,House on Elm Lake (2017)
Alan Rushton Mr. Hubble  Mr. Hubble  See fewer,Members only,Rogue One: A Star Wars Story (2016)
Sheila Simpson Mrs. Wopsle  Mrs. Wopsle  See fewer,Members only,Great Expectations (2012)
Ralph Ineson Sergeant  Sergeant  See fewer,Top 5000,The Witch (2015)
Steve Morphew Soldier  Soldier  See fewer,Members only,Kingsman: The Secret Service (2014)
Helena Barlow Young Estella  Young Estella  See fewer,Members only,Harry Potter and the Deathly Hallows: Part 2 (2011)
Richard James Cousin Raymond  Cousin Raymond  See fewer,Members only,The Wolfman (2010)
Roberta Burton Mrs. Raymond  Mrs. Raymond  See fewer,Members only,Great Expectations (2012)
Helena Bonham Carter Miss Havisham  Miss Havisham  See fewer,Top 500,Sweeney Todd: The Demon Barber of Fleet Street (2007)
Bebe Cave Young Biddy  Young Biddy  See fewer,Members only,Tale of Tales (2015)
Pooky Quesnel Sarah Pocket  Sarah Pocket  See fewer,Members only,Pride and Prejudice and Zombies (2016)
Kate Lock Camilla Pocket  Camilla Pocket  See fewer,Members only,Closed Circuit (2013)
Robbie Coltrane Jaggers  Jaggers  See fewer,Top 5000,Cracker (1993)
