Name,STARmeter,Known for
James Dean Jim Stark  Jim Stark  See fewer,Top 5000,East of Eden (1955)
Natalie Wood Judy  Judy  See fewer,Top 5000,West Side Story (1961)
Sal Mineo John 'Plato' Crawford  John 'Plato' Crawford  See fewer,Members only,Exodus (1960)
Jim Backus Frank Stark  Frank Stark  See fewer,Members only,It's a Mad Mad Mad Mad World (1963)
Ann Doran Mrs. Carol Stark  Mrs. Carol Stark  See fewer,Members only,You Can't Take It with You (1938)
Corey Allen Buzz Gunderson  Buzz Gunderson  See fewer,Members only,Hill Street Blues (1981)
William Hopper Judy's Father  Judy's Father  See fewer,Members only,20 Million Miles to Earth (1957)
Rochelle Hudson Judy's Mother  Judy's Mother  See fewer,Members only,Imitation of Life (1934)
Dennis Hopper Goon  Goon  See fewer,Top 5000,Easy Rider (1969)
Edward Platt Ray Fremick  Ray Fremick  See fewer,Members only,North by Northwest (1959)
Steffi Sidney Mil  Mil  See fewer,Members only,Hold Back Tomorrow (1955)
Marietta Canty Crawford Family Maid  Crawford Family Maid  See fewer,Members only,The Lady Is Willing (1942)
Virginia Brissac Mrs. Stark - Jim's Grandmother  Mrs. Stark - Jim's Grandmother  See fewer,Members only,The Scarlet Clue (1945)
Beverly Long Helen  Helen  See fewer,Members only,Super Capers: The Origins of Ed and the Missing Bullion (2009)
Ian Wolfe Dr. Minton  Dr. Minton  See fewer,Members only,Witness for the Prosecution (1957)
Frank Mazzola Crunch  Crunch  See fewer,Members only,The Party (1968)
Robert Foulk Gene  Gene  See fewer,Members only,The Maltese Falcon (1941)
Jack Simmons Cookie  Cookie  See fewer,Members only,Madame Wang's (1981)
Tom Bernard Harry  Harry  See fewer,Members only,The Ruggles (1949)
Nick Adams Chick  Chick  See fewer,Members only,Godzilla vs. Monster Zero (1965)
Jack Grinnage Moose  Moose  See fewer,Members only,Kolchak: The Night Stalker (1974)
Clifford Morris Cliff  Cliff  See fewer,Members only,Rebel Without a Cause (1955)
Dorothy Abbott Nurse (uncredited)  Nurse (uncredited)  See fewer,Members only,Dragnet (1951)
David Alpert Police Officer (uncredited)  Police Officer (uncredited)  See fewer,Members only,Gog (1954)
Jimmy Baird Beau (uncredited)  Beau (uncredited)  See fewer,Members only,The Twilight Zone (1959)
Paul Birch Police Chief (uncredited)  Police Chief (uncredited)  See fewer,Members only,Queen of Outer Space (1958)
Harold Bostwick Minor Role (uncredited)  Minor Role (uncredited)  See fewer,Members only,Sergeant Preston of the Yukon (1955)
Paul Bryar Desk Sergeant #2 (uncredited)  Desk Sergeant #2 (uncredited)  See fewer,Members only,Butch Cassidy and the Sundance Kid (1969)
John Close Police Officer (uncredited)  Police Officer (uncredited)  See fewer,Members only,Sudden Danger (1955)
Chuck Hamilton Police Desk Sergeant (uncredited)  Police Desk Sergeant (uncredited)  See fewer,Members only,The Mysterious Pilot (1937)
Chuck Hicks Ambulance Attendant (uncredited)  Ambulance Attendant (uncredited)  See fewer,Members only,Dick Tracy (1990)
Skipper Huerta Little Boy (uncredited)  Little Boy (uncredited)  See fewer,Members only,Rebel Without a Cause (1955)
Louise Lane Policewoman (uncredited)  Policewoman (uncredited)  See fewer,Members only,Mod Squad (1968)
Nelson Leigh Desk Sergeant #1 (uncredited)  Desk Sergeant #1 (uncredited)  See fewer,Members only,Ma Barker's Killer Brood (1960)
David McMahon Crunch's Father (uncredited)  Crunch's Father (uncredited)  See fewer,Members only,It Conquered the World (1956)
Edward McNally Approaching Officer (uncredited)  Approaching Officer (uncredited)  See fewer,Members only,Emperor of the North (1973)
Peter Miller Hoodlum (uncredited)  Hoodlum (uncredited)  See fewer,Members only,Forbidden Planet (1956)
Ralph Moratz Schoolboy in Planetarium (uncredited)  Schoolboy in Planetarium (uncredited)  See fewer,Members only,Independence Day (1996)
Bruce Noonan Monitor Admonishing Plato (uncredited)  Monitor Admonishing Plato (uncredited)  See fewer,Members only,Battle Stations (1956)
House Peters Jr. Officer at Police Station (uncredited)  Officer at Police Station (uncredited)  See fewer,Members only,Flash Gordon (1936)
Stephanie Pond-Smith Girl (uncredited)  Girl (uncredited)  See fewer,Members only,Payback (I) (1999)
Charles Postal Teacher (uncredited)  Teacher (uncredited)  See fewer,Members only,The Unknown Terror (1957)
Nicholas Ray Man in Last Shot (uncredited)  Man in Last Shot (uncredited)  See fewer,Members only,The American Friend (1977)
Gus Schilling Attendant (uncredited)  Attendant (uncredited)  See fewer,Members only,Citizen Kane (1941)
Almira Sessions Old Lady Teacher (uncredited)  Old Lady Teacher (uncredited)  See fewer,Members only,Sullivan's Travels (1941)
Joel Smith Officer (uncredited)  Officer (uncredited)  See fewer,Members only,The Book of Acts Series (1957)
Bert Stevens Police Detective (uncredited)  Police Detective (uncredited)  See fewer,Members only,Perry Mason (1957)
Dick Wessel Planetarium Guide (uncredited)  Planetarium Guide (uncredited)  See fewer,Members only,Dick Tracy vs. Cueball (1946)
Robert B. Williams Ed - Moose's Father (uncredited)  Ed - Moose's Father (uncredited)  See fewer,Members only,The Killing (1956)
